"TenthTeeLateScoringAverage_RANKTHISWEEK_2009","TenthTeeLateScoringAverage_RANKLASTWEEK_2009","TenthTeeLateScoringAverage_PLAYERNAME_2009","TenthTeeLateScoringAverage_ROUNDS_2009","TenthTeeLateScoringAverage_AVG_2009","TenthTeeLateScoringAverage_TOTALSTROKES_2009","TenthTeeLateScoringAverage_TOTAL10THTEELATERNDS_2009","stat_name","year"
52,52,"Tim Herron",87,70.22,1264,18,"TenthTeeLateScoringAverage",2009
53,53,"Rich Beem",77,70.25,1124,16,"TenthTeeLateScoringAverage",2009
53,53,"Jonathan Byrd",89,70.25,1124,16,"TenthTeeLateScoringAverage",2009
53,53,"Todd Hamilton",83,70.25,1124,16,"TenthTeeLateScoringAverage",2009
56,56,"David Mathis",82,70.27,1054,15,"TenthTeeLateScoringAverage",2009
57,57,"Ted Purdy",101,70.28,1265,18,"TenthTeeLateScoringAverage",2009
58,58,"Retief Goosen",74,70.29,492,7,"TenthTeeLateScoringAverage",2009
59,59,"Harrison Frazar",93,70.31,914,13,"TenthTeeLateScoringAverage",2009
60,60,"Brian Gay",96,70.33,1055,15,"TenthTeeLateScoringAverage",2009
60,60,"Charles Howell III",99,70.33,1477,21,"TenthTeeLateScoringAverage",2009
62,62,"Daniel Chopra",89,70.35,1407,20,"TenthTeeLateScoringAverage",2009
63,63,"Charley Hoffman",97,70.36,1548,22,"TenthTeeLateScoringAverage",2009
64,64,"Robert Allenby",71,70.4,704,10,"TenthTeeLateScoringAverage",2009
64,64,"Nathan Green",104,70.4,1408,20,"TenthTeeLateScoringAverage",2009
66,66,"Hunter Mahan",94,70.43,493,7,"TenthTeeLateScoringAverage",2009
67,67,"Steve Flesch",77,70.44,1127,16,"TenthTeeLateScoringAverage",2009
67,67,"Jay Williamson",69,70.44,1127,16,"TenthTeeLateScoringAverage",2009
69,69,"Jeff Overton",92,70.45,775,11,"TenthTeeLateScoringAverage",2009
69,69,"Charles Warren",63,70.45,775,11,"TenthTeeLateScoringAverage",2009
71,71,"Kevin Stadler",65,70.46,916,13,"TenthTeeLateScoringAverage",2009
72,72,"Richard Johnson",85,70.47,1198,17,"TenthTeeLateScoringAverage",2009
73,73,"Ricky Barnes",67,70.5,1410,20,"TenthTeeLateScoringAverage",2009
73,73,"Brian Bateman",55,70.5,846,12,"TenthTeeLateScoringAverage",2009
73,73,"Joe Durant",62,70.5,846,12,"TenthTeeLateScoringAverage",2009
73,73,"Cliff Kresge",78,70.5,1128,16,"TenthTeeLateScoringAverage",2009
73,73,"Tim Petrovic",97,70.5,1128,16,"TenthTeeLateScoringAverage",2009
78,78,"Chris DiMarco",97,70.54,1693,24,"TenthTeeLateScoringAverage",2009
79,79,"Casey Wittenberg",71,70.6,1059,15,"TenthTeeLateScoringAverage",2009
80,80,"DA Points",99,70.61,1271,18,"TenthTeeLateScoringAverage",2009
81,81,"Lucas Glover",93,70.62,918,13,"TenthTeeLateScoringAverage",2009
82,82,"Stephen Ames",77,70.63,1130,16,"TenthTeeLateScoringAverage",2009
83,83,"Kent Jones",73,70.69,1131,16,"TenthTeeLateScoringAverage",2009
83,83,"John Merrick",91,70.69,1131,16,"TenthTeeLateScoringAverage",2009
85,85,"Rory Sabbatini",81,70.7,707,10,"TenthTeeLateScoringAverage",2009
86,86,"Chris Stroud",88,70.73,778,11,"TenthTeeLateScoringAverage",2009
87,87,"Michael Letzig",96,70.74,1344,19,"TenthTeeLateScoringAverage",2009
88,88,"Ernie Els",70,70.75,283,4,"TenthTeeLateScoringAverage",2009
89,89,"Jason Bohn",88,70.77,1557,22,"TenthTeeLateScoringAverage",2009
90,90,"Alex Cejka",82,70.79,991,14,"TenthTeeLateScoringAverage",2009
90,90,"Ryuji Imada",85,70.79,991,14,"TenthTeeLateScoringAverage",2009
90,90,"Lee Janzen",74,70.79,991,14,"TenthTeeLateScoringAverage",2009
93,93,"Bart Bryant",58,70.8,1062,15,"TenthTeeLateScoringAverage",2009
93,93,"Bill Haas",91,70.8,1062,15,"TenthTeeLateScoringAverage",2009
95,95,"Matt Kuchar",82,70.82,1204,17,"TenthTeeLateScoringAverage",2009
96,96,"Marc Leishman",91,70.83,1275,18,"TenthTeeLateScoringAverage",2009
96,96,"Nick Watney",86,70.83,850,12,"TenthTeeLateScoringAverage",2009
96,96,"Dean Wilson",81,70.83,1275,18,"TenthTeeLateScoringAverage",2009
99,99,"Charlie Wi",92,70.85,1417,20,"TenthTeeLateScoringAverage",2009
100,100,"John Rollins",92,70.86,1488,21,"TenthTeeLateScoringAverage",2009
101,101,"Jason Day",61,70.88,567,8,"TenthTeeLateScoringAverage",2009
102,102,"Colt Knost",71,70.89,1276,18,"TenthTeeLateScoringAverage",2009
103,103,"Jarrod Lyle",65,70.91,780,11,"TenthTeeLateScoringAverage",2009
104,104,"Stuart Appleby",79,70.93,993,14,"TenthTeeLateScoringAverage",2009
105,105,"Ryan Palmer",78,70.94,1206,17,"TenthTeeLateScoringAverage",2009
106,106,"JB Holmes",74,70.95,1490,21,"TenthTeeLateScoringAverage",2009
107,107,"Mark Calcavecchia",72,71,1207,17,"TenthTeeLateScoringAverage",2009
107,107,"Jeff Klauk",97,71,1207,17,"TenthTeeLateScoringAverage",2009
107,107,"Martin Laird",72,71,923,13,"TenthTeeLateScoringAverage",2009
107,107,"Bill Lunde",83,71,1278,18,"TenthTeeLateScoringAverage",2009
107,107,"Rod Pampling",72,71,852,12,"TenthTeeLateScoringAverage",2009
107,107,"Tom Pernice Jr",82,71,852,12,"TenthTeeLateScoringAverage",2009
107,107,"Johnson Wagner",81,71,1065,15,"TenthTeeLateScoringAverage",2009
114,114,"Nicholas Thompson",96,71.05,1492,21,"TenthTeeLateScoringAverage",2009
115,115,"Mark Wilson",99,71.06,1208,17,"TenthTeeLateScoringAverage",2009
116,116,"Heath Slocum",95,71.07,995,14,"TenthTeeLateScoringAverage",2009
117,117,"Tim Clark",81,71.08,924,13,"TenthTeeLateScoringAverage",2009
118,118,"Brendon de Jonge",90,71.1,1493,21,"TenthTeeLateScoringAverage",2009
119,119,"Anthony Kim",76,71.13,569,8,"TenthTeeLateScoringAverage",2009
120,120,"Chez Reavie",81,71.14,996,14,"TenthTeeLateScoringAverage",2009
121,121,"Robert Garrigus",83,71.15,925,13,"TenthTeeLateScoringAverage",2009
122,122,"Bob Estes",78,71.16,1352,19,"TenthTeeLateScoringAverage",2009
123,123,"Jason Gore",74,71.2,1424,20,"TenthTeeLateScoringAverage",2009
123,123,"Rick Price",54,71.2,712,10,"TenthTeeLateScoringAverage",2009
123,123,"YE Yang",83,71.2,1068,15,"TenthTeeLateScoringAverage",2009
126,126,"Kevin Sutherland",96,71.21,997,14,"TenthTeeLateScoringAverage",2009
127,127,"Matt Bettencourt",98,71.24,1781,25,"TenthTeeLateScoringAverage",2009
128,128,"Mark Brooks",55,71.27,784,11,"TenthTeeLateScoringAverage",2009
128,128,"Aron Price",89,71.27,1069,15,"TenthTeeLateScoringAverage",2009
130,130,"Kenny Perry",92,71.29,499,7,"TenthTeeLateScoringAverage",2009
130,130,"Jeff Quinney",78,71.29,998,14,"TenthTeeLateScoringAverage",2009
132,132,"Brad Adamonis",70,71.32,1355,19,"TenthTeeLateScoringAverage",2009
133,133,"Woody Austin",84,71.33,1498,21,"TenthTeeLateScoringAverage",2009
133,133,"James Nitties",86,71.33,1284,18,"TenthTeeLateScoringAverage",2009
135,135,"Glen Day",79,71.35,1427,20,"TenthTeeLateScoringAverage",2009
136,136,"Andres Romero",58,71.36,785,11,"TenthTeeLateScoringAverage",2009
136,136,"Webb Simpson",94,71.36,999,14,"TenthTeeLateScoringAverage",2009
138,138,"JJ Henry",97,71.38,928,13,"TenthTeeLateScoringAverage",2009
138,138,"Kirk Triplett",60,71.38,928,13,"TenthTeeLateScoringAverage",2009
140,140,"Peter Tomasulo",61,71.4,714,10,"TenthTeeLateScoringAverage",2009
141,141,"Tommy Armour III",58,71.42,857,12,"TenthTeeLateScoringAverage",2009
141,141,"KJ Choi",65,71.42,857,12,"TenthTeeLateScoringAverage",2009
143,143,"DJ Trahan",96,71.44,1286,18,"TenthTeeLateScoringAverage",2009
144,144,"Darron Stiles",52,71.45,786,11,"TenthTeeLateScoringAverage",2009
145,145,"Michael Allen",73,71.47,1072,15,"TenthTeeLateScoringAverage",2009
145,145,"Nick OHern",90,71.47,1215,17,"TenthTeeLateScoringAverage",2009
147,147,"Joe Ogilvie",85,71.5,1144,16,"TenthTeeLateScoringAverage",2009
148,148,"John Mallinger",90,71.53,1073,15,"TenthTeeLateScoringAverage",2009
149,149,"Aaron Baddeley",66,71.59,1217,17,"TenthTeeLateScoringAverage",2009
150,150,"Jim Furyk",86,71.6,358,5,"TenthTeeLateScoringAverage",2009
151,151,"Peter Lonard",86,71.63,1146,16,"TenthTeeLateScoringAverage",2009
152,152,"Stewart Cink",79,71.67,645,9,"TenthTeeLateScoringAverage",2009
153,153,"Jimmy Walker",74,71.73,1578,22,"TenthTeeLateScoringAverage",2009
154,154,"Ken Duke",87,71.74,1363,19,"TenthTeeLateScoringAverage",2009
155,155,"Brian Davis",103,71.75,1148,16,"TenthTeeLateScoringAverage",2009
155,155,"Jeff Maggert",79,71.75,861,12,"TenthTeeLateScoringAverage",2009
155,155,"Brendon Todd",53,71.75,574,8,"TenthTeeLateScoringAverage",2009
158,158,"George McNeill",82,71.78,646,9,"TenthTeeLateScoringAverage",2009
158,158,"Carl Pettersson",86,71.78,1938,27,"TenthTeeLateScoringAverage",2009
160,160,"Scott Piercy",85,71.79,1005,14,"TenthTeeLateScoringAverage",2009
161,161,"Marc Turnesa",77,71.86,1581,22,"TenthTeeLateScoringAverage",2009
162,162,"Davis Love III",89,71.89,1294,18,"TenthTeeLateScoringAverage",2009
162,162,"Kevin Streelman",97,71.89,1294,18,"TenthTeeLateScoringAverage",2009
164,164,"Brian Vranesh",51,71.92,935,13,"TenthTeeLateScoringAverage",2009
165,165,"Leif Olson",51,72.09,793,11,"TenthTeeLateScoringAverage",2009
166,166,"Scott Sterling",51,72.17,433,6,"TenthTeeLateScoringAverage",2009
167,167,"Ben Curtis",63,72.18,794,11,"TenthTeeLateScoringAverage",2009
168,168,"Brandt Snedeker",81,72.2,1083,15,"TenthTeeLateScoringAverage",2009
169,169,"David Duval",56,72.21,1011,14,"TenthTeeLateScoringAverage",2009
170,170,"Paul Goydos",79,72.25,1445,20,"TenthTeeLateScoringAverage",2009
171,171,"Will Ma Kenzie",69,72.33,651,9,"TenthTeeLateScoringAverage",2009
172,172,"Adam Scott",53,72.4,362,5,"TenthTeeLateScoringAverage",2009
173,173,"Derek Fathauer",63,72.47,1232,17,"TenthTeeLateScoringAverage",2009
174,174,"Tom Lehman",55,72.57,508,7,"TenthTeeLateScoringAverage",2009
175,175,"Billy Mayfair",83,72.63,1380,19,"TenthTeeLateScoringAverage",2009
176,176,"Vijay Singh",71,72.67,436,6,"TenthTeeLateScoringAverage",2009
177,177,"Gary Woodland",53,72.75,873,12,"TenthTeeLateScoringAverage",2009
178,178,"Brad Faxon",59,72.82,1238,17,"TenthTeeLateScoringAverage",2009
179,179,"Eric Axley",71,73,1387,19,"TenthTeeLateScoringAverage",2009
179,179,"Greg Kraft",51,73,584,8,"TenthTeeLateScoringAverage",2009
179,179,"Parker McLachlin",71,73,803,11,"TenthTeeLateScoringAverage",2009
182,182,"Corey Pavin",73,73.08,950,13,"TenthTeeLateScoringAverage",2009
183,183,"Angel Cabrera",55,73.3,733,10,"TenthTeeLateScoringAverage",2009
184,184,"Mathew Goggin",76,73.36,807,11,"TenthTeeLateScoringAverage",2009
