"TenthTeeLateScoringAverage_RANKTHISWEEK_2009","TenthTeeLateScoringAverage_RANKLASTWEEK_2009","TenthTeeLateScoringAverage_PLAYERNAME_2009","TenthTeeLateScoringAverage_ROUNDS_2009","TenthTeeLateScoringAverage_AVG_2009","TenthTeeLateScoringAverage_TOTALSTROKES_2009","TenthTeeLateScoringAverage_TOTAL10THTEELATERNDS_2009","stat_name","year"
1,1,"Tiger Woods",64,68,68,1,"TenthTeeLateScoringAverage",2009
2,2,"Bubba Watson",73,68.33,820,12,"TenthTeeLateScoringAverage",2009
3,3,"Fred Couples",54,68.43,479,7,"TenthTeeLateScoringAverage",2009
4,4,"Mike Weir",85,68.64,755,11,"TenthTeeLateScoringAverage",2009
5,5,"Sergio Garcia",59,68.67,206,3,"TenthTeeLateScoringAverage",2009
5,5,"Boo Weekley",79,68.67,618,9,"TenthTeeLateScoringAverage",2009
7,7,"Matt Jones",56,68.9,689,10,"TenthTeeLateScoringAverage",2009
8,8,"Steve Marino",98,68.94,1241,18,"TenthTeeLateScoringAverage",2009
9,9,"Geoff Ogilvy",78,69,138,2,"TenthTeeLateScoringAverage",2009
10,10,"David Toms",98,69.13,553,8,"TenthTeeLateScoringAverage",2009
11,11,"Zach Johnson",94,69.17,415,6,"TenthTeeLateScoringAverage",2009
12,12,"Cameron Beckman",87,69.26,1593,23,"TenthTeeLateScoringAverage",2009
13,13,"Padraig Harrington",66,69.33,208,3,"TenthTeeLateScoringAverage",2009
14,14,"Greg Chalmers",85,69.35,1387,20,"TenthTeeLateScoringAverage",2009
15,15,"Jerry Kelly",90,69.39,1249,18,"TenthTeeLateScoringAverage",2009
16,16,"Ben Crane",93,69.4,1041,15,"TenthTeeLateScoringAverage",2009
17,17,"Bob Heintz",59,69.5,834,12,"TenthTeeLateScoringAverage",2009
18,18,"Scott McCarron",91,69.56,1113,16,"TenthTeeLateScoringAverage",2009
19,19,"Bo Van Pelt",100,69.57,1461,21,"TenthTeeLateScoringAverage",2009
20,20,"Vaughn Taylor",88,69.61,1253,18,"TenthTeeLateScoringAverage",2009
21,21,"Freddie Jacobson",83,69.64,975,14,"TenthTeeLateScoringAverage",2009
22,22,"Spencer Levin",75,69.65,1184,17,"TenthTeeLateScoringAverage",2009
23,23,"Chris Riley",77,69.67,1045,15,"TenthTeeLateScoringAverage",2009
24,24,"Justin Leonard",95,69.71,488,7,"TenthTeeLateScoringAverage",2009
25,25,"Greg Owen",97,69.73,1046,15,"TenthTeeLateScoringAverage",2009
26,26,"Sean OHair",80,69.75,837,12,"TenthTeeLateScoringAverage",2009
26,26,"Steve Stricker",81,69.75,279,4,"TenthTeeLateScoringAverage",2009
28,28,"Kevin Na",91,69.77,907,13,"TenthTeeLateScoringAverage",2009
29,29,"Patrick Sheehan",51,69.8,698,10,"TenthTeeLateScoringAverage",2009
30,30,"Camilo Villegas",76,69.83,419,6,"TenthTeeLateScoringAverage",2009
31,31,"Brett Quigley",92,69.85,1886,27,"TenthTeeLateScoringAverage",2009
32,32,"Scott Verplank",88,69.87,1048,15,"TenthTeeLateScoringAverage",2009
33,33,"Dustin Johnson",85,69.89,629,9,"TenthTeeLateScoringAverage",2009
34,34,"Briny Baird",89,69.91,769,11,"TenthTeeLateScoringAverage",2009
35,35,"Steve Lowery",83,69.94,1259,18,"TenthTeeLateScoringAverage",2009
36,36,"Jason Dufner",90,69.95,1329,19,"TenthTeeLateScoringAverage",2009
37,37,"Kris Blanks",60,70,1050,15,"TenthTeeLateScoringAverage",2009
37,37,"Chad Campbell",90,70,980,14,"TenthTeeLateScoringAverage",2009
37,37,"Steve Elkington",70,70,910,13,"TenthTeeLateScoringAverage",2009
37,37,"Phil Mickelson",66,70,210,3,"TenthTeeLateScoringAverage",2009
37,37,"Ryan Moore",89,70,1470,21,"TenthTeeLateScoringAverage",2009
37,37,"Ian Poulter",59,70,420,6,"TenthTeeLateScoringAverage",2009
37,37,"Matt Weibring",65,70,910,13,"TenthTeeLateScoringAverage",2009
44,44,"John Senden",100,70.05,1401,20,"TenthTeeLateScoringAverage",2009
45,45,"Rocco Mediate",79,70.07,981,14,"TenthTeeLateScoringAverage",2009
45,45,"Tag Ridings",50,70.07,981,14,"TenthTeeLateScoringAverage",2009
47,47,"Justin Rose",71,70.08,841,12,"TenthTeeLateScoringAverage",2009
48,48,"Troy Matteson",95,70.2,1053,15,"TenthTeeLateScoringAverage",2009
48,48,"Bryce Molder",69,70.2,1053,15,"TenthTeeLateScoringAverage",2009
50,50,"Luke Donald",79,70.21,983,14,"TenthTeeLateScoringAverage",2009
50,50,"Pat Perez",74,70.21,1334,19,"TenthTeeLateScoringAverage",2009
