"EarlyPar3ScoringAverage_RANKTHISWEEK_2012","EarlyPar3ScoringAverage_RANKLASTWEEK_2012","EarlyPar3ScoringAverage_PLAYERNAME_2012","EarlyPar3ScoringAverage_ROUNDS_2012","EarlyPar3ScoringAverage_AVG_2012","EarlyPar3ScoringAverage_TOTALSTROKES_2012","EarlyPar3ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Tiger Woods",69,2.92,292,100,"EarlyPar3ScoringAverage",2012
2,2,"Jason Day",57,2.94,335,114,"EarlyPar3ScoringAverage",2012
2,2,"Dustin Johnson",70,2.94,356,121,"EarlyPar3ScoringAverage",2012
2,2,"Richard Lee",71,2.94,485,165,"EarlyPar3ScoringAverage",2012
5,5,"Sean OHair",84,2.95,540,183,"EarlyPar3ScoringAverage",2012
6,6,"Greg Owen",90,2.96,569,192,"EarlyPar3ScoringAverage",2012
7,7,"Arjun Atwal",79,2.97,458,154,"EarlyPar3ScoringAverage",2012
7,7,"Ken Duke",104,2.97,606,204,"EarlyPar3ScoringAverage",2012
7,7,"Bob Estes",78,2.97,493,166,"EarlyPar3ScoringAverage",2012
7,7,"Billy Horschel",63,2.97,344,116,"EarlyPar3ScoringAverage",2012
7,7,"Louis Oosthuizen",65,2.97,377,127,"EarlyPar3ScoringAverage",2012
7,7,"Ryan Palmer",81,2.97,433,146,"EarlyPar3ScoringAverage",2012
7,7,"Justin Rose",69,2.97,362,122,"EarlyPar3ScoringAverage",2012
7,7,"Kevin Stadler",85,2.97,466,157,"EarlyPar3ScoringAverage",2012
7,7,"David Toms",60,2.97,354,119,"EarlyPar3ScoringAverage",2012
16,16,"Keegan Bradley",90,2.98,497,167,"EarlyPar3ScoringAverage",2012
16,16,"Ben Curtis",62,2.98,310,104,"EarlyPar3ScoringAverage",2012
16,16,"Zach Johnson",95,2.98,548,184,"EarlyPar3ScoringAverage",2012
16,16,"Tom Pernice Jr",62,2.98,387,130,"EarlyPar3ScoringAverage",2012
16,16,"Brandt Snedeker",81,2.98,399,134,"EarlyPar3ScoringAverage",2012
16,16,"Steve Stricker",73,2.98,310,104,"EarlyPar3ScoringAverage",2012
16,16,"Daniel Summerhays",81,2.98,503,169,"EarlyPar3ScoringAverage",2012
23,23,"Greg Chalmers",88,2.99,535,179,"EarlyPar3ScoringAverage",2012
23,23,"Brendon de Jonge",115,2.99,690,231,"EarlyPar3ScoringAverage",2012
23,23,"Troy Kelly",68,2.99,377,126,"EarlyPar3ScoringAverage",2012
23,23,"Derek Lamely",64,2.99,422,141,"EarlyPar3ScoringAverage",2012
23,23,"Geoff Ogilvy",73,2.99,491,164,"EarlyPar3ScoringAverage",2012
23,23,"Carl Pettersson",92,2.99,524,175,"EarlyPar3ScoringAverage",2012
