"OfficialWorldGolfRanking_RANKTHISWEEK_2010","OfficialWorldGolfRanking_RANKLASTWEEK_2010","OfficialWorldGolfRanking_PLAYERNAME_2010","OfficialWorldGolfRanking_EVENTS_2010","OfficialWorldGolfRanking_AVGPOINTS_2010","OfficialWorldGolfRanking_TOTALPOINTS_2010","OfficialWorldGolfRanking_POINTSLOST_2010","OfficialWorldGolfRanking_POINTSGAINED_2010","OfficialWorldGolfRanking_COUNTRY_2010","stat_name","year"
15,NA,"Francesco Molinari",55,4.5,247.35,-119.14,222.28,NA,"OfficialWorldGolfRanking",2010
16,NA,"Robert Karlsson",43,4.43,190.63,-144.98,203.86,NA,"OfficialWorldGolfRanking",2010
17,NA,"Retief Goosen",58,4.22,244.47,-193.53,210.7,NA,"OfficialWorldGolfRanking",2010
18,NA,"Edoardo Molinari",55,4.19,230.65,-92.15,206.02,NA,"OfficialWorldGolfRanking",2010
19,NA,"Hunter Mahan",53,4.19,222.06,-147.53,206.78,NA,"OfficialWorldGolfRanking",2010
20,NA,"Zach Johnson",53,3.76,199.22,-160.63,170.99,NA,"OfficialWorldGolfRanking",2010
21,NA,"Robert Allenby",58,3.76,217.98,-188.1,175.69,NA,"OfficialWorldGolfRanking",2010
22,NA,"Padraig Harrington",56,3.71,207.84,-230.99,144.52,NA,"OfficialWorldGolfRanking",2010
23,NA,"Geoff Ogilvy",51,3.69,188.11,-200.29,165.9,NA,"OfficialWorldGolfRanking",2010
24,NA,"Adam Scott",52,3.67,190.77,-99.15,160.01,NA,"OfficialWorldGolfRanking",2010
25,NA,"Louis Oosthuizen",53,3.61,191.38,-100.12,208.84,NA,"OfficialWorldGolfRanking",2010
26,NA,"Miguel Angel Jimenez",58,3.59,208.12,-129.68,207.43,NA,"OfficialWorldGolfRanking",2010
27,NA,"Tim Clark",53,3.58,189.71,-146.78,188.07,NA,"OfficialWorldGolfRanking",2010
28,NA,"Rickie Fowler",40,3.55,141.9,-43.05,157.32,NA,"OfficialWorldGolfRanking",2010
29,NA,"Anthony Kim",46,3.5,161.21,-179.91,158.83,NA,"OfficialWorldGolfRanking",2010
30,NA,"Justin Rose",54,3.47,187.16,-107.43,192.61,NA,"OfficialWorldGolfRanking",2010
31,NA,"Bubba Watson",47,3.46,162.47,-82.76,167.76,NA,"OfficialWorldGolfRanking",2010
32,NA,"KT Kim",54,3.42,184.76,-48.62,166.03,NA,"OfficialWorldGolfRanking",2010
33,NA,"Ross Fisher",51,3.38,172.55,-157.3,124.23,NA,"OfficialWorldGolfRanking",2010
34,NA,"Nick Watney",53,3.26,172.83,-138.18,152.79,NA,"OfficialWorldGolfRanking",2010
35,NA,"Camilo Villegas",53,3.2,169.81,-188.67,175.56,NA,"OfficialWorldGolfRanking",2010
36,NA,"Ryo Ishikawa",58,3.18,184.64,-117.71,138.17,NA,"OfficialWorldGolfRanking",2010
37,NA,"Charl Schwartzel",56,3.18,178.08,-127.68,191,NA,"OfficialWorldGolfRanking",2010
38,NA,"Jason Day",42,3.13,131.6,-52.21,130.23,NA,"OfficialWorldGolfRanking",2010
39,NA,"Ben Crane",53,3.11,164.85,-88.52,177.9,NA,"OfficialWorldGolfRanking",2010
40,NA,"Yuta Ikeda",56,3.02,168.87,-75.08,129.16,NA,"OfficialWorldGolfRanking",2010
41,NA,"Sean OHair",51,3,152.95,-169.7,111.8,NA,"OfficialWorldGolfRanking",2010
42,NA,"Peter Hanson",48,2.98,143.24,-104.26,130.83,NA,"OfficialWorldGolfRanking",2010
43,NA,"YE Yang",56,2.97,166.44,-138.09,127.84,NA,"OfficialWorldGolfRanking",2010
44,NA,"Ryan Moore",53,2.82,149.55,-90.82,123.07,NA,"OfficialWorldGolfRanking",2010
45,NA,"Bo Van Pelt",58,2.81,162.9,-72.59,167.78,NA,"OfficialWorldGolfRanking",2010
46,NA,"Stewart Cink",48,2.81,134.79,-152.55,90.03,NA,"OfficialWorldGolfRanking",2010
47,NA,"KJ Choi",52,2.77,144.11,-93,159.48,NA,"OfficialWorldGolfRanking",2010
48,NA,"Alvaro Quiros",54,2.71,146.15,-130.13,152.6,NA,"OfficialWorldGolfRanking",2010
49,NA,"Hiroyuki Fujita",56,2.7,150.97,-80.04,131.1,NA,"OfficialWorldGolfRanking",2010
50,NA,"Martin Laird",55,2.65,145.63,-61.58,126.33,NA,"OfficialWorldGolfRanking",2010
51,NA,"Henrik Stenson",47,2.55,119.74,-201.46,70.76,NA,"OfficialWorldGolfRanking",2010
52,NA,"Charley Hoffman",51,2.55,129.89,-65.02,120.44,NA,"OfficialWorldGolfRanking",2010
53,NA,"Jeff Overton",54,2.53,136.77,-62.13,141.7,NA,"OfficialWorldGolfRanking",2010
54,NA,"Angel Cabrera",44,2.45,107.69,-135.37,68.37,NA,"OfficialWorldGolfRanking",2010
55,NA,"Lucas Glover",51,2.41,123.01,-152.94,72.3,NA,"OfficialWorldGolfRanking",2010
56,NA,"Brendan Jones",40,2.38,95.24,-59.25,78.03,NA,"OfficialWorldGolfRanking",2010
57,NA,"Heath Slocum",58,2.37,137.58,-87.98,114.79,NA,"OfficialWorldGolfRanking",2010
58,NA,"Ryan Palmer",55,2.27,125.03,-54.41,146.01,NA,"OfficialWorldGolfRanking",2010
59,NA,"Toru Taniguchi",44,2.27,100.01,-40.99,92,NA,"OfficialWorldGolfRanking",2010
60,NA,"Bill Haas",56,2.26,126.49,-59.85,133.56,NA,"OfficialWorldGolfRanking",2010
61,NA,"Richard Green",47,2.25,105.89,-54.36,99.79,NA,"OfficialWorldGolfRanking",2010
62,NA,"Matteo Manassero",40,2.21,88.35,-9.65,88.41,NA,"OfficialWorldGolfRanking",2010
63,NA,"Simon Dyson",58,2.11,122.6,-97.93,77.47,NA,"OfficialWorldGolfRanking",2010
64,NA,"Kevin Na",54,2.11,113.75,-96.07,101.8,NA,"OfficialWorldGolfRanking",2010
65,NA,"Seung Yul Noh",45,2.09,93.9,-36.89,101.45,NA,"OfficialWorldGolfRanking",2010
66,NA,"WC Liang",47,2.07,97.22,-61.74,78.39,NA,"OfficialWorldGolfRanking",2010
67,NA,"Thongchai Jaidee",58,2.01,116.6,-114.17,105.47,NA,"OfficialWorldGolfRanking",2010
68,NA,"Scott Verplank",46,2,92.1,-84.44,74.27,NA,"OfficialWorldGolfRanking",2010
69,NA,"Anders Hansen",55,2,109.86,-94.28,75.71,NA,"OfficialWorldGolfRanking",2010
70,NA,"Kenny Perry",46,1.98,90.96,-202.7,48.19,NA,"OfficialWorldGolfRanking",2010
71,NA,"Rhys Davies",58,1.97,114.54,-68.04,118.7,NA,"OfficialWorldGolfRanking",2010
72,NA,"JB Holmes",53,1.97,104.63,-78.69,118.16,NA,"OfficialWorldGolfRanking",2010
73,NA,"Fredrik Andersson Hed",47,1.95,91.65,-29.46,95.11,NA,"OfficialWorldGolfRanking",2010
74,NA,"Danny Willett",48,1.9,91.44,-42.85,86.96,NA,"OfficialWorldGolfRanking",2010
75,NA,"Stuart Appleby",58,1.89,109.45,-68.3,97.22,NA,"OfficialWorldGolfRanking",2010
76,NA,"Sergio Garcia",49,1.87,91.86,-218.8,67.81,NA,"OfficialWorldGolfRanking",2010
77,NA,"Brian Davis",58,1.86,107.78,-69.47,105.05,NA,"OfficialWorldGolfRanking",2010
78,NA,"David Toms",52,1.85,96.23,-95.55,71.81,NA,"OfficialWorldGolfRanking",2010
79,NA,"Michael Sim",46,1.82,83.87,-71.63,59.49,NA,"OfficialWorldGolfRanking",2010
80,NA,"Ricky Barnes",53,1.82,96.39,-51.02,102.51,NA,"OfficialWorldGolfRanking",2010
81,NA,"John Senden",58,1.74,100.75,-83.91,72.09,NA,"OfficialWorldGolfRanking",2010
82,NA,"Tetsuji Hiratsuka",58,1.72,100.01,-51.52,95.61,NA,"OfficialWorldGolfRanking",2010
83,NA,"Soren Kjeldsen",54,1.72,93.1,-117.42,64.1,NA,"OfficialWorldGolfRanking",2010
84,NA,"Michio Matsumura",51,1.72,87.57,-22.69,80.31,NA,"OfficialWorldGolfRanking",2010
85,NA,"Bryce Molder",51,1.72,87.53,-62.17,74.4,NA,"OfficialWorldGolfRanking",2010
86,NA,"Brandt Snedeker",53,1.69,89.3,-71.46,81.24,NA,"OfficialWorldGolfRanking",2010
87,NA,"Oliver Wilson",54,1.68,90.68,-111.76,69.23,NA,"OfficialWorldGolfRanking",2010
88,NA,"David Horsey",50,1.64,82.21,-50.48,89.86,NA,"OfficialWorldGolfRanking",2010
89,NA,"Vijay Singh",47,1.63,76.48,-145.57,70.12,NA,"OfficialWorldGolfRanking",2010
90,NA,"Jason Dufner",54,1.62,87.58,-72.06,59.57,NA,"OfficialWorldGolfRanking",2010
91,NA,"Stephen Gallacher",44,1.62,71.35,-26.32,82.75,NA,"OfficialWorldGolfRanking",2010
92,NA,"Gonzalo Fdez Castano",54,1.62,87.34,-89.17,67.6,NA,"OfficialWorldGolfRanking",2010
93,NA,"Shunsuke Sonoda",40,1.61,64.3,-6.37,69.42,NA,"OfficialWorldGolfRanking",2010
94,NA,"Rory Sabbatini",57,1.54,87.94,-99.16,77.7,NA,"OfficialWorldGolfRanking",2010
95,NA,"Gregory Bourdy",54,1.53,82.55,-61.65,52.65,NA,"OfficialWorldGolfRanking",2010
96,NA,"Katsumasa Miyamoto",52,1.52,79.19,-33.79,69.25,NA,"OfficialWorldGolfRanking",2010
97,NA,"Raphael Jacquelin",58,1.52,88.1,-54.22,71.89,NA,"OfficialWorldGolfRanking",2010
98,NA,"Jamie Donaldson",51,1.5,76.73,-46.44,68.02,NA,"OfficialWorldGolfRanking",2010
99,NA,"Marc Leishman",58,1.5,87.22,-70.58,70.65,NA,"OfficialWorldGolfRanking",2010
100,NA,"Koumei Oda",51,1.5,76.41,-65.47,50.44,NA,"OfficialWorldGolfRanking",2010
101,NA,"Darren Clarke",54,1.49,80.66,-70.62,74.05,NA,"OfficialWorldGolfRanking",2010
102,NA,"Brian Gay",58,1.49,86.56,-118.9,63.27,NA,"OfficialWorldGolfRanking",2010
103,NA,"Joost Luiten",40,1.49,59.63,-8.95,64.52,NA,"OfficialWorldGolfRanking",2010
104,NA,"Vaughn Taylor",54,1.46,78.65,-47.8,81.78,NA,"OfficialWorldGolfRanking",2010
105,NA,"Chris Wood",51,1.45,74.15,-61.73,63.21,NA,"OfficialWorldGolfRanking",2010
106,NA,"Brendon de Jonge",58,1.45,84.29,-44.44,96.98,NA,"OfficialWorldGolfRanking",2010
107,NA,"Steve Marino",58,1.45,83.86,-95.52,73.54,NA,"OfficialWorldGolfRanking",2010
108,NA,"Peter Lawrie",57,1.42,81.19,-51.69,72.02,NA,"OfficialWorldGolfRanking",2010
109,NA,"Carl Pettersson",58,1.41,81.99,-55.54,89.94,NA,"OfficialWorldGolfRanking",2010
110,NA,"Brett Rumford",53,1.39,73.75,-33.7,79.9,NA,"OfficialWorldGolfRanking",2010
111,NA,"Alejandro Canizares",52,1.38,71.88,-25.2,75.66,NA,"OfficialWorldGolfRanking",2010
112,NA,"Davis Love III",51,1.38,70.35,-84.4,67.44,NA,"OfficialWorldGolfRanking",2010
113,NA,"Stephen Ames",46,1.37,63.1,-82.14,45.06,NA,"OfficialWorldGolfRanking",2010
114,NA,"Soren Hansen",57,1.37,78.05,-102.56,52.99,NA,"OfficialWorldGolfRanking",2010
115,NA,"Justin Leonard",54,1.37,73.87,-101.87,51.09,NA,"OfficialWorldGolfRanking",2010
116,NA,"Gregory Havret",52,1.36,70.97,-36.69,77.1,NA,"OfficialWorldGolfRanking",2010
117,NA,"Gareth Maybin",51,1.36,69.57,-57.61,61.14,NA,"OfficialWorldGolfRanking",2010
118,NA,"Tom Gillis",44,1.36,59.73,-32.02,54.84,NA,"OfficialWorldGolfRanking",2010
119,NA,"Robert Jan Derksen",53,1.36,71.88,-46.82,61.24,NA,"OfficialWorldGolfRanking",2010
120,NA,"Jonathan Byrd",51,1.34,68.49,-47.86,57.15,NA,"OfficialWorldGolfRanking",2010
121,NA,"Matt Jones",47,1.33,62.72,-29.94,66.08,NA,"OfficialWorldGolfRanking",2010
122,NA,"Thomas Bjorn",50,1.32,66.15,-33.95,70.97,NA,"OfficialWorldGolfRanking",2010
123,NA,"Freddie Jacobson",49,1.32,64.67,-61.05,61.07,NA,"OfficialWorldGolfRanking",2010
124,NA,"Shingo Katayama",52,1.32,68.51,-95.17,46.16,NA,"OfficialWorldGolfRanking",2010
125,NA,"Arjun Atwal",40,1.31,52.58,-16.79,55.66,NA,"OfficialWorldGolfRanking",2010
126,NA,"Simon Khan",54,1.31,70.72,-29.57,77.13,NA,"OfficialWorldGolfRanking",2010
127,NA,"Johan Edfors",51,1.31,66.66,-58.68,55.22,NA,"OfficialWorldGolfRanking",2010
128,NA,"Gary Boyd",46,1.3,60,-23.85,53.23,NA,"OfficialWorldGolfRanking",2010
129,NA,"Damian McGrane",58,1.29,74.91,-51.44,66.64,NA,"OfficialWorldGolfRanking",2010
130,NA,"Jamie Lovemark",40,1.29,51.64,-15.38,53.02,NA,"OfficialWorldGolfRanking",2010
131,NA,"Dohoon Kim",40,1.28,51.29,-0.56,51.85,NA,"OfficialWorldGolfRanking",2010
132,NA,"Charlie Wi",56,1.28,71.63,-61.62,69.49,NA,"OfficialWorldGolfRanking",2010
133,NA,"John Parry",57,1.28,72.78,-17.54,64.32,NA,"OfficialWorldGolfRanking",2010
134,NA,"Takashi Kanemoto",49,1.26,61.89,-21.47,53.91,NA,"OfficialWorldGolfRanking",2010
135,NA,"Jason Bohn",51,1.26,64.28,-50.67,62.06,NA,"OfficialWorldGolfRanking",2010
136,NA,"Kevin Streelman",58,1.25,72.5,-49.38,70.42,NA,"OfficialWorldGolfRanking",2010
137,NA,"Jacob DONOTUSE",40,1.24,49.79,-10.47,49.59,NA,"OfficialWorldGolfRanking",2010
138,NA,"Jbe Kruger",45,1.24,55.68,-17.55,64.02,NA,"OfficialWorldGolfRanking",2010
139,NA,"DJ Trahan",58,1.23,71.26,-62.38,75.53,NA,"OfficialWorldGolfRanking",2010
140,NA,"Alexander Noren",49,1.23,60.15,-77.01,29.41,NA,"OfficialWorldGolfRanking",2010
141,NA,"Jerry Kelly",56,1.22,68.44,-79.54,49.19,NA,"OfficialWorldGolfRanking",2010
142,NA,"Richie Ramsay",57,1.22,69.57,-45.71,45.04,NA,"OfficialWorldGolfRanking",2010
143,NA,"Thomas Aiken",57,1.22,69.37,-56.8,64.52,NA,"OfficialWorldGolfRanking",2010
144,NA,"Marcus Fraser",54,1.2,64.94,-41.92,68.67,NA,"OfficialWorldGolfRanking",2010
145,NA,"Ignacio Garrido",58,1.2,69.35,-41.58,62.32,NA,"OfficialWorldGolfRanking",2010
146,NA,"Chris Kirk",40,1.19,47.76,-11.61,56.25,NA,"OfficialWorldGolfRanking",2010
147,NA,"Sangmoon Bae",40,1.18,47.13,-35.15,38.31,NA,"OfficialWorldGolfRanking",2010
148,NA,"Nicolas Colsaerts",45,1.18,52.99,-34.08,36.81,NA,"OfficialWorldGolfRanking",2010
149,NA,"Robert Rock",58,1.18,68.25,-52.3,61.38,NA,"OfficialWorldGolfRanking",2010
150,NA,"Bradley Dredge",53,1.17,62.08,-45.36,53.79,NA,"OfficialWorldGolfRanking",2010
151,NA,"Ross McGowan",55,1.17,64.37,-70.78,26.18,NA,"OfficialWorldGolfRanking",2010
152,NA,"Robert Garrigus",48,1.16,55.67,-26.99,53.4,NA,"OfficialWorldGolfRanking",2010
153,NA,"Chad Campbell",54,1.16,62.61,-92.09,43.04,NA,"OfficialWorldGolfRanking",2010
154,NA,"Greg Chalmers",58,1.16,67.18,-50.53,50,NA,"OfficialWorldGolfRanking",2010
155,NA,"Daisuke Maruyama",55,1.15,63.45,-43.84,43.86,NA,"OfficialWorldGolfRanking",2010
156,NA,"Charles Howell III",57,1.15,65.27,-69.76,65.37,NA,"OfficialWorldGolfRanking",2010
157,NA,"Paul Goydos",50,1.14,57.15,-67.01,48.52,NA,"OfficialWorldGolfRanking",2010
158,NA,"Shane Lowry",49,1.14,55.77,-41,47.55,NA,"OfficialWorldGolfRanking",2010
159,NA,"James Kingston",51,1.13,57.8,-69.41,35.94,NA,"OfficialWorldGolfRanking",2010
160,NA,"John Rollins",53,1.13,59.82,-76.61,48.34,NA,"OfficialWorldGolfRanking",2010
161,NA,"Christian Nilsson",40,1.13,45.09,-29.4,33.56,NA,"OfficialWorldGolfRanking",2010
162,NA,"Ryuichi Oda",51,1.12,57.25,-36.9,28.41,NA,"OfficialWorldGolfRanking",2010
163,NA,"Daniel Gaunt",40,1.1,44.18,-2.39,44.83,NA,"OfficialWorldGolfRanking",2010
164,NA,"Kenichi Kuboya",55,1.1,60.58,-61.79,32.95,NA,"OfficialWorldGolfRanking",2010
165,NA,"Thaworn Wiratchant",48,1.1,52.69,-35.16,46.89,NA,"OfficialWorldGolfRanking",2010
166,NA,"Shigeki Maruyama",57,1.09,62.28,-46.07,39.64,NA,"OfficialWorldGolfRanking",2010
167,NA,"Mike Weir",44,1.09,48.06,-114.57,26.75,NA,"OfficialWorldGolfRanking",2010
168,NA,"Jeev Milkha Singh",58,1.09,63.25,-123.44,48.75,NA,"OfficialWorldGolfRanking",2010
169,NA,"Han Lee",44,1.09,47.84,-21.89,35.94,NA,"OfficialWorldGolfRanking",2010
170,NA,"Nick OHern",42,1.07,45.03,-55.49,27.45,NA,"OfficialWorldGolfRanking",2010
171,NA,"Ben Curtis",46,1.06,48.71,-90.43,39.84,NA,"OfficialWorldGolfRanking",2010
172,NA,"Andres Romero",44,1.05,46.06,-65.47,44.56,NA,"OfficialWorldGolfRanking",2010
173,NA,"James Morrison",49,1.03,50.56,-23.05,57.32,NA,"OfficialWorldGolfRanking",2010
174,NA,"Rikard Karlberg",40,1.03,41.15,-4.46,44.8,NA,"OfficialWorldGolfRanking",2010
175,NA,"Tadahiro Takayama",47,1.02,48.05,-15.88,42.65,NA,"OfficialWorldGolfRanking",2010
176,NA,"Tim Petrovic",58,1.02,59.19,-50.81,45.19,NA,"OfficialWorldGolfRanking",2010
177,NA,"Pariya Junhasavasdikul",40,1.01,40.25,-3.44,40.6,NA,"OfficialWorldGolfRanking",2010
178,NA,"Shaun Micheel",43,1,42.99,-16.52,48.92,NA,"OfficialWorldGolfRanking",2010
179,NA,"Alex Cejka",58,1,57.96,-40.88,53.19,NA,"OfficialWorldGolfRanking",2010
180,NA,"Jhonattan Vegas",42,0.99,41.45,-9.34,41.33,NA,"OfficialWorldGolfRanking",2010
181,NA,"Andrew Dodt",46,0.97,44.69,-32.71,52.62,NA,"OfficialWorldGolfRanking",2010
182,NA,"Pablo Martin Benavides",58,0.97,56.11,-23.5,36.09,NA,"OfficialWorldGolfRanking",2010
183,NA,"Richard Johnson",56,0.94,52.8,-34.98,50.62,NA,"OfficialWorldGolfRanking",2010
184,NA,"Corey Pavin",40,0.92,36.98,-23.63,36.57,NA,"OfficialWorldGolfRanking",2010
185,NA,"Blake Adams",47,0.92,43.36,-33.73,35.81,NA,"OfficialWorldGolfRanking",2010
186,NA,"Hunter Haas",49,0.92,45.18,-14.67,44.46,NA,"OfficialWorldGolfRanking",2010
187,NA,"Mark Tullo",40,0.92,36.78,-8.76,36.9,NA,"OfficialWorldGolfRanking",2010
188,NA,"Pat Perez",50,0.92,45.82,-69.95,38.73,NA,"OfficialWorldGolfRanking",2010
189,NA,"Steve Elkington",45,0.91,41.05,-21.11,44.72,NA,"OfficialWorldGolfRanking",2010
190,NA,"Ryuji Imada",56,0.91,51.06,-55.45,52.45,NA,"OfficialWorldGolfRanking",2010
191,NA,"Mikko Ilonen",50,0.91,45.46,-28.6,42.14,NA,"OfficialWorldGolfRanking",2010
192,NA,"Graham DeLaet",45,0.9,40.33,-32.21,39.91,NA,"OfficialWorldGolfRanking",2010
193,NA,"Kevin Chappell",40,0.89,35.67,-15.55,38.84,NA,"OfficialWorldGolfRanking",2010
194,NA,"Kiradech Aphibarnrat",58,0.89,51.7,-21.61,45.07,NA,"OfficialWorldGolfRanking",2010
195,NA,"Anthony Wall",50,0.89,44.52,-73.77,26.67,NA,"OfficialWorldGolfRanking",2010
196,NA,"Derek Lamely",47,0.89,41.73,-30.56,38.86,NA,"OfficialWorldGolfRanking",2010
197,NA,"Michael Allen",40,0.88,35.15,-36.58,31,NA,"OfficialWorldGolfRanking",2010
198,NA,"George Murray",43,0.88,37.65,-10.98,41.14,NA,"OfficialWorldGolfRanking",2010
199,NA,"Brendan Steele",44,0.87,38.46,-7.94,37.07,NA,"OfficialWorldGolfRanking",2010
200,NA,"Chad Collins",51,0.87,44.57,-37.86,32.21,NA,"OfficialWorldGolfRanking",2010
201,NA,"Chris Couch",40,0.87,34.92,-12.22,45.65,NA,"OfficialWorldGolfRanking",2010
202,NA,"Hideto Tanihara",56,0.87,48.85,-46.14,39.55,NA,"OfficialWorldGolfRanking",2010
203,NA,"Jay Choi",40,0.87,34.86,-1.69,36.56,NA,"OfficialWorldGolfRanking",2010
204,NA,"DA Points",58,0.87,50.41,-47.1,43.22,NA,"OfficialWorldGolfRanking",2010
205,NA,"Gaganjeet Bhullar",40,0.87,34.76,-32.54,25.48,NA,"OfficialWorldGolfRanking",2010
206,NA,"John Mallinger",58,0.87,50.3,-58.62,32.88,NA,"OfficialWorldGolfRanking",2010
207,NA,"Fabrizio Zanotti",51,0.86,44.01,-25.03,35.89,NA,"OfficialWorldGolfRanking",2010
208,NA,"Siddikur Rahman",40,0.86,34.4,-1.37,35.77,NA,"OfficialWorldGolfRanking",2010
209,NA,"Tom Watson",40,0.85,34.03,-37.54,18.75,NA,"OfficialWorldGolfRanking",2010
210,NA,"Yasuharu Imano",40,0.84,33.62,-46.21,7.77,NA,"OfficialWorldGolfRanking",2010
211,NA,"Rafa Cabrera Bello",58,0.84,48.53,-55.44,29.47,NA,"OfficialWorldGolfRanking",2010
212,NA,"David Duval",46,0.83,38.33,-34.21,34.73,NA,"OfficialWorldGolfRanking",2010
213,NA,"Steve Webster",49,0.83,40.6,-49.59,27.23,NA,"OfficialWorldGolfRanking",2010
214,NA,"Webb Simpson",58,0.82,47.85,-43.51,41.94,NA,"OfficialWorldGolfRanking",2010
215,NA,"David Lynn",51,0.82,41.86,-38.44,36.33,NA,"OfficialWorldGolfRanking",2010
216,NA,"Fred Couples",40,0.82,32.73,-50.18,26.36,NA,"OfficialWorldGolfRanking",2010
217,NA,"Alvaro Velasco",47,0.82,38.37,-12.22,41.04,NA,"OfficialWorldGolfRanking",2010
218,NA,"Bobby Gates",40,0.81,32.5,-10.63,41.83,NA,"OfficialWorldGolfRanking",2010
219,NA,"Josh Teater",57,0.81,46.09,-27.82,36.69,NA,"OfficialWorldGolfRanking",2010
220,NA,"Kevin Sutherland",52,0.81,41.94,-76.44,31.03,NA,"OfficialWorldGolfRanking",2010
221,NA,"Mark Wilson",56,0.8,45.04,-68.72,31.28,NA,"OfficialWorldGolfRanking",2010
222,NA,"JP Hayes",40,0.8,32.06,-19.27,39.81,NA,"OfficialWorldGolfRanking",2010
223,NA,"Masaya Tomida",50,0.8,40.01,-30.52,27.63,NA,"OfficialWorldGolfRanking",2010
224,NA,"Tomohiro Kondo",49,0.8,39.13,-44.62,15.34,NA,"OfficialWorldGolfRanking",2010
225,NA,"David Drysdale",58,0.79,45.75,-50.26,30.25,NA,"OfficialWorldGolfRanking",2010
225,NA,"Jose Manuel Lara",58,0.79,45.75,-28.72,39.31,NA,"OfficialWorldGolfRanking",2010
227,NA,"Troy Matteson",58,0.79,45.67,-43.03,30.52,NA,"OfficialWorldGolfRanking",2010
228,NA,"JJ Henry",55,0.79,43.29,-42.44,39.82,NA,"OfficialWorldGolfRanking",2010
229,NA,"Rocco Mediate",48,0.78,37.57,-38,32.38,NA,"OfficialWorldGolfRanking",2010
230,NA,"Bernd Wiesberger",49,0.78,38.31,-8.41,39.37,NA,"OfficialWorldGolfRanking",2010
231,NA,"George McNeill",55,0.78,42.96,-54.52,29.09,NA,"OfficialWorldGolfRanking",2010
232,NA,"Alistair Presnell",58,0.78,45.28,-17.76,45.29,NA,"OfficialWorldGolfRanking",2010
233,NA,"Garrett Willis",47,0.78,36.61,-26.21,29.52,NA,"OfficialWorldGolfRanking",2010
234,NA,"Prayad Marksaeng",58,0.78,45.08,-82.9,33.31,NA,"OfficialWorldGolfRanking",2010
235,NA,"Peter Hedblom",53,0.78,41.19,-51.47,25.66,NA,"OfficialWorldGolfRanking",2010
236,NA,"Floris De Vries",40,0.77,30.81,-3.95,34.76,NA,"OfficialWorldGolfRanking",2010
237,NA,"Mardan Mamat",45,0.77,34.57,-19.35,29.25,NA,"OfficialWorldGolfRanking",2010
238,NA,"Boo Weekley",51,0.77,39.04,-57.64,33.05,NA,"OfficialWorldGolfRanking",2010
239,NA,"Kevin Kisner",40,0.76,30.57,-3.11,32.77,NA,"OfficialWorldGolfRanking",2010
240,NA,"Tommy Gainey",55,0.76,41.9,-19.62,46.92,NA,"OfficialWorldGolfRanking",2010
241,NA,"Alex Prugh",52,0.76,39.5,-30.61,44.74,NA,"OfficialWorldGolfRanking",2010
242,NA,"Chris Riley",47,0.76,35.56,-21.67,32.03,NA,"OfficialWorldGolfRanking",2010
243,NA,"Paul Lawrie",49,0.75,36.76,-41.08,32.8,NA,"OfficialWorldGolfRanking",2010
244,NA,"Kevin Stadler",50,0.75,37.5,-31.16,35.93,NA,"OfficialWorldGolfRanking",2010
245,NA,"Oscar Floren",41,0.75,30.75,-9.04,30.36,NA,"OfficialWorldGolfRanking",2010
246,NA,"Nathan Green",58,0.75,43.41,-47.14,35.91,NA,"OfficialWorldGolfRanking",2010
247,NA,"Cameron Percy",51,0.74,37.92,-30.5,21.17,NA,"OfficialWorldGolfRanking",2010
