"PuttingInside10_RANKTHISWEEK_2005","PuttingInside10_RANKLASTWEEK_2005","PuttingInside10_PLAYERNAME_2005","PuttingInside10_ROUNDS_2005","PuttingInside10_PctMADE_2005","PuttingInside10_ATTEMPTS_2005","PuttingInside10_PUTTSMADE_2005","stat_name","year"
56,56,"Joey Snyder III",102,87.9,1678,1475,"PuttingInside10",2005
57,57,"Bernhard Langer",67,87.89,834,733,"PuttingInside10",2005
58,58,"Hunter Mahan",103,87.87,1682,1478,"PuttingInside10",2005
59,59,"Scott Gutschewski",86,87.8,1295,1137,"PuttingInside10",2005
59,59,"Brenden Pappas",51,87.8,869,763,"PuttingInside10",2005
61,61,"Tom Pernice Jr",111,87.78,1620,1422,"PuttingInside10",2005
62,62,"Brad Faxon",75,87.76,1021,896,"PuttingInside10",2005
63,63,"Scott McCarron",78,87.75,1102,967,"PuttingInside10",2005
64,64,"Stuart Appleby",84,87.72,1156,1014,"PuttingInside10",2005
64,64,"Chris DiMarco",83,87.72,1083,950,"PuttingInside10",2005
64,64,"Carl Pettersson",109,87.72,1726,1514,"PuttingInside10",2005
67,67,"Bob Heintz",67,87.71,1123,985,"PuttingInside10",2005
68,68,"Stephen Leaney",89,87.7,1390,1219,"PuttingInside10",2005
69,69,"Ben Curtis",65,87.69,918,805,"PuttingInside10",2005
69,69,"Tom Lehman",69,87.69,926,812,"PuttingInside10",2005
71,71,"Jason Bohn",91,87.66,1491,1307,"PuttingInside10",2005
71,71,"Matt Davidson",53,87.66,924,810,"PuttingInside10",2005
73,73,"Bob Estes",92,87.64,1448,1269,"PuttingInside10",2005
74,74,"Dean Wilson",86,87.61,1437,1259,"PuttingInside10",2005
75,75,"Davis Love III",80,87.57,1022,895,"PuttingInside10",2005
76,76,"Todd Fischer",99,87.55,1615,1414,"PuttingInside10",2005
77,77,"Franklin Langham",91,87.54,1396,1222,"PuttingInside10",2005
78,78,"Brandt Jobe",96,87.53,1484,1299,"PuttingInside10",2005
78,78,"Larry Mize",54,87.53,826,723,"PuttingInside10",2005
80,80,"Shaun Micheel",81,87.52,1170,1024,"PuttingInside10",2005
81,81,"Rory Sabbatini",81,87.51,1089,953,"PuttingInside10",2005
82,82,"Jeff Brehaut",71,87.46,1172,1025,"PuttingInside10",2005
82,82,"Robert Gamez",91,87.46,1467,1283,"PuttingInside10",2005
84,84,"Arron Oberholser",65,87.42,938,820,"PuttingInside10",2005
85,85,"Peter Lonard",85,87.41,1223,1069,"PuttingInside10",2005
86,86,"Carlos Franco",78,87.39,1237,1081,"PuttingInside10",2005
86,86,"Hank Kuehne",84,87.39,1356,1185,"PuttingInside10",2005
88,88,"Greg Owen",84,87.38,1315,1149,"PuttingInside10",2005
88,88,"Adam Scott",72,87.38,951,831,"PuttingInside10",2005
90,90,"Hunter Haas",83,87.37,1314,1148,"PuttingInside10",2005
91,91,"Charles Howell III",95,87.34,1303,1138,"PuttingInside10",2005
92,92,"Lucas Glover",88,87.33,1444,1261,"PuttingInside10",2005
92,92,"Ian Poulter",62,87.33,663,579,"PuttingInside10",2005
94,94,"Scott Verplank",87,87.3,1213,1059,"PuttingInside10",2005
95,95,"Skip Kendall",80,87.28,1305,1139,"PuttingInside10",2005
95,95,"Phillip Price",77,87.28,1140,995,"PuttingInside10",2005
97,97,"Mark Brooks",72,87.24,1176,1026,"PuttingInside10",2005
97,97,"Daniel Chopra",108,87.24,1685,1470,"PuttingInside10",2005
99,99,"Briny Baird",98,87.22,1635,1426,"PuttingInside10",2005
100,100,"Ryan Palmer",101,87.21,1454,1268,"PuttingInside10",2005
101,101,"James Driscoll",73,87.2,1141,995,"PuttingInside10",2005
102,102,"Pat Perez",89,87.18,1349,1176,"PuttingInside10",2005
103,103,"Billy Andrade",83,87.17,1333,1162,"PuttingInside10",2005
104,104,"Vaughn Taylor",99,87.15,1658,1445,"PuttingInside10",2005
105,105,"Kent Jones",99,87.14,1594,1389,"PuttingInside10",2005
106,106,"Paul Azinger",66,87.1,1093,952,"PuttingInside10",2005
106,106,"Chad Campbell",95,87.1,1372,1195,"PuttingInside10",2005
106,106,"Joe Ogilvie",103,87.1,1434,1249,"PuttingInside10",2005
106,106,"Mario Tiziani",67,87.1,1101,959,"PuttingInside10",2005
110,110,"Hidemichi Tanaka",106,87.07,1755,1528,"PuttingInside10",2005
111,111,"Todd Hamilton",94,87.06,1383,1204,"PuttingInside10",2005
111,111,"Padraig Harrington",50,87.06,734,639,"PuttingInside10",2005
113,113,"Ted Purdy",122,87.03,1843,1604,"PuttingInside10",2005
114,114,"Bill Glasson",54,87.01,824,717,"PuttingInside10",2005
114,114,"Geoff Ogilvy",97,87.01,1370,1192,"PuttingInside10",2005
116,116,"Brian Bateman",98,86.96,1580,1374,"PuttingInside10",2005
116,116,"John Daly",78,86.96,1043,907,"PuttingInside10",2005
116,116,"Mike Weir",71,86.96,874,760,"PuttingInside10",2005
119,119,"Jeff Hart",63,86.95,1065,926,"PuttingInside10",2005
119,119,"Jonathan Kaye",77,86.95,1188,1033,"PuttingInside10",2005
121,121,"Jay Haas",54,86.94,712,619,"PuttingInside10",2005
122,122,"Freddie Jacobson",72,86.9,1015,882,"PuttingInside10",2005
122,122,"Heath Slocum",103,86.9,1680,1460,"PuttingInside10",2005
124,124,"John Cook",72,86.87,1066,926,"PuttingInside10",2005
125,125,"Tommy Armour III",103,86.86,1690,1468,"PuttingInside10",2005
126,126,"Charlie Wi",67,86.83,1101,956,"PuttingInside10",2005
127,127,"Rob Rashell",65,86.81,1008,875,"PuttingInside10",2005
128,128,"Chris Smith",93,86.8,1568,1361,"PuttingInside10",2005
129,129,"Kevin Stadler",96,86.76,1526,1324,"PuttingInside10",2005
130,130,"Lee Janzen",75,86.75,1102,956,"PuttingInside10",2005
131,131,"Glen Day",80,86.74,1357,1177,"PuttingInside10",2005
131,131,"Dan Forsman",52,86.74,860,746,"PuttingInside10",2005
133,133,"Danny Briggs",70,86.73,1153,1000,"PuttingInside10",2005
134,134,"Cameron Beckman",96,86.7,1572,1363,"PuttingInside10",2005
135,135,"Steve Jones",56,86.67,878,761,"PuttingInside10",2005
136,136,"Steve Flesch",90,86.64,1168,1012,"PuttingInside10",2005
137,137,"Jason Allred",75,86.62,1173,1016,"PuttingInside10",2005
137,137,"Jose Coceres",56,86.62,979,848,"PuttingInside10",2005
137,137,"Steve Lowery",100,86.62,1584,1372,"PuttingInside10",2005
137,137,"Phil Mickelson",81,86.62,919,796,"PuttingInside10",2005
141,141,"Justin Bolli",65,86.61,1098,951,"PuttingInside10",2005
142,142,"Marco Dawson",82,86.6,1448,1254,"PuttingInside10",2005
142,142,"John Rollins",97,86.6,1545,1338,"PuttingInside10",2005
144,144,"Brett Quigley",96,86.58,1565,1355,"PuttingInside10",2005
145,145,"Rich Beem",66,86.56,893,773,"PuttingInside10",2005
146,146,"Jonathan Byrd",103,86.51,1742,1507,"PuttingInside10",2005
147,147,"Charles Warren",89,86.48,1487,1286,"PuttingInside10",2005
148,148,"Dennis Paulson",63,86.42,1068,923,"PuttingInside10",2005
149,149,"Doug Barron",70,86.38,1219,1053,"PuttingInside10",2005
150,150,"Joey Sindelar",104,86.37,1849,1597,"PuttingInside10",2005
151,151,"Tim Clark",92,86.36,1195,1032,"PuttingInside10",2005
152,152,"Sergio Garcia",73,86.33,980,846,"PuttingInside10",2005
153,153,"Kevin Na",88,86.3,1460,1260,"PuttingInside10",2005
154,154,"Robert Allenby",95,86.26,1346,1161,"PuttingInside10",2005
155,155,"Mark Hensby",70,86.24,916,790,"PuttingInside10",2005
156,156,"Chris Riley",67,86.23,799,689,"PuttingInside10",2005
157,157,"Omar Uresti",84,86.21,1371,1182,"PuttingInside10",2005
158,158,"Glen Hnatiuk",59,86.18,941,811,"PuttingInside10",2005
159,159,"Mark Wilson",74,86.17,1164,1003,"PuttingInside10",2005
160,160,"Michael Long",72,86.14,1205,1038,"PuttingInside10",2005
161,161,"Neal Lancaster",95,86.13,1586,1366,"PuttingInside10",2005
162,162,"DA Points",94,86.11,1548,1333,"PuttingInside10",2005
163,163,"JL Lewis",98,86.09,1531,1318,"PuttingInside10",2005
164,164,"Justin Rose",99,86.07,1651,1421,"PuttingInside10",2005
165,165,"Harrison Frazar",105,86.05,1749,1505,"PuttingInside10",2005
165,165,"Andrew Magee",82,86.05,1326,1141,"PuttingInside10",2005
167,167,"Tim Petrovic",97,86.01,1480,1273,"PuttingInside10",2005
168,168,"Kenny Perry",82,85.99,1106,951,"PuttingInside10",2005
169,169,"Paul Claxton",79,85.97,1240,1066,"PuttingInside10",2005
170,170,"Brian Davis",75,85.85,1187,1019,"PuttingInside10",2005
171,171,"Ryuji Imada",78,85.82,1262,1083,"PuttingInside10",2005
172,172,"DJ Trahan",81,85.8,1317,1130,"PuttingInside10",2005
172,172,"Jay Williamson",53,85.8,866,743,"PuttingInside10",2005
174,174,"Hideto Tanihara",50,85.78,858,736,"PuttingInside10",2005
175,175,"Brendan Jones",81,85.77,1356,1163,"PuttingInside10",2005
176,176,"Tom Gillis",77,85.76,1285,1102,"PuttingInside10",2005
177,177,"Mathias Gronberg",60,85.74,1038,890,"PuttingInside10",2005
178,178,"Craig Perks",67,85.73,1114,955,"PuttingInside10",2005
179,179,"Craig Barlow",81,85.71,1204,1032,"PuttingInside10",2005
179,179,"John Huston",90,85.71,1498,1284,"PuttingInside10",2005
181,181,"Frank Lickliter II",100,85.7,1601,1372,"PuttingInside10",2005
182,182,"Bradley Hughes",52,85.65,927,794,"PuttingInside10",2005
183,183,"Robert Damron",89,85.61,1515,1297,"PuttingInside10",2005
184,184,"John Elliott",58,85.58,957,819,"PuttingInside10",2005
184,184,"Billy Mayfair",114,85.58,1900,1626,"PuttingInside10",2005
186,186,"Chris Anderson",66,85.51,1097,938,"PuttingInside10",2005
186,186,"Jim Carter",62,85.51,1056,903,"PuttingInside10",2005
188,188,"Steve Allan",102,85.36,1639,1399,"PuttingInside10",2005
189,189,"Rocco Mediate",73,85.24,1253,1068,"PuttingInside10",2005
190,190,"DJ Brigman",76,85.1,1168,994,"PuttingInside10",2005
191,191,"Scott Hend",75,85.09,1207,1027,"PuttingInside10",2005
192,192,"Paul Gow",78,85.04,1263,1074,"PuttingInside10",2005
193,193,"Joe Durant",81,84.96,1323,1124,"PuttingInside10",2005
193,193,"Lee Westwood",50,84.96,625,531,"PuttingInside10",2005
195,195,"Roland Thatcher",75,84.91,1286,1092,"PuttingInside10",2005
196,196,"Woody Austin",100,84.83,1701,1443,"PuttingInside10",2005
197,197,"Brett Wetterich",76,84.77,1280,1085,"PuttingInside10",2005
198,198,"Will Ma Kenzie",75,84.7,1307,1107,"PuttingInside10",2005
199,199,"Fred Couples",72,84.6,818,692,"PuttingInside10",2005
200,200,"David Hearn",68,84.44,1176,993,"PuttingInside10",2005
201,201,"Thomas Levet",54,83.7,687,575,"PuttingInside10",2005
202,202,"Alex Cejka",84,83.51,1340,1119,"PuttingInside10",2005
