"YTDRoundsin60sStreak_RANKTHISWEEK_2013","YTDRoundsin60sStreak_RANKLASTWEEK_2013","YTDRoundsin60sStreak_PLAYERNAME_2013","YTDRoundsin60sStreak__2013","YTDRoundsin60sStreak_BESTSTREAK_2013","stat_name","year"
1,1,"Steven Bowditch",NA,11,"YTDRoundsin60sStreak",2013
2,2,"Brandt Snedeker",NA,10,"YTDRoundsin60sStreak",2013
3,3,"Brian Gay",NA,9,"YTDRoundsin60sStreak",2013
3,3,"Justin Hicks",NA,9,"YTDRoundsin60sStreak",2013
3,3,"Charles Howell III",NA,9,"YTDRoundsin60sStreak",2013
3,3,"Nicholas Thompson",NA,9,"YTDRoundsin60sStreak",2013
7,7,"Brendon de Jonge",NA,8,"YTDRoundsin60sStreak",2013
7,7,"Jim Herman",NA,8,"YTDRoundsin60sStreak",2013
7,7,"Matt Jones",NA,8,"YTDRoundsin60sStreak",2013
7,7,"Justin Leonard",NA,8,"YTDRoundsin60sStreak",2013
7,7,"David Lingmerth",NA,8,"YTDRoundsin60sStreak",2013
7,7,"Kevin Stadler",NA,8,"YTDRoundsin60sStreak",2013
13,13,"Ricky Barnes",NA,7,"YTDRoundsin60sStreak",2013
13,13,"Chad Campbell",NA,7,"YTDRoundsin60sStreak",2013
13,13,"Harris English",NA,7,"YTDRoundsin60sStreak",2013
13,13,"Billy Horschel",NA,7,"YTDRoundsin60sStreak",2013
13,13,"Kevin Streelman",NA,7,"YTDRoundsin60sStreak",2013
18,18,"Erik Compton",NA,6,"YTDRoundsin60sStreak",2013
18,18,"Graham DeLaet",NA,6,"YTDRoundsin60sStreak",2013
18,18,"Bill Haas",NA,6,"YTDRoundsin60sStreak",2013
18,18,"Russell Henley",NA,6,"YTDRoundsin60sStreak",2013
18,18,"Zach Johnson",NA,6,"YTDRoundsin60sStreak",2013
18,18,"Matt Kuchar",NA,6,"YTDRoundsin60sStreak",2013
18,18,"Hunter Mahan",NA,6,"YTDRoundsin60sStreak",2013
18,18,"Pat Perez",NA,6,"YTDRoundsin60sStreak",2013
18,18,"Steve Stricker",NA,6,"YTDRoundsin60sStreak",2013
18,18,"Boo Weekley",NA,6,"YTDRoundsin60sStreak",2013
18,18,"Tiger Woods",NA,6,"YTDRoundsin60sStreak",2013
29,29,"Joe Affrunti",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Stephen Ames",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Sangmoon Bae",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Tim Clark",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Bob Estes",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Matt Every",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Martin Flores",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Robert Garrigus",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Tom Gillis",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Luke Guthrie",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Ryo Ishikawa",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Martin Kaymer",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Jerry Kelly",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Chris Kirk",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Russell Knox",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Ben Kohles",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Jason Kokrak",NA,5,"YTDRoundsin60sStreak",2013
29,29,"John Mallinger",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Phil Mickelson",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Bryce Molder",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Ryan Moore",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Nick OHern",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Jeff Overton",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Ryan Palmer",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Ian Poulter",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Dicky Pride",NA,5,"YTDRoundsin60sStreak",2013
29,29,"John Senden",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Vijay Singh",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Scott Stallings",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Robert Streb",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Vaughn Taylor",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Josh Teater",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Bo Van Pelt",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Camilo Villegas",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Jimmy Walker",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Nick Watney",NA,5,"YTDRoundsin60sStreak",2013
29,29,"Gary Woodland",NA,5,"YTDRoundsin60sStreak",2013
66,66,"Stuart Appleby",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Woody Austin",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Aaron Baddeley",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Charlie Beljan",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Shane Bertsch",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Jonas Blixt",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Jason Bohn",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Justin Bolli",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Jonathan Byrd",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Kevin Chappell",NA,4,"YTDRoundsin60sStreak",2013
66,66,"KJ Choi",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Stewart Cink",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Ben Crane",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Jason Day",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Jason Dufner",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Ken Duke",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Ernie Els",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Ross Fisher",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Steve Flesch",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Brad Fritsch",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Jim Furyk",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Lucas Glover",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Fabian Gomez",NA,4,"YTDRoundsin60sStreak",2013
66,66,"James Hahn",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Brian Harman",NA,4,"YTDRoundsin60sStreak",2013
66,66,"David Hearn",NA,4,"YTDRoundsin60sStreak",2013
66,66,"JJ Henry",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Charley Hoffman",NA,4,"YTDRoundsin60sStreak",2013
66,66,"John Huh",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Freddie Jacobson",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Miguel Angel Jimenez",NA,4,"YTDRoundsin60sStreak",2013
66,66,"Dustin Johnson",NA,4,"YTDRoundsin60sStreak",2013
