"MoneyLeaders_RANKTHISWEEK_2005","MoneyLeaders_RANKLASTWEEK_2005","MoneyLeaders_PLAYERNAME_2005","MoneyLeaders_EVENTS_2005","MoneyLeaders_MONEY_2005","MoneyLeaders_YTDVICTORIES_2005","stat_name","year"
119,119,"Todd Fischer",35,664098,NA,"MoneyLeaders",2005
120,120,"John Huston",31,657970,NA,"MoneyLeaders",2005
121,121,"Ryuji Imada",25,650221,NA,"MoneyLeaders",2005
122,122,"Tommy Armour III",29,636643,NA,"MoneyLeaders",2005
123,123,"Kent Jones",32,629944,NA,"MoneyLeaders",2005
124,124,"Craig Parry",15,629887,NA,"MoneyLeaders",2005
125,125,"Nick Price",16,626736,NA,"MoneyLeaders",2005
126,126,"Briny Baird",33,624191,NA,"MoneyLeaders",2005
127,127,"Nick Watney",31,605369,NA,"MoneyLeaders",2005
128,128,"Kirk Triplett",18,598145,NA,"MoneyLeaders",2005
129,129,"Ben Curtis",24,594670,NA,"MoneyLeaders",2005
130,130,"Michael Allen",30,591829,NA,"MoneyLeaders",2005
131,131,"Hunter Mahan",34,589567,NA,"MoneyLeaders",2005
132,132,"Brett Wetterich",28,576029,NA,"MoneyLeaders",2005
133,133,"Mark Wilson",25,573218,NA,"MoneyLeaders",2005
134,134,"Todd Hamilton",31,559495,NA,"MoneyLeaders",2005
135,135,"Tjaart van der Walt",19,544058,NA,"MoneyLeaders",2005
136,136,"Omar Uresti",27,538238,NA,"MoneyLeaders",2005
137,137,"Neal Lancaster",31,532185,NA,"MoneyLeaders",2005
138,138,"JP Hayes",22,531704,NA,"MoneyLeaders",2005
139,139,"Marco Dawson",23,526264,NA,"MoneyLeaders",2005
140,140,"Alex Cejka",31,510082,NA,"MoneyLeaders",2005
141,141,"Brian Bateman",32,505517,NA,"MoneyLeaders",2005
142,142,"Lee Westwood",15,501267,NA,"MoneyLeaders",2005
143,143,"Darron Stiles",26,499827,NA,"MoneyLeaders",2005
144,144,"Brendan Jones",28,498817,NA,"MoneyLeaders",2005
145,145,"Andrew Magee",29,488779,NA,"MoneyLeaders",2005
146,146,"Shaun Micheel",29,487402,NA,"MoneyLeaders",2005
147,147,"Frank Lickliter II",33,486581,NA,"MoneyLeaders",2005
148,148,"Paul Goydos",15,486362,NA,"MoneyLeaders",2005
149,149,"Scott Gutschewski",27,485487,NA,"MoneyLeaders",2005
150,150,"Thomas Levet",20,485343,NA,"MoneyLeaders",2005
151,151,"Jay Haas",16,485109,NA,"MoneyLeaders",2005
152,152,"Cameron Beckman",31,474107,NA,"MoneyLeaders",2005
153,153,"Duffy Waldorf",28,462725,NA,"MoneyLeaders",2005
154,154,"Chris Smith",32,454375,NA,"MoneyLeaders",2005
155,155,"Lee Janzen",26,422748,NA,"MoneyLeaders",2005
156,156,"Tom Gillis",28,421050,NA,"MoneyLeaders",2005
157,157,"Phillip Price",25,419415,NA,"MoneyLeaders",2005
158,158,"Steve Allan",32,418428,NA,"MoneyLeaders",2005
159,159,"Matt Kuchar",21,402786,NA,"MoneyLeaders",2005
160,160,"Mathias Gronberg",19,401140,NA,"MoneyLeaders",2005
161,161,"DA Points",33,400540,NA,"MoneyLeaders",2005
162,162,"Steve Stricker",21,397640,NA,"MoneyLeaders",2005
163,163,"Jay Williamson",16,382653,NA,"MoneyLeaders",2005
164,164,"Franklin Langham",31,380436,NA,"MoneyLeaders",2005
165,165,"John Cook",26,374185,NA,"MoneyLeaders",2005
166,166,"Hunter Haas",28,371925,NA,"MoneyLeaders",2005
167,167,"Glen Day",27,370221,NA,"MoneyLeaders",2005
168,168,"Kevin Stadler",33,367775,NA,"MoneyLeaders",2005
169,169,"Gavin Coles",22,359523,NA,"MoneyLeaders",2005
170,170,"Scott Hend",28,356247,NA,"MoneyLeaders",2005
171,171,"Bob Heintz",24,355488,NA,"MoneyLeaders",2005
172,172,"Matt Gogel",28,344151,NA,"MoneyLeaders",2005
173,173,"Roland Thatcher",26,326299,NA,"MoneyLeaders",2005
174,174,"Paul Gow",27,324459,NA,"MoneyLeaders",2005
175,175,"Tom Byrum",27,323953,NA,"MoneyLeaders",2005
176,176,"Brent Geiberger",21,309559,NA,"MoneyLeaders",2005
177,177,"DJ Brigman",26,294849,NA,"MoneyLeaders",2005
178,178,"Brenden Pappas",15,279340,NA,"MoneyLeaders",2005
179,179,"Will Ma Kenzie",25,275529,NA,"MoneyLeaders",2005
180,180,"Mark Brooks",28,273668,NA,"MoneyLeaders",2005
181,181,"Chris Anderson",25,270347,NA,"MoneyLeaders",2005
182,182,"Jose Coceres",22,269705,NA,"MoneyLeaders",2005
183,183,"Paul Claxton",29,269701,NA,"MoneyLeaders",2005
184,184,"Chris Riley",25,268735,NA,"MoneyLeaders",2005
185,185,"Craig Stadler",6,256110,NA,"MoneyLeaders",2005
186,186,"Charlie Wi",23,250081,NA,"MoneyLeaders",2005
187,187,"Paul Azinger",22,246489,NA,"MoneyLeaders",2005
188,188,"Dennis Paulson",24,232147,NA,"MoneyLeaders",2005
189,189,"Jay Delsing",11,230851,NA,"MoneyLeaders",2005
190,190,"Dan Forsman",17,214135,NA,"MoneyLeaders",2005
191,191,"Len Mattiace",34,209638,NA,"MoneyLeaders",2005
192,192,"Justin Bolli",24,207400,NA,"MoneyLeaders",2005
193,193,"Larry Mize",18,206969,NA,"MoneyLeaders",2005
194,194,"Craig Bowden",15,199911,NA,"MoneyLeaders",2005
195,195,"Carl Paulson",13,198214,NA,"MoneyLeaders",2005
196,196,"David Hearn",24,197453,NA,"MoneyLeaders",2005
197,197,"Paul Casey",10,195193,NA,"MoneyLeaders",2005
198,198,"Mark OMeara",21,190970,NA,"MoneyLeaders",2005
199,199,"Glen Hnatiuk",21,185162,NA,"MoneyLeaders",2005
200,200,"Mario Tiziani",23,181618,NA,"MoneyLeaders",2005
201,201,"Peter Jacobsen",11,180583,NA,"MoneyLeaders",2005
202,202,"Skip Kendall",32,180561,NA,"MoneyLeaders",2005
203,203,"Michael Long",26,180418,NA,"MoneyLeaders",2005
204,204,"Jason Allred",29,176436,NA,"MoneyLeaders",2005
205,205,"Spike McRoy",12,173919,NA,"MoneyLeaders",2005
206,206,"Craig Perks",27,171379,NA,"MoneyLeaders",2005
207,207,"Jimmy Walker",9,155850,NA,"MoneyLeaders",2005
208,208,"Danny Briggs",29,148836,NA,"MoneyLeaders",2005
209,209,"Jeff Hart",23,135165,NA,"MoneyLeaders",2005
210,210,"David Peoples",12,127907,NA,"MoneyLeaders",2005
211,211,"Per Ulrik Johansson",7,126640,NA,"MoneyLeaders",2005
212,212,"Steve Jones",20,124144,NA,"MoneyLeaders",2005
213,213,"David Frost",10,111258,NA,"MoneyLeaders",2005
214,214,"Bill Glasson",21,108426,NA,"MoneyLeaders",2005
215,215,"Andre Stolz",12,104775,NA,"MoneyLeaders",2005
216,216,"Jim Carter",25,104138,NA,"MoneyLeaders",2005
217,217,"Tom Kite",12,103429,NA,"MoneyLeaders",2005
218,218,"Matt Davidson",20,98906,NA,"MoneyLeaders",2005
219,219,"Rob Rashell",25,84391,NA,"MoneyLeaders",2005
220,220,"Bradley Hughes",20,76819,NA,"MoneyLeaders",2005
221,221,"John Elliott",25,67819,NA,"MoneyLeaders",2005
222,222,"Blaine McCallister",9,64253,NA,"MoneyLeaders",2005
223,223,"Ian Leggatt",12,63283,NA,"MoneyLeaders",2005
224,224,"Hideto Tanihara",20,62832,NA,"MoneyLeaders",2005
225,225,"David Edwards",9,62459,NA,"MoneyLeaders",2005
226,226,"Mike Springer",5,59269,NA,"MoneyLeaders",2005
227,227,"Tom Purtzer",1,58240,NA,"MoneyLeaders",2005
228,228,"Garrett Willis",7,52251,NA,"MoneyLeaders",2005
229,229,"Sandy Lyle",4,46433,NA,"MoneyLeaders",2005
230,230,"Euan Walters",18,46365,NA,"MoneyLeaders",2005
231,231,"Bob Burns",15,44407,NA,"MoneyLeaders",2005
232,232,"Grant Waite",6,38855,NA,"MoneyLeaders",2005
233,233,"Danny Ellis",7,36956,NA,"MoneyLeaders",2005
234,234,"Dicky Pride",5,36931,NA,"MoneyLeaders",2005
235,235,"Scott Simpson",9,35556,NA,"MoneyLeaders",2005
236,236,"Notah Begay III",11,34545,NA,"MoneyLeaders",2005
237,237,"Scott Hoch",2,31130,NA,"MoneyLeaders",2005
238,238,"Gene Sauers",7,29091,NA,"MoneyLeaders",2005
239,239,"Guy Boros",5,27765,NA,"MoneyLeaders",2005
240,240,"Tom Scherrer",2,27333,NA,"MoneyLeaders",2005
241,241,"Tom Watson",2,26243,NA,"MoneyLeaders",2005
242,242,"Brad Lardon",4,25332,NA,"MoneyLeaders",2005
243,243,"Michael Bradley",4,25254,NA,"MoneyLeaders",2005
244,244,"John Riegger",4,23328,NA,"MoneyLeaders",2005
245,245,"John Morgan",11,21030,NA,"MoneyLeaders",2005
246,246,"Donnie Hammond",3,20150,NA,"MoneyLeaders",2005
247,247,"Brian Watts",7,18520,NA,"MoneyLeaders",2005
248,248,"Hal Sutton",10,18320,NA,"MoneyLeaders",2005
249,249,"James McLean",5,18000,NA,"MoneyLeaders",2005
250,250,"Greg Norman",2,17522,NA,"MoneyLeaders",2005
251,251,"Robin Freeman",8,17258,NA,"MoneyLeaders",2005
252,252,"Tripp Isenhour",7,14448,NA,"MoneyLeaders",2005
253,253,"Steve Pate",9,12402,NA,"MoneyLeaders",2005
254,254,"Dick Mast",3,12053,NA,"MoneyLeaders",2005
255,255,"Ted Tryba",2,10437,NA,"MoneyLeaders",2005
256,256,"Doug Tewell",1,10088,NA,"MoneyLeaders",2005
257,257,"John Maginnes",17,10080,NA,"MoneyLeaders",2005
258,258,"Mike Standly",2,8904,NA,"MoneyLeaders",2005
259,259,"Jim McGovern",2,7932,NA,"MoneyLeaders",2005
260,260,"David Duval",20,7630,NA,"MoneyLeaders",2005
261,261,"Brian Henninger",2,7236,NA,"MoneyLeaders",2005
262,262,"Gary Hallberg",1,7160,NA,"MoneyLeaders",2005
263,263,"Brad Fabel",1,6926,NA,"MoneyLeaders",2005
263,263,"Wayne Levi",1,6926,NA,"MoneyLeaders",2005
265,265,"Mike Heinen",7,6300,NA,"MoneyLeaders",2005
266,266,"Mike Hulbert",4,6030,NA,"MoneyLeaders",2005
267,267,"Trevor Dodds",2,5820,NA,"MoneyLeaders",2005
268,268,"Dave Rummells",2,5640,NA,"MoneyLeaders",2005
