"TenthTeeLatePar5ScoringAverage_RANKTHISWEEK_2015","TenthTeeLatePar5ScoringAverage_RANKLASTWEEK_2015","TenthTeeLatePar5ScoringAverage_PLAYERNAME_2015","TenthTeeLatePar5ScoringAverage_ROUNDS_2015","TenthTeeLatePar5ScoringAverage_AVG_2015","TenthTeeLatePar5ScoringAverage_TOTALSTROKES_2015","TenthTeeLatePar5ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Dustin Johnson",75,4.13,33,8,"TenthTeeLatePar5ScoringAverage",2015
2,2,"Jordan Spieth",91,4.25,34,8,"TenthTeeLatePar5ScoringAverage",2015
3,3,"Matt Kuchar",97,4.4,44,10,"TenthTeeLatePar5ScoringAverage",2015
4,4,"Jamie Donaldson",50,4.41,119,27,"TenthTeeLatePar5ScoringAverage",2015
5,5,"Francesco Molinari",56,4.43,62,14,"TenthTeeLatePar5ScoringAverage",2015
6,6,"Hudson Swafford",97,4.44,222,50,"TenthTeeLatePar5ScoringAverage",2015
7,7,"Rickie Fowler",76,4.45,49,11,"TenthTeeLatePar5ScoringAverage",2015
7,7,"Morgan Hoffmann",85,4.45,147,33,"TenthTeeLatePar5ScoringAverage",2015
7,7,"Zach Johnson",90,4.45,49,11,"TenthTeeLatePar5ScoringAverage",2015
10,10,"Harris English",105,4.47,192,43,"TenthTeeLatePar5ScoringAverage",2015
11,11,"Brian Harman",90,4.48,251,56,"TenthTeeLatePar5ScoringAverage",2015
12,12,"Jason Kokrak",88,4.49,202,45,"TenthTeeLatePar5ScoringAverage",2015
12,12,"Scott Piercy",90,4.49,265,59,"TenthTeeLatePar5ScoringAverage",2015
14,14,"Danny Lee",120,4.5,261,58,"TenthTeeLatePar5ScoringAverage",2015
14,14,"Patrick Reed",103,4.5,36,8,"TenthTeeLatePar5ScoringAverage",2015
14,14,"Henrik Stenson",63,4.5,36,8,"TenthTeeLatePar5ScoringAverage",2015
14,14,"Justin Thomas",106,4.5,216,48,"TenthTeeLatePar5ScoringAverage",2015
18,18,"Ryan Palmer",80,4.51,176,39,"TenthTeeLatePar5ScoringAverage",2015
19,19,"Patrick Rodgers",57,4.52,95,21,"TenthTeeLatePar5ScoringAverage",2015
20,20,"Jonas Blixt",78,4.53,181,40,"TenthTeeLatePar5ScoringAverage",2015
20,20,"David Lingmerth",90,4.53,326,72,"TenthTeeLatePar5ScoringAverage",2015
20,20,"Louis Oosthuizen",68,4.53,86,19,"TenthTeeLatePar5ScoringAverage",2015
23,23,"Robert Garrigus",70,4.54,268,59,"TenthTeeLatePar5ScoringAverage",2015
