"GIRPercentage75100yards_RANKTHISWEEK_2005","GIRPercentage75100yards_RANKLASTWEEK_2005","GIRPercentage75100yards_PLAYERNAME_2005","GIRPercentage75100yards_ROUNDS_2005","GIRPercentage75100yards_Pct_2005","GIRPercentage75100yards_GREENSHIT_2005","GIRPercentage75100yards_TOTALHOLES_2005","GIRPercentage75100yards_RELATIVETOPAR_2005","stat_name","year"
1,1,"Paul Claxton",79,91.55,65,71,-0.23,"GIRPercentage75100yards",2005
2,2,"Tom Lehman",69,90.91,50,55,-0.3,"GIRPercentage75100yards",2005
2,2,"David Toms",87,90.91,70,77,-0.24,"GIRPercentage75100yards",2005
4,4,"Dan Forsman",52,90.77,59,65,-0.37,"GIRPercentage75100yards",2005
5,5,"Ryuji Imada",78,89.87,71,79,-0.35,"GIRPercentage75100yards",2005
6,6,"Olin Browne",99,89.06,114,128,-0.32,"GIRPercentage75100yards",2005
7,7,"Bob Tway",87,88.73,63,71,-0.3,"GIRPercentage75100yards",2005
8,8,"Matt Gogel",78,88.24,75,85,-0.31,"GIRPercentage75100yards",2005
9,9,"Richard Johnson",50,87.5,42,48,-0.38,"GIRPercentage75100yards",2005
10,10,"Will Ma Kenzie",75,87.37,83,95,-0.46,"GIRPercentage75100yards",2005
11,11,"Chris DiMarco",83,87.32,62,71,-0.31,"GIRPercentage75100yards",2005
12,12,"Padraig Harrington",50,86.96,40,46,-0.4,"GIRPercentage75100yards",2005
12,12,"Thomas Levet",54,86.96,20,23,-0.1,"GIRPercentage75100yards",2005
14,14,"Mike Weir",71,86.89,53,61,-0.25,"GIRPercentage75100yards",2005
15,15,"Stuart Appleby",84,86.67,65,75,-0.34,"GIRPercentage75100yards",2005
15,15,"Jonathan Byrd",103,86.67,91,105,-0.32,"GIRPercentage75100yards",2005
15,15,"Luke Donald",67,86.67,39,45,-0.36,"GIRPercentage75100yards",2005
15,15,"Scott Verplank",87,86.67,65,75,-0.45,"GIRPercentage75100yards",2005
19,19,"Skip Kendall",80,86.11,93,108,-0.3,"GIRPercentage75100yards",2005
20,20,"Glen Hnatiuk",59,85.71,48,56,-0.33,"GIRPercentage75100yards",2005
20,20,"Kirk Triplett",55,85.71,54,63,-0.43,"GIRPercentage75100yards",2005
22,22,"Loren Roberts",54,85.51,59,69,-0.31,"GIRPercentage75100yards",2005
23,23,"Tom Byrum",83,85.42,82,96,-0.29,"GIRPercentage75100yards",2005
24,24,"Brian Davis",75,85,68,80,-0.38,"GIRPercentage75100yards",2005
25,25,"Robert Allenby",95,84.85,56,66,-0.34,"GIRPercentage75100yards",2005
26,26,"Stephen Leaney",89,84.76,89,105,-0.3,"GIRPercentage75100yards",2005
27,27,"Bernhard Langer",67,84.62,44,52,-0.3,"GIRPercentage75100yards",2005
27,27,"Tjaart van der Walt",56,84.62,55,65,-0.31,"GIRPercentage75100yards",2005
29,29,"Mark OMeara",66,84.52,71,84,-0.38,"GIRPercentage75100yards",2005
30,30,"Jim Furyk",94,84.42,65,77,-0.31,"GIRPercentage75100yards",2005
31,31,"Joe Durant",81,84.21,64,76,-0.22,"GIRPercentage75100yards",2005
32,32,"Mark Wilson",74,84.15,69,82,-0.39,"GIRPercentage75100yards",2005
33,33,"Chris Smith",93,83.96,89,106,-0.28,"GIRPercentage75100yards",2005
34,34,"Jeff Maggert",79,83.93,47,56,-0.4,"GIRPercentage75100yards",2005
35,35,"Jose Maria Olazabal",55,83.72,36,43,-0.36,"GIRPercentage75100yards",2005
36,36,"Tag Ridings",93,83.7,77,92,-0.31,"GIRPercentage75100yards",2005
37,37,"Brenden Pappas",51,83.67,41,49,-0.37,"GIRPercentage75100yards",2005
38,38,"Steve Elkington",67,83.61,51,61,-0.31,"GIRPercentage75100yards",2005
39,39,"John Rollins",97,83.49,91,109,-0.32,"GIRPercentage75100yards",2005
40,40,"Heath Slocum",103,83.45,121,145,-0.28,"GIRPercentage75100yards",2005
41,41,"Bob Heintz",67,83.33,65,78,-0.35,"GIRPercentage75100yards",2005
41,41,"John Huston",90,83.33,75,90,-0.33,"GIRPercentage75100yards",2005
41,41,"Zach Johnson",96,83.33,100,120,-0.34,"GIRPercentage75100yards",2005
41,41,"Michael Long",72,83.33,50,60,-0.18,"GIRPercentage75100yards",2005
41,41,"Vaughn Taylor",99,83.33,110,132,-0.35,"GIRPercentage75100yards",2005
46,46,"Jeff Brehaut",71,83.1,59,71,-0.41,"GIRPercentage75100yards",2005
47,47,"Scott McCarron",78,83.05,49,59,-0.31,"GIRPercentage75100yards",2005
48,48,"Jeff Hart",63,82.98,78,94,-0.24,"GIRPercentage75100yards",2005
49,49,"Corey Pavin",77,82.86,58,70,-0.33,"GIRPercentage75100yards",2005
50,50,"Charles Howell III",95,82.5,66,80,-0.27,"GIRPercentage75100yards",2005
51,51,"Jay Haas",54,82.22,37,45,-0.3,"GIRPercentage75100yards",2005
52,52,"Ian Poulter",62,82.14,23,28,-0.26,"GIRPercentage75100yards",2005
53,53,"Tim Clark",92,82,82,100,-0.29,"GIRPercentage75100yards",2005
54,54,"Dudley Hart",84,81.94,59,72,-0.34,"GIRPercentage75100yards",2005
