"BirdieorBetterPercentageLeftRough_RANKTHISWEEK_2016","BirdieorBetterPercentageLeftRough_RANKLASTWEEK_2016","BirdieorBetterPercentageLeftRough_PLAYERNAME_2016","BirdieorBetterPercentageLeftRough_ROUNDS_2016","BirdieorBetterPercentageLeftRough_Pct_2016","BirdieorBetterPercentageLeftRough_TOTALBIRDIES_2016","BirdieorBetterPercentageLeftRough_TOTALHOLES_2016","stat_name","year"
47,73,"Phil Mickelson",37,19.4,13,67,"BirdieorBetterPercentageLeftRough",2016
48,53,"Brandt Snedeker",47,19.35,12,62,"BirdieorBetterPercentageLeftRough",2016
49,62,"Rickie Fowler",42,19.3,11,57,"BirdieorBetterPercentageLeftRough",2016
50,30,"Graham DeLaet",50,18.99,15,79,"BirdieorBetterPercentageLeftRough",2016
51,43,"Kyle Reifers",63,18.92,14,74,"BirdieorBetterPercentageLeftRough",2016
52,54,"Morgan Hoffmann",43,18.75,12,64,"BirdieorBetterPercentageLeftRough",2016
52,57,"John Huh",51,18.75,9,48,"BirdieorBetterPercentageLeftRough",2016
54,38,"Kevin Chappell",49,18.67,14,75,"BirdieorBetterPercentageLeftRough",2016
55,90,"Robert Garrigus",34,18.6,8,43,"BirdieorBetterPercentageLeftRough",2016
55,61,"Bryce Molder",50,18.6,8,43,"BirdieorBetterPercentageLeftRough",2016
57,43,"Hunter Mahan",43,18.46,12,65,"BirdieorBetterPercentageLeftRough",2016
58,67,"Webb Simpson",34,18.33,11,60,"BirdieorBetterPercentageLeftRough",2016
59,64,"Kevin Na",52,18.18,10,55,"BirdieorBetterPercentageLeftRough",2016
59,64,"DJ Trahan",23,18.18,4,22,"BirdieorBetterPercentageLeftRough",2016
61,52,"Carlos Ortiz",47,18.07,15,83,"BirdieorBetterPercentageLeftRough",2016
62,66,"Keegan Bradley",40,18,9,50,"BirdieorBetterPercentageLeftRough",2016
62,69,"Matt Jones",45,18,9,50,"BirdieorBetterPercentageLeftRough",2016
64,50,"Andres Gonzales",46,17.91,12,67,"BirdieorBetterPercentageLeftRough",2016
65,67,"Graeme McDowell",33,17.86,5,28,"BirdieorBetterPercentageLeftRough",2016
66,63,"Jamie Lovemark",57,17.82,18,101,"BirdieorBetterPercentageLeftRough",2016
67,70,"Billy Horschel",45,17.74,11,62,"BirdieorBetterPercentageLeftRough",2016
68,56,"Patrick Reed",53,17.65,9,51,"BirdieorBetterPercentageLeftRough",2016
69,73,"Zach Johnson",42,17.54,10,57,"BirdieorBetterPercentageLeftRough",2016
69,83,"Brendan Steele",48,17.54,10,57,"BirdieorBetterPercentageLeftRough",2016
71,121,"Chris Stroud",52,17.39,12,69,"BirdieorBetterPercentageLeftRough",2016
72,36,"Angel Cabrera",42,17.24,10,58,"BirdieorBetterPercentageLeftRough",2016
73,76,"Aaron Baddeley",51,17.19,11,64,"BirdieorBetterPercentageLeftRough",2016
74,80,"Chris Kirk",51,17.14,12,70,"BirdieorBetterPercentageLeftRough",2016
74,43,"Ollie Schniederjans",23,17.14,6,35,"BirdieorBetterPercentageLeftRough",2016
76,109,"John Senden",48,17.11,13,76,"BirdieorBetterPercentageLeftRough",2016
77,58,"Luke List",51,17.07,14,82,"BirdieorBetterPercentageLeftRough",2016
77,92,"DA Points",32,17.07,7,41,"BirdieorBetterPercentageLeftRough",2016
79,59,"Ben Crane",48,16.92,11,65,"BirdieorBetterPercentageLeftRough",2016
80,71,"Scott Langley",41,16.67,7,42,"BirdieorBetterPercentageLeftRough",2016
80,71,"Ian Poulter",37,16.67,6,36,"BirdieorBetterPercentageLeftRough",2016
80,83,"Steve Stricker",25,16.67,6,36,"BirdieorBetterPercentageLeftRough",2016
83,87,"Jonas Blixt",46,16.44,12,73,"BirdieorBetterPercentageLeftRough",2016
84,83,"Adam Scott",39,16.33,8,49,"BirdieorBetterPercentageLeftRough",2016
85,88,"Justin Leonard",28,16.28,7,43,"BirdieorBetterPercentageLeftRough",2016
86,108,"Chesson Hadley",51,16.22,12,74,"BirdieorBetterPercentageLeftRough",2016
86,92,"Martin Laird",46,16.22,12,74,"BirdieorBetterPercentageLeftRough",2016
88,76,"Fabian Gomez",49,16.18,11,68,"BirdieorBetterPercentageLeftRough",2016
88,99,"Scott Pinckney",53,16.18,11,68,"BirdieorBetterPercentageLeftRough",2016
90,112,"Erik Compton",45,16.13,10,62,"BirdieorBetterPercentageLeftRough",2016
91,140,"Matt Every",34,16,8,50,"BirdieorBetterPercentageLeftRough",2016
91,94,"Charley Hoffman",49,16,8,50,"BirdieorBetterPercentageLeftRough",2016
93,81,"Daniel Summerhays",55,15.96,15,94,"BirdieorBetterPercentageLeftRough",2016
94,76,"James Hahn",45,15.94,11,69,"BirdieorBetterPercentageLeftRough",2016
94,51,"Vijay Singh",42,15.94,11,69,"BirdieorBetterPercentageLeftRough",2016
96,107,"Jhonattan Vegas",49,15.79,9,57,"BirdieorBetterPercentageLeftRough",2016
96,103,"Boo Weekley",53,15.79,9,57,"BirdieorBetterPercentageLeftRough",2016
98,76,"Jason Gore",51,15.71,11,70,"BirdieorBetterPercentageLeftRough",2016
98,121,"JB Holmes",39,15.71,11,70,"BirdieorBetterPercentageLeftRough",2016
100,97,"Scott Piercy",45,15.69,8,51,"BirdieorBetterPercentageLeftRough",2016
101,75,"Stuart Appleby",39,15.63,10,64,"BirdieorBetterPercentageLeftRough",2016
102,81,"Mark Hubbard",73,15.56,14,90,"BirdieorBetterPercentageLeftRough",2016
103,83,"Si Woo Kim",63,15.49,11,71,"BirdieorBetterPercentageLeftRough",2016
104,126,"Sung Kang",51,15.12,13,86,"BirdieorBetterPercentageLeftRough",2016
105,101,"Charl Schwartzel",29,15,6,40,"BirdieorBetterPercentageLeftRough",2016
106,98,"Steven Bowditch",40,14.86,11,74,"BirdieorBetterPercentageLeftRough",2016
106,102,"Freddie Jacobson",54,14.86,11,74,"BirdieorBetterPercentageLeftRough",2016
108,95,"Derek Fathauer",58,14.85,15,101,"BirdieorBetterPercentageLeftRough",2016
109,103,"Brian Gay",22,14.81,4,27,"BirdieorBetterPercentageLeftRough",2016
110,153,"Bronson Burgoon",53,14.75,9,61,"BirdieorBetterPercentageLeftRough",2016
111,90,"Bill Haas",42,14.63,6,41,"BirdieorBetterPercentageLeftRough",2016
111,106,"Russell Knox",48,14.63,6,41,"BirdieorBetterPercentageLeftRough",2016
113,88,"Jamie Donaldson",28,14.58,7,48,"BirdieorBetterPercentageLeftRough",2016
114,109,"Jon Curran",55,14.49,10,69,"BirdieorBetterPercentageLeftRough",2016
115,112,"Andrew Landry",24,14.29,2,14,"BirdieorBetterPercentageLeftRough",2016
115,112,"Louis Oosthuizen",25,14.29,2,14,"BirdieorBetterPercentageLeftRough",2016
115,129,"Cameron Smith",45,14.29,7,49,"BirdieorBetterPercentageLeftRough",2016
118,118,"KJ Choi",47,14,7,50,"BirdieorBetterPercentageLeftRough",2016
118,118,"Rhein Gibson",36,14,7,50,"BirdieorBetterPercentageLeftRough",2016
118,140,"Geoff Ogilvy",37,14,7,50,"BirdieorBetterPercentageLeftRough",2016
121,143,"Cameron Tringale",47,13.92,11,79,"BirdieorBetterPercentageLeftRough",2016
122,105,"Padraig Harrington",38,13.89,10,72,"BirdieorBetterPercentageLeftRough",2016
123,128,"Charles Howell III",63,13.86,14,101,"BirdieorBetterPercentageLeftRough",2016
124,100,"Anirban Lahiri",44,13.79,8,58,"BirdieorBetterPercentageLeftRough",2016
125,140,"Mark Wilson",42,13.73,7,51,"BirdieorBetterPercentageLeftRough",2016
126,121,"Brian Stuard",24,13.51,5,37,"BirdieorBetterPercentageLeftRough",2016
126,148,"Steve Wheatcroft",53,13.51,10,74,"BirdieorBetterPercentageLeftRough",2016
128,96,"Danny Lee",53,13.43,9,67,"BirdieorBetterPercentageLeftRough",2016
129,129,"Stewart Cink",45,13.33,10,75,"BirdieorBetterPercentageLeftRough",2016
129,109,"Patton Kizzire",57,13.33,10,75,"BirdieorBetterPercentageLeftRough",2016
129,129,"Dicky Pride",33,13.33,4,30,"BirdieorBetterPercentageLeftRough",2016
129,129,"Andy Sullivan",25,13.33,4,30,"BirdieorBetterPercentageLeftRough",2016
133,112,"William McGirt",54,13.24,9,68,"BirdieorBetterPercentageLeftRough",2016
134,135,"Matt Kuchar",46,13.21,7,53,"BirdieorBetterPercentageLeftRough",2016
135,125,"Michael Kim",62,13.16,10,76,"BirdieorBetterPercentageLeftRough",2016
135,137,"Carl Pettersson",31,13.16,10,76,"BirdieorBetterPercentageLeftRough",2016
137,112,"Davis Love III",40,13.11,8,61,"BirdieorBetterPercentageLeftRough",2016
138,167,"Brendon Todd",43,13.04,9,69,"BirdieorBetterPercentageLeftRough",2016
139,143,"Tom Hoge",47,12.86,9,70,"BirdieorBetterPercentageLeftRough",2016
139,134,"Kyle Stanley",57,12.86,9,70,"BirdieorBetterPercentageLeftRough",2016
141,162,"Steve Marino",40,12.82,5,39,"BirdieorBetterPercentageLeftRough",2016
142,117,"Michael Thompson",46,12.7,8,63,"BirdieorBetterPercentageLeftRough",2016
143,127,"Adam Hadwin",53,12.64,11,87,"BirdieorBetterPercentageLeftRough",2016
143,157,"Camilo Villegas",50,12.64,11,87,"BirdieorBetterPercentageLeftRough",2016
145,129,"Spencer Levin",62,12.63,12,95,"BirdieorBetterPercentageLeftRough",2016
146,165,"Alex Cejka",47,12.5,7,56,"BirdieorBetterPercentageLeftRough",2016
146,145,"Luke Guthrie",31,12.5,6,48,"BirdieorBetterPercentageLeftRough",2016
146,145,"Russell Henley",42,12.5,7,56,"BirdieorBetterPercentageLeftRough",2016
149,183,"Roberto Castro",55,12.28,7,57,"BirdieorBetterPercentageLeftRough",2016
149,135,"Kevin Streelman",46,12.28,7,57,"BirdieorBetterPercentageLeftRough",2016
151,150,"Troy Merritt",41,12.24,6,49,"BirdieorBetterPercentageLeftRough",2016
151,165,"Sam Saunders",40,12.24,6,49,"BirdieorBetterPercentageLeftRough",2016
153,137,"Ryan Moore",40,12.2,5,41,"BirdieorBetterPercentageLeftRough",2016
154,172,"Daniel Berger",52,12,9,75,"BirdieorBetterPercentageLeftRough",2016
155,147,"Tyrone Van Aswegen",67,11.88,12,101,"BirdieorBetterPercentageLeftRough",2016
156,203,"Tim Wilkinson",40,11.76,6,51,"BirdieorBetterPercentageLeftRough",2016
157,151,"Greg Owen",56,11.63,10,86,"BirdieorBetterPercentageLeftRough",2016
157,156,"Harold Varner III",58,11.63,10,86,"BirdieorBetterPercentageLeftRough",2016
159,148,"Will Ma Kenzie",54,11.59,8,69,"BirdieorBetterPercentageLeftRough",2016
160,153,"David Hearn",55,11.48,7,61,"BirdieorBetterPercentageLeftRough",2016
161,162,"Miguel Angel Carballo",24,11.43,4,35,"BirdieorBetterPercentageLeftRough",2016
162,168,"Robert Streb",51,11.29,7,62,"BirdieorBetterPercentageLeftRough",2016
163,170,"Tyler Aldridge",53,11.25,9,80,"BirdieorBetterPercentageLeftRough",2016
164,189,"Ernie Els",34,11.11,6,54,"BirdieorBetterPercentageLeftRough",2016
165,151,"Jason Bohn",37,10.87,5,46,"BirdieorBetterPercentageLeftRough",2016
166,170,"JJ Henry",44,10.67,8,75,"BirdieorBetterPercentageLeftRough",2016
167,139,"Justin Rose",35,10.64,5,47,"BirdieorBetterPercentageLeftRough",2016
168,161,"Chad Campbell",54,10.61,7,66,"BirdieorBetterPercentageLeftRough",2016
169,173,"Shane Bertsch",30,10.53,4,38,"BirdieorBetterPercentageLeftRough",2016
169,162,"Justin Hicks",26,10.53,4,38,"BirdieorBetterPercentageLeftRough",2016
171,190,"Brendon de Jonge",55,10.47,9,86,"BirdieorBetterPercentageLeftRough",2016
171,157,"Brett Stegmaier",57,10.47,9,86,"BirdieorBetterPercentageLeftRough",2016
173,120,"Henrik Norlander",41,10.42,5,48,"BirdieorBetterPercentageLeftRough",2016
174,160,"Jim Herman",55,10.34,6,58,"BirdieorBetterPercentageLeftRough",2016
175,177,"Pat Perez",28,10.26,4,39,"BirdieorBetterPercentageLeftRough",2016
176,179,"Zac Blair",56,10,6,60,"BirdieorBetterPercentageLeftRough",2016
176,184,"Emiliano Grillo",47,10,5,50,"BirdieorBetterPercentageLeftRough",2016
176,155,"Sean OHair",45,10,6,60,"BirdieorBetterPercentageLeftRough",2016
176,179,"Chez Reavie",56,10,7,70,"BirdieorBetterPercentageLeftRough",2016
176,179,"Bernd Wiesberger",23,10,2,20,"BirdieorBetterPercentageLeftRough",2016
181,168,"Jeff Overton",51,9.84,6,61,"BirdieorBetterPercentageLeftRough",2016
182,186,"Brice Garnett",29,9.52,2,21,"BirdieorBetterPercentageLeftRough",2016
182,173,"Colt Knost",56,9.52,6,63,"BirdieorBetterPercentageLeftRough",2016
182,186,"Shane Lowry",35,9.52,2,21,"BirdieorBetterPercentageLeftRough",2016
185,176,"Robert Allenby",35,9.43,5,53,"BirdieorBetterPercentageLeftRough",2016
186,194,"Derek Ernst",36,9.38,3,32,"BirdieorBetterPercentageLeftRough",2016
187,159,"Harris English",51,9.33,7,75,"BirdieorBetterPercentageLeftRough",2016
188,196,"Kevin Kisner",49,9.26,5,54,"BirdieorBetterPercentageLeftRough",2016
188,178,"DH Lee",35,9.26,5,54,"BirdieorBetterPercentageLeftRough",2016
190,185,"Peter Malnati",53,9.21,7,76,"BirdieorBetterPercentageLeftRough",2016
191,179,"Luke Donald",49,8.89,8,90,"BirdieorBetterPercentageLeftRough",2016
192,192,"Billy Hurley III",22,8.57,3,35,"BirdieorBetterPercentageLeftRough",2016
192,186,"Shawn Stefani",45,8.57,6,70,"BirdieorBetterPercentageLeftRough",2016
194,191,"George McNeill",33,8.51,4,47,"BirdieorBetterPercentageLeftRough",2016
195,173,"Dawie van der Walt",48,8.45,6,71,"BirdieorBetterPercentageLeftRough",2016
196,193,"Darron Stiles",28,8.33,2,24,"BirdieorBetterPercentageLeftRough",2016
197,194,"Abraham Ancer",26,8,2,25,"BirdieorBetterPercentageLeftRough",2016
198,198,"Retief Goosen",37,7.69,5,65,"BirdieorBetterPercentageLeftRough",2016
199,197,"Nick Taylor",57,7.04,5,71,"BirdieorBetterPercentageLeftRough",2016
200,199,"Ricky Barnes",57,6.41,5,78,"BirdieorBetterPercentageLeftRough",2016
201,201,"Blayne Barber",44,6.35,4,63,"BirdieorBetterPercentageLeftRough",2016
201,200,"Hiroshi Iwata",51,6.35,4,63,"BirdieorBetterPercentageLeftRough",2016
203,202,"Whee Kim",54,6.15,4,65,"BirdieorBetterPercentageLeftRough",2016
204,203,"Charlie Beljan",26,5.41,2,37,"BirdieorBetterPercentageLeftRough",2016
205,207,"Jerry Kelly",44,4.35,2,46,"BirdieorBetterPercentageLeftRough",2016
206,206,"David Lingmerth",54,3.77,2,53,"BirdieorBetterPercentageLeftRough",2016
207,208,"Lucas Lee",22,0,NA,16,"BirdieorBetterPercentageLeftRough",2016
