"BestYTD1PuttorBetterStreak_RANKTHISWEEK_2008","BestYTD1PuttorBetterStreak_RANKLASTWEEK_2008","BestYTD1PuttorBetterStreak_PLAYERNAME_2008","BestYTD1PuttorBetterStreak_EVENTS_2008","BestYTD1PuttorBetterStreak_VALUE_2008","stat_name","year"
1,1,"Rory Sabbatini",23,16,"BestYTD1PuttorBetterStreak",2008
2,2,"Steve Flesch",29,12,"BestYTD1PuttorBetterStreak",2008
2,2,"Dudley Hart",22,12,"BestYTD1PuttorBetterStreak",2008
4,4,"Steve Elkington",25,11,"BestYTD1PuttorBetterStreak",2008
5,5,"Chad Campbell",28,10,"BestYTD1PuttorBetterStreak",2008
5,5,"Tim Clark",27,10,"BestYTD1PuttorBetterStreak",2008
5,5,"Nathan Green",30,10,"BestYTD1PuttorBetterStreak",2008
5,5,"Rocco Mediate",27,10,"BestYTD1PuttorBetterStreak",2008
5,5,"Andres Romero",20,10,"BestYTD1PuttorBetterStreak",2008
5,5,"Mike Weir",26,10,"BestYTD1PuttorBetterStreak",2008
5,5,"Mark Wilson",29,10,"BestYTD1PuttorBetterStreak",2008
12,12,"Robert Allenby",28,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Stephen Ames",24,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Billy Andrade",24,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Eric Axley",35,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Shane Bertsch",29,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Jason Bohn",15,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Mark Calcavecchia",25,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Paul Claxton",23,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Ben Crane",25,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Ben Curtis",22,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Rickie Fowler",2,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Carlos Franco",25,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Retief Goosen",18,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Ryuji Imada",25,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Cliff Kresge",28,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Martin Laird",29,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Stephen Leaney",17,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Scott McCarron",22,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Shaun Micheel",16,9,"BestYTD1PuttorBetterStreak",2008
12,12,"John Rollins",28,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Dave Rummells",2,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Patrick Sheehan",35,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Scott Sterling",28,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Scott Verplank",24,9,"BestYTD1PuttorBetterStreak",2008
12,12,"Bubba Watson",29,9,"BestYTD1PuttorBetterStreak",2008
37,37,"Michael Allen",28,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Stuart Appleby",23,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Aaron Baddeley",22,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Craig Barlow",15,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Notah Begay III",9,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Alejandro Canizares",16,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Erik Compton",1,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Brian Davis",34,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Marco Dawson",21,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Todd Demsey",25,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Nick Dougherty",8,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Ken Duke",33,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Bob Estes",28,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Cody Freeman",26,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Fred Funk",14,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Robert Garrigus",29,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Mathew Goggin",27,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Bob Heintz",17,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Tim Herron",28,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Trevor Immelman",22,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Freddie Jacobson",24,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Craig Kanada",23,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Shingo Katayama",5,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Jonathan Kaye",8,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Martin Kaymer",8,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Greg Kraft",21,8,"BestYTD1PuttorBetterStreak",2008
37,37,"JL Lewis",16,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Hunter Mahan",27,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Shigeki Maruyama",18,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Len Mattiace",11,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Graeme McDowell",4,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Arron Oberholser",10,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Jose Maria Olazabal",4,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Jeff Overton",32,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Corey Pavin",20,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Tom Pernice Jr",30,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Kenny Perry",26,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Tim Petrovic",32,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Carl Pettersson",29,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Ian Poulter",15,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Ted Purdy",25,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Jeff Quinney",28,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Chez Reavie",30,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Chris Riley",17,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Brandt Snedeker",26,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Bob Sowards",22,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Kyle Thompson",26,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Nicholas Thompson",36,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Camilo Villegas",22,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Charlie Wi",27,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Jay Williamson",33,8,"BestYTD1PuttorBetterStreak",2008
37,37,"Garrett Willis",11,8,"BestYTD1PuttorBetterStreak",2008
89,89,"Ryan Armour",32,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Briny Baird",30,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Peter Baker",1,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Cameron Beckman",29,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Justin Bolli",28,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Guy Boros",6,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Casey Bourque",1,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Ryan Brehm",1,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Bob Burns",7,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Jonathan Byrd",27,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Michael Campbell",6,7,"BestYTD1PuttorBetterStreak",2008
89,89,"KJ Choi",21,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Daniel Chopra",27,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Stewart Cink",23,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Gavin Coles",16,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Chad Collins",24,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Fred Couples",18,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Ben Crenshaw",1,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Jason Day",28,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Bryan DeCorso",1,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Ryan Dillon",1,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Luke Donald",11,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Ernie Els",16,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Rick Fehr",1,7,"BestYTD1PuttorBetterStreak",2008
89,89,"Kenneth Ferrie",25,7,"BestYTD1PuttorBetterStreak",2008
