"GoingfortheGreenBirdieorBetter_RANKTHISWEEK_2007","GoingfortheGreenBirdieorBetter_RANKLASTWEEK_2007","GoingfortheGreenBirdieorBetter_PLAYERNAME_2007","GoingfortheGreenBirdieorBetter_ROUNDS_2007","GoingfortheGreenBirdieorBetter_Pct_2007","GoingfortheGreenBirdieorBetter_OFBIRDIEORBETTER_2007","GoingfortheGreenBirdieorBetter_ATTEMPTS_2007","GoingfortheGreenBirdieorBetter_RTPSUCCESSES_2007","GoingfortheGreenBirdieorBetter_RTPNOTGOINGFORTHEGRN_2007","stat_name","year"
100,100,"Bart Bryant",87,55.08,65,118,-67,-27,"GoingfortheGreenBirdieorBetter",2007
101,101,"Pat Perez",84,55.04,71,129,-78,-1,"GoingfortheGreenBirdieorBetter",2007
102,102,"Brian Bateman",55,55,44,80,-45,8,"GoingfortheGreenBirdieorBetter",2007
102,102,"John Merrick",92,55,88,160,-92,-5,"GoingfortheGreenBirdieorBetter",2007
104,104,"Dean Wilson",92,54.95,61,111,-62,-9,"GoingfortheGreenBirdieorBetter",2007
105,105,"Craig Bowden",78,54.93,39,71,-39,-48,"GoingfortheGreenBirdieorBetter",2007
106,106,"Michael Putnam",96,54.91,95,173,-102,5,"GoingfortheGreenBirdieorBetter",2007
107,107,"Duffy Waldorf",69,54.78,63,115,-68,-3,"GoingfortheGreenBirdieorBetter",2007
108,108,"Geoff Ogilvy",84,54.76,69,126,-74,-11,"GoingfortheGreenBirdieorBetter",2007
109,109,"Paul Gow",70,54.74,52,95,-56,-9,"GoingfortheGreenBirdieorBetter",2007
109,109,"Trevor Immelman",74,54.74,52,95,-54,-14,"GoingfortheGreenBirdieorBetter",2007
111,111,"Ted Purdy",102,54.55,96,176,-100,-12,"GoingfortheGreenBirdieorBetter",2007
111,111,"Johnson Wagner",97,54.55,102,187,-107,-11,"GoingfortheGreenBirdieorBetter",2007
113,113,"Jason Gore",86,54.4,99,182,-105,5,"GoingfortheGreenBirdieorBetter",2007
114,114,"Stewart Cink",91,54.33,69,127,-74,-11,"GoingfortheGreenBirdieorBetter",2007
115,115,"Ryan Moore",92,54.14,85,157,-92,-5,"GoingfortheGreenBirdieorBetter",2007
116,116,"DJ Trahan",99,54.07,113,209,-117,1,"GoingfortheGreenBirdieorBetter",2007
117,117,"Jonathan Byrd",73,54.01,74,137,-79,-20,"GoingfortheGreenBirdieorBetter",2007
118,118,"Kyle Reifers",71,53.85,63,117,-66,-5,"GoingfortheGreenBirdieorBetter",2007
119,119,"Cameron Beckman",96,53.8,92,171,-95,-15,"GoingfortheGreenBirdieorBetter",2007
119,119,"Bob Tway",103,53.8,85,158,-88,-1,"GoingfortheGreenBirdieorBetter",2007
121,121,"Zach Johnson",76,53.76,50,93,-54,-6,"GoingfortheGreenBirdieorBetter",2007
122,122,"Chris Couch",76,53.46,85,159,-88,10,"GoingfortheGreenBirdieorBetter",2007
122,122,"Mathias Gronberg",95,53.46,116,217,-125,4,"GoingfortheGreenBirdieorBetter",2007
124,124,"Tim Clark",66,53.45,31,58,-37,-31,"GoingfortheGreenBirdieorBetter",2007
125,125,"Brendon de Jonge",76,53.33,72,135,-77,-4,"GoingfortheGreenBirdieorBetter",2007
126,126,"Charles Warren",101,53.28,122,229,-134,0,"GoingfortheGreenBirdieorBetter",2007
127,127,"Ryan Armour",107,53.25,82,154,-84,-25,"GoingfortheGreenBirdieorBetter",2007
128,128,"David Toms",80,53.19,50,94,-53,-22,"GoingfortheGreenBirdieorBetter",2007
129,129,"Michael Allen",74,53.1,60,113,-67,-11,"GoingfortheGreenBirdieorBetter",2007
130,130,"Cliff Kresge",107,53.09,86,162,-93,-9,"GoingfortheGreenBirdieorBetter",2007
131,131,"Chris Riley",59,53.03,35,66,-37,-23,"GoingfortheGreenBirdieorBetter",2007
132,132,"Stephen Leaney",82,52.94,54,102,-58,-16,"GoingfortheGreenBirdieorBetter",2007
133,133,"Jay Williamson",50,52.87,46,87,-46,-2,"GoingfortheGreenBirdieorBetter",2007
134,134,"Jeff Maggert",79,52.85,65,123,-70,-10,"GoingfortheGreenBirdieorBetter",2007
135,135,"Kevin Stadler",95,52.84,93,176,-100,14,"GoingfortheGreenBirdieorBetter",2007
136,136,"Stephen Ames",81,52.63,50,95,-52,-15,"GoingfortheGreenBirdieorBetter",2007
136,136,"Tim Herron",98,52.63,80,152,-82,0,"GoingfortheGreenBirdieorBetter",2007
136,136,"Parker McLachlin",83,52.63,70,133,-75,-8,"GoingfortheGreenBirdieorBetter",2007
136,136,"Chris Stroud",66,52.63,50,95,-52,-10,"GoingfortheGreenBirdieorBetter",2007
140,140,"Steve Wheatcroft",73,52.59,71,135,-75,-6,"GoingfortheGreenBirdieorBetter",2007
141,141,"Justin Leonard",95,52.53,52,99,-54,-9,"GoingfortheGreenBirdieorBetter",2007
142,142,"Jose Coceres",50,52.46,32,61,-32,3,"GoingfortheGreenBirdieorBetter",2007
143,143,"Michael Sim",52,52.44,43,82,-46,-10,"GoingfortheGreenBirdieorBetter",2007
144,144,"Mark Hensby",81,52.24,70,134,-72,2,"GoingfortheGreenBirdieorBetter",2007
145,145,"Craig Kanada",109,52.21,59,113,-61,-45,"GoingfortheGreenBirdieorBetter",2007
146,146,"Steve Elkington",87,51.97,66,127,-66,-22,"GoingfortheGreenBirdieorBetter",2007
147,147,"David Branshaw",83,51.91,68,131,-73,22,"GoingfortheGreenBirdieorBetter",2007
148,148,"Frank Lickliter II",95,51.9,82,158,-87,-25,"GoingfortheGreenBirdieorBetter",2007
149,149,"Jeff Overton",60,51.88,69,133,-76,3,"GoingfortheGreenBirdieorBetter",2007
150,150,"JB Holmes",71,51.79,101,195,-105,9,"GoingfortheGreenBirdieorBetter",2007
151,151,"Ken Duke",112,51.69,92,178,-99,-11,"GoingfortheGreenBirdieorBetter",2007
152,152,"Daisuke Maruyama",86,51.66,78,151,-87,-6,"GoingfortheGreenBirdieorBetter",2007
153,153,"Andrew Buckle",77,51.56,66,128,-70,5,"GoingfortheGreenBirdieorBetter",2007
154,154,"Eric Axley",107,51.19,86,168,-96,3,"GoingfortheGreenBirdieorBetter",2007
155,155,"Nick OHern",72,51.14,45,88,-47,-15,"GoingfortheGreenBirdieorBetter",2007
156,156,"DJ Brigman",67,51.09,47,92,-53,1,"GoingfortheGreenBirdieorBetter",2007
157,157,"Richard Johnson",93,51.04,49,96,-50,-19,"GoingfortheGreenBirdieorBetter",2007
158,158,"Mathew Goggin",97,51,102,200,-110,-5,"GoingfortheGreenBirdieorBetter",2007
159,159,"Ryan Palmer",91,50.97,79,155,-85,3,"GoingfortheGreenBirdieorBetter",2007
160,160,"Brett Quigley",79,50.85,60,118,-64,-11,"GoingfortheGreenBirdieorBetter",2007
161,161,"Peter Lonard",85,50.72,70,138,-73,-8,"GoingfortheGreenBirdieorBetter",2007
162,162,"Steve Flesch",100,50.63,80,158,-89,-18,"GoingfortheGreenBirdieorBetter",2007
163,163,"Bubba Dickerson",51,50.53,48,95,-48,5,"GoingfortheGreenBirdieorBetter",2007
164,164,"Steve Allan",63,50.39,65,129,-71,6,"GoingfortheGreenBirdieorBetter",2007
165,165,"George McNeill",95,50.3,83,165,-90,-14,"GoingfortheGreenBirdieorBetter",2007
166,166,"Tommy Armour III",81,50,48,96,-52,-15,"GoingfortheGreenBirdieorBetter",2007
166,166,"Jeff Brehaut",59,50,51,102,-57,4,"GoingfortheGreenBirdieorBetter",2007
166,166,"Chad Campbell",96,50,60,120,-64,5,"GoingfortheGreenBirdieorBetter",2007
166,166,"Tom Johnson",74,50,59,118,-61,2,"GoingfortheGreenBirdieorBetter",2007
166,166,"Dicky Pride",71,50,39,78,-41,1,"GoingfortheGreenBirdieorBetter",2007
171,171,"Robert Gamez",88,49.59,60,121,-66,-24,"GoingfortheGreenBirdieorBetter",2007
172,172,"Shaun Micheel",91,49.52,52,105,-53,-7,"GoingfortheGreenBirdieorBetter",2007
173,173,"Jim Rutledge",59,49.28,34,69,-37,5,"GoingfortheGreenBirdieorBetter",2007
174,174,"Jeff Sluman",60,49.15,29,59,-30,-15,"GoingfortheGreenBirdieorBetter",2007
175,175,"Jason Dufner",100,49.11,83,169,-91,-10,"GoingfortheGreenBirdieorBetter",2007
176,176,"Boo Weekley",101,49.03,76,155,-83,9,"GoingfortheGreenBirdieorBetter",2007
177,177,"Corey Pavin",81,48.57,34,70,-35,-36,"GoingfortheGreenBirdieorBetter",2007
178,178,"Ben Curtis",80,48.48,48,99,-51,-6,"GoingfortheGreenBirdieorBetter",2007
179,179,"Tripp Isenhour",86,48.36,59,122,-66,-17,"GoingfortheGreenBirdieorBetter",2007
180,180,"Rocco Mediate",72,48.24,41,85,-43,-28,"GoingfortheGreenBirdieorBetter",2007
181,181,"Woody Austin",95,48.15,65,135,-67,-17,"GoingfortheGreenBirdieorBetter",2007
182,182,"Fred Funk",65,48,24,50,-26,-30,"GoingfortheGreenBirdieorBetter",2007
183,183,"Glen Day",85,47.87,45,94,-48,-35,"GoingfortheGreenBirdieorBetter",2007
184,184,"Bryce Molder",56,47.44,37,78,-38,-6,"GoingfortheGreenBirdieorBetter",2007
185,185,"Robert Garrigus",95,47.35,107,226,-117,11,"GoingfortheGreenBirdieorBetter",2007
186,186,"Matt Hendrix",63,46.92,61,130,-65,1,"GoingfortheGreenBirdieorBetter",2007
187,187,"Craig Lile",77,46.15,48,104,-51,-15,"GoingfortheGreenBirdieorBetter",2007
188,188,"Gavin Coles",87,45.71,32,70,-32,-52,"GoingfortheGreenBirdieorBetter",2007
189,189,"Chris DiMarco",79,45.54,46,101,-54,-5,"GoingfortheGreenBirdieorBetter",2007
190,190,"Greg Owen",81,45.03,68,151,-78,1,"GoingfortheGreenBirdieorBetter",2007
191,191,"Henrik Stenson",52,44.87,35,78,-36,12,"GoingfortheGreenBirdieorBetter",2007
192,192,"Ian Poulter",63,44.83,26,58,-27,-17,"GoingfortheGreenBirdieorBetter",2007
193,193,"Scott Verplank",82,44.68,42,94,-48,-19,"GoingfortheGreenBirdieorBetter",2007
194,194,"Jaco Van Zyl",51,42.53,37,87,-39,1,"GoingfortheGreenBirdieorBetter",2007
195,195,"Michael Boyd",61,40.63,26,64,-27,-13,"GoingfortheGreenBirdieorBetter",2007
196,196,"Mark Brooks",53,36.36,16,44,-16,-7,"GoingfortheGreenBirdieorBetter",2007
