"Roundsinthe60s_RANKTHISWEEK_2012","Roundsinthe60s_RANKLASTWEEK_2012","Roundsinthe60s_PLAYERNAME_2012","Roundsinthe60s_EVENTS_2012","Roundsinthe60s_TOTALRNDS_2012","stat_name","year"
1,1,"Jeff Overton",29,52,"Roundsinthe60s",2012
2,2,"Brendon de Jonge",31,48,"Roundsinthe60s",2012
3,3,"Ken Duke",30,47,"Roundsinthe60s",2012
4,4,"Seung Yul Noh",28,41,"Roundsinthe60s",2012
4,4,"Vijay Singh",27,41,"Roundsinthe60s",2012
6,6,"Charles Howell III",29,40,"Roundsinthe60s",2012
6,6,"Jimmy Walker",28,40,"Roundsinthe60s",2012
8,8,"Keegan Bradley",25,38,"Roundsinthe60s",2012
8,8,"Matt Kuchar",22,38,"Roundsinthe60s",2012
10,10,"Bud Cauley",28,37,"Roundsinthe60s",2012
10,10,"Will Claxton",28,37,"Roundsinthe60s",2012
10,10,"Robert Garrigus",26,37,"Roundsinthe60s",2012
10,10,"David Hearn",28,37,"Roundsinthe60s",2012
10,10,"Scott Piercy",28,37,"Roundsinthe60s",2012
10,10,"Webb Simpson",22,37,"Roundsinthe60s",2012
16,16,"Blake Adams",32,36,"Roundsinthe60s",2012
16,16,"Jason Dufner",22,36,"Roundsinthe60s",2012
16,16,"Brian Harman",30,36,"Roundsinthe60s",2012
16,16,"Steve Stricker",19,36,"Roundsinthe60s",2012
20,20,"John Huh",28,35,"Roundsinthe60s",2012
20,20,"Jerry Kelly",26,35,"Roundsinthe60s",2012
20,20,"Ryan Moore",24,35,"Roundsinthe60s",2012
20,20,"DA Points",29,35,"Roundsinthe60s",2012
20,20,"Brandt Snedeker",22,35,"Roundsinthe60s",2012
20,20,"Kevin Streelman",26,35,"Roundsinthe60s",2012
26,26,"Roberto Castro",27,34,"Roundsinthe60s",2012
26,26,"Tommy Gainey",32,34,"Roundsinthe60s",2012
26,26,"Chris Kirk",27,34,"Roundsinthe60s",2012
26,26,"Carl Pettersson",26,34,"Roundsinthe60s",2012
26,26,"Bo Van Pelt",24,34,"Roundsinthe60s",2012
26,26,"Nick Watney",26,34,"Roundsinthe60s",2012
26,26,"Tiger Woods",19,34,"Roundsinthe60s",2012
33,33,"Martin Flores",30,33,"Roundsinthe60s",2012
33,33,"Zach Johnson",25,33,"Roundsinthe60s",2012
33,33,"William McGirt",30,33,"Roundsinthe60s",2012
33,33,"Rory McIlroy",16,33,"Roundsinthe60s",2012
33,33,"Greg Owen",27,33,"Roundsinthe60s",2012
33,33,"Chris Stroud",28,33,"Roundsinthe60s",2012
39,39,"Harris English",27,32,"Roundsinthe60s",2012
39,39,"Jim Furyk",24,32,"Roundsinthe60s",2012
39,39,"Sean OHair",24,32,"Roundsinthe60s",2012
39,39,"Ryan Palmer",24,32,"Roundsinthe60s",2012
39,39,"Rory Sabbatini",29,32,"Roundsinthe60s",2012
39,39,"John Senden",22,32,"Roundsinthe60s",2012
39,39,"Josh Teater",30,32,"Roundsinthe60s",2012
39,39,"Johnson Wagner",27,32,"Roundsinthe60s",2012
47,47,"Brian Davis",29,31,"Roundsinthe60s",2012
48,48,"Troy Matteson",32,30,"Roundsinthe60s",2012
48,48,"Kevin Na",25,30,"Roundsinthe60s",2012
48,48,"Louis Oosthuizen",19,30,"Roundsinthe60s",2012
48,48,"Kevin Stadler",25,30,"Roundsinthe60s",2012
48,48,"Daniel Summerhays",26,30,"Roundsinthe60s",2012
53,53,"Jonas Blixt",21,29,"Roundsinthe60s",2012
53,53,"Graham DeLaet",23,29,"Roundsinthe60s",2012
53,53,"Tim Herron",27,29,"Roundsinthe60s",2012
53,53,"Richard Lee",24,29,"Roundsinthe60s",2012
