"AveragePuttingDistanceGIR2Putts_RANKTHISWEEK_2015","AveragePuttingDistanceGIR2Putts_RANKLASTWEEK_2015","AveragePuttingDistanceGIR2Putts_PLAYERNAME_2015","AveragePuttingDistanceGIR2Putts_ROUNDS_2015","AveragePuttingDistanceGIR2Putts_AVG_2015","AveragePuttingDistanceGIR2Putts_DISTANCEFEET_2015","AveragePuttingDistanceGIR2Putts_TOTALPUTTS_2015","stat_name","year"
1,1,"Aaron Baddeley",76,NA,13748.75,510,"AveragePuttingDistanceGIR2Putts",2015
2,2,"Greg Chalmers",58,NA,7301.583,271,"AveragePuttingDistanceGIR2Putts",2015
3,3,"Jhonattan Vegas",90,NA,15893.583,595,"AveragePuttingDistanceGIR2Putts",2015
4,4,"Hunter Mahan",88,NA,14346.417,540,"AveragePuttingDistanceGIR2Putts",2015
5,5,"Brice Garnett",81,NA,14639.75,553,"AveragePuttingDistanceGIR2Putts",2015
6,6,"Jamie Donaldson",50,NA,6948.667,263,"AveragePuttingDistanceGIR2Putts",2015
6,6,"Michael Thompson",83,NA,15868.75,601,"AveragePuttingDistanceGIR2Putts",2015
8,8,"Morgan Hoffmann",85,NA,13231,504,"AveragePuttingDistanceGIR2Putts",2015
8,8,"Alex Prugh",84,NA,17125.083,653,"AveragePuttingDistanceGIR2Putts",2015
8,8,"Henrik Stenson",63,NA,9909.167,378,"AveragePuttingDistanceGIR2Putts",2015
11,11,"Zac Blair",108,NA,19452.167,744,"AveragePuttingDistanceGIR2Putts",2015
11,11,"Jon Curran",83,NA,14506.167,555,"AveragePuttingDistanceGIR2Putts",2015
11,11,"Adam Scott",51,NA,6667.583,255,"AveragePuttingDistanceGIR2Putts",2015
14,14,"Erik Compton",86,NA,13887.25,533,"AveragePuttingDistanceGIR2Putts",2015
14,14,"Russell Henley",87,NA,14873.75,570,"AveragePuttingDistanceGIR2Putts",2015
14,14,"Jonathan Randolph",72,NA,11977.75,459,"AveragePuttingDistanceGIR2Putts",2015
14,14,"Andrew Svoboda",80,NA,13989.25,536,"AveragePuttingDistanceGIR2Putts",2015
14,14,"Hudson Swafford",97,NA,18649.833,715,"AveragePuttingDistanceGIR2Putts",2015
19,19,"Carlos Ortiz",100,NA,17585.5,676,"AveragePuttingDistanceGIR2Putts",2015
19,19,"John Senden",80,NA,10723.75,412,"AveragePuttingDistanceGIR2Putts",2015
21,21,"Padraig Harrington",60,NA,9596.333,370,"AveragePuttingDistanceGIR2Putts",2015
21,21,"Matt Jones",89,NA,13214.75,510,"AveragePuttingDistanceGIR2Putts",2015
23,23,"Ben Crane",62,NA,10576.083,409,"AveragePuttingDistanceGIR2Putts",2015
23,23,"Martin Flores",95,NA,18013.833,698,"AveragePuttingDistanceGIR2Putts",2015
23,23,"JJ Henry",94,NA,18419.333,712,"AveragePuttingDistanceGIR2Putts",2015
23,23,"Andrew Putnam",68,NA,10226.333,396,"AveragePuttingDistanceGIR2Putts",2015
23,23,"Lee Westwood",56,NA,6090.5,236,"AveragePuttingDistanceGIR2Putts",2015
28,28,"Eric Axley",57,NA,9071.583,352,"AveragePuttingDistanceGIR2Putts",2015
28,28,"Jonathan Byrd",69,NA,11019.667,428,"AveragePuttingDistanceGIR2Putts",2015
