"LatePar4ScoringAverage_RANKTHISWEEK_2007","LatePar4ScoringAverage_RANKLASTWEEK_2007","LatePar4ScoringAverage_PLAYERNAME_2007","LatePar4ScoringAverage_ROUNDS_2007","LatePar4ScoringAverage_AVG_2007","LatePar4ScoringAverage_TOTALSTROKES_2007","LatePar4ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Tiger Woods",63,3.96,1875,473,"LatePar4ScoringAverage",2007
2,2,"Bo Van Pelt",104,3.97,2085,525,"LatePar4ScoringAverage",2007
3,3,"Jay Williamson",50,3.98,972,244,"LatePar4ScoringAverage",2007
4,4,"Woody Austin",95,3.99,1854,465,"LatePar4ScoringAverage",2007
5,5,"Cameron Beckman",96,4,1907,477,"LatePar4ScoringAverage",2007
5,5,"Ernie Els",59,4,1483,371,"LatePar4ScoringAverage",2007
5,5,"Jim Furyk",84,4,2229,557,"LatePar4ScoringAverage",2007
5,5,"Billy Mayfair",98,4,2226,556,"LatePar4ScoringAverage",2007
5,5,"Tag Ridings",52,4,996,249,"LatePar4ScoringAverage",2007
5,5,"Steve Stricker",81,4,2066,516,"LatePar4ScoringAverage",2007
11,11,"Tommy Armour III",81,4.01,1705,425,"LatePar4ScoringAverage",2007
11,11,"Jason Gore",86,4.01,1938,483,"LatePar4ScoringAverage",2007
11,11,"Freddie Jacobson",70,4.01,1850,461,"LatePar4ScoringAverage",2007
11,11,"Kevin Na",84,4.01,1777,443,"LatePar4ScoringAverage",2007
11,11,"Jeff Overton",60,4.01,1357,338,"LatePar4ScoringAverage",2007
11,11,"Rory Sabbatini",81,4.01,1857,463,"LatePar4ScoringAverage",2007
17,17,"KJ Choi",87,4.02,2385,593,"LatePar4ScoringAverage",2007
17,17,"Ken Duke",112,4.02,2172,540,"LatePar4ScoringAverage",2007
17,17,"Nathan Green",103,4.02,2266,563,"LatePar4ScoringAverage",2007
17,17,"Jesper Parnevik",88,4.02,1835,456,"LatePar4ScoringAverage",2007
17,17,"John Senden",97,4.02,1917,477,"LatePar4ScoringAverage",2007
22,22,"Alex Cejka",80,4.03,1558,387,"LatePar4ScoringAverage",2007
22,22,"Daniel Chopra",106,4.03,2227,552,"LatePar4ScoringAverage",2007
22,22,"Sergio Garcia",68,4.03,1744,433,"LatePar4ScoringAverage",2007
