"BirdieorBetterPercentage175200ya_RANKTHISWEEK_2005","BirdieorBetterPercentage175200ya_RANKLASTWEEK_2005","BirdieorBetterPercentage175200ya_PLAYERNAME_2005","BirdieorBetterPercentage175200ya_ROUNDS_2005","BirdieorBetterPercentage175200ya_Pct_2005","BirdieorBetterPercentage175200ya_TOTALBIRDIES_2005","BirdieorBetterPercentage175200ya_TOTALHOLES_2005","stat_name","year"
1,1,"Tiger Woods",76,27.03,40,148,"BirdieorBetterPercentage175200ya",2005
2,2,"John Daly",78,20.59,35,170,"BirdieorBetterPercentage175200ya",2005
3,3,"Bill Glasson",54,20,30,150,"BirdieorBetterPercentage175200ya",2005
4,4,"Rory Sabbatini",81,19.89,36,181,"BirdieorBetterPercentage175200ya",2005
5,5,"Bart Bryant",91,19.69,51,259,"BirdieorBetterPercentage175200ya",2005
6,6,"Kenny Perry",82,19.63,32,163,"BirdieorBetterPercentage175200ya",2005
7,7,"Sergio Garcia",73,18.32,24,131,"BirdieorBetterPercentage175200ya",2005
8,8,"Davis Love III",80,18.29,32,175,"BirdieorBetterPercentage175200ya",2005
9,9,"Shaun Micheel",81,18.27,38,208,"BirdieorBetterPercentage175200ya",2005
10,10,"David Toms",87,17.92,38,212,"BirdieorBetterPercentage175200ya",2005
11,11,"Carlos Franco",78,17.59,38,216,"BirdieorBetterPercentage175200ya",2005
12,12,"Robert Allenby",95,17.47,40,229,"BirdieorBetterPercentage175200ya",2005
13,13,"Brenden Pappas",51,16.67,21,126,"BirdieorBetterPercentage175200ya",2005
14,14,"Vijay Singh",111,16.6,43,259,"BirdieorBetterPercentage175200ya",2005
15,15,"Scott Hend",75,16.49,31,188,"BirdieorBetterPercentage175200ya",2005
16,16,"Brendan Jones",81,16.36,35,214,"BirdieorBetterPercentage175200ya",2005
17,17,"Woody Austin",100,16.33,49,300,"BirdieorBetterPercentage175200ya",2005
18,18,"Steve Allan",102,16.22,42,259,"BirdieorBetterPercentage175200ya",2005
19,19,"Geoff Ogilvy",97,16.21,41,253,"BirdieorBetterPercentage175200ya",2005
20,20,"Brett Wetterich",76,16.18,33,204,"BirdieorBetterPercentage175200ya",2005
21,21,"Bob Tway",87,16.12,39,242,"BirdieorBetterPercentage175200ya",2005
22,22,"Darron Stiles",78,16.1,38,236,"BirdieorBetterPercentage175200ya",2005
23,23,"Ben Crane",78,15.98,39,244,"BirdieorBetterPercentage175200ya",2005
24,24,"Patrick Sheehan",114,15.92,46,289,"BirdieorBetterPercentage175200ya",2005
25,25,"Justin Rose",99,15.85,45,284,"BirdieorBetterPercentage175200ya",2005
26,26,"John Elliott",58,15.82,25,158,"BirdieorBetterPercentage175200ya",2005
27,27,"Jim Furyk",94,15.77,41,260,"BirdieorBetterPercentage175200ya",2005
28,28,"Fred Couples",72,15.75,20,127,"BirdieorBetterPercentage175200ya",2005
29,29,"Duffy Waldorf",86,15.67,34,217,"BirdieorBetterPercentage175200ya",2005
30,30,"Kevin Stadler",96,15.58,36,231,"BirdieorBetterPercentage175200ya",2005
31,31,"Charles Howell III",95,15.53,34,219,"BirdieorBetterPercentage175200ya",2005
32,32,"Heath Slocum",103,15.41,49,318,"BirdieorBetterPercentage175200ya",2005
33,33,"Jeff Brehaut",71,15.35,33,215,"BirdieorBetterPercentage175200ya",2005
34,34,"Sean OHair",103,15.33,42,274,"BirdieorBetterPercentage175200ya",2005
35,35,"Alex Cejka",84,15.29,37,242,"BirdieorBetterPercentage175200ya",2005
36,36,"Dudley Hart",84,15.28,35,229,"BirdieorBetterPercentage175200ya",2005
37,37,"Loren Roberts",54,15.18,29,191,"BirdieorBetterPercentage175200ya",2005
38,38,"Cameron Beckman",96,15.16,47,310,"BirdieorBetterPercentage175200ya",2005
39,39,"Michael Allen",90,15.14,38,251,"BirdieorBetterPercentage175200ya",2005
40,40,"Mark Wilson",74,15.09,35,232,"BirdieorBetterPercentage175200ya",2005
41,41,"Mathias Gronberg",60,15.06,25,166,"BirdieorBetterPercentage175200ya",2005
42,42,"Tim Herron",100,15.04,37,246,"BirdieorBetterPercentage175200ya",2005
43,43,"Bradley Hughes",52,15.03,26,173,"BirdieorBetterPercentage175200ya",2005
44,44,"Thomas Levet",54,14.97,22,147,"BirdieorBetterPercentage175200ya",2005
45,45,"DA Points",94,14.87,40,269,"BirdieorBetterPercentage175200ya",2005
46,46,"Adam Scott",72,14.86,22,148,"BirdieorBetterPercentage175200ya",2005
46,46,"Charles Warren",89,14.86,33,222,"BirdieorBetterPercentage175200ya",2005
48,48,"Brad Faxon",75,14.85,30,202,"BirdieorBetterPercentage175200ya",2005
49,49,"Vaughn Taylor",99,14.84,42,283,"BirdieorBetterPercentage175200ya",2005
50,50,"Mario Tiziani",67,14.75,32,217,"BirdieorBetterPercentage175200ya",2005
51,51,"Steve Lowery",100,14.72,39,265,"BirdieorBetterPercentage175200ya",2005
52,52,"Harrison Frazar",105,14.7,41,279,"BirdieorBetterPercentage175200ya",2005
53,53,"Brandt Jobe",96,14.66,39,266,"BirdieorBetterPercentage175200ya",2005
53,53,"Hank Kuehne",84,14.66,34,232,"BirdieorBetterPercentage175200ya",2005
55,55,"Tag Ridings",93,14.57,36,247,"BirdieorBetterPercentage175200ya",2005
56,56,"Retief Goosen",71,14.53,17,117,"BirdieorBetterPercentage175200ya",2005
57,57,"Lucas Glover",88,14.47,34,235,"BirdieorBetterPercentage175200ya",2005
58,58,"Billy Andrade",83,14.4,37,257,"BirdieorBetterPercentage175200ya",2005
59,59,"Kevin Na",88,14.38,44,306,"BirdieorBetterPercentage175200ya",2005
60,60,"Arjun Atwal",65,14.36,27,188,"BirdieorBetterPercentage175200ya",2005
60,60,"Jonathan Kaye",77,14.36,29,202,"BirdieorBetterPercentage175200ya",2005
60,60,"Craig Perks",67,14.36,28,195,"BirdieorBetterPercentage175200ya",2005
63,63,"Rocco Mediate",73,14.35,30,209,"BirdieorBetterPercentage175200ya",2005
64,64,"Tom Lehman",69,14.29,24,168,"BirdieorBetterPercentage175200ya",2005
65,65,"Joe Ogilvie",103,14.22,33,232,"BirdieorBetterPercentage175200ya",2005
66,66,"Scott McCarron",78,14.15,29,205,"BirdieorBetterPercentage175200ya",2005
67,67,"Tom Byrum",83,14.13,40,283,"BirdieorBetterPercentage175200ya",2005
68,68,"Gavin Coles",70,14.05,34,242,"BirdieorBetterPercentage175200ya",2005
69,69,"Freddie Jacobson",72,14.04,25,178,"BirdieorBetterPercentage175200ya",2005
70,70,"Neal Lancaster",95,14.02,37,264,"BirdieorBetterPercentage175200ya",2005
71,71,"Luke Donald",67,14,21,150,"BirdieorBetterPercentage175200ya",2005
72,72,"Ben Curtis",65,13.94,23,165,"BirdieorBetterPercentage175200ya",2005
72,72,"Ryan Palmer",101,13.94,35,251,"BirdieorBetterPercentage175200ya",2005
74,74,"Phil Mickelson",81,13.91,21,151,"BirdieorBetterPercentage175200ya",2005
75,75,"Stephen Leaney",89,13.83,39,282,"BirdieorBetterPercentage175200ya",2005
76,76,"JJ Henry",102,13.82,38,275,"BirdieorBetterPercentage175200ya",2005
77,77,"Jay Williamson",53,13.79,24,174,"BirdieorBetterPercentage175200ya",2005
78,78,"Shigeki Maruyama",99,13.77,42,305,"BirdieorBetterPercentage175200ya",2005
79,79,"Matt Kuchar",60,13.71,24,175,"BirdieorBetterPercentage175200ya",2005
80,80,"Billy Mayfair",114,13.69,49,358,"BirdieorBetterPercentage175200ya",2005
81,81,"Lee Westwood",50,13.68,13,95,"BirdieorBetterPercentage175200ya",2005
82,82,"Bob Heintz",67,13.66,25,183,"BirdieorBetterPercentage175200ya",2005
83,83,"Nick Watney",91,13.62,32,235,"BirdieorBetterPercentage175200ya",2005
84,84,"Peter Lonard",85,13.59,28,206,"BirdieorBetterPercentage175200ya",2005
85,85,"Rich Beem",66,13.57,19,140,"BirdieorBetterPercentage175200ya",2005
86,86,"Robert Gamez",91,13.54,39,288,"BirdieorBetterPercentage175200ya",2005
87,87,"Paul Gow",78,13.52,33,244,"BirdieorBetterPercentage175200ya",2005
88,88,"DJ Trahan",81,13.51,30,222,"BirdieorBetterPercentage175200ya",2005
