"Approach_RANKTHISWEEK_2010","Approach_RANKLASTWEEK_2010","Approach_PLAYERNAME_2010","Approach_ROUNDS_2010","Approach_AVGRTP_2010","stat_name","year"
1,1,"Chris Riley",73,-0.309,"Approach",2010
2,2,"Dean Wilson",54,-0.29,"Approach",2010
3,3,"Phil Mickelson",76,-0.262,"Approach",2010
4,4,"Jim Furyk",76,-0.247,"Approach",2010
5,5,"Webb Simpson",98,-0.242,"Approach",2010
6,6,"Stewart Cink",84,-0.24,"Approach",2010
7,7,"Matt Kuchar",97,-0.221,"Approach",2010
8,8,"Ernie Els",72,-0.217,"Approach",2010
9,9,"Paul Goydos",78,-0.216,"Approach",2010
10,10,"Brian Gay",101,-0.215,"Approach",2010
10,10,"Freddie Jacobson",83,-0.215,"Approach",2010
12,12,"Brendon de Jonge",114,-0.21,"Approach",2010
13,13,"Scott Piercy",88,-0.209,"Approach",2010
14,14,"Bill Haas",87,-0.208,"Approach",2010
15,15,"Jerry Kelly",99,-0.207,"Approach",2010
16,16,"Tim Clark",88,-0.205,"Approach",2010
16,16,"Garrett Willis",82,-0.205,"Approach",2010
18,18,"John Rollins",81,-0.204,"Approach",2010
18,18,"Scott Verplank",74,-0.204,"Approach",2010
20,20,"Brent Delahoussaye",57,-0.203,"Approach",2010
21,21,"Paul Casey",64,-0.2,"Approach",2010
21,21,"Vijay Singh",75,-0.2,"Approach",2010
23,23,"Steve Stricker",73,-0.199,"Approach",2010
24,24,"Ryan Palmer",84,-0.196,"Approach",2010
25,25,"Ben Curtis",78,-0.195,"Approach",2010
25,25,"Skip Kendall",58,-0.195,"Approach",2010
27,27,"Bryce Molder",84,-0.194,"Approach",2010
28,28,"Stuart Appleby",101,-0.192,"Approach",2010
29,29,"Robert Allenby",76,-0.191,"Approach",2010
30,30,"Chris DiMarco",88,-0.189,"Approach",2010
30,30,"Zach Johnson",93,-0.189,"Approach",2010
32,32,"Omar Uresti",74,-0.188,"Approach",2010
33,33,"Sergio Garcia",58,-0.187,"Approach",2010
33,33,"Retief Goosen",75,-0.187,"Approach",2010
33,33,"Jeff Overton",89,-0.187,"Approach",2010
36,36,"Spencer Levin",110,-0.186,"Approach",2010
36,36,"George McNeill",79,-0.186,"Approach",2010
38,38,"Bob Estes",79,-0.184,"Approach",2010
38,38,"Richard Johnson",90,-0.184,"Approach",2010
