"Approach_RANKTHISWEEK_2010","Approach_RANKLASTWEEK_2010","Approach_PLAYERNAME_2010","Approach_ROUNDS_2010","Approach_AVGRTP_2010","stat_name","year"
38,38,"Geoff Ogilvy",62,-0.184,"Approach",2010
41,41,"Charlie Wi",95,-0.183,"Approach",2010
41,41,"Mark Wilson",87,-0.183,"Approach",2010
43,43,"Ben Crane",85,-0.182,"Approach",2010
44,44,"JJ Henry",92,-0.181,"Approach",2010
45,45,"Brad Faxon",58,-0.179,"Approach",2010
46,46,"Ryan Moore",80,-0.178,"Approach",2010
46,46,"Aron Price",70,-0.178,"Approach",2010
48,48,"David Toms",86,-0.177,"Approach",2010
49,49,"Matt Every",60,-0.176,"Approach",2010
49,49,"Charles Howell III",103,-0.176,"Approach",2010
49,49,"Mike Weir",59,-0.176,"Approach",2010
52,52,"Michael Bradley",77,-0.174,"Approach",2010
52,52,"Adam Scott",70,-0.174,"Approach",2010
52,52,"Jimmy Walker",82,-0.174,"Approach",2010
55,55,"Jason Bohn",84,-0.173,"Approach",2010
56,56,"Will Ma Kenzie",72,-0.172,"Approach",2010
57,57,"Paul Stankowski",62,-0.17,"Approach",2010
58,58,"Billy Mayfair",78,-0.168,"Approach",2010
59,59,"Tom Pernice Jr",74,-0.167,"Approach",2010
60,60,"Steve Marino",81,-0.165,"Approach",2010
61,61,"Lucas Glover",75,-0.164,"Approach",2010
61,61,"Heath Slocum",97,-0.164,"Approach",2010
63,63,"Brandt Snedeker",89,-0.163,"Approach",2010
64,64,"Lee Janzen",77,-0.162,"Approach",2010
65,65,"Rickie Fowler",98,-0.16,"Approach",2010
65,65,"Justin Leonard",89,-0.16,"Approach",2010
65,65,"Tim Petrovic",105,-0.16,"Approach",2010
65,65,"Boo Weekley",88,-0.16,"Approach",2010
69,69,"Woody Austin",93,-0.159,"Approach",2010
69,69,"Charley Hoffman",85,-0.159,"Approach",2010
69,69,"Kevin Na",94,-0.159,"Approach",2010
69,69,"Rory Sabbatini",79,-0.159,"Approach",2010
73,73,"David Duval",71,-0.158,"Approach",2010
74,74,"KJ Choi",82,-0.156,"Approach",2010
74,74,"Ryuji Imada",90,-0.156,"Approach",2010
76,76,"Ricky Barnes",103,-0.155,"Approach",2010
76,76,"Matt Jones",89,-0.155,"Approach",2010
76,76,"Nick Watney",91,-0.155,"Approach",2010
79,79,"Mathew Goggin",85,-0.154,"Approach",2010
80,80,"Chad Campbell",95,-0.153,"Approach",2010
81,81,"Ian Poulter",55,-0.152,"Approach",2010
82,82,"DA Points",90,-0.151,"Approach",2010
83,83,"Jeff Maggert",76,-0.15,"Approach",2010
83,83,"YE Yang",72,-0.15,"Approach",2010
85,85,"Carl Pettersson",99,-0.148,"Approach",2010
86,86,"Alex Cejka",81,-0.147,"Approach",2010
86,86,"Roland Thatcher",72,-0.147,"Approach",2010
88,88,"Chad Collins",87,-0.146,"Approach",2010
88,88,"Tom Gillis",97,-0.146,"Approach",2010
90,90,"Bo Van Pelt",104,-0.145,"Approach",2010
91,91,"John Mallinger",78,-0.144,"Approach",2010
92,92,"Jay Williamson",76,-0.143,"Approach",2010
93,93,"Brian Davis",101,-0.141,"Approach",2010
93,93,"James Driscoll",78,-0.141,"Approach",2010
95,95,"Jeev Milkha Singh",59,-0.137,"Approach",2010
96,96,"Joe Ogilvie",99,-0.136,"Approach",2010
96,96,"Chris Stroud",90,-0.136,"Approach",2010
98,98,"Joe Durant",67,-0.135,"Approach",2010
98,98,"John Senden",103,-0.135,"Approach",2010
100,100,"JB Holmes",100,-0.134,"Approach",2010
100,100,"Marc Leishman",87,-0.134,"Approach",2010
102,102,"Blake Adams",84,-0.133,"Approach",2010
103,103,"Vaughn Taylor",87,-0.132,"Approach",2010
104,104,"Jonathan Byrd",85,-0.131,"Approach",2010
105,105,"Steve Flesch",78,-0.129,"Approach",2010
106,106,"Dustin Johnson",83,-0.128,"Approach",2010
106,106,"Justin Rose",78,-0.128,"Approach",2010
106,106,"DJ Trahan",92,-0.128,"Approach",2010
109,109,"Steve Elkington",74,-0.126,"Approach",2010
109,109,"Robert Garrigus",71,-0.126,"Approach",2010
109,109,"Padraig Harrington",57,-0.126,"Approach",2010
109,109,"Charles Warren",64,-0.126,"Approach",2010
113,113,"Jarrod Lyle",54,-0.125,"Approach",2010
114,114,"Troy Merritt",86,-0.124,"Approach",2010
115,115,"Michael Connell",89,-0.123,"Approach",2010
116,116,"Mathias Gronberg",61,-0.122,"Approach",2010
116,116,"Nicholas Thompson",88,-0.122,"Approach",2010
118,118,"Greg Chalmers",93,-0.121,"Approach",2010
119,119,"Tim Herron",79,-0.12,"Approach",2010
120,120,"JP Hayes",79,-0.119,"Approach",2010
121,121,"Nathan Green",86,-0.117,"Approach",2010
121,121,"Kenny Perry",69,-0.117,"Approach",2010
123,123,"Brenden Pappas",66,-0.116,"Approach",2010
123,123,"Kevin Stadler",86,-0.116,"Approach",2010
125,125,"Stephen Ames",75,-0.115,"Approach",2010
126,126,"Cameron Beckman",68,-0.113,"Approach",2010
126,126,"Luke Donald",71,-0.113,"Approach",2010
128,128,"Pat Perez",90,-0.111,"Approach",2010
129,129,"Sean OHair",84,-0.109,"Approach",2010
130,130,"Graham DeLaet",88,-0.108,"Approach",2010
130,130,"Rory McIlroy",54,-0.108,"Approach",2010
130,130,"Greg Owen",69,-0.108,"Approach",2010
130,130,"Cameron Tringale",55,-0.108,"Approach",2010
134,134,"Briny Baird",87,-0.107,"Approach",2010
134,134,"Greg Kraft",52,-0.107,"Approach",2010
134,134,"Alex Prugh",88,-0.107,"Approach",2010
137,137,"Andres Romero",73,-0.106,"Approach",2010
137,137,"Josh Teater",101,-0.106,"Approach",2010
139,139,"Brett Wetterich",54,-0.104,"Approach",2010
140,140,"Aaron Baddeley",94,-0.103,"Approach",2010
141,141,"Cliff Kresge",50,-0.1,"Approach",2010
142,142,"Kris Blanks",91,-0.099,"Approach",2010
142,142,"Steve Lowery",67,-0.099,"Approach",2010
142,142,"Kevin Streelman",90,-0.099,"Approach",2010
142,142,"Camilo Villegas",78,-0.099,"Approach",2010
146,146,"John Merrick",109,-0.098,"Approach",2010
147,147,"Troy Matteson",84,-0.097,"Approach",2010
148,148,"Justin Bolli",55,-0.096,"Approach",2010
149,149,"James Nitties",92,-0.094,"Approach",2010
149,149,"Kevin Sutherland",86,-0.094,"Approach",2010
151,151,"Jason Day",82,-0.093,"Approach",2010
151,151,"Hunter Mahan",85,-0.093,"Approach",2010
151,151,"Rocco Mediate",71,-0.093,"Approach",2010
154,154,"Bubba Watson",77,-0.092,"Approach",2010
155,155,"Craig Bowden",56,-0.091,"Approach",2010
155,155,"Michael Sim",64,-0.091,"Approach",2010
157,157,"Jeff Quinney",91,-0.089,"Approach",2010
158,158,"Davis Love III",79,-0.087,"Approach",2010
158,158,"Bill Lunde",79,-0.087,"Approach",2010
160,160,"Scott McCarron",90,-0.086,"Approach",2010
161,161,"Chris Tidland",77,-0.084,"Approach",2010
162,162,"Daniel Chopra",74,-0.082,"Approach",2010
162,162,"Michael Letzig",84,-0.082,"Approach",2010
164,164,"Chris Couch",66,-0.079,"Approach",2010
165,165,"Brett Quigley",96,-0.076,"Approach",2010
166,166,"Shaun Micheel",70,-0.075,"Approach",2010
167,167,"Matt Bettencourt",91,-0.074,"Approach",2010
168,168,"Angel Cabrera",64,-0.07,"Approach",2010
169,169,"Martin Laird",91,-0.068,"Approach",2010
169,169,"Cameron Percy",73,-0.068,"Approach",2010
171,171,"Chris Wilson",65,-0.067,"Approach",2010
172,172,"Jason Dufner",87,-0.066,"Approach",2010
172,172,"Roger Tambellini",77,-0.066,"Approach",2010
174,174,"Trevor Immelman",55,-0.064,"Approach",2010
175,175,"Mark Calcavecchia",50,-0.063,"Approach",2010
176,176,"Kevin Johnson",62,-0.062,"Approach",2010
177,177,"Derek Lamely",81,-0.06,"Approach",2010
178,178,"Brian Stuard",81,-0.059,"Approach",2010
179,179,"Rod Pampling",77,-0.054,"Approach",2010
180,180,"Martin Flores",75,-0.053,"Approach",2010
181,181,"Johnson Wagner",85,-0.048,"Approach",2010
182,182,"Steve Wheatcroft",74,-0.038,"Approach",2010
183,183,"John Daly",63,-0.03,"Approach",2010
184,184,"Andrew McLardy",52,-0.029,"Approach",2010
184,184,"Jerod Turner",54,-0.029,"Approach",2010
186,186,"Garth Mulroy",53,-0.028,"Approach",2010
187,187,"Henrik Bjornstad",72,-0.026,"Approach",2010
188,188,"Jeff Gove",57,-0.022,"Approach",2010
189,189,"Ted Purdy",86,-0.016,"Approach",2010
190,190,"Rich Barcelo",70,-0.013,"Approach",2010
191,191,"Vance Veazey",58,0.014,"Approach",2010
192,192,"David Lutterus",69,0.045,"Approach",2010
