"DrivingPct260280Measured_RANKTHISWEEK_2005","DrivingPct260280Measured_RANKLASTWEEK_2005","DrivingPct260280Measured_PLAYERNAME_2005","DrivingPct260280Measured_ROUNDS_2005","DrivingPct260280Measured_Pct_2005","DrivingPct260280Measured_TOTALDRIVESFOR260280_2005","DrivingPct260280Measured_TOTALDRVSOVERALL_2005","DrivingPct260280Measured_RELATIVETOPAR_2005","stat_name","year"
1,1,"John Cook",72,51.52,68,132,-0.1,"DrivingPct260280Measured",2005
2,2,"Loren Roberts",54,48.04,49,102,-0.27,"DrivingPct260280Measured",2005
3,3,"Brian Gay",101,45.45,90,198,-0.13,"DrivingPct260280Measured",2005
4,4,"Kirk Triplett",55,44.79,43,96,0.02,"DrivingPct260280Measured",2005
5,5,"Doug Barron",70,44.29,62,140,-0.16,"DrivingPct260280Measured",2005
6,6,"Chris Riley",67,44.23,46,104,0,"DrivingPct260280Measured",2005
7,7,"Mark OMeara",66,44.17,53,120,-0.06,"DrivingPct260280Measured",2005
8,8,"Stephen Leaney",89,44.05,74,168,-0.09,"DrivingPct260280Measured",2005
9,9,"Larry Mize",54,43.75,42,96,0.02,"DrivingPct260280Measured",2005
10,10,"Billy Andrade",83,43.21,70,162,-0.21,"DrivingPct260280Measured",2005
11,11,"Mark Brooks",72,42.86,60,140,0.03,"DrivingPct260280Measured",2005
12,12,"Ben Curtis",65,42.73,47,110,0.02,"DrivingPct260280Measured",2005
13,13,"Todd Fischer",99,42.27,82,194,-0.12,"DrivingPct260280Measured",2005
14,14,"Brian Davis",75,41.55,59,142,-0.07,"DrivingPct260280Measured",2005
15,15,"Mark Wilson",74,40.71,57,140,-0.05,"DrivingPct260280Measured",2005
16,16,"Robert Damron",89,40.45,72,178,-0.13,"DrivingPct260280Measured",2005
17,17,"Danny Briggs",70,40.44,55,136,-0.15,"DrivingPct260280Measured",2005
18,18,"Paul Gow",78,39.86,59,148,0.05,"DrivingPct260280Measured",2005
19,19,"Skip Kendall",80,39.74,62,156,-0.08,"DrivingPct260280Measured",2005
20,20,"Matt Davidson",53,39.62,42,106,-0.17,"DrivingPct260280Measured",2005
21,21,"Jeff Sluman",94,39.13,72,184,-0.24,"DrivingPct260280Measured",2005
22,22,"Hidemichi Tanaka",106,38.73,79,204,-0.18,"DrivingPct260280Measured",2005
23,23,"Jim Furyk",94,38.61,61,158,-0.16,"DrivingPct260280Measured",2005
24,24,"Gavin Coles",70,38.57,54,140,-0.13,"DrivingPct260280Measured",2005
25,25,"Brad Faxon",75,38.46,50,130,-0.04,"DrivingPct260280Measured",2005
26,26,"Len Mattiace",86,38.41,63,164,-0.03,"DrivingPct260280Measured",2005
26,26,"Corey Pavin",77,38.41,53,138,-0.17,"DrivingPct260280Measured",2005
28,28,"Bob Tway",87,38.36,56,146,0.05,"DrivingPct260280Measured",2005
29,29,"Jerry Kelly",101,38.24,65,170,-0.12,"DrivingPct260280Measured",2005
30,30,"Scott Verplank",87,38.19,55,144,-0.15,"DrivingPct260280Measured",2005
31,31,"Chris DiMarco",83,38.1,48,126,-0.21,"DrivingPct260280Measured",2005
32,32,"Chris Anderson",66,37.9,47,124,0,"DrivingPct260280Measured",2005
33,33,"Tom Byrum",83,37.65,61,162,-0.23,"DrivingPct260280Measured",2005
34,34,"Darron Stiles",78,37.5,57,152,0.09,"DrivingPct260280Measured",2005
35,35,"Fred Funk",102,37.08,66,178,-0.26,"DrivingPct260280Measured",2005
35,35,"Robert Gamez",91,37.08,66,178,0,"DrivingPct260280Measured",2005
37,37,"Kevin Na",88,36.9,62,168,-0.19,"DrivingPct260280Measured",2005
