"Back9Par5ScoringAverage_RANKTHISWEEK_2010","Back9Par5ScoringAverage_RANKLASTWEEK_2010","Back9Par5ScoringAverage_PLAYERNAME_2010","Back9Par5ScoringAverage_ROUNDS_2010","Back9Par5ScoringAverage_AVG_2010","Back9Par5ScoringAverage_TOTALSTROKES_2010","Back9Par5ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"JB Holmes",100,4.55,747,164,"Back9Par5ScoringAverage",2010
1,1,"Bubba Watson",77,4.55,591,130,"Back9Par5ScoringAverage",2010
3,3,"Charley Hoffman",85,4.56,679,149,"Back9Par5ScoringAverage",2010
4,4,"Charles Howell III",103,4.57,796,174,"Back9Par5ScoringAverage",2010
5,5,"Vaughn Taylor",87,4.58,705,154,"Back9Par5ScoringAverage",2010
6,6,"Matt Kuchar",97,4.59,743,162,"Back9Par5ScoringAverage",2010
6,6,"John Merrick",109,4.59,845,184,"Back9Par5ScoringAverage",2010
6,6,"DJ Trahan",92,4.59,730,159,"Back9Par5ScoringAverage",2010
9,9,"Tom Gillis",97,4.6,755,164,"Back9Par5ScoringAverage",2010
9,9,"Bill Haas",87,4.6,662,144,"Back9Par5ScoringAverage",2010
9,9,"Adam Scott",70,4.6,543,118,"Back9Par5ScoringAverage",2010
12,12,"Matt Every",60,4.62,485,105,"Back9Par5ScoringAverage",2010
12,12,"Webb Simpson",98,4.62,753,163,"Back9Par5ScoringAverage",2010
12,12,"Steve Stricker",73,4.62,554,120,"Back9Par5ScoringAverage",2010
12,12,"Bo Van Pelt",104,4.62,776,168,"Back9Par5ScoringAverage",2010
16,16,"Phil Mickelson",76,4.63,621,134,"Back9Par5ScoringAverage",2010
16,16,"Justin Rose",78,4.63,579,125,"Back9Par5ScoringAverage",2010
16,16,"Kevin Stadler",86,4.63,723,156,"Back9Par5ScoringAverage",2010
19,19,"Trevor Immelman",55,4.64,418,90,"Back9Par5ScoringAverage",2010
19,19,"Dustin Johnson",83,4.64,640,138,"Back9Par5ScoringAverage",2010
19,19,"Matt Jones",89,4.64,696,150,"Back9Par5ScoringAverage",2010
19,19,"Ryan Moore",80,4.64,622,134,"Back9Par5ScoringAverage",2010
19,19,"Nick Watney",91,4.64,706,152,"Back9Par5ScoringAverage",2010
24,24,"Robert Allenby",76,4.65,558,120,"Back9Par5ScoringAverage",2010
24,24,"Matt Bettencourt",91,4.65,762,164,"Back9Par5ScoringAverage",2010
24,24,"Jonathan Byrd",85,4.65,674,145,"Back9Par5ScoringAverage",2010
24,24,"Kevin Sutherland",86,4.65,734,158,"Back9Par5ScoringAverage",2010
24,24,"Cameron Tringale",55,4.65,446,96,"Back9Par5ScoringAverage",2010
24,24,"Mark Wilson",87,4.65,698,150,"Back9Par5ScoringAverage",2010
30,30,"Stewart Cink",84,4.66,596,128,"Back9Par5ScoringAverage",2010
30,30,"Brendon de Jonge",114,4.66,904,194,"Back9Par5ScoringAverage",2010
30,30,"Graham DeLaet",88,4.66,680,146,"Back9Par5ScoringAverage",2010
30,30,"James Driscoll",78,4.66,611,131,"Back9Par5ScoringAverage",2010
30,30,"Lucas Glover",75,4.66,550,118,"Back9Par5ScoringAverage",2010
30,30,"Ryuji Imada",90,4.66,708,152,"Back9Par5ScoringAverage",2010
30,30,"Michael Letzig",84,4.66,671,144,"Back9Par5ScoringAverage",2010
30,30,"Spencer Levin",110,4.66,839,180,"Back9Par5ScoringAverage",2010
30,30,"Troy Merritt",86,4.66,676,145,"Back9Par5ScoringAverage",2010
30,30,"Chris Stroud",90,4.66,723,155,"Back9Par5ScoringAverage",2010
40,40,"Troy Matteson",84,4.67,673,144,"Back9Par5ScoringAverage",2010
40,40,"Joe Ogilvie",99,4.67,789,169,"Back9Par5ScoringAverage",2010
40,40,"Rory Sabbatini",79,4.67,645,138,"Back9Par5ScoringAverage",2010
40,40,"Paul Stankowski",62,4.67,476,102,"Back9Par5ScoringAverage",2010
44,44,"Kris Blanks",91,4.68,698,149,"Back9Par5ScoringAverage",2010
44,44,"Daniel Chopra",74,4.68,594,127,"Back9Par5ScoringAverage",2010
44,44,"Ben Crane",85,4.68,646,138,"Back9Par5ScoringAverage",2010
44,44,"Martin Laird",91,4.68,706,151,"Back9Par5ScoringAverage",2010
44,44,"George McNeill",79,4.68,627,134,"Back9Par5ScoringAverage",2010
44,44,"John Rollins",81,4.68,637,136,"Back9Par5ScoringAverage",2010
50,50,"Woody Austin",93,4.69,764,163,"Back9Par5ScoringAverage",2010
50,50,"Chris Couch",66,4.69,554,118,"Back9Par5ScoringAverage",2010
50,50,"Ernie Els",72,4.69,553,118,"Back9Par5ScoringAverage",2010
50,50,"Martin Flores",75,4.69,629,134,"Back9Par5ScoringAverage",2010
50,50,"Rickie Fowler",98,4.69,774,165,"Back9Par5ScoringAverage",2010
50,50,"Robert Garrigus",71,4.69,553,118,"Back9Par5ScoringAverage",2010
50,50,"JJ Henry",92,4.69,722,154,"Back9Par5ScoringAverage",2010
50,50,"Marc Leishman",87,4.69,656,140,"Back9Par5ScoringAverage",2010
50,50,"Jarrod Lyle",54,4.69,403,86,"Back9Par5ScoringAverage",2010
50,50,"Scott McCarron",90,4.69,736,157,"Back9Par5ScoringAverage",2010
50,50,"James Nitties",92,4.69,736,157,"Back9Par5ScoringAverage",2010
50,50,"Brandt Snedeker",89,4.69,713,152,"Back9Par5ScoringAverage",2010
50,50,"Roland Thatcher",72,4.69,591,126,"Back9Par5ScoringAverage",2010
63,63,"Henrik Bjornstad",72,4.7,583,124,"Back9Par5ScoringAverage",2010
63,63,"Chad Collins",87,4.7,658,140,"Back9Par5ScoringAverage",2010
63,63,"Steve Elkington",74,4.7,592,126,"Back9Par5ScoringAverage",2010
63,63,"Davis Love III",79,4.7,621,132,"Back9Par5ScoringAverage",2010
63,63,"Jeff Overton",89,4.7,696,148,"Back9Par5ScoringAverage",2010
63,63,"Cameron Percy",73,4.7,611,130,"Back9Par5ScoringAverage",2010
63,63,"John Senden",103,4.7,836,178,"Back9Par5ScoringAverage",2010
63,63,"Vijay Singh",75,4.7,536,114,"Back9Par5ScoringAverage",2010
63,63,"Chris Tidland",77,4.7,611,130,"Back9Par5ScoringAverage",2010
63,63,"Brett Wetterich",54,4.7,414,88,"Back9Par5ScoringAverage",2010
73,73,"KJ Choi",82,4.71,631,134,"Back9Par5ScoringAverage",2010
73,73,"Jason Day",82,4.71,603,128,"Back9Par5ScoringAverage",2010
73,73,"Joe Durant",67,4.71,518,110,"Back9Par5ScoringAverage",2010
73,73,"Geoff Ogilvy",62,4.71,480,102,"Back9Par5ScoringAverage",2010
73,73,"Ryan Palmer",84,4.71,688,146,"Back9Par5ScoringAverage",2010
73,73,"Tom Pernice Jr",74,4.71,560,119,"Back9Par5ScoringAverage",2010
73,73,"DA Points",90,4.71,739,157,"Back9Par5ScoringAverage",2010
73,73,"Jeff Quinney",91,4.71,726,154,"Back9Par5ScoringAverage",2010
73,73,"Chris Riley",73,4.71,546,116,"Back9Par5ScoringAverage",2010
73,73,"Johnson Wagner",85,4.71,678,144,"Back9Par5ScoringAverage",2010
73,73,"Jay Williamson",76,4.71,598,127,"Back9Par5ScoringAverage",2010
84,84,"Blake Adams",84,4.72,618,131,"Back9Par5ScoringAverage",2010
84,84,"Aaron Baddeley",94,4.72,774,164,"Back9Par5ScoringAverage",2010
84,84,"Briny Baird",87,4.72,665,141,"Back9Par5ScoringAverage",2010
84,84,"Luke Donald",71,4.72,538,114,"Back9Par5ScoringAverage",2010
84,84,"Mathew Goggin",85,4.72,685,145,"Back9Par5ScoringAverage",2010
84,84,"Retief Goosen",75,4.72,538,114,"Back9Par5ScoringAverage",2010
84,84,"Justin Leonard",89,4.72,665,141,"Back9Par5ScoringAverage",2010
84,84,"Will Ma Kenzie",72,4.72,557,118,"Back9Par5ScoringAverage",2010
84,84,"Hunter Mahan",85,4.72,679,144,"Back9Par5ScoringAverage",2010
84,84,"Scott Piercy",88,4.72,722,153,"Back9Par5ScoringAverage",2010
84,84,"Kevin Streelman",90,4.72,741,157,"Back9Par5ScoringAverage",2010
84,84,"Josh Teater",101,4.72,812,172,"Back9Par5ScoringAverage",2010
84,84,"Charles Warren",64,4.72,510,108,"Back9Par5ScoringAverage",2010
84,84,"YE Yang",72,4.72,538,114,"Back9Par5ScoringAverage",2010
98,98,"Mark Calcavecchia",50,4.73,383,81,"Back9Par5ScoringAverage",2010
98,98,"Michael Connell",89,4.73,672,142,"Back9Par5ScoringAverage",2010
98,98,"Jason Dufner",87,4.73,690,146,"Back9Par5ScoringAverage",2010
98,98,"JP Hayes",79,4.73,643,136,"Back9Par5ScoringAverage",2010
98,98,"Freddie Jacobson",83,4.73,639,135,"Back9Par5ScoringAverage",2010
98,98,"Garth Mulroy",53,4.73,430,91,"Back9Par5ScoringAverage",2010
98,98,"Kevin Na",94,4.73,743,157,"Back9Par5ScoringAverage",2010
98,98,"Aron Price",70,4.73,549,116,"Back9Par5ScoringAverage",2010
98,98,"Brett Quigley",96,4.73,794,168,"Back9Par5ScoringAverage",2010
98,98,"David Toms",86,4.73,662,140,"Back9Par5ScoringAverage",2010
98,98,"Camilo Villegas",78,4.73,549,116,"Back9Par5ScoringAverage",2010
98,98,"Garrett Willis",82,4.73,657,139,"Back9Par5ScoringAverage",2010
110,110,"Paul Casey",64,4.74,417,88,"Back9Par5ScoringAverage",2010
110,110,"Tim Clark",88,4.74,683,144,"Back9Par5ScoringAverage",2010
110,110,"Ben Curtis",78,4.74,616,130,"Back9Par5ScoringAverage",2010
110,110,"John Daly",63,4.74,469,99,"Back9Par5ScoringAverage",2010
110,110,"Sergio Garcia",58,4.74,427,90,"Back9Par5ScoringAverage",2010
110,110,"Tim Herron",79,4.74,616,130,"Back9Par5ScoringAverage",2010
110,110,"Derek Lamely",81,4.74,663,140,"Back9Par5ScoringAverage",2010
117,117,"Stuart Appleby",101,4.75,798,168,"Back9Par5ScoringAverage",2010
117,117,"Greg Chalmers",93,4.75,779,164,"Back9Par5ScoringAverage",2010
117,117,"Chris DiMarco",88,4.75,726,153,"Back9Par5ScoringAverage",2010
117,117,"Steve Flesch",78,4.75,660,139,"Back9Par5ScoringAverage",2010
117,117,"Jim Furyk",76,4.75,589,124,"Back9Par5ScoringAverage",2010
117,117,"Billy Mayfair",78,4.75,618,130,"Back9Par5ScoringAverage",2010
117,117,"Rod Pampling",77,4.75,636,134,"Back9Par5ScoringAverage",2010
117,117,"Alex Prugh",88,4.75,708,149,"Back9Par5ScoringAverage",2010
117,117,"Charlie Wi",95,4.75,755,159,"Back9Par5ScoringAverage",2010
126,126,"Ricky Barnes",103,4.76,848,178,"Back9Par5ScoringAverage",2010
126,126,"Jason Bohn",84,4.76,686,144,"Back9Par5ScoringAverage",2010
126,126,"Brian Gay",101,4.76,771,162,"Back9Par5ScoringAverage",2010
126,126,"Jerry Kelly",99,4.76,786,165,"Back9Par5ScoringAverage",2010
126,126,"Cliff Kresge",50,4.76,400,84,"Back9Par5ScoringAverage",2010
126,126,"Pat Perez",90,4.76,762,160,"Back9Par5ScoringAverage",2010
132,132,"Lee Janzen",77,4.77,629,132,"Back9Par5ScoringAverage",2010
132,132,"Richard Johnson",90,4.77,687,144,"Back9Par5ScoringAverage",2010
132,132,"John Mallinger",78,4.77,653,137,"Back9Par5ScoringAverage",2010
132,132,"Ted Purdy",86,4.77,692,145,"Back9Par5ScoringAverage",2010
132,132,"Nicholas Thompson",88,4.77,740,155,"Back9Par5ScoringAverage",2010
132,132,"Scott Verplank",74,4.77,572,120,"Back9Par5ScoringAverage",2010
138,138,"Angel Cabrera",64,4.78,497,104,"Back9Par5ScoringAverage",2010
138,138,"Heath Slocum",97,4.78,765,160,"Back9Par5ScoringAverage",2010
138,138,"Boo Weekley",88,4.78,655,137,"Back9Par5ScoringAverage",2010
141,141,"Stephen Ames",75,4.79,594,124,"Back9Par5ScoringAverage",2010
141,141,"Alex Cejka",81,4.79,680,142,"Back9Par5ScoringAverage",2010
141,141,"Bob Estes",79,4.79,652,136,"Back9Par5ScoringAverage",2010
141,141,"Zach Johnson",93,4.79,699,146,"Back9Par5ScoringAverage",2010
141,141,"Andrew McLardy",52,4.79,431,90,"Back9Par5ScoringAverage",2010
141,141,"Bryce Molder",84,4.79,690,144,"Back9Par5ScoringAverage",2010
141,141,"Brenden Pappas",66,4.79,575,120,"Back9Par5ScoringAverage",2010
141,141,"Tim Petrovic",105,4.79,847,177,"Back9Par5ScoringAverage",2010
149,149,"Cameron Beckman",68,4.8,523,109,"Back9Par5ScoringAverage",2010
149,149,"Michael Bradley",77,4.8,624,130,"Back9Par5ScoringAverage",2010
149,149,"David Lutterus",69,4.8,562,117,"Back9Par5ScoringAverage",2010
149,149,"Rocco Mediate",71,4.8,600,125,"Back9Par5ScoringAverage",2010
149,149,"Ian Poulter",55,4.8,384,80,"Back9Par5ScoringAverage",2010
149,149,"Michael Sim",64,4.8,509,106,"Back9Par5ScoringAverage",2010
149,149,"Jeev Milkha Singh",59,4.8,442,92,"Back9Par5ScoringAverage",2010
149,149,"Vance Veazey",58,4.8,470,98,"Back9Par5ScoringAverage",2010
149,149,"Jimmy Walker",82,4.8,696,145,"Back9Par5ScoringAverage",2010
158,158,"Chad Campbell",95,4.81,760,158,"Back9Par5ScoringAverage",2010
158,158,"Paul Goydos",78,4.81,668,139,"Back9Par5ScoringAverage",2010
158,158,"Skip Kendall",58,4.81,481,100,"Back9Par5ScoringAverage",2010
158,158,"Jeff Maggert",76,4.81,596,124,"Back9Par5ScoringAverage",2010
158,158,"Steve Marino",81,4.81,669,139,"Back9Par5ScoringAverage",2010
158,158,"Shaun Micheel",70,4.81,529,110,"Back9Par5ScoringAverage",2010
158,158,"Sean OHair",84,4.81,678,141,"Back9Par5ScoringAverage",2010
158,158,"Kenny Perry",69,4.81,568,118,"Back9Par5ScoringAverage",2010
158,158,"Omar Uresti",74,4.81,596,124,"Back9Par5ScoringAverage",2010
158,158,"Mike Weir",59,4.81,462,96,"Back9Par5ScoringAverage",2010
158,158,"Steve Wheatcroft",74,4.81,606,126,"Back9Par5ScoringAverage",2010
169,169,"Brian Davis",101,4.82,858,178,"Back9Par5ScoringAverage",2010
169,169,"Brad Faxon",58,4.82,477,99,"Back9Par5ScoringAverage",2010
169,169,"Nathan Green",86,4.82,685,142,"Back9Par5ScoringAverage",2010
169,169,"Bill Lunde",79,4.82,704,146,"Back9Par5ScoringAverage",2010
169,169,"Carl Pettersson",99,4.82,800,166,"Back9Par5ScoringAverage",2010
174,174,"Padraig Harrington",57,4.83,444,92,"Back9Par5ScoringAverage",2010
174,174,"Greg Kraft",52,4.83,415,86,"Back9Par5ScoringAverage",2010
176,176,"Steve Lowery",67,4.84,547,113,"Back9Par5ScoringAverage",2010
176,176,"Roger Tambellini",77,4.84,648,134,"Back9Par5ScoringAverage",2010
176,176,"Dean Wilson",54,4.84,436,90,"Back9Par5ScoringAverage",2010
179,179,"David Duval",71,4.85,635,131,"Back9Par5ScoringAverage",2010
179,179,"Chris Wilson",65,4.85,553,114,"Back9Par5ScoringAverage",2010
181,181,"Brent Delahoussaye",57,4.86,476,98,"Back9Par5ScoringAverage",2010
182,182,"Mathias Gronberg",61,4.87,487,100,"Back9Par5ScoringAverage",2010
182,182,"Greg Owen",69,4.87,575,118,"Back9Par5ScoringAverage",2010
182,182,"Brian Stuard",81,4.87,653,134,"Back9Par5ScoringAverage",2010
185,185,"Jeff Gove",57,4.88,483,99,"Back9Par5ScoringAverage",2010
185,185,"Andres Romero",73,4.88,625,128,"Back9Par5ScoringAverage",2010
187,187,"Rory McIlroy",54,4.89,411,84,"Back9Par5ScoringAverage",2010
188,188,"Rich Barcelo",70,4.9,568,116,"Back9Par5ScoringAverage",2010
189,189,"Justin Bolli",55,4.92,467,95,"Back9Par5ScoringAverage",2010
189,189,"Jerod Turner",54,4.92,433,88,"Back9Par5ScoringAverage",2010
191,191,"Craig Bowden",56,5.01,481,96,"Back9Par5ScoringAverage",2010
191,191,"Kevin Johnson",62,5.01,526,105,"Back9Par5ScoringAverage",2010
