"1125FinalRoundPerformance_RANKTHISWEEK_2007","1125FinalRoundPerformance_RANKLASTWEEK_2007","1125FinalRoundPerformance_PLAYERNAME_2007","1125FinalRoundPerformance_EVENTS_2007","1125FinalRoundPerformance_PctTIMESIMPROVED_2007","1125FinalRoundPerformance_OFTIMESIMPROVED_2007","stat_name","year"
1,1,"Steve Allan",18,100,1,"1125FinalRoundPerformance",2007
1,1,"Michael Allen",22,100,1,"1125FinalRoundPerformance",2007
1,1,"Ryan Armour",32,100,2,"1125FinalRoundPerformance",2007
1,1,"Tom Byrum",20,100,2,"1125FinalRoundPerformance",2007
1,1,"Chris Couch",30,100,1,"1125FinalRoundPerformance",2007
1,1,"Harrison Frazar",32,100,3,"1125FinalRoundPerformance",2007
1,1,"Jason Gore",27,100,3,"1125FinalRoundPerformance",2007
1,1,"Lee Janzen",24,100,1,"1125FinalRoundPerformance",2007
1,1,"Zach Johnson",23,100,3,"1125FinalRoundPerformance",2007
1,1,"Kent Jones",30,100,1,"1125FinalRoundPerformance",2007
1,1,"Frank Lickliter II",30,100,2,"1125FinalRoundPerformance",2007
1,1,"Craig Lile",24,100,2,"1125FinalRoundPerformance",2007
1,1,"Pat Perez",27,100,4,"1125FinalRoundPerformance",2007
1,1,"Ian Poulter",18,100,2,"1125FinalRoundPerformance",2007
1,1,"Justin Rose",16,100,5,"1125FinalRoundPerformance",2007
1,1,"Jeff Sluman",21,100,1,"1125FinalRoundPerformance",2007
1,1,"Chris Tidland",21,100,2,"1125FinalRoundPerformance",2007
1,1,"Tiger Woods",16,100,1,"1125FinalRoundPerformance",2007
19,19,"Geoff Ogilvy",22,80,4,"1125FinalRoundPerformance",2007
19,19,"Carl Pettersson",31,80,4,"1125FinalRoundPerformance",2007
21,21,"Mark Calcavecchia",28,75,3,"1125FinalRoundPerformance",2007
21,21,"Alex Cejka",25,75,3,"1125FinalRoundPerformance",2007
21,21,"Tim Clark",19,75,3,"1125FinalRoundPerformance",2007
21,21,"Brian Gay",32,75,3,"1125FinalRoundPerformance",2007
21,21,"Mathew Goggin",30,75,3,"1125FinalRoundPerformance",2007
21,21,"Hunter Mahan",27,75,3,"1125FinalRoundPerformance",2007
21,21,"Jose Maria Olazabal",16,75,3,"1125FinalRoundPerformance",2007
21,21,"Jeff Overton",19,75,3,"1125FinalRoundPerformance",2007
21,21,"Steve Stricker",23,75,3,"1125FinalRoundPerformance",2007
21,21,"Scott Verplank",23,75,3,"1125FinalRoundPerformance",2007
31,31,"Robert Allenby",28,66.7,4,"1125FinalRoundPerformance",2007
31,31,"Tommy Armour III",24,66.7,4,"1125FinalRoundPerformance",2007
31,31,"KJ Choi",25,66.7,4,"1125FinalRoundPerformance",2007
31,31,"Marco Dawson",23,66.7,2,"1125FinalRoundPerformance",2007
31,31,"JP Hayes",28,66.7,2,"1125FinalRoundPerformance",2007
31,31,"Jerry Kelly",28,66.7,4,"1125FinalRoundPerformance",2007
31,31,"Stephen Leaney",26,66.7,2,"1125FinalRoundPerformance",2007
31,31,"John Merrick",29,66.7,4,"1125FinalRoundPerformance",2007
31,31,"Rory Sabbatini",23,66.7,2,"1125FinalRoundPerformance",2007
31,31,"John Senden",27,66.7,4,"1125FinalRoundPerformance",2007
31,31,"Henrik Stenson",15,66.7,2,"1125FinalRoundPerformance",2007
