"Par5EagleLeaders_RANKTHISWEEK_2008","Par5EagleLeaders_RANKLASTWEEK_2008","Par5EagleLeaders_PLAYERNAME_2008","Par5EagleLeaders_ROUNDS_2008","Par5EagleLeaders_TOTAL_2008","Par5EagleLeaders_TOTALPAR5HOLES_2008","Par5EagleLeaders_TOTALHOLEOUTS_2008","stat_name","year"
1,1,"Mathias Gronberg",87,14,285,3,"Par5EagleLeaders",2008
2,2,"Chad Campbell",94,12,275,3,"Par5EagleLeaders",2008
3,3,"Stewart Cink",87,11,267,NA,"Par5EagleLeaders",2008
3,3,"Pat Perez",93,11,281,4,"Par5EagleLeaders",2008
3,3,"Kevin Streelman",114,11,348,2,"Par5EagleLeaders",2008
6,6,"Michael Allen",91,10,310,2,"Par5EagleLeaders",2008
6,6,"Matt Jones",95,10,306,NA,"Par5EagleLeaders",2008
6,6,"Chris Stroud",81,10,267,2,"Par5EagleLeaders",2008
6,6,"Charles Warren",79,10,265,4,"Par5EagleLeaders",2008
6,6,"Nick Watney",96,10,321,2,"Par5EagleLeaders",2008
6,6,"Charlie Wi",97,10,288,2,"Par5EagleLeaders",2008
12,12,"Eric Axley",113,9,355,NA,"Par5EagleLeaders",2008
12,12,"Anthony Kim",81,9,227,1,"Par5EagleLeaders",2008
12,12,"Martin Laird",98,9,306,1,"Par5EagleLeaders",2008
12,12,"Frank Lickliter II",107,9,335,1,"Par5EagleLeaders",2008
12,12,"George McNeill",97,9,303,2,"Par5EagleLeaders",2008
12,12,"John Riegger",73,9,233,1,"Par5EagleLeaders",2008
12,12,"Nicholas Thompson",113,9,355,2,"Par5EagleLeaders",2008
12,12,"YE Yang",89,9,287,2,"Par5EagleLeaders",2008
20,20,"Daniel Chopra",84,8,276,3,"Par5EagleLeaders",2008
20,20,"Joe Durant",92,8,291,2,"Par5EagleLeaders",2008
20,20,"Steve Flesch",95,8,309,NA,"Par5EagleLeaders",2008
20,20,"Bill Haas",99,8,313,2,"Par5EagleLeaders",2008
20,20,"Dustin Johnson",92,8,295,1,"Par5EagleLeaders",2008
20,20,"John Merrick",98,8,302,1,"Par5EagleLeaders",2008
