"CarryEfficiency_RANKTHISWEEK_2011","CarryEfficiency_RANKLASTWEEK_2011","CarryEfficiency_PLAYERNAME_2011","CarryEfficiency_ROUNDS_2011","CarryEfficiency_AVG_2011","CarryEfficiency_AVERAGECARRYDISTYARDS_2011","CarryEfficiency_AVERAGECLUBHEADSPEED_2011","CarryEfficiency_TOTALATTEMPTS_2011","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2011","stat_name","year"
36,36,"Charley Hoffman",93,2.448,289.2,118.147,66,2.692,"CarryEfficiency",2011
37,37,"Ernie Els",71,2.447,275.1,112.405,45,2.647,"CarryEfficiency",2011
38,38,"Marc Leishman",87,2.446,283.9,116.079,60,2.656,"CarryEfficiency",2011
38,38,"John Merrick",71,2.446,270.3,110.507,49,2.61,"CarryEfficiency",2011
38,38,"John Rollins",85,2.446,280,114.486,62,2.748,"CarryEfficiency",2011
41,41,"Robert Garrigus",83,2.445,297.9,121.861,46,2.734,"CarryEfficiency",2011
42,42,"Robert Karlsson",61,2.442,287.4,117.69,36,2.661,"CarryEfficiency",2011
43,43,"JP Hayes",56,2.441,263.2,107.803,35,2.677,"CarryEfficiency",2011
43,43,"Rocco Mediate",53,2.441,258.2,105.811,39,2.571,"CarryEfficiency",2011
43,43,"Michael Putnam",67,2.441,282.6,115.759,37,2.621,"CarryEfficiency",2011
46,46,"Will Strickler",51,2.439,289,118.472,32,2.608,"CarryEfficiency",2011
47,47,"Matt McQuillan",59,2.438,264.4,108.436,32,2.625,"CarryEfficiency",2011
48,48,"Jim Renner",65,2.437,276.4,113.439,44,2.626,"CarryEfficiency",2011
49,49,"Arjun Atwal",91,2.436,265,108.76,63,2.631,"CarryEfficiency",2011
49,49,"Joseph Bramlett",73,2.436,281.2,115.406,45,2.636,"CarryEfficiency",2011
49,49,"Michael Thompson",79,2.436,274.8,112.784,42,2.577,"CarryEfficiency",2011
52,52,"Robert Allenby",84,2.435,273.1,112.158,63,2.638,"CarryEfficiency",2011
52,52,"Brendan Steele",89,2.435,276.6,113.616,67,2.655,"CarryEfficiency",2011
54,54,"Ben Crane",76,2.432,264.6,108.76,58,2.72,"CarryEfficiency",2011
55,55,"Carl Pettersson",95,2.431,269.7,110.933,76,2.605,"CarryEfficiency",2011
55,55,"Alex Prugh",82,2.431,281.2,115.636,53,2.643,"CarryEfficiency",2011
57,57,"Dustin Johnson",72,2.43,296.7,122.122,39,2.69,"CarryEfficiency",2011
57,57,"David Toms",78,2.43,258.1,106.229,52,2.628,"CarryEfficiency",2011
59,59,"Troy Matteson",91,2.429,282.8,116.407,57,2.678,"CarryEfficiency",2011
60,60,"Rich Beem",53,2.428,263.5,108.52,38,2.62,"CarryEfficiency",2011
60,60,"Stewart Cink",72,2.428,279.4,115.043,37,2.722,"CarryEfficiency",2011
60,60,"Charl Schwartzel",58,2.428,283.6,116.814,32,2.699,"CarryEfficiency",2011
60,60,"Steve Stricker",70,2.428,269.5,110.975,54,2.73,"CarryEfficiency",2011
64,64,"Anthony Kim",72,2.427,278.6,114.802,45,2.669,"CarryEfficiency",2011
64,64,"Webb Simpson",98,2.427,275.8,113.625,72,2.642,"CarryEfficiency",2011
66,66,"Kyle Stanley",98,2.426,287.9,118.644,58,2.832,"CarryEfficiency",2011
67,67,"Bill Haas",93,2.425,283.9,117.064,60,2.661,"CarryEfficiency",2011
68,68,"David Duval",67,2.424,279,115.093,44,2.574,"CarryEfficiency",2011
68,68,"Ben Martin",74,2.424,275,113.436,40,2.663,"CarryEfficiency",2011
68,68,"Geoff Ogilvy",69,2.424,274,113.017,46,2.698,"CarryEfficiency",2011
68,68,"Roland Thatcher",67,2.424,272.7,112.494,45,2.62,"CarryEfficiency",2011
72,72,"Tim Herron",85,2.422,271.1,111.932,55,2.609,"CarryEfficiency",2011
72,72,"Chris Stroud",88,2.422,272.1,112.336,60,2.625,"CarryEfficiency",2011
74,74,"Woody Austin",59,2.421,269.1,111.17,36,2.599,"CarryEfficiency",2011
75,75,"Zach Johnson",79,2.42,259,107.05,59,2.616,"CarryEfficiency",2011
75,75,"Billy Mayfair",94,2.42,266.9,110.279,69,2.599,"CarryEfficiency",2011
77,77,"Kent Jones",76,2.419,266.8,110.293,49,2.553,"CarryEfficiency",2011
78,78,"Jason Bohn",74,2.418,263.4,108.931,59,2.625,"CarryEfficiency",2011
78,78,"Derek Lamely",65,2.418,283.1,117.041,39,2.628,"CarryEfficiency",2011
80,80,"Jim Furyk",87,2.417,262.8,108.746,55,2.637,"CarryEfficiency",2011
81,81,"Rory Sabbatini",85,2.416,274.9,113.759,43,2.684,"CarryEfficiency",2011
82,82,"DJ Trahan",91,2.415,279.6,115.78,59,2.634,"CarryEfficiency",2011
83,83,"Martin Piller",63,2.414,268.8,111.335,39,2.632,"CarryEfficiency",2011
84,84,"Steven Bowditch",86,2.413,284.8,118.048,55,2.621,"CarryEfficiency",2011
84,84,"Jeff Overton",92,2.413,273.7,113.427,61,2.665,"CarryEfficiency",2011
84,84,"Jhonattan Vegas",84,2.413,294.9,122.196,53,2.616,"CarryEfficiency",2011
87,87,"Retief Goosen",50,2.412,277.3,114.958,29,2.687,"CarryEfficiency",2011
87,87,"Bubba Watson",85,2.412,300.7,124.67,43,2.709,"CarryEfficiency",2011
89,89,"Cameron Beckman",71,2.411,265.5,110.085,52,2.604,"CarryEfficiency",2011
89,89,"Adam Scott",60,2.411,282.7,117.232,43,2.643,"CarryEfficiency",2011
91,91,"George McNeill",69,2.41,281.5,116.789,45,2.627,"CarryEfficiency",2011
91,91,"DA Points",89,2.41,265.3,110.095,61,2.631,"CarryEfficiency",2011
93,93,"Ian Poulter",52,2.409,265.2,110.075,38,2.734,"CarryEfficiency",2011
93,93,"Andres Romero",77,2.409,279.9,116.192,53,2.702,"CarryEfficiency",2011
95,95,"Angel Cabrera",50,2.408,288.7,119.897,23,2.635,"CarryEfficiency",2011
95,95,"Kevin Chappell",78,2.408,275.9,114.577,53,2.65,"CarryEfficiency",2011
95,95,"Nick OHern",89,2.408,252.2,104.758,55,2.646,"CarryEfficiency",2011
98,98,"Paul Stankowski",78,2.407,265.6,110.346,46,2.601,"CarryEfficiency",2011
98,98,"Garrett Willis",71,2.407,257.7,107.088,39,2.571,"CarryEfficiency",2011
100,100,"Jonathan Byrd",83,2.406,276.3,114.836,51,2.672,"CarryEfficiency",2011
101,101,"Steve Elkington",50,2.404,261.1,108.612,32,2.626,"CarryEfficiency",2011
101,101,"Troy Merritt",63,2.404,268,111.509,43,2.568,"CarryEfficiency",2011
103,103,"Alexandre Rocha",65,2.403,267.4,111.274,34,2.551,"CarryEfficiency",2011
103,103,"Marc Turnesa",54,2.403,264.6,110.099,29,2.6,"CarryEfficiency",2011
105,105,"KJ Choi",77,2.402,265.3,110.451,50,2.648,"CarryEfficiency",2011
105,105,"Brandt Jobe",100,2.402,277,115.308,60,2.68,"CarryEfficiency",2011
107,107,"Colt Knost",80,2.401,259.7,108.184,54,2.58,"CarryEfficiency",2011
108,108,"Briny Baird",60,2.398,266.3,111.026,36,2.618,"CarryEfficiency",2011
108,108,"Fabian Gomez",84,2.398,269.8,112.522,45,2.59,"CarryEfficiency",2011
110,110,"Justin Hicks",60,2.397,259,108.034,36,2.688,"CarryEfficiency",2011
111,111,"Luke Donald",73,2.396,267.9,111.781,39,2.569,"CarryEfficiency",2011
112,112,"Lee Janzen",62,2.394,268.5,112.162,42,2.551,"CarryEfficiency",2011
112,112,"Spencer Levin",113,2.394,264.3,110.377,73,2.625,"CarryEfficiency",2011
114,114,"Paul Goydos",81,2.392,253,105.769,59,2.624,"CarryEfficiency",2011
114,114,"Jimmy Walker",79,2.392,282.3,117.992,43,2.655,"CarryEfficiency",2011
114,114,"Dean Wilson",62,2.392,260.7,108.982,42,2.619,"CarryEfficiency",2011
117,117,"Jarrod Lyle",83,2.391,270.2,112.985,54,2.605,"CarryEfficiency",2011
117,117,"Scott Stallings",84,2.391,285.1,119.232,59,2.68,"CarryEfficiency",2011
119,119,"Brian Gay",90,2.39,247.1,103.368,64,2.614,"CarryEfficiency",2011
119,119,"Matt Kuchar",94,2.39,263.8,110.362,61,2.666,"CarryEfficiency",2011
119,119,"YE Yang",63,2.39,272.3,113.936,35,2.766,"CarryEfficiency",2011
122,122,"Johnson Wagner",81,2.388,261.8,109.603,58,2.548,"CarryEfficiency",2011
123,123,"Blake Adams",116,2.387,274,114.792,69,2.613,"CarryEfficiency",2011
123,123,"Chris Riley",76,2.387,257,107.67,50,2.57,"CarryEfficiency",2011
125,125,"Chad Campbell",99,2.386,270.8,113.5,61,2.585,"CarryEfficiency",2011
125,125,"Andres Gonzales",60,2.386,269.9,113.129,35,2.583,"CarryEfficiency",2011
125,125,"Kevin Kisner",70,2.386,264.5,110.849,42,2.672,"CarryEfficiency",2011
128,128,"Bobby Gates",82,2.385,278,116.527,45,2.636,"CarryEfficiency",2011
129,129,"Chris Couch",73,2.384,286.9,120.344,41,2.56,"CarryEfficiency",2011
130,130,"JJ Henry",96,2.383,269.1,112.884,70,2.559,"CarryEfficiency",2011
130,130,"Ryan Moore",79,2.383,270.5,113.512,51,2.545,"CarryEfficiency",2011
130,130,"Justin Rose",79,2.383,273.6,114.818,58,2.674,"CarryEfficiency",2011
130,130,"Nick Watney",80,2.383,280.8,117.841,54,2.657,"CarryEfficiency",2011
134,134,"Jerry Kelly",85,2.382,254,106.607,61,2.567,"CarryEfficiency",2011
134,134,"Charlie Wi",83,2.382,265.5,111.452,61,2.559,"CarryEfficiency",2011
136,136,"Chris DiMarco",93,2.381,257.9,108.282,68,2.588,"CarryEfficiency",2011
136,136,"Gary Woodland",93,2.381,296.4,124.486,42,2.669,"CarryEfficiency",2011
138,138,"Matt Bettencourt",84,2.38,271.5,114.075,61,2.667,"CarryEfficiency",2011
138,138,"Jim Herman",69,2.38,274.8,115.46,41,2.56,"CarryEfficiency",2011
138,138,"Cameron Tringale",110,2.38,272.8,114.62,80,2.578,"CarryEfficiency",2011
141,141,"Kris Blanks",92,2.379,264.5,111.21,69,2.591,"CarryEfficiency",2011
142,142,"Stephen Ames",69,2.378,260.6,109.557,45,2.5,"CarryEfficiency",2011
142,142,"Lucas Glover",74,2.378,276.5,116.286,46,2.585,"CarryEfficiency",2011
144,144,"Ben Curtis",66,2.374,255.7,107.709,55,2.54,"CarryEfficiency",2011
144,144,"Zack Miller",86,2.374,286.2,120.532,43,2.702,"CarryEfficiency",2011
146,146,"David Mathis",83,2.373,258.9,109.115,54,2.511,"CarryEfficiency",2011
147,147,"Scott Gutschewski",67,2.372,274,115.503,41,2.629,"CarryEfficiency",2011
148,148,"Jason Dufner",78,2.37,261.1,110.146,50,2.618,"CarryEfficiency",2011
149,149,"Pat Perez",76,2.369,273,115.232,56,2.543,"CarryEfficiency",2011
149,149,"John Senden",94,2.369,276.4,116.661,71,2.52,"CarryEfficiency",2011
151,151,"Sean OHair",71,2.368,274.2,115.809,38,2.641,"CarryEfficiency",2011
152,152,"Steve Flesch",88,2.367,257.9,108.949,58,2.571,"CarryEfficiency",2011
152,152,"Hunter Haas",96,2.367,262.4,110.83,61,2.566,"CarryEfficiency",2011
152,152,"Graeme McDowell",50,2.367,267.7,113.124,32,2.635,"CarryEfficiency",2011
155,155,"Michael Connell",76,2.366,257.7,108.939,63,2.557,"CarryEfficiency",2011
155,155,"Justin Leonard",82,2.366,256.4,108.338,50,2.509,"CarryEfficiency",2011
157,157,"Matt Jones",71,2.364,274.5,116.129,45,2.569,"CarryEfficiency",2011
158,158,"Bryce Molder",82,2.363,259,109.606,54,2.596,"CarryEfficiency",2011
158,158,"Kevin Streelman",90,2.363,272.2,115.171,56,2.637,"CarryEfficiency",2011
160,160,"Kevin Na",84,2.362,267.3,113.164,44,2.556,"CarryEfficiency",2011
161,161,"Stuart Appleby",65,2.361,269.1,113.967,41,2.529,"CarryEfficiency",2011
161,161,"Aaron Baddeley",77,2.361,281.7,119.332,48,2.656,"CarryEfficiency",2011
161,161,"Ryuji Imada",83,2.361,263.3,111.522,65,2.552,"CarryEfficiency",2011
161,161,"William McGirt",103,2.361,267.9,113.447,76,2.549,"CarryEfficiency",2011
165,165,"Rod Pampling",72,2.36,265.7,112.57,41,2.559,"CarryEfficiency",2011
166,166,"Scott McCarron",65,2.359,269.2,114.133,43,2.533,"CarryEfficiency",2011
167,167,"Richard Johnson",64,2.358,254.4,107.878,44,2.574,"CarryEfficiency",2011
168,168,"Tim Petrovic",88,2.356,257.5,109.282,61,2.539,"CarryEfficiency",2011
169,169,"Michael Bradley",74,2.353,268.4,114.078,50,2.531,"CarryEfficiency",2011
170,170,"Nate Smith",66,2.349,256.6,109.222,44,2.597,"CarryEfficiency",2011
171,171,"Joe Durant",71,2.348,261.5,111.342,45,2.55,"CarryEfficiency",2011
171,171,"Boo Weekley",66,2.348,269.9,114.919,44,2.541,"CarryEfficiency",2011
173,173,"Bio Kim",71,2.346,278.6,118.738,40,2.561,"CarryEfficiency",2011
174,174,"Shane Bertsch",62,2.343,252.9,107.954,38,2.507,"CarryEfficiency",2011
174,174,"Greg Chalmers",88,2.343,257.7,109.967,57,2.563,"CarryEfficiency",2011
176,176,"Charles Howell III",108,2.339,272.3,116.407,69,2.499,"CarryEfficiency",2011
177,177,"Brendon de Jonge",105,2.334,266.9,114.353,80,2.534,"CarryEfficiency",2011
177,177,"Daniel Summerhays",75,2.334,259.6,111.236,47,2.579,"CarryEfficiency",2011
179,179,"Shaun Micheel",77,2.333,259.6,111.252,46,2.54,"CarryEfficiency",2011
180,180,"James Driscoll",71,2.331,275.5,118.232,44,2.527,"CarryEfficiency",2011
181,181,"Sergio Garcia",61,2.32,277.3,119.567,31,2.674,"CarryEfficiency",2011
181,181,"Freddie Jacobson",92,2.32,260.7,112.384,54,2.608,"CarryEfficiency",2011
183,183,"Trevor Immelman",84,2.305,272.6,118.272,40,2.524,"CarryEfficiency",2011
184,184,"Tom Gillis",55,2.292,261.1,113.917,41,2.483,"CarryEfficiency",2011
185,185,"Ricky Barnes",78,2.288,268.6,117.36,46,2.5,"CarryEfficiency",2011
186,186,"Nathan Green",81,2.273,259.7,114.255,51,2.516,"CarryEfficiency",2011
