"CarryEfficiency_RANKTHISWEEK_2011","CarryEfficiency_RANKLASTWEEK_2011","CarryEfficiency_PLAYERNAME_2011","CarryEfficiency_ROUNDS_2011","CarryEfficiency_AVG_2011","CarryEfficiency_AVERAGECARRYDISTYARDS_2011","CarryEfficiency_AVERAGECLUBHEADSPEED_2011","CarryEfficiency_TOTALATTEMPTS_2011","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2011","stat_name","year"
1,1,"JB Holmes",57,2.51,314.8,125.392,37,2.753,"CarryEfficiency",2011
2,2,"Heath Slocum",89,2.504,265.6,106.088,67,2.681,"CarryEfficiency",2011
3,3,"Mark Wilson",89,2.494,268.1,107.512,71,2.729,"CarryEfficiency",2011
4,4,"Hunter Mahan",92,2.485,277.6,111.74,64,2.814,"CarryEfficiency",2011
5,5,"Josh Teater",104,2.482,287.3,115.749,57,2.773,"CarryEfficiency",2011
6,6,"Ryan Palmer",82,2.48,285.3,115.015,48,2.723,"CarryEfficiency",2011
7,7,"Padraig Harrington",60,2.479,285.4,115.131,32,2.695,"CarryEfficiency",2011
8,8,"Billy Horschel",75,2.478,276.1,111.418,51,2.606,"CarryEfficiency",2011
9,9,"Jason Day",76,2.477,290,117.038,35,2.693,"CarryEfficiency",2011
9,9,"Phil Mickelson",79,2.477,293.9,118.682,36,2.73,"CarryEfficiency",2011
11,11,"Scott Piercy",78,2.476,286.8,115.838,47,2.649,"CarryEfficiency",2011
12,12,"Rickie Fowler",84,2.474,283.3,114.506,55,2.697,"CarryEfficiency",2011
12,12,"David Hearn",88,2.474,275.3,111.258,61,2.686,"CarryEfficiency",2011
14,14,"Chris Kirk",87,2.473,276.7,111.895,62,2.629,"CarryEfficiency",2011
15,15,"Brandt Snedeker",85,2.472,273,110.43,59,2.675,"CarryEfficiency",2011
16,16,"Chez Reavie",92,2.47,272.9,110.464,63,2.622,"CarryEfficiency",2011
17,17,"Bo Van Pelt",92,2.469,281.5,114.006,62,2.71,"CarryEfficiency",2011
18,18,"Alex Cejka",59,2.467,265.5,107.607,39,2.686,"CarryEfficiency",2011
18,18,"Aron Price",58,2.467,262.1,106.249,38,2.641,"CarryEfficiency",2011
20,20,"Vijay Singh",79,2.466,279.1,113.165,65,2.716,"CarryEfficiency",2011
21,21,"Brian Davis",105,2.465,262.2,106.358,78,2.63,"CarryEfficiency",2011
21,21,"Joe Ogilvie",75,2.465,273.7,111.039,45,2.638,"CarryEfficiency",2011
23,23,"Keegan Bradley",91,2.459,289,117.554,59,2.759,"CarryEfficiency",2011
24,24,"Davis Love III",70,2.456,284.6,115.891,33,2.665,"CarryEfficiency",2011
25,25,"Harrison Frazar",58,2.453,283.9,115.771,33,2.691,"CarryEfficiency",2011
25,25,"Tommy Gainey",104,2.453,279.8,114.107,73,2.681,"CarryEfficiency",2011
25,25,"Martin Laird",77,2.453,288.5,117.625,51,2.757,"CarryEfficiency",2011
25,25,"Steve Marino",76,2.453,279.6,113.995,54,2.658,"CarryEfficiency",2011
29,29,"Tag Ridings",87,2.452,294.8,120.235,50,2.691,"CarryEfficiency",2011
29,29,"Kevin Stadler",88,2.452,277.8,113.315,55,2.643,"CarryEfficiency",2011
31,31,"Sung Kang",63,2.451,273.6,111.615,35,2.612,"CarryEfficiency",2011
31,31,"Bill Lunde",92,2.451,276.1,112.618,65,2.618,"CarryEfficiency",2011
33,33,"Camilo Villegas",69,2.45,276.6,112.902,40,2.651,"CarryEfficiency",2011
34,34,"DJ Brigman",67,2.449,271.3,110.765,37,2.648,"CarryEfficiency",2011
34,34,"Vaughn Taylor",89,2.449,266.1,108.64,70,2.623,"CarryEfficiency",2011
