"GoingfortheGreenHitGreenPct_RANKTHISWEEK_2007","GoingfortheGreenHitGreenPct_RANKLASTWEEK_2007","GoingfortheGreenHitGreenPct_PLAYERNAME_2007","GoingfortheGreenHitGreenPct_ROUNDS_2007","GoingfortheGreenHitGreenPct_Pct_2007","GoingfortheGreenHitGreenPct_SUCCESSES_2007","GoingfortheGreenHitGreenPct_ATTEMPTS_2007","GoingfortheGreenHitGreenPct_RTPSUCCESSES_2007","GoingfortheGreenHitGreenPct_RTPNOTGOINGFORTHEGRN_2007","stat_name","year"
1,1,"Joey Sindelar",75,35.48,33,93,-31,NA,"GoingfortheGreenHitGreenPct",2007
2,2,"Davis Love III",66,32.11,35,109,-34,NA,"GoingfortheGreenHitGreenPct",2007
3,3,"Robert Allenby",90,31.52,52,165,-54,NA,"GoingfortheGreenHitGreenPct",2007
4,4,"Darron Stiles",65,30.38,24,79,-29,NA,"GoingfortheGreenHitGreenPct",2007
5,5,"Chris Tidland",59,30.3,30,99,-38,NA,"GoingfortheGreenHitGreenPct",2007
6,6,"Craig Barlow",52,30.12,25,83,-23,NA,"GoingfortheGreenHitGreenPct",2007
7,7,"Stewart Cink",91,29.92,38,127,-38,NA,"GoingfortheGreenHitGreenPct",2007
8,8,"Scott Gutschewski",67,28.99,40,138,-40,NA,"GoingfortheGreenHitGreenPct",2007
9,9,"John Senden",97,28.82,49,170,-49,NA,"GoingfortheGreenHitGreenPct",2007
10,10,"Brett Quigley",79,28.81,34,118,-36,NA,"GoingfortheGreenHitGreenPct",2007
11,11,"Gavin Coles",87,28.57,20,70,-18,NA,"GoingfortheGreenHitGreenPct",2007
12,12,"Jason Bohn",57,28.16,29,103,-31,NA,"GoingfortheGreenHitGreenPct",2007
13,13,"Bubba Watson",80,27.43,48,175,-49,NA,"GoingfortheGreenHitGreenPct",2007
14,14,"Trevor Immelman",74,27.37,26,95,-26,NA,"GoingfortheGreenHitGreenPct",2007
15,15,"Joe Durant",88,27.21,37,136,-36,NA,"GoingfortheGreenHitGreenPct",2007
16,16,"Tiger Woods",63,27,27,100,-30,NA,"GoingfortheGreenHitGreenPct",2007
17,17,"Charles Howell III",89,26.81,37,138,-43,NA,"GoingfortheGreenHitGreenPct",2007
18,18,"Bob Heintz",85,26.67,28,105,-27,NA,"GoingfortheGreenHitGreenPct",2007
19,19,"Harrison Frazar",88,26.54,43,162,-46,NA,"GoingfortheGreenHitGreenPct",2007
20,20,"Lucas Glover",98,26.52,48,181,-45,NA,"GoingfortheGreenHitGreenPct",2007
21,21,"Adam Scott",69,26.43,37,140,-32,NA,"GoingfortheGreenHitGreenPct",2007
22,22,"Will Ma Kenzie",100,26.37,48,182,-47,NA,"GoingfortheGreenHitGreenPct",2007
23,23,"Stephen Ames",81,26.32,25,95,-23,NA,"GoingfortheGreenHitGreenPct",2007
24,24,"Robert Garrigus",95,26.11,59,226,-63,NA,"GoingfortheGreenHitGreenPct",2007
25,25,"Brett Wetterich",88,26.06,43,165,-46,NA,"GoingfortheGreenHitGreenPct",2007
26,26,"Tommy Armour III",81,26.04,25,96,-27,NA,"GoingfortheGreenHitGreenPct",2007
27,27,"Tag Ridings",52,25.93,28,108,-30,NA,"GoingfortheGreenHitGreenPct",2007
28,28,"Hunter Mahan",91,25.9,36,139,-39,NA,"GoingfortheGreenHitGreenPct",2007
29,29,"Rory Sabbatini",81,25.78,33,128,-37,NA,"GoingfortheGreenHitGreenPct",2007
30,30,"Charles Warren",101,25.76,59,229,-56,NA,"GoingfortheGreenHitGreenPct",2007
31,31,"Briny Baird",115,25.65,49,191,-48,NA,"GoingfortheGreenHitGreenPct",2007
32,32,"Camilo Villegas",82,25.49,39,153,-38,NA,"GoingfortheGreenHitGreenPct",2007
33,33,"Joe Ogilvie",102,25.15,43,171,-44,NA,"GoingfortheGreenHitGreenPct",2007
33,33,"Nick Watney",87,25.15,41,163,-42,NA,"GoingfortheGreenHitGreenPct",2007
35,35,"Kevin Stadler",95,25,44,176,-48,NA,"GoingfortheGreenHitGreenPct",2007
