"PresidentsCupInternational_RANKTHISWEEK_2009","PresidentsCupInternational_RANKLASTWEEK_2009","PresidentsCupInternational_PLAYERNAME_2009","PresidentsCupInternational_EVENTS_2009","PresidentsCupInternational_AVGPOINTS_2009","PresidentsCupInternational_TOTALPOINTS_2009","PresidentsCupInternational_POINTSLOST_2009","PresidentsCupInternational_POINTSGAINED_2009","stat_name","year"
285,285,"Nick Flanagan",50,0.12,5.8,-16.18,2.42,"PresidentsCupInternational",2009
286,286,"Katsunori Kuwabara",40,0.12,4.63,-4.79,NA,"PresidentsCupInternational",2009
287,287,"Scott Laycock",40,0.11,4.58,-8.05,NA,"PresidentsCupInternational",2009
288,288,"James Love",40,0.11,4.56,-2.09,1.8,"PresidentsCupInternational",2009
289,289,"Kim Wijoong",40,0.11,4.54,-2.7,NA,"PresidentsCupInternational",2009
290,290,"David Hewan",40,0.11,4.53,-1.6,3.6,"PresidentsCupInternational",2009
291,291,"Christiaan Basson",40,0.11,4.49,-2.35,1.4,"PresidentsCupInternational",2009
292,292,"Anthony Summers",40,0.11,4.44,-3.26,NA,"PresidentsCupInternational",2009
293,293,"Shinichi Yokota",40,0.11,4.42,-3.57,NA,"PresidentsCupInternational",2009
294,294,"Sebastian Fernandez",41,0.11,4.52,-4.48,NA,"PresidentsCupInternational",2009
295,295,"Rahil Gangjee",44,0.11,4.81,-5.12,2.29,"PresidentsCupInternational",2009
297,297,"Brad Kennedy",40,0.11,4.33,-4.15,1.21,"PresidentsCupInternational",2009
298,298,"Bradford Vaughan",40,0.11,4.31,-4.31,1.96,"PresidentsCupInternational",2009
299,299,"Atthaphon Prathummanee",40,0.11,4.28,-3.13,1.96,"PresidentsCupInternational",2009
300,300,"Lee Seongho",40,0.11,4.27,-7.39,2.34,"PresidentsCupInternational",2009
301,301,"Shaun Norris",40,0.11,4.22,-5.56,NA,"PresidentsCupInternational",2009
302,302,"Junwon Park",40,0.11,4.22,-2.94,NA,"PresidentsCupInternational",2009
303,303,"Ryoken Kawagishi",40,0.11,4.2,-3.67,NA,"PresidentsCupInternational",2009
304,304,"Hugo Leon",40,0.1,4.18,-0.44,3,"PresidentsCupInternational",2009
305,305,"Eduardo Romero",40,0.1,4.15,-4.61,NA,"PresidentsCupInternational",2009
306,306,"Louis de Jager",40,0.1,4.14,-0.78,4.92,"PresidentsCupInternational",2009
307,307,"Digvijay Singh",40,0.1,4.09,-4.21,1.55,"PresidentsCupInternational",2009
308,308,"Miguel Angel Carballo",54,0.1,5.32,-3.91,3.96,"PresidentsCupInternational",2009
309,309,"Phil Tataurangi",44,0.1,4.32,-1.13,4.41,"PresidentsCupInternational",2009
310,310,"Bio Kim",40,0.1,3.88,-2.97,1.78,"PresidentsCupInternational",2009
311,311,"Neven Basic",40,0.1,3.86,-4.1,NA,"PresidentsCupInternational",2009
312,312,"Ashok Kumar",40,0.1,3.85,-2.46,1.61,"PresidentsCupInternational",2009
313,313,"Satoshi Tomiyama",40,0.09,3.69,-1,2.32,"PresidentsCupInternational",2009
314,314,"Stephen Leaney",42,0.09,3.87,-14.02,1.23,"PresidentsCupInternational",2009
315,315,"Achi Sato",40,0.09,3.67,-3.89,NA,"PresidentsCupInternational",2009
316,316,"Masao Nakajima",40,0.09,3.63,-1.6,1.65,"PresidentsCupInternational",2009
317,317,"Chris Campbell",45,0.09,4.04,-8.18,NA,"PresidentsCupInternational",2009
318,318,"James Lepp",40,0.09,3.58,-3.4,1.88,"PresidentsCupInternational",2009
319,319,"Hidezumi Shirakata",40,0.09,3.55,-3.27,NA,"PresidentsCupInternational",2009
320,320,"Lin Wenhong",40,0.09,3.55,-2.56,NA,"PresidentsCupInternational",2009
321,321,"Shaaban Hussin",40,0.09,3.5,0,3.5,"PresidentsCupInternational",2009
322,322,"Kiyoshi Murota",40,0.09,3.48,-2.68,2.56,"PresidentsCupInternational",2009
323,323,"Juan Abbate",40,0.09,3.46,-3.02,1.2,"PresidentsCupInternational",2009
324,324,"Tyrone Mordt",40,0.09,3.4,-1.05,1.21,"PresidentsCupInternational",2009
325,325,"Naoya Sugiyama",40,0.08,3.38,-0.04,3.42,"PresidentsCupInternational",2009
326,326,"Ian Leggatt",50,0.08,4.21,-2.74,1.24,"PresidentsCupInternational",2009
327,327,"Wook Soon Kang",40,0.08,3.32,-1.49,2.8,"PresidentsCupInternational",2009
328,328,"Michael Curtain",40,0.08,3.31,-1.89,2.4,"PresidentsCupInternational",2009
329,329,"Adam Groom",45,0.08,3.69,-6.12,NA,"PresidentsCupInternational",2009
330,330,"Steven Jeffress",40,0.08,3.25,-3.16,1.94,"PresidentsCupInternational",2009
331,331,"Jin Park",54,0.08,4.2,-8.63,NA,"PresidentsCupInternational",2009
332,332,"Grant Muller",40,0.08,3.09,-3.25,NA,"PresidentsCupInternational",2009
333,333,"Chan Yihshin",40,0.08,3.09,-1.56,NA,"PresidentsCupInternational",2009
334,334,"Yohann Benson",40,0.08,3.08,0,3.08,"PresidentsCupInternational",2009
335,335,"Barrett Jarosch",40,0.08,3.05,-1.08,1.32,"PresidentsCupInternational",2009
336,336,"Alan Michell",40,0.08,3.05,-2.29,2.38,"PresidentsCupInternational",2009
337,337,"Hsu Mongnan",40,0.08,3.05,-3.98,NA,"PresidentsCupInternational",2009
338,338,"Chris Williams",40,0.08,3.05,-3.16,1.22,"PresidentsCupInternational",2009
339,339,"Brady Johnson",40,0.08,3,0,3,"PresidentsCupInternational",2009
340,340,"Mike Mezei",40,0.07,2.97,-3.01,1.34,"PresidentsCupInternational",2009
341,341,"Paul Gow",51,0.07,3.75,-2.41,3.15,"PresidentsCupInternational",2009
342,342,"Takeshi Kajikawa",40,0.07,2.94,0,2.94,"PresidentsCupInternational",2009
343,343,"John Wade",40,0.07,2.93,-2.87,NA,"PresidentsCupInternational",2009
344,344,"Mao Chang Sung",40,0.07,2.88,-2.44,1.68,"PresidentsCupInternational",2009
345,345,"Adam Speirs",40,0.07,2.87,-3.03,NA,"PresidentsCupInternational",2009
346,346,"Jinjae Byun",40,0.07,2.86,-0.03,2.89,"PresidentsCupInternational",2009
347,347,"Gary Simpson",40,0.07,2.84,-6.53,NA,"PresidentsCupInternational",2009
348,348,"Kris Wasylowich",40,0.07,2.84,-1.84,NA,"PresidentsCupInternational",2009
349,349,"Benjamin Alvarado",40,0.07,2.82,-1.35,2.16,"PresidentsCupInternational",2009
350,350,"Sebastian Saavedra",40,0.07,2.81,-2.13,NA,"PresidentsCupInternational",2009
351,351,"Dion Fourie",40,0.07,2.8,-0.94,1.33,"PresidentsCupInternational",2009
352,352,"C Muniyappa",40,0.07,2.77,0,2.77,"PresidentsCupInternational",2009
353,353,"Lindani Ndwandwe",40,0.07,2.76,-0.6,3.36,"PresidentsCupInternational",2009
354,354,"Anthony Brown",40,0.07,2.76,-1.65,1.36,"PresidentsCupInternational",2009
355,355,"Rodolfo Gonzalez",40,0.07,2.75,-2.75,NA,"PresidentsCupInternational",2009
356,356,"Chang Tsepeng",40,0.07,2.74,-4.53,NA,"PresidentsCupInternational",2009
357,357,"Chien Soon Lu",40,0.07,2.73,0,2.73,"PresidentsCupInternational",2009
358,358,"Martin Maritz",40,0.07,2.73,-1.35,2.89,"PresidentsCupInternational",2009
359,359,"Shinichi Akiba",40,0.07,2.71,-1.73,NA,"PresidentsCupInternational",2009
360,360,"Stuart Bouvier",40,0.07,2.66,-0.89,NA,"PresidentsCupInternational",2009
361,361,"Jiman Kang",40,0.07,2.66,-3.29,NA,"PresidentsCupInternational",2009
362,362,"Aaron Townsend",40,0.07,2.66,-0.53,1.53,"PresidentsCupInternational",2009
363,363,"Toshi Izawa",40,0.07,2.65,-8.34,1.2,"PresidentsCupInternational",2009
364,364,"Takamasa Yamamoto",40,0.07,2.64,-0.75,1.65,"PresidentsCupInternational",2009
365,365,"Henk Alberts",40,0.07,2.63,-1.24,NA,"PresidentsCupInternational",2009
366,366,"Ryan Horn",40,0.07,2.62,-0.65,2.6,"PresidentsCupInternational",2009
367,367,"Anton Haig",58,0.07,3.79,-11.7,NA,"PresidentsCupInternational",2009
368,368,"Himmat Rai",40,0.06,2.59,-0.18,2.77,"PresidentsCupInternational",2009
369,369,"Tatsuhiko Takahashi",43,0.06,2.78,-5.06,NA,"PresidentsCupInternational",2009
370,370,"Masanori Kobayashi",40,0.06,2.59,-0.11,2.7,"PresidentsCupInternational",2009
371,371,"Martin Monguzzi",40,0.06,2.58,-2.58,NA,"PresidentsCupInternational",2009
372,372,"Lian Wei Zhang",40,0.06,2.55,-4.25,NA,"PresidentsCupInternational",2009
373,373,"Tyrone Ferreira",40,0.06,2.48,-2.68,NA,"PresidentsCupInternational",2009
374,374,"Craig Lile",40,0.06,2.44,-5.74,NA,"PresidentsCupInternational",2009
375,375,"Sattaya Supupramai",40,0.06,2.45,-1.33,NA,"PresidentsCupInternational",2009
376,376,"Jaco Ahlers",40,0.06,2.44,-0.82,2.52,"PresidentsCupInternational",2009
377,377,"Zaw Moe",40,0.06,2.42,-3.41,NA,"PresidentsCupInternational",2009
378,378,"Louis Moolman",40,0.06,2.42,-2.27,1.22,"PresidentsCupInternational",2009
379,379,"Steven Bowditch",47,0.06,2.83,-4.99,NA,"PresidentsCupInternational",2009
380,380,"David Bransdon",40,0.06,2.41,-3.4,NA,"PresidentsCupInternational",2009
381,381,"Kim Youngjin",40,0.06,2.39,-1.21,NA,"PresidentsCupInternational",2009
382,382,"Andre Cruse",40,0.06,2.37,-3.43,NA,"PresidentsCupInternational",2009
383,383,"Jun Kikuchi",45,0.06,2.66,-7.73,NA,"PresidentsCupInternational",2009
384,384,"Tatsunori Nukaga",40,0.06,2.35,-0.05,2.41,"PresidentsCupInternational",2009
385,385,"Divan van den Heever",40,0.06,2.33,-0.76,1.2,"PresidentsCupInternational",2009
386,386,"Jay Bayron",40,0.06,2.32,-0.43,1.89,"PresidentsCupInternational",2009
387,387,"Daniel Barbetti",40,0.06,2.27,-0.97,1.74,"PresidentsCupInternational",2009
388,388,"M Sasidaran",40,0.06,2.24,0,2.24,"PresidentsCupInternational",2009
389,389,"Sung Lee",40,0.06,2.21,-5.69,1.75,"PresidentsCupInternational",2009
390,390,"Daniel Gaunt",40,0.05,2.19,-0.47,1.5,"PresidentsCupInternational",2009
391,391,"Lee Inwoo",40,0.05,2.17,-1.61,NA,"PresidentsCupInternational",2009
392,392,"S Sivachandran",40,0.05,2.15,-0.76,1.2,"PresidentsCupInternational",2009
393,393,"Mark Leon",40,0.05,2.14,-0.65,1.2,"PresidentsCupInternational",2009
394,394,"Derek Gillespie",40,0.05,2.08,-4.02,1.2,"PresidentsCupInternational",2009
395,395,"Jet Ozaki",40,0.05,2.05,-3.22,NA,"PresidentsCupInternational",2009
396,396,"Choi Gwangsoo",40,0.05,2.01,-0.77,2.1,"PresidentsCupInternational",2009
397,397,"Jaebum Park",40,0.05,2,-0.67,NA,"PresidentsCupInternational",2009
398,398,"Pablo Del Grosso",40,0.05,1.96,-1.82,NA,"PresidentsCupInternational",2009
399,399,"Desvonde Botes",40,0.05,1.95,-1.26,NA,"PresidentsCupInternational",2009
400,400,"Michael Brennan",40,0.05,1.95,-1.14,NA,"PresidentsCupInternational",2009
401,401,"Nobuo Serizawa",40,0.05,1.95,-0.54,1.75,"PresidentsCupInternational",2009
402,402,"Son Hyunho",40,0.05,1.94,-0.02,1.96,"PresidentsCupInternational",2009
403,403,"Seong Ho Lee",40,0.05,1.94,-0.02,1.96,"PresidentsCupInternational",2009
404,404,"Nobuyuki Okuwa",40,0.05,1.92,0,1.92,"PresidentsCupInternational",2009
405,405,"Bradley Heaven",40,0.05,1.9,-0.58,1.2,"PresidentsCupInternational",2009
406,406,"Dohoon Kim",40,0.05,1.9,-1.38,NA,"PresidentsCupInternational",2009
407,407,"Jose de Jesus Rodriguez",40,0.05,1.88,-0.88,1.34,"PresidentsCupInternational",2009
