"Scrambling_RANKTHISWEEK_2009","Scrambling_RANKLASTWEEK_2009","Scrambling_PLAYERNAME_2009","Scrambling_ROUNDS_2009","Scrambling_Pct_2009","Scrambling_PARORBETTER_2009","Scrambling_MISSEDGIR_2009","stat_name","year"
101,101,"Mark Calcavecchia",72,57.94,259,447,"Scrambling",2009
101,101,"Sergio Garcia",59,57.94,208,359,"Scrambling",2009
103,103,"Troy Matteson",95,57.92,300,518,"Scrambling",2009
104,104,"John Mallinger",90,57.8,315,545,"Scrambling",2009
105,105,"Todd Hamilton",83,57.74,306,530,"Scrambling",2009
106,106,"James Nitties",86,57.67,312,541,"Scrambling",2009
107,107,"Scott Piercy",85,57.61,284,493,"Scrambling",2009
108,108,"Alex Cejka",82,57.54,267,464,"Scrambling",2009
109,109,"Davis Love III",89,57.53,298,518,"Scrambling",2009
109,109,"Phil Mickelson",66,57.53,233,405,"Scrambling",2009
111,111,"Robert Garrigus",83,57.52,241,419,"Scrambling",2009
111,111,"DA Points",99,57.52,325,565,"Scrambling",2009
113,113,"Stewart Cink",79,57.5,276,480,"Scrambling",2009
113,113,"Sean OHair",80,57.5,253,440,"Scrambling",2009
115,115,"Johnson Wagner",81,57.49,288,501,"Scrambling",2009
116,116,"Marc Leishman",91,57.39,295,514,"Scrambling",2009
117,117,"Angel Cabrera",55,57.38,210,366,"Scrambling",2009
118,118,"Charles Howell III",99,57.33,309,539,"Scrambling",2009
119,119,"Dean Wilson",81,57.32,278,485,"Scrambling",2009
120,120,"Brad Faxon",59,57.31,290,506,"Scrambling",2009
121,121,"Charles Warren",63,57.28,185,323,"Scrambling",2009
122,122,"Nicholas Thompson",96,57.27,319,557,"Scrambling",2009
123,123,"Michael Allen",73,57.25,233,407,"Scrambling",2009
124,124,"Anthony Kim",76,57.14,284,497,"Scrambling",2009
125,125,"Matt Bettencourt",98,57.06,372,652,"Scrambling",2009
126,126,"Briny Baird",89,57.05,271,475,"Scrambling",2009
127,127,"Jason Gore",74,56.91,243,427,"Scrambling",2009
128,128,"John Senden",100,56.87,298,524,"Scrambling",2009
129,129,"Rory Sabbatini",81,56.85,282,496,"Scrambling",2009
129,129,"Camilo Villegas",76,56.85,249,438,"Scrambling",2009
131,131,"Kris Blanks",60,56.71,186,328,"Scrambling",2009
132,132,"Rich Beem",77,56.63,222,392,"Scrambling",2009
133,133,"Darron Stiles",52,56.57,168,297,"Scrambling",2009
134,134,"Harrison Frazar",93,56.55,311,550,"Scrambling",2009
134,134,"Mathew Goggin",76,56.55,259,458,"Scrambling",2009
136,136,"Greg Owen",97,56.54,268,474,"Scrambling",2009
137,137,"Tommy Armour III",58,56.4,194,344,"Scrambling",2009
138,138,"Ryan Palmer",78,56.17,273,486,"Scrambling",2009
139,139,"Kent Jones",73,56.08,226,403,"Scrambling",2009
140,140,"Tag Ridings",50,56.02,149,266,"Scrambling",2009
141,141,"KJ Choi",65,56.01,219,391,"Scrambling",2009
142,142,"Stephen Ames",77,55.96,244,436,"Scrambling",2009
143,143,"Dustin Johnson",85,55.95,287,513,"Scrambling",2009
144,144,"Peter Lonard",86,55.88,290,519,"Scrambling",2009
145,145,"Paul Goydos",79,55.82,283,507,"Scrambling",2009
145,145,"Rocco Mediate",79,55.82,259,464,"Scrambling",2009
147,147,"Vijay Singh",71,55.71,234,420,"Scrambling",2009
148,148,"Jonathan Byrd",89,55.56,250,450,"Scrambling",2009
149,149,"DJ Trahan",96,55.47,284,512,"Scrambling",2009
150,150,"Tom Lehman",55,55.44,158,285,"Scrambling",2009
151,151,"Ted Purdy",101,55.4,313,565,"Scrambling",2009
152,152,"Daniel Chopra",89,55.33,327,591,"Scrambling",2009
153,153,"Bart Bryant",58,55.25,200,362,"Scrambling",2009
154,154,"Boo Weekley",79,55.22,254,460,"Scrambling",2009
155,155,"Brendon de Jonge",90,55.04,284,516,"Scrambling",2009
156,156,"Vaughn Taylor",88,54.91,291,530,"Scrambling",2009
157,157,"Colt Knost",71,54.83,210,383,"Scrambling",2009
158,158,"Brian Bateman",55,54.73,191,349,"Scrambling",2009
159,159,"John Merrick",91,54.58,286,524,"Scrambling",2009
160,160,"Stuart Appleby",79,54.55,282,517,"Scrambling",2009
161,161,"Derek Fathauer",63,54.3,221,407,"Scrambling",2009
161,161,"Rick Price",54,54.3,158,291,"Scrambling",2009
163,163,"Jason Bohn",88,54.26,261,481,"Scrambling",2009
164,164,"Will Ma Kenzie",69,54.14,216,399,"Scrambling",2009
164,164,"Carl Pettersson",86,54.14,314,580,"Scrambling",2009
166,166,"Bubba Watson",73,54.04,254,470,"Scrambling",2009
167,167,"Kevin Streelman",97,54.03,302,559,"Scrambling",2009
168,168,"Chris Stroud",88,53.91,255,473,"Scrambling",2009
169,169,"Billy Mayfair",83,53.68,270,503,"Scrambling",2009
170,170,"Marc Turnesa",77,53.41,274,513,"Scrambling",2009
171,171,"Adam Scott",53,53.16,185,348,"Scrambling",2009
172,172,"Peter Tomasulo",61,53.14,186,350,"Scrambling",2009
173,173,"Leif Olson",51,52.89,174,329,"Scrambling",2009
174,174,"JB Holmes",74,52.61,272,517,"Scrambling",2009
175,175,"Fred Couples",54,52.5,168,320,"Scrambling",2009
176,176,"Joe Durant",62,52.45,150,286,"Scrambling",2009
177,177,"Greg Kraft",51,52.22,165,316,"Scrambling",2009
178,178,"Ricky Barnes",67,51.78,175,338,"Scrambling",2009
179,179,"Martin Laird",72,51.18,217,424,"Scrambling",2009
180,180,"Brendon Todd",53,51.13,181,354,"Scrambling",2009
181,181,"Andres Romero",58,51.11,184,360,"Scrambling",2009
182,182,"Eric Axley",71,50.49,260,515,"Scrambling",2009
183,183,"David Duval",56,48.98,193,394,"Scrambling",2009
184,184,"Gary Woodland",53,45.08,133,295,"Scrambling",2009
