"GIRPuttingAvg35_RANKTHISWEEK_2014","GIRPuttingAvg35_RANKLASTWEEK_2014","GIRPuttingAvg35_PLAYERNAME_2014","GIRPuttingAvg35_ROUNDS_2014","GIRPuttingAvg35_PctMADE_2014","GIRPuttingAvg35_ATTEMPTS_2014","GIRPuttingAvg35_PUTTSMADE_2014","stat_name","year"
1,1,"Dustin Johnson",58,0.97,62,6,"GIRPuttingAvg35",2014
2,2,"Stuart Appleby",92,0.79,177,14,"GIRPuttingAvg35",2014
3,3,"Ryan Moore",86,0.76,119,9,"GIRPuttingAvg35",2014
4,4,"Charlie Beljan",76,0.72,125,9,"GIRPuttingAvg35",2014
5,5,"Camilo Villegas",95,0.69,175,12,"GIRPuttingAvg35",2014
6,6,"Sergio Garcia",61,0.68,73,5,"GIRPuttingAvg35",2014
7,7,"Greg Chalmers",85,0.67,164,11,"GIRPuttingAvg35",2014
8,8,"Henrik Stenson",56,0.66,91,6,"GIRPuttingAvg35",2014
9,9,"Trevor Immelman",84,0.65,168,11,"GIRPuttingAvg35",2014
9,9,"Graeme McDowell",66,0.65,92,6,"GIRPuttingAvg35",2014
9,9,"Shawn Stefani",60,0.65,123,8,"GIRPuttingAvg35",2014
12,12,"Justin Rose",70,0.63,95,6,"GIRPuttingAvg35",2014
12,12,"John Senden",99,0.63,189,12,"GIRPuttingAvg35",2014
14,14,"Seung Yul Noh",92,0.61,163,10,"GIRPuttingAvg35",2014
15,15,"Matt Kuchar",91,0.6,168,10,"GIRPuttingAvg35",2014
16,16,"Jordan Spieth",102,0.56,126,7,"GIRPuttingAvg35",2014
17,17,"Jason Bohn",81,0.55,146,8,"GIRPuttingAvg35",2014
18,18,"Brian Harman",111,0.54,185,10,"GIRPuttingAvg35",2014
19,19,"Brian Gay",81,0.52,116,6,"GIRPuttingAvg35",2014
19,19,"Matt Jones",83,0.52,116,6,"GIRPuttingAvg35",2014
19,19,"Brian Stuard",91,0.52,135,7,"GIRPuttingAvg35",2014
22,22,"Ben Crane",81,0.51,156,8,"GIRPuttingAvg35",2014
22,22,"Jason Dufner",57,0.51,78,4,"GIRPuttingAvg35",2014
22,22,"Zach Johnson",97,0.51,175,9,"GIRPuttingAvg35",2014
22,22,"Rory McIlroy",66,0.51,79,4,"GIRPuttingAvg35",2014
22,22,"Ian Poulter",57,0.51,78,4,"GIRPuttingAvg35",2014
22,22,"Brendon Todd",108,0.51,178,9,"GIRPuttingAvg35",2014
28,28,"Bubba Watson",76,0.5,100,5,"GIRPuttingAvg35",2014
29,29,"Tim Clark",75,0.48,105,5,"GIRPuttingAvg35",2014
30,30,"Bud Cauley",56,0.47,106,5,"GIRPuttingAvg35",2014
