"Round2ScoringAverage_RANKTHISWEEK_2010","Round2ScoringAverage_RANKLASTWEEK_2010","Round2ScoringAverage_PLAYERNAME_2010","Round2ScoringAverage__2010","Round2ScoringAverage_AVG_2010","Round2ScoringAverage_TOTALSTROKES_2010","Round2ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Spencer Levin",NA,69.23,2146,31,"Round2ScoringAverage",2010
2,2,"Retief Goosen",NA,69.33,1248,18,"Round2ScoringAverage",2010
3,3,"Joe Durant",NA,69.42,1319,19,"Round2ScoringAverage",2010
4,4,"Phil Mickelson",NA,69.5,1390,20,"Round2ScoringAverage",2010
5,5,"Michael Connell",NA,69.52,1738,25,"Round2ScoringAverage",2010
5,5,"Kevin Na",NA,69.52,1738,25,"Round2ScoringAverage",2010
7,7,"Kevin Sutherland",NA,69.56,1739,25,"Round2ScoringAverage",2010
8,8,"Chad Campbell",NA,69.58,1809,26,"Round2ScoringAverage",2010
9,9,"Steve Elkington",NA,69.62,1462,21,"Round2ScoringAverage",2010
10,10,"Charlie Wi",NA,69.63,1880,27,"Round2ScoringAverage",2010
11,11,"Bryce Molder",NA,69.65,1811,26,"Round2ScoringAverage",2010
12,12,"Steve Stricker",NA,69.67,1254,18,"Round2ScoringAverage",2010
13,13,"Dustin Johnson",NA,69.68,1533,22,"Round2ScoringAverage",2010
14,14,"Justin Rose",NA,69.73,1534,22,"Round2ScoringAverage",2010
15,15,"Greg Chalmers",NA,69.74,1883,27,"Round2ScoringAverage",2010
16,16,"Charley Hoffman",NA,69.79,1675,24,"Round2ScoringAverage",2010
17,17,"Shaun Micheel",NA,69.81,1466,21,"Round2ScoringAverage",2010
17,17,"Johnson Wagner",NA,69.81,1885,27,"Round2ScoringAverage",2010
19,19,"Graham DeLaet",NA,69.82,1955,28,"Round2ScoringAverage",2010
19,19,"Cliff Kresge",NA,69.82,1187,17,"Round2ScoringAverage",2010
21,21,"Dean Wilson",NA,69.83,1257,18,"Round2ScoringAverage",2010
22,22,"Jeff Overton",NA,69.84,1746,25,"Round2ScoringAverage",2010
23,23,"JB Holmes",NA,69.85,1816,26,"Round2ScoringAverage",2010
24,24,"Ryuji Imada",NA,69.89,1957,28,"Round2ScoringAverage",2010
24,24,"Paul Stankowski",NA,69.89,1258,18,"Round2ScoringAverage",2010
26,26,"Chris DiMarco",NA,69.91,1608,23,"Round2ScoringAverage",2010
27,27,"Aaron Baddeley",NA,69.92,1818,26,"Round2ScoringAverage",2010
28,28,"Charles Howell III",NA,69.93,1958,28,"Round2ScoringAverage",2010
28,28,"Brett Quigley",NA,69.93,1958,28,"Round2ScoringAverage",2010
