"GIRPuttingAvg35_RANKTHISWEEK_2012","GIRPuttingAvg35_RANKLASTWEEK_2012","GIRPuttingAvg35_PLAYERNAME_2012","GIRPuttingAvg35_ROUNDS_2012","GIRPuttingAvg35_PctMADE_2012","GIRPuttingAvg35_ATTEMPTS_2012","GIRPuttingAvg35_PUTTSMADE_2012","stat_name","year"
1,1,"Sergio Garcia",57,0.92,98,9,"GIRPuttingAvg35",2012
2,2,"Ben Crane",73,0.82,122,10,"GIRPuttingAvg35",2012
3,3,"Ian Poulter",57,0.8,75,6,"GIRPuttingAvg35",2012
4,4,"Dustin Johnson",70,0.77,104,8,"GIRPuttingAvg35",2012
5,5,"Robert Garrigus",89,0.74,136,10,"GIRPuttingAvg35",2012
6,6,"Matt Bettencourt",80,0.71,98,7,"GIRPuttingAvg35",2012
6,6,"Harrison Frazar",56,0.71,99,7,"GIRPuttingAvg35",2012
8,8,"Billy Horschel",63,0.69,101,7,"GIRPuttingAvg35",2012
8,8,"John Huh",99,0.69,189,13,"GIRPuttingAvg35",2012
10,10,"Michael Thompson",80,0.68,146,10,"GIRPuttingAvg35",2012
11,11,"Justin Rose",69,0.67,119,8,"GIRPuttingAvg35",2012
12,12,"Dicky Pride",62,0.66,106,7,"GIRPuttingAvg35",2012
13,13,"Rickie Fowler",84,0.64,125,8,"GIRPuttingAvg35",2012
14,14,"Jonas Blixt",72,0.63,144,9,"GIRPuttingAvg35",2012
14,14,"Gary Christian",91,0.63,160,10,"GIRPuttingAvg35",2012
16,16,"Ken Duke",104,0.62,178,11,"GIRPuttingAvg35",2012
17,17,"Derek Lamely",64,0.61,132,8,"GIRPuttingAvg35",2012
17,17,"Garth Mulroy",59,0.61,98,6,"GIRPuttingAvg35",2012
19,19,"Adam Scott",59,0.6,83,5,"GIRPuttingAvg35",2012
19,19,"Nick Watney",97,0.6,150,9,"GIRPuttingAvg35",2012
21,21,"Michael Bradley",63,0.59,118,7,"GIRPuttingAvg35",2012
21,21,"Louis Oosthuizen",65,0.59,101,6,"GIRPuttingAvg35",2012
21,21,"Webb Simpson",77,0.59,118,7,"GIRPuttingAvg35",2012
24,24,"Erik Compton",81,0.58,120,7,"GIRPuttingAvg35",2012
24,24,"Kevin Kisner",69,0.58,103,6,"GIRPuttingAvg35",2012
26,26,"Jhonattan Vegas",77,0.57,174,10,"GIRPuttingAvg35",2012
27,27,"Charles Howell III",98,0.56,195,11,"GIRPuttingAvg35",2012
27,27,"Troy Kelly",68,0.56,107,6,"GIRPuttingAvg35",2012
29,29,"JJ Killeen",101,0.55,163,9,"GIRPuttingAvg35",2012
29,29,"Andres Romero",68,0.55,109,6,"GIRPuttingAvg35",2012
31,31,"James Driscoll",83,0.53,169,9,"GIRPuttingAvg35",2012
31,31,"Jeff Overton",101,0.53,188,10,"GIRPuttingAvg35",2012
31,31,"Scott Stallings",78,0.53,150,8,"GIRPuttingAvg35",2012
34,34,"Will Claxton",99,0.52,191,10,"GIRPuttingAvg35",2012
35,35,"Nathan Green",73,0.51,137,7,"GIRPuttingAvg35",2012
35,35,"William McGirt",96,0.51,176,9,"GIRPuttingAvg35",2012
35,35,"Lee Westwood",60,0.51,79,4,"GIRPuttingAvg35",2012
38,38,"Jason Bohn",81,0.5,141,7,"GIRPuttingAvg35",2012
