"PGAChampionshipPoints_RANKTHISWEEK_2011","PGAChampionshipPoints_RANKLASTWEEK_2011","PGAChampionshipPoints_PLAYERNAME_2011","PGAChampionshipPoints_EVENTS_2011","PGAChampionshipPoints_POINTS_2011","stat_name","year"
96,96,"William McGirt",8,203453,"PGAChampionshipPoints",2011
97,97,"Jeff Overton",7,200660,"PGAChampionshipPoints",2011
98,98,"Rory Sabbatini",6,198330,"PGAChampionshipPoints",2011
99,99,"Steve Flesch",7,195617,"PGAChampionshipPoints",2011
100,100,"Ryan Palmer",5,189386,"PGAChampionshipPoints",2011
101,101,"Hunter Haas",7,182621,"PGAChampionshipPoints",2011
102,102,"Jim Renner",6,180322,"PGAChampionshipPoints",2011
103,103,"Retief Goosen",5,172690,"PGAChampionshipPoints",2011
104,104,"Ian Poulter",5,170300,"PGAChampionshipPoints",2011
105,105,"Cameron Tringale",9,166833,"PGAChampionshipPoints",2011
106,106,"Kevin Kisner",6,164111,"PGAChampionshipPoints",2011
107,107,"Ben Martin",6,164046,"PGAChampionshipPoints",2011
108,108,"David Mathis",6,158342,"PGAChampionshipPoints",2011
109,109,"Greg Chalmers",7,155706,"PGAChampionshipPoints",2011
110,110,"Charlie Wi",6,155362,"PGAChampionshipPoints",2011
111,111,"Steve Marino",5,153520,"PGAChampionshipPoints",2011
112,112,"Jason Bohn",5,146047,"PGAChampionshipPoints",2011
113,113,"Marc Leishman",7,143563,"PGAChampionshipPoints",2011
114,114,"Brendon de Jonge",7,142903,"PGAChampionshipPoints",2011
115,115,"Garrett Willis",6,141520,"PGAChampionshipPoints",2011
116,116,"Derek Lamely",6,138574,"PGAChampionshipPoints",2011
117,117,"Adam Hadwin",2,138313,"PGAChampionshipPoints",2011
118,118,"Joe Durant",6,137631,"PGAChampionshipPoints",2011
119,119,"Angel Cabrera",4,137375,"PGAChampionshipPoints",2011
120,120,"Bill Lunde",8,135952,"PGAChampionshipPoints",2011
121,121,"Francesco Molinari",2,135500,"PGAChampionshipPoints",2011
122,122,"Scott Stallings",7,133837,"PGAChampionshipPoints",2011
123,123,"Rod Pampling",7,133684,"PGAChampionshipPoints",2011
124,124,"Chris Kirk",6,132800,"PGAChampionshipPoints",2011
125,125,"Davis Love III",6,132670,"PGAChampionshipPoints",2011
126,126,"Roland Thatcher",6,131298,"PGAChampionshipPoints",2011
127,127,"Arjun Atwal",8,125938,"PGAChampionshipPoints",2011
128,128,"Steven Bowditch",7,122260,"PGAChampionshipPoints",2011
129,129,"Johnson Wagner",7,120491,"PGAChampionshipPoints",2011
130,130,"DJ Trahan",8,119129,"PGAChampionshipPoints",2011
131,131,"James Driscoll",7,117875,"PGAChampionshipPoints",2011
132,132,"Steve Elkington",5,117649,"PGAChampionshipPoints",2011
133,133,"Michael Bradley",6,117039,"PGAChampionshipPoints",2011
134,134,"Robert Garrigus",7,116136,"PGAChampionshipPoints",2011
135,135,"Henrik Stenson",3,114642,"PGAChampionshipPoints",2011
136,136,"Harrison Frazar",5,110740,"PGAChampionshipPoints",2011
137,137,"John Mallinger",3,108610,"PGAChampionshipPoints",2011
138,138,"Alexandre Rocha",6,105375,"PGAChampionshipPoints",2011
139,139,"Tim Petrovic",6,104992,"PGAChampionshipPoints",2011
140,140,"Aron Price",5,104377,"PGAChampionshipPoints",2011
141,141,"Paul Stankowski",6,104273,"PGAChampionshipPoints",2011
142,142,"Will Ma Kenzie",4,103871,"PGAChampionshipPoints",2011
143,143,"Andres Romero",4,102780,"PGAChampionshipPoints",2011
144,144,"Andres Gonzales",6,101938,"PGAChampionshipPoints",2011
145,145,"Graeme McDowell",5,101340,"PGAChampionshipPoints",2011
146,146,"Michael Letzig",4,98000,"PGAChampionshipPoints",2011
147,147,"Peter Hanson",2,96650,"PGAChampionshipPoints",2011
148,148,"Matteo Manassero",2,94750,"PGAChampionshipPoints",2011
149,149,"Nathan Green",6,93896,"PGAChampionshipPoints",2011
150,150,"Tiger Woods",3,88875,"PGAChampionshipPoints",2011
151,151,"Alexander Noren",2,86500,"PGAChampionshipPoints",2011
152,152,"Kevin Stadler",6,83218,"PGAChampionshipPoints",2011
153,153,"John Merrick",7,83142,"PGAChampionshipPoints",2011
154,154,"Simon Dyson",2,82000,"PGAChampionshipPoints",2011
155,155,"Edoardo Molinari",2,79500,"PGAChampionshipPoints",2011
156,156,"Vaughn Taylor",7,73556,"PGAChampionshipPoints",2011
157,157,"Daniel Summerhays",6,72110,"PGAChampionshipPoints",2011
158,158,"Chris Riley",6,70750,"PGAChampionshipPoints",2011
159,159,"Martin Kaymer",2,68500,"PGAChampionshipPoints",2011
159,159,"Hennie Otto",1,68500,"PGAChampionshipPoints",2011
161,161,"Bobby Gates",6,68489,"PGAChampionshipPoints",2011
162,162,"Woody Austin",5,67554,"PGAChampionshipPoints",2011
163,163,"Scott Gutschewski",6,66971,"PGAChampionshipPoints",2011
164,164,"Stuart Appleby",3,64964,"PGAChampionshipPoints",2011
165,165,"Stephen Ames",5,64658,"PGAChampionshipPoints",2011
166,166,"Ryuji Imada",8,63777,"PGAChampionshipPoints",2011
167,167,"Anthony Kim",4,61900,"PGAChampionshipPoints",2011
168,168,"Richard Green",2,58500,"PGAChampionshipPoints",2011
168,168,"Pablo Larrazabal",2,58500,"PGAChampionshipPoints",2011
170,170,"Yuta Ikeda",2,58000,"PGAChampionshipPoints",2011
171,171,"Bio Kim",5,57465,"PGAChampionshipPoints",2011
172,172,"Ricky Barnes",5,56924,"PGAChampionshipPoints",2011
173,173,"Bob Estes",5,54076,"PGAChampionshipPoints",2011
174,174,"Chris DiMarco",7,54069,"PGAChampionshipPoints",2011
175,175,"Miguel Angel Jimenez",2,53400,"PGAChampionshipPoints",2011
176,176,"Jarrod Lyle",6,53129,"PGAChampionshipPoints",2011
177,177,"Stewart Cink",5,53000,"PGAChampionshipPoints",2011
178,178,"Cameron Percy",4,50761,"PGAChampionshipPoints",2011
179,179,"Troy Matteson",6,50618,"PGAChampionshipPoints",2011
180,180,"David Duval",6,49032,"PGAChampionshipPoints",2011
181,181,"Jim Herman",6,48771,"PGAChampionshipPoints",2011
182,182,"Boo Weekley",6,47220,"PGAChampionshipPoints",2011
183,183,"Alvaro Quiros",2,46500,"PGAChampionshipPoints",2011
184,184,"Mathias Gronberg",1,42000,"PGAChampionshipPoints",2011
185,185,"Joseph Bramlett",6,40427,"PGAChampionshipPoints",2011
186,186,"Colt Knost",6,40350,"PGAChampionshipPoints",2011
187,187,"Thomas Bjorn",2,39250,"PGAChampionshipPoints",2011
187,187,"Darren Clarke",2,39250,"PGAChampionshipPoints",2011
189,189,"Nate Smith",6,39043,"PGAChampionshipPoints",2011
190,190,"JP Hayes",3,37935,"PGAChampionshipPoints",2011
191,191,"Joe Ogilvie",6,37733,"PGAChampionshipPoints",2011
192,192,"Jaebum Park",1,37500,"PGAChampionshipPoints",2011
193,193,"Fabian Gomez",6,36879,"PGAChampionshipPoints",2011
194,194,"JJ Henry",6,36280,"PGAChampionshipPoints",2011
195,195,"Will Strickler",6,35608,"PGAChampionshipPoints",2011
196,196,"Alex Prugh",6,34720,"PGAChampionshipPoints",2011
197,197,"Shaun Micheel",7,33963,"PGAChampionshipPoints",2011
198,198,"Tag Ridings",6,33860,"PGAChampionshipPoints",2011
199,199,"Matt Jones",6,31081,"PGAChampionshipPoints",2011
200,200,"Richard Johnson",6,30817,"PGAChampionshipPoints",2011
201,201,"Johan Edfors",1,30250,"PGAChampionshipPoints",2011
202,202,"Marc Turnesa",2,29297,"PGAChampionshipPoints",2011
203,203,"Lee Janzen",4,26696,"PGAChampionshipPoints",2011
204,204,"Brian Gay",6,25572,"PGAChampionshipPoints",2011
205,205,"Kent Jones",6,23905,"PGAChampionshipPoints",2011
206,206,"Jeff Quinney",5,23802,"PGAChampionshipPoints",2011
207,207,"Ross Fisher",1,21500,"PGAChampionshipPoints",2011
207,207,"Seung Yul Noh",1,21500,"PGAChampionshipPoints",2011
209,209,"Ben Curtis",6,20314,"PGAChampionshipPoints",2011
210,210,"Michael Allen",1,20210,"PGAChampionshipPoints",2011
211,211,"Patrick Reed",2,20058,"PGAChampionshipPoints",2011
212,212,"Rocco Mediate",7,19924,"PGAChampionshipPoints",2011
213,213,"Craig Barlow",1,19731,"PGAChampionshipPoints",2011
213,213,"Todd Hamilton",3,19731,"PGAChampionshipPoints",2011
213,213,"Jay Williamson",1,19731,"PGAChampionshipPoints",2011
216,216,"Tom Gillis",5,19240,"PGAChampionshipPoints",2011
217,217,"DJ Brigman",6,19028,"PGAChampionshipPoints",2011
218,218,"Matt Bettencourt",6,18850,"PGAChampionshipPoints",2011
219,219,"Troy Merritt",6,17922,"PGAChampionshipPoints",2011
220,220,"Fran Quinn",4,17602,"PGAChampionshipPoints",2011
221,221,"Carl Paulson",4,16662,"PGAChampionshipPoints",2011
222,222,"Michael Connell",6,16400,"PGAChampionshipPoints",2011
223,223,"Erick Justesen",1,16088,"PGAChampionshipPoints",2011
224,224,"Mike Small",3,15000,"PGAChampionshipPoints",2011
225,225,"Peter Tomasulo",1,12900,"PGAChampionshipPoints",2011
226,226,"Tom Lehman",1,12569,"PGAChampionshipPoints",2011
227,227,"Frank Lickliter II",3,12175,"PGAChampionshipPoints",2011
228,228,"Charles Warren",1,12005,"PGAChampionshipPoints",2011
229,229,"Martin Piller",6,10800,"PGAChampionshipPoints",2011
230,230,"Jeff Maggert",4,10779,"PGAChampionshipPoints",2011
231,231,"John Daly",3,10608,"PGAChampionshipPoints",2011
232,232,"Mark Calcavecchia",1,10152,"PGAChampionshipPoints",2011
233,233,"Dicky Pride",1,9360,"PGAChampionshipPoints",2011
234,234,"Chris Couch",5,9080,"PGAChampionshipPoints",2011
234,234,"Zack Miller",6,9080,"PGAChampionshipPoints",2011
236,236,"Rich Beem",5,8930,"PGAChampionshipPoints",2011
237,237,"Cameron Beckman",5,8492,"PGAChampionshipPoints",2011
238,238,"Richard Scott",1,8400,"PGAChampionshipPoints",2011
239,239,"Justin Hicks",6,8228,"PGAChampionshipPoints",2011
240,240,"Duffy Waldorf",1,8052,"PGAChampionshipPoints",2011
241,241,"Kirk Triplett",2,7131,"PGAChampionshipPoints",2011
242,242,"Notah Begay III",1,6690,"PGAChampionshipPoints",2011
242,242,"Bob May",1,6690,"PGAChampionshipPoints",2011
244,244,"Robert Gamez",1,6330,"PGAChampionshipPoints",2011
244,244,"Mark Hensby",1,6330,"PGAChampionshipPoints",2011
244,244,"Jose Maria Olazabal",2,6330,"PGAChampionshipPoints",2011
247,247,"Dean Wilson",2,6120,"PGAChampionshipPoints",2011
248,248,"Alex Aragon",1,5760,"PGAChampionshipPoints",2011
