"Approach125150yardsRTPScore_RANKTHISWEEK_2006","Approach125150yardsRTPScore_RANKLASTWEEK_2006","Approach125150yardsRTPScore_PLAYERNAME_2006","Approach125150yardsRTPScore_ROUNDS_2006","Approach125150yardsRTPScore_AVGRTP_2006","stat_name","year"
1,1,"Brian Gay",107,-0.207,"Approach125150yardsRTPScore",2006
2,2,"David Branshaw",98,-0.201,"Approach125150yardsRTPScore",2006
3,3,"Jerry Kelly",100,-0.189,"Approach125150yardsRTPScore",2006
4,4,"Harrison Frazar",95,-0.183,"Approach125150yardsRTPScore",2006
5,5,"Jim Furyk",89,-0.173,"Approach125150yardsRTPScore",2006
5,5,"Mark Wilson",79,-0.173,"Approach125150yardsRTPScore",2006
7,7,"Dean Wilson",115,-0.163,"Approach125150yardsRTPScore",2006
8,8,"Justin Rose",98,-0.161,"Approach125150yardsRTPScore",2006
9,9,"Mark OMeara",52,-0.16,"Approach125150yardsRTPScore",2006
10,10,"Camilo Villegas",95,-0.157,"Approach125150yardsRTPScore",2006
11,11,"Stephen Leaney",84,-0.155,"Approach125150yardsRTPScore",2006
12,12,"Greg Kraft",79,-0.154,"Approach125150yardsRTPScore",2006
13,13,"Tom Pernice Jr",108,-0.15,"Approach125150yardsRTPScore",2006
14,14,"Stewart Cink",93,-0.149,"Approach125150yardsRTPScore",2006
15,15,"David Howell",52,-0.147,"Approach125150yardsRTPScore",2006
15,15,"Shaun Micheel",96,-0.147,"Approach125150yardsRTPScore",2006
17,17,"Stuart Appleby",83,-0.145,"Approach125150yardsRTPScore",2006
18,18,"Olin Browne",108,-0.143,"Approach125150yardsRTPScore",2006
18,18,"Dudley Hart",83,-0.143,"Approach125150yardsRTPScore",2006
20,20,"Zach Johnson",98,-0.141,"Approach125150yardsRTPScore",2006
21,21,"Jose Maria Olazabal",62,-0.136,"Approach125150yardsRTPScore",2006
22,22,"Brandt Jobe",91,-0.135,"Approach125150yardsRTPScore",2006
23,23,"Brett Quigley",109,-0.134,"Approach125150yardsRTPScore",2006
24,24,"Todd Fischer",101,-0.133,"Approach125150yardsRTPScore",2006
24,24,"Phil Mickelson",74,-0.133,"Approach125150yardsRTPScore",2006
26,26,"Jason Bohn",104,-0.132,"Approach125150yardsRTPScore",2006
26,26,"Steve Flesch",119,-0.132,"Approach125150yardsRTPScore",2006
26,26,"Mike Weir",88,-0.132,"Approach125150yardsRTPScore",2006
29,29,"Ben Crane",85,-0.131,"Approach125150yardsRTPScore",2006
30,30,"Brent Geiberger",99,-0.129,"Approach125150yardsRTPScore",2006
31,31,"John Cook",67,-0.126,"Approach125150yardsRTPScore",2006
31,31,"JJ Henry",96,-0.126,"Approach125150yardsRTPScore",2006
31,31,"Skip Kendall",72,-0.126,"Approach125150yardsRTPScore",2006
34,34,"Tiger Woods",55,-0.125,"Approach125150yardsRTPScore",2006
35,35,"Robert Allenby",79,-0.124,"Approach125150yardsRTPScore",2006
36,36,"Brett Wetterich",82,-0.123,"Approach125150yardsRTPScore",2006
37,37,"David Toms",76,-0.122,"Approach125150yardsRTPScore",2006
38,38,"Lucas Glover",105,-0.121,"Approach125150yardsRTPScore",2006
39,39,"Luke Donald",66,-0.12,"Approach125150yardsRTPScore",2006
39,39,"Corey Pavin",74,-0.12,"Approach125150yardsRTPScore",2006
41,41,"Michael Allen",84,-0.119,"Approach125150yardsRTPScore",2006
41,41,"Arron Oberholser",82,-0.119,"Approach125150yardsRTPScore",2006
43,43,"Brian Davis",92,-0.117,"Approach125150yardsRTPScore",2006
43,43,"Retief Goosen",68,-0.117,"Approach125150yardsRTPScore",2006
43,43,"DJ Trahan",92,-0.117,"Approach125150yardsRTPScore",2006
46,46,"Shigeki Maruyama",94,-0.116,"Approach125150yardsRTPScore",2006
47,47,"Marco Dawson",87,-0.115,"Approach125150yardsRTPScore",2006
47,47,"Steve Stricker",64,-0.115,"Approach125150yardsRTPScore",2006
49,49,"Kent Jones",103,-0.112,"Approach125150yardsRTPScore",2006
49,49,"Chris Riley",86,-0.112,"Approach125150yardsRTPScore",2006
51,51,"Nick Watney",97,-0.111,"Approach125150yardsRTPScore",2006
52,52,"Fred Funk",106,-0.109,"Approach125150yardsRTPScore",2006
52,52,"Bernhard Langer",77,-0.109,"Approach125150yardsRTPScore",2006
54,54,"Greg Chalmers",71,-0.106,"Approach125150yardsRTPScore",2006
54,54,"Ernie Els",69,-0.106,"Approach125150yardsRTPScore",2006
54,54,"Paul Goydos",72,-0.106,"Approach125150yardsRTPScore",2006
54,54,"Jeff Maggert",81,-0.106,"Approach125150yardsRTPScore",2006
