"Approach_RANKTHISWEEK_2009","Approach_RANKLASTWEEK_2009","Approach_PLAYERNAME_2009","Approach_ROUNDS_2009","Approach_AVGRTP_2009","stat_name","year"
1,1,"Steve Stricker",81,-0.301,"Approach",2009
2,2,"Brian Davis",103,-0.252,"Approach",2009
3,3,"John Mallinger",90,-0.251,"Approach",2009
4,4,"Geoff Ogilvy",78,-0.227,"Approach",2009
5,5,"Tim Clark",81,-0.217,"Approach",2009
5,5,"Bryce Molder",69,-0.217,"Approach",2009
7,7,"Justin Leonard",95,-0.212,"Approach",2009
7,7,"Webb Simpson",94,-0.212,"Approach",2009
9,9,"Dean Wilson",81,-0.209,"Approach",2009
10,10,"David Mathis",82,-0.208,"Approach",2009
11,11,"Steve Elkington",70,-0.206,"Approach",2009
12,12,"Bob Estes",78,-0.203,"Approach",2009
13,13,"Tiger Woods",64,-0.195,"Approach",2009
14,14,"Paul Goydos",79,-0.193,"Approach",2009
15,15,"Derek Fathauer",63,-0.191,"Approach",2009
16,16,"Chad Campbell",90,-0.187,"Approach",2009
16,16,"Glen Day",79,-0.187,"Approach",2009
18,18,"Luke Donald",79,-0.185,"Approach",2009
19,19,"Ken Duke",87,-0.184,"Approach",2009
19,19,"Sergio Garcia",59,-0.184,"Approach",2009
19,19,"Patrick Sheehan",51,-0.184,"Approach",2009
22,22,"Greg Chalmers",85,-0.182,"Approach",2009
23,23,"Daniel Chopra",89,-0.181,"Approach",2009
23,23,"Jimmy Walker",74,-0.181,"Approach",2009
25,25,"John Rollins",92,-0.178,"Approach",2009
26,26,"Joe Ogilvie",85,-0.176,"Approach",2009
27,27,"Mike Weir",85,-0.175,"Approach",2009
28,28,"Woody Austin",84,-0.172,"Approach",2009
28,28,"Jason Day",61,-0.172,"Approach",2009
30,30,"Charles Howell III",99,-0.17,"Approach",2009
31,31,"Jim Furyk",86,-0.169,"Approach",2009
31,31,"Heath Slocum",95,-0.169,"Approach",2009
33,33,"Chris Stroud",88,-0.168,"Approach",2009
34,34,"Scott Piercy",85,-0.167,"Approach",2009
34,34,"Charlie Wi",92,-0.167,"Approach",2009
36,36,"Ryuji Imada",85,-0.166,"Approach",2009
37,37,"Brian Gay",96,-0.165,"Approach",2009
38,38,"Bill Haas",91,-0.163,"Approach",2009
39,39,"Ben Curtis",63,-0.161,"Approach",2009
39,39,"Joe Durant",62,-0.161,"Approach",2009
39,39,"John Senden",100,-0.161,"Approach",2009
42,42,"Kevin Na",91,-0.159,"Approach",2009
43,43,"Tim Petrovic",97,-0.158,"Approach",2009
43,43,"Matt Weibring",65,-0.158,"Approach",2009
45,45,"Charley Hoffman",97,-0.156,"Approach",2009
46,46,"Kevin Sutherland",96,-0.155,"Approach",2009
47,47,"Anthony Kim",76,-0.152,"Approach",2009
47,47,"YE Yang",83,-0.152,"Approach",2009
49,49,"Jerry Kelly",90,-0.151,"Approach",2009
50,50,"Scott Verplank",88,-0.149,"Approach",2009
51,51,"Zach Johnson",94,-0.148,"Approach",2009
52,52,"Jason Dufner",90,-0.147,"Approach",2009
52,52,"Greg Owen",97,-0.147,"Approach",2009
52,52,"David Toms",98,-0.147,"Approach",2009
55,55,"Stewart Cink",79,-0.146,"Approach",2009
55,55,"Bob Heintz",59,-0.146,"Approach",2009
55,55,"Corey Pavin",73,-0.146,"Approach",2009
58,58,"Jeff Overton",92,-0.145,"Approach",2009
59,59,"Tim Herron",87,-0.144,"Approach",2009
60,60,"Kevin Streelman",97,-0.142,"Approach",2009
61,61,"Chris DiMarco",97,-0.14,"Approach",2009
61,61,"Vaughn Taylor",88,-0.14,"Approach",2009
63,63,"Mark Brooks",55,-0.138,"Approach",2009
64,64,"Tommy Armour III",58,-0.137,"Approach",2009
65,65,"Troy Matteson",95,-0.136,"Approach",2009
65,65,"George McNeill",82,-0.136,"Approach",2009
67,67,"Mathew Goggin",76,-0.135,"Approach",2009
68,68,"Ian Poulter",59,-0.133,"Approach",2009
69,69,"Hunter Mahan",94,-0.132,"Approach",2009
69,69,"Steve Marino",98,-0.132,"Approach",2009
69,69,"Sean OHair",80,-0.132,"Approach",2009
69,69,"DA Points",99,-0.132,"Approach",2009
73,73,"Scott McCarron",91,-0.131,"Approach",2009
73,73,"James Nitties",86,-0.131,"Approach",2009
73,73,"Kenny Perry",92,-0.131,"Approach",2009
73,73,"Chris Riley",77,-0.131,"Approach",2009
77,77,"Ben Crane",93,-0.125,"Approach",2009
78,78,"Briny Baird",89,-0.124,"Approach",2009
78,78,"Spencer Levin",75,-0.124,"Approach",2009
78,78,"Ryan Moore",89,-0.124,"Approach",2009
81,81,"Alex Cejka",82,-0.122,"Approach",2009
82,82,"John Merrick",91,-0.12,"Approach",2009
82,82,"Brandt Snedeker",81,-0.12,"Approach",2009
82,82,"Marc Turnesa",77,-0.12,"Approach",2009
85,85,"Ryan Palmer",78,-0.119,"Approach",2009
86,86,"Freddie Jacobson",83,-0.118,"Approach",2009
86,86,"Matt Kuchar",82,-0.118,"Approach",2009
86,86,"Jeff Maggert",79,-0.118,"Approach",2009
89,89,"Adam Scott",53,-0.117,"Approach",2009
90,90,"Martin Laird",72,-0.116,"Approach",2009
90,90,"DJ Trahan",96,-0.116,"Approach",2009
92,92,"Chez Reavie",81,-0.115,"Approach",2009
93,93,"Stephen Ames",77,-0.114,"Approach",2009
94,94,"Michael Allen",73,-0.112,"Approach",2009
94,94,"Gary Woodland",53,-0.112,"Approach",2009
96,96,"Retief Goosen",74,-0.11,"Approach",2009
96,96,"Rory Sabbatini",81,-0.11,"Approach",2009
96,96,"Nick Watney",86,-0.11,"Approach",2009
99,99,"Brendon Todd",53,-0.109,"Approach",2009
100,100,"Fred Couples",54,-0.107,"Approach",2009
100,100,"Mark Wilson",99,-0.107,"Approach",2009
