"Approach_RANKTHISWEEK_2009","Approach_RANKLASTWEEK_2009","Approach_PLAYERNAME_2009","Approach_ROUNDS_2009","Approach_AVGRTP_2009","stat_name","year"
102,102,"Eric Axley",71,-0.105,"Approach",2009
102,102,"Mark Calcavecchia",72,-0.105,"Approach",2009
102,102,"Tag Ridings",50,-0.105,"Approach",2009
105,105,"Jeff Klauk",97,-0.104,"Approach",2009
106,106,"Padraig Harrington",66,-0.103,"Approach",2009
106,106,"Richard Johnson",85,-0.103,"Approach",2009
106,106,"Vijay Singh",71,-0.103,"Approach",2009
109,109,"Nick OHern",90,-0.102,"Approach",2009
110,110,"Ricky Barnes",67,-0.101,"Approach",2009
111,111,"Jason Bohn",88,-0.1,"Approach",2009
111,111,"Ted Purdy",101,-0.1,"Approach",2009
113,113,"Lucas Glover",93,-0.098,"Approach",2009
113,113,"Kent Jones",73,-0.098,"Approach",2009
113,113,"Brett Quigley",92,-0.098,"Approach",2009
116,116,"Brian Bateman",55,-0.097,"Approach",2009
116,116,"Bo Van Pelt",100,-0.097,"Approach",2009
118,118,"Phil Mickelson",66,-0.096,"Approach",2009
118,118,"Rod Pampling",72,-0.096,"Approach",2009
120,120,"Rich Beem",77,-0.095,"Approach",2009
121,121,"KJ Choi",65,-0.094,"Approach",2009
121,121,"Ernie Els",70,-0.094,"Approach",2009
121,121,"Peter Lonard",86,-0.094,"Approach",2009
121,121,"Tom Pernice Jr",82,-0.094,"Approach",2009
125,125,"Robert Allenby",71,-0.092,"Approach",2009
125,125,"Boo Weekley",79,-0.092,"Approach",2009
127,127,"Steve Flesch",77,-0.091,"Approach",2009
127,127,"Lee Janzen",74,-0.091,"Approach",2009
129,129,"Kris Blanks",60,-0.09,"Approach",2009
130,130,"Andres Romero",58,-0.089,"Approach",2009
131,131,"Rick Price",54,-0.087,"Approach",2009
131,131,"Aron Price",89,-0.087,"Approach",2009
133,133,"Jarrod Lyle",65,-0.086,"Approach",2009
133,133,"Johnson Wagner",81,-0.086,"Approach",2009
135,135,"Jonathan Byrd",89,-0.085,"Approach",2009
136,136,"Robert Garrigus",83,-0.082,"Approach",2009
137,137,"Kevin Stadler",65,-0.081,"Approach",2009
138,138,"Brendon de Jonge",90,-0.08,"Approach",2009
138,138,"Scott Sterling",51,-0.08,"Approach",2009
140,140,"Dustin Johnson",85,-0.077,"Approach",2009
140,140,"Cliff Kresge",78,-0.077,"Approach",2009
142,142,"Nicholas Thompson",96,-0.076,"Approach",2009
143,143,"Kirk Triplett",60,-0.074,"Approach",2009
144,144,"Aaron Baddeley",66,-0.073,"Approach",2009
144,144,"Darron Stiles",52,-0.073,"Approach",2009
146,146,"Pat Perez",74,-0.072,"Approach",2009
147,147,"Cameron Beckman",87,-0.067,"Approach",2009
148,148,"Matt Bettencourt",98,-0.065,"Approach",2009
148,148,"Angel Cabrera",55,-0.065,"Approach",2009
150,150,"Justin Rose",71,-0.06,"Approach",2009
151,151,"Todd Hamilton",83,-0.056,"Approach",2009
151,151,"Casey Wittenberg",71,-0.056,"Approach",2009
153,153,"Carl Pettersson",86,-0.054,"Approach",2009
154,154,"Colt Knost",71,-0.053,"Approach",2009
154,154,"Tom Lehman",55,-0.053,"Approach",2009
156,156,"Stuart Appleby",79,-0.051,"Approach",2009
156,156,"Jeff Quinney",78,-0.051,"Approach",2009
158,158,"Harrison Frazar",93,-0.05,"Approach",2009
159,159,"Davis Love III",89,-0.046,"Approach",2009
160,160,"Bubba Watson",73,-0.045,"Approach",2009
161,161,"Brad Adamonis",70,-0.043,"Approach",2009
162,162,"JJ Henry",97,-0.041,"Approach",2009
163,163,"Nathan Green",104,-0.038,"Approach",2009
164,164,"Marc Leishman",91,-0.035,"Approach",2009
164,164,"Rocco Mediate",79,-0.035,"Approach",2009
166,166,"Peter Tomasulo",61,-0.034,"Approach",2009
167,167,"Michael Letzig",96,-0.031,"Approach",2009
167,167,"Will Ma Kenzie",69,-0.031,"Approach",2009
169,169,"Brian Vranesh",51,-0.03,"Approach",2009
170,170,"Jason Gore",74,-0.027,"Approach",2009
170,170,"Jay Williamson",69,-0.027,"Approach",2009
172,172,"Billy Mayfair",83,-0.025,"Approach",2009
173,173,"Matt Jones",56,-0.024,"Approach",2009
174,174,"Bart Bryant",58,-0.022,"Approach",2009
175,175,"JB Holmes",74,-0.021,"Approach",2009
175,175,"Camilo Villegas",76,-0.021,"Approach",2009
175,175,"Charles Warren",63,-0.021,"Approach",2009
178,178,"Steve Lowery",83,-0.019,"Approach",2009
179,179,"Bill Lunde",83,-0.016,"Approach",2009
180,180,"Greg Kraft",51,-0.015,"Approach",2009
181,181,"David Duval",56,-0.01,"Approach",2009
182,182,"Leif Olson",51,0.025,"Approach",2009
183,183,"Parker McLachlin",71,0.037,"Approach",2009
184,184,"Brad Faxon",59,0.081,"Approach",2009
