"FirstTeeEarlyPar4ScoringAverage_RANKTHISWEEK_2005","FirstTeeEarlyPar4ScoringAverage_RANKLASTWEEK_2005","FirstTeeEarlyPar4ScoringAverage_PLAYERNAME_2005","FirstTeeEarlyPar4ScoringAverage_ROUNDS_2005","FirstTeeEarlyPar4ScoringAverage_AVG_2005","FirstTeeEarlyPar4ScoringAverage_TOTALSTROKES_2005","FirstTeeEarlyPar4ScoringAverage_TOTALHOLES_2005","stat_name","year"
1,1,"Phil Mickelson",81,3.93,822,209,"FirstTeeEarlyPar4ScoringAverage",2005
1,1,"Tiger Woods",76,3.93,350,89,"FirstTeeEarlyPar4ScoringAverage",2005
3,3,"Jim Furyk",94,3.94,1106,281,"FirstTeeEarlyPar4ScoringAverage",2005
3,3,"Justin Rose",99,3.94,1175,298,"FirstTeeEarlyPar4ScoringAverage",2005
5,5,"Stuart Appleby",84,3.95,864,219,"FirstTeeEarlyPar4ScoringAverage",2005
5,5,"Olin Browne",99,3.95,1046,265,"FirstTeeEarlyPar4ScoringAverage",2005
5,5,"Dudley Hart",84,3.95,948,240,"FirstTeeEarlyPar4ScoringAverage",2005
5,5,"Vijay Singh",111,3.95,817,207,"FirstTeeEarlyPar4ScoringAverage",2005
5,5,"David Toms",87,3.95,821,208,"FirstTeeEarlyPar4ScoringAverage",2005
10,10,"Doug Barron",70,3.96,987,249,"FirstTeeEarlyPar4ScoringAverage",2005
10,10,"Dan Forsman",52,3.96,657,166,"FirstTeeEarlyPar4ScoringAverage",2005
10,10,"Stephen Leaney",89,3.96,867,219,"FirstTeeEarlyPar4ScoringAverage",2005
10,10,"Scott Verplank",87,3.96,1049,265,"FirstTeeEarlyPar4ScoringAverage",2005
14,14,"Jeff Brehaut",71,3.97,755,190,"FirstTeeEarlyPar4ScoringAverage",2005
14,14,"Richard Johnson",50,3.97,464,117,"FirstTeeEarlyPar4ScoringAverage",2005
14,14,"Adam Scott",72,3.97,782,197,"FirstTeeEarlyPar4ScoringAverage",2005
17,17,"Jose Coceres",56,3.98,677,170,"FirstTeeEarlyPar4ScoringAverage",2005
17,17,"Davis Love III",80,3.98,823,207,"FirstTeeEarlyPar4ScoringAverage",2005
17,17,"Bo Van Pelt",112,3.98,1455,366,"FirstTeeEarlyPar4ScoringAverage",2005
20,20,"Hunter Haas",83,3.99,922,231,"FirstTeeEarlyPar4ScoringAverage",2005
20,20,"Charles Howell III",95,3.99,1133,284,"FirstTeeEarlyPar4ScoringAverage",2005
22,22,"Paul Azinger",66,4,829,207,"FirstTeeEarlyPar4ScoringAverage",2005
22,22,"Bart Bryant",91,4,1455,364,"FirstTeeEarlyPar4ScoringAverage",2005
22,22,"Luke Donald",67,4,788,197,"FirstTeeEarlyPar4ScoringAverage",2005
22,22,"Steve Elkington",67,4,992,248,"FirstTeeEarlyPar4ScoringAverage",2005
22,22,"Brian Gay",101,4,1197,299,"FirstTeeEarlyPar4ScoringAverage",2005
22,22,"Scott Gutschewski",86,4,1209,302,"FirstTeeEarlyPar4ScoringAverage",2005
22,22,"Tim Herron",100,4,1488,372,"FirstTeeEarlyPar4ScoringAverage",2005
22,22,"Billy Mayfair",114,4,1619,405,"FirstTeeEarlyPar4ScoringAverage",2005
22,22,"Mark OMeara",66,4,908,227,"FirstTeeEarlyPar4ScoringAverage",2005
22,22,"Jose Maria Olazabal",55,4,688,172,"FirstTeeEarlyPar4ScoringAverage",2005
22,22,"Kenny Perry",82,4,736,184,"FirstTeeEarlyPar4ScoringAverage",2005
22,22,"Brett Quigley",96,4,1007,252,"FirstTeeEarlyPar4ScoringAverage",2005
34,34,"Tommy Armour III",103,4.01,1678,418,"FirstTeeEarlyPar4ScoringAverage",2005
34,34,"Chris DiMarco",83,4.01,1066,266,"FirstTeeEarlyPar4ScoringAverage",2005
34,34,"Brad Faxon",75,4.01,987,246,"FirstTeeEarlyPar4ScoringAverage",2005
34,34,"Harrison Frazar",105,4.01,1192,297,"FirstTeeEarlyPar4ScoringAverage",2005
34,34,"Tom Lehman",69,4.01,1126,281,"FirstTeeEarlyPar4ScoringAverage",2005
34,34,"Justin Leonard",78,4.01,926,231,"FirstTeeEarlyPar4ScoringAverage",2005
34,34,"Geoff Ogilvy",97,4.01,1222,305,"FirstTeeEarlyPar4ScoringAverage",2005
34,34,"John Senden",101,4.01,1519,379,"FirstTeeEarlyPar4ScoringAverage",2005
34,34,"Chris Smith",93,4.01,963,240,"FirstTeeEarlyPar4ScoringAverage",2005
34,34,"Brett Wetterich",76,4.01,722,180,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Briny Baird",98,4.02,1121,279,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Tim Clark",92,4.02,1170,291,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Brian Davis",75,4.02,965,240,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Bob Estes",92,4.02,1537,382,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Mathias Gronberg",60,4.02,768,191,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Ryuji Imada",78,4.02,1126,280,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Neal Lancaster",95,4.02,1315,327,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Rocco Mediate",73,4.02,985,245,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Greg Owen",84,4.02,984,245,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Jesper Parnevik",84,4.02,1383,344,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Tom Pernice Jr",111,4.02,1687,420,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Tjaart van der Walt",56,4.02,1006,250,"FirstTeeEarlyPar4ScoringAverage",2005
44,44,"Dean Wilson",86,4.02,848,211,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Brian Bateman",98,4.03,1275,316,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Justin Bolli",65,4.03,753,187,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Danny Briggs",70,4.03,600,149,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Stewart Cink",98,4.03,1237,307,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Fred Funk",102,4.03,1550,385,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Sergio Garcia",73,4.03,673,167,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Glen Hnatiuk",59,4.03,890,221,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Kent Jones",99,4.03,1454,361,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Peter Lonard",85,4.03,1103,274,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Shigeki Maruyama",99,4.03,1152,286,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Ryan Palmer",101,4.03,1474,366,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Heath Slocum",103,4.03,1472,365,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Kevin Stadler",96,4.03,1281,318,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Kevin Sutherland",89,4.03,1200,298,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Mario Tiziani",67,4.03,1120,278,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Duffy Waldorf",86,4.03,1299,322,"FirstTeeEarlyPar4ScoringAverage",2005
57,57,"Jay Williamson",53,4.03,794,197,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Robert Allenby",95,4.04,1128,279,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Mark Calcavecchia",92,4.04,1847,457,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Daniel Chopra",108,4.04,1717,425,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Fred Couples",72,4.04,873,216,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Marco Dawson",82,4.04,1355,335,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Steve Flesch",90,4.04,1298,321,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Carlos Franco",78,4.04,1013,251,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Freddie Jacobson",72,4.04,804,199,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Will Ma Kenzie",75,4.04,981,243,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Hunter Mahan",103,4.04,1458,361,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Carl Pettersson",109,4.04,1263,313,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Rory Sabbatini",81,4.04,1029,255,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Jeff Sluman",94,4.04,1239,307,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Joey Snyder III",102,4.04,1604,397,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Hidemichi Tanaka",106,4.04,1590,394,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"DJ Trahan",81,4.04,945,234,"FirstTeeEarlyPar4ScoringAverage",2005
74,74,"Bob Tway",87,4.04,1189,294,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Cameron Beckman",96,4.05,1536,379,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Jason Bohn",91,4.05,1036,256,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Alex Cejka",84,4.05,1114,275,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"John Cook",72,4.05,919,227,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Robert Damron",89,4.05,1288,318,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Robert Gamez",91,4.05,1380,341,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"JJ Henry",102,4.05,1232,304,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Mark Hensby",70,4.05,951,235,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Jonathan Kaye",77,4.05,1170,289,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Skip Kendall",80,4.05,1094,270,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Bernhard Langer",67,4.05,835,206,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Joe Ogilvie",103,4.05,1520,375,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Rod Pampling",89,4.05,1303,322,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Pat Perez",89,4.05,1254,310,"FirstTeeEarlyPar4ScoringAverage",2005
91,91,"Vaughn Taylor",99,4.05,1467,362,"FirstTeeEarlyPar4ScoringAverage",2005
106,106,"Chad Campbell",95,4.06,1398,344,"FirstTeeEarlyPar4ScoringAverage",2005
106,106,"John Daly",78,4.06,1116,275,"FirstTeeEarlyPar4ScoringAverage",2005
106,106,"Frank Lickliter II",100,4.06,1237,305,"FirstTeeEarlyPar4ScoringAverage",2005
106,106,"Sean OHair",103,4.06,1501,370,"FirstTeeEarlyPar4ScoringAverage",2005
106,106,"Loren Roberts",54,4.06,702,173,"FirstTeeEarlyPar4ScoringAverage",2005
106,106,"John Rollins",97,4.06,1099,271,"FirstTeeEarlyPar4ScoringAverage",2005
106,106,"Darron Stiles",78,4.06,906,223,"FirstTeeEarlyPar4ScoringAverage",2005
106,106,"Omar Uresti",84,4.06,1295,319,"FirstTeeEarlyPar4ScoringAverage",2005
106,106,"Nick Watney",91,4.06,1203,296,"FirstTeeEarlyPar4ScoringAverage",2005
115,115,"Jason Allred",75,4.07,1039,255,"FirstTeeEarlyPar4ScoringAverage",2005
115,115,"Jonathan Byrd",103,4.07,1562,384,"FirstTeeEarlyPar4ScoringAverage",2005
115,115,"Ben Crane",78,4.07,1106,272,"FirstTeeEarlyPar4ScoringAverage",2005
115,115,"Lucas Glover",88,4.07,1420,349,"FirstTeeEarlyPar4ScoringAverage",2005
115,115,"JP Hayes",63,4.07,876,215,"FirstTeeEarlyPar4ScoringAverage",2005
115,115,"Zach Johnson",96,4.07,1309,322,"FirstTeeEarlyPar4ScoringAverage",2005
115,115,"Brendan Jones",81,4.07,1086,267,"FirstTeeEarlyPar4ScoringAverage",2005
115,115,"Steve Lowery",100,4.07,1521,374,"FirstTeeEarlyPar4ScoringAverage",2005
