"BonusPutting_RANKTHISWEEK_2012","BonusPutting_RANKLASTWEEK_2012","BonusPutting_PLAYERNAME_2012","BonusPutting_ROUNDS_2012","BonusPutting_VALUE_2012","BonusPutting_ATTEMPTS_2012","BonusPutting_TOTMADE20_2012","BonusPutting_TOTMADE_2012","stat_name","year"
35,35,"Adam Scott",59,100.34,588,26,564,"BonusPutting",2012
36,36,"Jim Furyk",85,100.32,924,18,909,"BonusPutting",2012
36,36,"Hunter Mahan",88,100.32,939,30,912,"BonusPutting",2012
38,38,"Brandt Jobe",57,100.31,648,21,629,"BonusPutting",2012
39,39,"George McNeill",85,100.3,1004,38,969,"BonusPutting",2012
39,39,"Jhonattan Vegas",77,100.3,990,36,957,"BonusPutting",2012
41,41,"Billy Horschel",63,100.29,699,27,674,"BonusPutting",2012
41,41,"Charlie Wi",86,100.29,1030,38,995,"BonusPutting",2012
43,43,"Tim Clark",60,100.28,706,25,683,"BonusPutting",2012
44,44,"Martin Laird",77,100.27,749,19,732,"BonusPutting",2012
45,45,"Stewart Cink",71,100.26,779,30,751,"BonusPutting",2012
46,46,"Jonathan Byrd",69,100.25,797,30,769,"BonusPutting",2012
47,47,"Tommy Gainey",98,100.24,1265,52,1216,"BonusPutting",2012
48,48,"Brendon Todd",78,100.23,878,31,849,"BonusPutting",2012
49,49,"John Daly",50,100.2,510,17,494,"BonusPutting",2012
49,49,"Bryce Molder",83,100.2,989,34,957,"BonusPutting",2012
51,51,"Ryo Ishikawa",54,100.19,537,16,522,"BonusPutting",2012
52,52,"Troy Kelly",68,100.13,742,33,710,"BonusPutting",2012
53,53,"Zach Johnson",95,100.1,1026,32,995,"BonusPutting",2012
54,54,"JB Holmes",90,100.09,1141,40,1102,"BonusPutting",2012
54,54,"Carl Pettersson",92,100.09,1115,29,1087,"BonusPutting",2012
56,56,"Ken Duke",104,100,1266,50,1216,"BonusPutting",2012
56,56,"Tom Gillis",75,100,966,30,936,"BonusPutting",2012
56,56,"Billy Hurley III",70,100,793,22,771,"BonusPutting",2012
56,56,"Danny Lee",74,100,841,32,809,"BonusPutting",2012
56,56,"Steve Wheatcroft",56,100,602,18,584,"BonusPutting",2012
61,61,"Jimmy Walker",101,99.92,1263,32,1230,"BonusPutting",2012
62,62,"Nathan Green",73,99.88,814,26,787,"BonusPutting",2012
62,62,"Bill Haas",79,99.88,863,26,836,"BonusPutting",2012
64,64,"Michael Bradley",63,99.87,791,31,759,"BonusPutting",2012
64,64,"Steve Stricker",73,99.87,767,19,747,"BonusPutting",2012
64,64,"Bubba Watson",68,99.87,755,23,731,"BonusPutting",2012
67,67,"Dicky Pride",62,99.86,695,23,671,"BonusPutting",2012
68,68,"Gary Christian",91,99.81,1050,34,1014,"BonusPutting",2012
68,68,"Kyle Reifers",86,99.81,1072,31,1039,"BonusPutting",2012
68,68,"Nick Watney",97,99.81,1065,34,1029,"BonusPutting",2012
71,71,"Rod Pampling",88,99.8,1007,31,974,"BonusPutting",2012
72,72,"Spencer Levin",81,99.79,940,29,909,"BonusPutting",2012
73,73,"Harris English",98,99.76,1239,33,1203,"BonusPutting",2012
74,74,"Kevin Kisner",69,99.74,760,25,733,"BonusPutting",2012
75,75,"Charles Howell III",98,99.73,1113,34,1076,"BonusPutting",2012
75,75,"Ryan Moore",89,99.73,1124,35,1086,"BonusPutting",2012
77,77,"Roberto Castro",92,99.72,1089,31,1055,"BonusPutting",2012
78,78,"Bud Cauley",99,99.7,1312,34,1274,"BonusPutting",2012
78,78,"Garth Mulroy",59,99.7,660,21,637,"BonusPutting",2012
80,80,"Rickie Fowler",84,99.69,959,29,927,"BonusPutting",2012
81,81,"Will Claxton",99,99.68,1241,37,1200,"BonusPutting",2012
82,82,"Chris Kirk",93,99.67,1212,36,1172,"BonusPutting",2012
83,83,"Rocco Mediate",70,99.65,846,25,818,"BonusPutting",2012
84,84,"Tommy Biershenk",74,99.63,809,27,779,"BonusPutting",2012
84,84,"Richard Lee",71,99.63,807,17,787,"BonusPutting",2012
86,86,"Geoff Ogilvy",73,99.62,780,16,761,"BonusPutting",2012
87,87,"Justin Rose",69,99.61,773,26,744,"BonusPutting",2012
88,88,"JJ Killeen",101,99.59,1230,44,1181,"BonusPutting",2012
89,89,"Jeff Maggert",83,99.56,1125,37,1083,"BonusPutting",2012
90,90,"YE Yang",64,99.54,656,17,636,"BonusPutting",2012
91,91,"JJ Henry",93,99.53,1059,27,1027,"BonusPutting",2012
92,92,"DA Points",88,99.49,1175,40,1129,"BonusPutting",2012
93,93,"Dustin Johnson",70,99.48,763,22,737,"BonusPutting",2012
94,94,"Erik Compton",81,99.45,915,28,882,"BonusPutting",2012
94,94,"Kevin Na",80,99.45,906,25,876,"BonusPutting",2012
96,96,"Alexandre Rocha",62,99.44,713,19,690,"BonusPutting",2012
97,97,"Graham DeLaet",79,99.41,1009,24,979,"BonusPutting",2012
98,98,"Mark Wilson",84,99.39,988,27,955,"BonusPutting",2012
99,99,"Colt Knost",79,99.37,952,26,920,"BonusPutting",2012
100,100,"Rory McIlroy",60,99.3,571,14,553,"BonusPutting",2012
101,101,"Daniel Summerhays",81,99.29,987,29,951,"BonusPutting",2012
102,102,"Graeme McDowell",55,99.28,553,19,530,"BonusPutting",2012
103,103,"Sean OHair",84,99.27,1095,39,1048,"BonusPutting",2012
103,103,"Cameron Tringale",88,99.27,1094,28,1058,"BonusPutting",2012
105,105,"Ryuji Imada",78,99.26,942,27,908,"BonusPutting",2012
106,106,"Freddie Jacobson",61,99.22,641,20,616,"BonusPutting",2012
107,107,"John Rollins",81,99.21,1015,30,977,"BonusPutting",2012
108,108,"Blake Adams",107,99.19,1236,34,1192,"BonusPutting",2012
109,109,"Brian Davis",91,99.17,1085,35,1041,"BonusPutting",2012
109,109,"Henrik Stenson",51,99.17,599,23,571,"BonusPutting",2012
111,111,"Jason Bohn",81,99.15,940,26,906,"BonusPutting",2012
111,111,"Jerry Kelly",84,99.15,1064,29,1026,"BonusPutting",2012
113,113,"John Senden",81,99.1,890,25,857,"BonusPutting",2012
114,114,"Daniel Chopra",55,99.01,608,16,586,"BonusPutting",2012
114,114,"Russell Knox",72,99.01,812,21,783,"BonusPutting",2012
116,116,"Chris Stroud",86,98.97,1064,26,1027,"BonusPutting",2012
117,117,"Marco Dawson",60,98.96,674,15,652,"BonusPutting",2012
118,118,"Josh Teater",97,98.92,1200,32,1155,"BonusPutting",2012
119,119,"Miguel Angel Carballo",73,98.91,822,27,786,"BonusPutting",2012
120,120,"Pat Perez",81,98.88,982,30,941,"BonusPutting",2012
121,121,"Ernie Els",80,98.84,951,24,916,"BonusPutting",2012
121,121,"Harrison Frazar",56,98.84,690,22,660,"BonusPutting",2012
123,123,"Aaron Baddeley",73,98.82,760,17,734,"BonusPutting",2012
124,124,"Lee Westwood",60,98.81,587,19,561,"BonusPutting",2012
125,125,"Matt Every",80,98.78,902,26,865,"BonusPutting",2012
126,126,"Chris DiMarco",83,98.76,1049,32,1004,"BonusPutting",2012
127,127,"Mark Anderson",75,98.75,883,31,841,"BonusPutting",2012
128,128,"Patrick Sheehan",58,98.74,636,19,609,"BonusPutting",2012
129,129,"Camilo Villegas",79,98.71,1085,38,1033,"BonusPutting",2012
130,130,"Roland Thatcher",55,98.62,651,16,626,"BonusPutting",2012
131,131,"John Merrick",83,98.61,1078,36,1027,"BonusPutting",2012
132,132,"David Toms",60,98.59,640,17,614,"BonusPutting",2012
133,133,"Justin Leonard",79,98.58,984,22,948,"BonusPutting",2012
134,134,"David Mathis",83,98.55,964,22,928,"BonusPutting",2012
135,135,"Matt Bettencourt",80,98.52,879,20,846,"BonusPutting",2012
136,136,"Tim Herron",88,98.5,1134,29,1088,"BonusPutting",2012
137,137,"Scott Stallings",78,98.49,996,21,960,"BonusPutting",2012
138,138,"John Mallinger",74,98.42,950,31,904,"BonusPutting",2012
138,138,"Billy Mayfair",90,98.42,1140,34,1088,"BonusPutting",2012
140,140,"Kevin Streelman",89,98.4,1124,24,1082,"BonusPutting",2012
141,141,"Stuart Appleby",75,98.39,934,18,901,"BonusPutting",2012
142,142,"Bob Estes",78,98.38,926,21,890,"BonusPutting",2012
143,143,"Kevin Stadler",85,98.37,1042,23,1002,"BonusPutting",2012
143,143,"Brendan Steele",77,98.37,923,22,886,"BonusPutting",2012
145,145,"Kevin Chappell",91,98.34,1027,26,984,"BonusPutting",2012
145,145,"Chris Couch",61,98.34,785,24,748,"BonusPutting",2012
145,145,"Vijay Singh",99,98.34,1203,32,1151,"BonusPutting",2012
148,148,"Gary Woodland",70,98.32,774,20,741,"BonusPutting",2012
149,149,"Cameron Beckman",81,98.31,1003,33,953,"BonusPutting",2012
150,150,"Angel Cabrera",54,98.3,530,10,511,"BonusPutting",2012
151,151,"Hunter Haas",69,98.28,757,18,726,"BonusPutting",2012
152,152,"Robert Allenby",76,98.25,973,31,925,"BonusPutting",2012
153,153,"Marc Leishman",84,98.24,1136,23,1093,"BonusPutting",2012
154,154,"Charl Schwartzel",56,98.21,559,13,536,"BonusPutting",2012
155,155,"Bobby Gates",87,98.2,1111,26,1065,"BonusPutting",2012
155,155,"Charley Hoffman",88,98.2,1112,21,1071,"BonusPutting",2012
157,157,"Rory Sabbatini",84,98.19,1048,24,1005,"BonusPutting",2012
158,158,"Bill Lunde",83,98.16,980,26,936,"BonusPutting",2012
159,159,"Sangmoon Bae",81,98.14,806,21,770,"BonusPutting",2012
160,160,"Trevor Immelman",76,98.12,850,24,810,"BonusPutting",2012
161,161,"Robert Garrigus",89,98.1,1051,32,999,"BonusPutting",2012
162,162,"Sung Kang",75,98.09,888,23,848,"BonusPutting",2012
163,163,"Jason Kokrak",79,98.02,1011,27,964,"BonusPutting",2012
164,164,"Troy Matteson",100,97.98,1186,32,1130,"BonusPutting",2012
165,165,"DJ Trahan",73,97.95,928,24,885,"BonusPutting",2012
166,166,"Tom Pernice Jr",62,97.92,771,18,737,"BonusPutting",2012
167,167,"Vaughn Taylor",81,97.9,905,20,866,"BonusPutting",2012
168,168,"Scott Brown",65,97.88,753,23,714,"BonusPutting",2012
169,169,"Charlie Beljan",61,97.77,629,17,598,"BonusPutting",2012
169,169,"Greg Owen",90,97.77,1165,37,1102,"BonusPutting",2012
171,171,"Ted Potter Jr",77,97.68,861,25,816,"BonusPutting",2012
172,172,"Arjun Atwal",79,97.62,968,19,926,"BonusPutting",2012
172,172,"Nick OHern",78,97.62,1010,30,956,"BonusPutting",2012
174,174,"Mathew Goggin",65,97.59,829,16,793,"BonusPutting",2012
175,175,"Ricky Barnes",92,97.53,1216,40,1146,"BonusPutting",2012
176,176,"Kris Blanks",65,97.51,883,21,840,"BonusPutting",2012
177,177,"Andres Romero",68,97.44,780,22,738,"BonusPutting",2012
178,178,"Davis Love III",64,97.43,739,14,706,"BonusPutting",2012
178,178,"Chez Reavie",83,97.43,972,21,926,"BonusPutting",2012
180,180,"Stephen Ames",54,97.35,566,14,537,"BonusPutting",2012
180,180,"Heath Slocum",93,97.35,1133,21,1082,"BonusPutting",2012
182,182,"Chad Campbell",84,97.31,1077,30,1018,"BonusPutting",2012
183,183,"Padraig Harrington",67,97.23,649,19,612,"BonusPutting",2012
184,184,"KJ Choi",71,97.18,817,12,782,"BonusPutting",2012
185,185,"Kyle Stanley",86,97.12,1075,23,1021,"BonusPutting",2012
186,186,"Robert Karlsson",54,97.03,607,12,577,"BonusPutting",2012
187,187,"Stephen Gangluff",57,97.02,637,14,604,"BonusPutting",2012
188,188,"Matt Jones",53,96.65,656,18,616,"BonusPutting",2012
189,189,"Boo Weekley",74,96.3,893,20,840,"BonusPutting",2012
190,190,"Kyle Thompson",51,95.35,559,10,523,"BonusPutting",2012
191,191,"Scott Dunlap",57,94.88,684,9,640,"BonusPutting",2012
