"LateRound1ScoringAverage_RANKTHISWEEK_2012","LateRound1ScoringAverage_RANKLASTWEEK_2012","LateRound1ScoringAverage_PLAYERNAME_2012","LateRound1ScoringAverage__2012","LateRound1ScoringAverage_AVG_2012","LateRound1ScoringAverage_TOTALSTROKES_2012","LateRound1ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Jason Dufner",NA,67.91,747,11,"LateRound1ScoringAverage",2012
2,2,"Vijay Singh",NA,68.36,957,14,"LateRound1ScoringAverage",2012
3,3,"Adam Scott",NA,68.67,206,3,"LateRound1ScoringAverage",2012
4,4,"Ryan Moore",NA,68.8,688,10,"LateRound1ScoringAverage",2012
5,5,"Charl Schwartzel",NA,69.29,485,7,"LateRound1ScoringAverage",2012
6,6,"Seung Yul Noh",NA,69.35,1179,17,"LateRound1ScoringAverage",2012
7,7,"Steve Stricker",NA,69.36,763,11,"LateRound1ScoringAverage",2012
8,8,"Tim Clark",NA,69.5,556,8,"LateRound1ScoringAverage",2012
8,8,"Roland Thatcher",NA,69.5,695,10,"LateRound1ScoringAverage",2012
10,10,"Pat Perez",NA,69.57,487,7,"LateRound1ScoringAverage",2012
11,11,"Erik Compton",NA,69.64,766,11,"LateRound1ScoringAverage",2012
12,12,"Mathew Goggin",NA,69.67,836,12,"LateRound1ScoringAverage",2012
13,13,"Brendon de Jonge",NA,69.69,1115,16,"LateRound1ScoringAverage",2012
14,14,"Matt Kuchar",NA,69.75,558,8,"LateRound1ScoringAverage",2012
15,15,"Troy Matteson",NA,69.77,907,13,"LateRound1ScoringAverage",2012
16,16,"Justin Rose",NA,69.78,628,9,"LateRound1ScoringAverage",2012
17,17,"Tom Gillis",NA,69.82,768,11,"LateRound1ScoringAverage",2012
17,17,"Rod Pampling",NA,69.82,768,11,"LateRound1ScoringAverage",2012
19,19,"Bud Cauley",NA,69.83,838,12,"LateRound1ScoringAverage",2012
19,19,"Jim Furyk",NA,69.83,838,12,"LateRound1ScoringAverage",2012
21,21,"Matt Jones",NA,69.9,699,10,"LateRound1ScoringAverage",2012
22,22,"Ryan Palmer",NA,69.91,769,11,"LateRound1ScoringAverage",2012
23,23,"Bob Estes",NA,70,630,9,"LateRound1ScoringAverage",2012
23,23,"John Merrick",NA,70,700,10,"LateRound1ScoringAverage",2012
23,23,"Bubba Watson",NA,70,770,11,"LateRound1ScoringAverage",2012
23,23,"Tiger Woods",NA,70,490,7,"LateRound1ScoringAverage",2012
27,27,"Rocco Mediate",NA,70.1,701,10,"LateRound1ScoringAverage",2012
28,28,"Keegan Bradley",NA,70.11,631,9,"LateRound1ScoringAverage",2012
28,28,"Chris Kirk",NA,70.11,631,9,"LateRound1ScoringAverage",2012
30,30,"Rory McIlroy",NA,70.13,561,8,"LateRound1ScoringAverage",2012
31,31,"Rickie Fowler",NA,70.17,842,12,"LateRound1ScoringAverage",2012
31,31,"Padraig Harrington",NA,70.17,421,6,"LateRound1ScoringAverage",2012
31,31,"Vaughn Taylor",NA,70.17,842,12,"LateRound1ScoringAverage",2012
31,31,"Lee Westwood",NA,70.17,421,6,"LateRound1ScoringAverage",2012
35,35,"Robert Garrigus",NA,70.18,772,11,"LateRound1ScoringAverage",2012
36,36,"Cameron Tringale",NA,70.21,983,14,"LateRound1ScoringAverage",2012
37,37,"Blake Adams",NA,70.29,1195,17,"LateRound1ScoringAverage",2012
38,38,"Gavin Coles",NA,70.3,703,10,"LateRound1ScoringAverage",2012
39,39,"Danny Lee",NA,70.31,914,13,"LateRound1ScoringAverage",2012
40,40,"Dustin Johnson",NA,70.33,633,9,"LateRound1ScoringAverage",2012
40,40,"William McGirt",NA,70.33,1055,15,"LateRound1ScoringAverage",2012
42,42,"John Huh",NA,70.36,774,11,"LateRound1ScoringAverage",2012
42,42,"John Mallinger",NA,70.36,774,11,"LateRound1ScoringAverage",2012
42,42,"John Senden",NA,70.36,774,11,"LateRound1ScoringAverage",2012
42,42,"Bo Van Pelt",NA,70.36,774,11,"LateRound1ScoringAverage",2012
46,46,"Harris English",NA,70.38,915,13,"LateRound1ScoringAverage",2012
46,46,"Scott Stallings",NA,70.38,915,13,"LateRound1ScoringAverage",2012
48,48,"Johnson Wagner",NA,70.4,704,10,"LateRound1ScoringAverage",2012
49,49,"Cameron Beckman",NA,70.42,845,12,"LateRound1ScoringAverage",2012
50,50,"Harrison Frazar",NA,70.44,634,9,"LateRound1ScoringAverage",2012
51,51,"Ben Crane",NA,70.45,775,11,"LateRound1ScoringAverage",2012
52,52,"Charlie Wi",NA,70.5,846,12,"LateRound1ScoringAverage",2012
53,53,"Will Claxton",NA,70.53,1199,17,"LateRound1ScoringAverage",2012
54,54,"Scott Piercy",NA,70.54,917,13,"LateRound1ScoringAverage",2012
55,55,"David Hearn",NA,70.55,776,11,"LateRound1ScoringAverage",2012
56,56,"Louis Oosthuizen",NA,70.56,635,9,"LateRound1ScoringAverage",2012
56,56,"Webb Simpson",NA,70.56,635,9,"LateRound1ScoringAverage",2012
58,58,"Robert Karlsson",NA,70.57,494,7,"LateRound1ScoringAverage",2012
58,58,"Greg Owen",NA,70.57,988,14,"LateRound1ScoringAverage",2012
60,60,"Matt Every",NA,70.58,847,12,"LateRound1ScoringAverage",2012
60,60,"Zach Johnson",NA,70.58,847,12,"LateRound1ScoringAverage",2012
60,60,"Colt Knost",NA,70.58,847,12,"LateRound1ScoringAverage",2012
63,63,"Kevin Kisner",NA,70.6,706,10,"LateRound1ScoringAverage",2012
63,63,"Kyle Reifers",NA,70.6,1059,15,"LateRound1ScoringAverage",2012
65,65,"Ernie Els",NA,70.62,918,13,"LateRound1ScoringAverage",2012
66,66,"Roberto Castro",NA,70.64,989,14,"LateRound1ScoringAverage",2012
66,66,"Alexandre Rocha",NA,70.64,777,11,"LateRound1ScoringAverage",2012
68,68,"Davis Love III",NA,70.67,636,9,"LateRound1ScoringAverage",2012
68,68,"Brandt Snedeker",NA,70.67,848,12,"LateRound1ScoringAverage",2012
68,68,"Jimmy Walker",NA,70.67,1060,15,"LateRound1ScoringAverage",2012
