"PuttsperRoundRound1_RANKTHISWEEK_2013","PuttsperRoundRound1_RANKLASTWEEK_2013","PuttsperRoundRound1_PLAYERNAME_2013","PuttsperRoundRound1__2013","PuttsperRoundRound1_AVG_2013","PuttsperRoundRound1_TOTALPUTTS_2013","PuttsperRoundRound1_TOTALROUNDS_2013","stat_name","year"
1,1,"Brian Gay",NA,27.33,656,24,"PuttsperRoundRound1",2013
2,2,"Aaron Baddeley",NA,27.52,633,23,"PuttsperRoundRound1",2013
3,3,"Morgan Hoffmann",NA,27.95,559,20,"PuttsperRoundRound1",2013
4,4,"Luke Donald",NA,28.06,449,16,"PuttsperRoundRound1",2013
5,5,"Chris Kirk",NA,28.08,674,24,"PuttsperRoundRound1",2013
6,6,"Brandt Snedeker",NA,28.09,646,23,"PuttsperRoundRound1",2013
7,7,"Freddie Jacobson",NA,28.11,506,18,"PuttsperRoundRound1",2013
8,8,"Jonas Blixt",NA,28.21,677,24,"PuttsperRoundRound1",2013
9,9,"Bryce Molder",NA,28.26,650,23,"PuttsperRoundRound1",2013
10,10,"Chris Stroud",NA,28.27,735,26,"PuttsperRoundRound1",2013
11,11,"Charlie Wi",NA,28.32,623,22,"PuttsperRoundRound1",2013
12,12,"Greg Chalmers",NA,28.33,680,24,"PuttsperRoundRound1",2013
13,13,"Jerry Kelly",NA,28.36,624,22,"PuttsperRoundRound1",2013
14,14,"Mike Weir",NA,28.38,596,21,"PuttsperRoundRound1",2013
15,15,"Vaughn Taylor",NA,28.4,426,15,"PuttsperRoundRound1",2013
16,16,"Jimmy Walker",NA,28.42,682,24,"PuttsperRoundRound1",2013
17,17,"Lee Williams",NA,28.43,597,21,"PuttsperRoundRound1",2013
18,18,"Kevin Chappell",NA,28.46,683,24,"PuttsperRoundRound1",2013
18,18,"Justin Leonard",NA,28.46,683,24,"PuttsperRoundRound1",2013
20,20,"Bob Estes",NA,28.5,513,18,"PuttsperRoundRound1",2013
21,21,"Tiger Woods",NA,28.53,428,15,"PuttsperRoundRound1",2013
22,22,"Roberto Castro",NA,28.55,828,29,"PuttsperRoundRound1",2013
22,22,"James Driscoll",NA,28.55,628,22,"PuttsperRoundRound1",2013
24,24,"David Hearn",NA,28.58,743,26,"PuttsperRoundRound1",2013
24,24,"Daniel Summerhays",NA,28.58,743,26,"PuttsperRoundRound1",2013
26,26,"Dicky Pride",NA,28.59,629,22,"PuttsperRoundRound1",2013
27,27,"Peter Hanson",NA,28.62,372,13,"PuttsperRoundRound1",2013
27,27,"Casey Wittenberg",NA,28.62,744,26,"PuttsperRoundRound1",2013
29,29,"Matt Jones",NA,28.63,687,24,"PuttsperRoundRound1",2013
30,30,"Jason Day",NA,28.65,573,20,"PuttsperRoundRound1",2013
30,30,"Fabian Gomez",NA,28.65,659,23,"PuttsperRoundRound1",2013
32,32,"Jeff Overton",NA,28.67,688,24,"PuttsperRoundRound1",2013
32,32,"Steve Stricker",NA,28.67,344,12,"PuttsperRoundRound1",2013
32,32,"DJ Trahan",NA,28.67,430,15,"PuttsperRoundRound1",2013
35,35,"Sergio Garcia",NA,28.69,459,16,"PuttsperRoundRound1",2013
36,36,"Jason Bohn",NA,28.7,660,23,"PuttsperRoundRound1",2013
36,36,"Andres Romero",NA,28.7,574,20,"PuttsperRoundRound1",2013
38,38,"Patrick Reed",NA,28.73,747,26,"PuttsperRoundRound1",2013
39,39,"Charley Hoffman",NA,28.74,661,23,"PuttsperRoundRound1",2013
40,40,"Justin Rose",NA,28.75,460,16,"PuttsperRoundRound1",2013
41,41,"Steven Bowditch",NA,28.76,604,21,"PuttsperRoundRound1",2013
41,41,"Rickie Fowler",NA,28.76,604,21,"PuttsperRoundRound1",2013
41,41,"Phil Mickelson",NA,28.76,604,21,"PuttsperRoundRound1",2013
41,41,"Alistair Presnell",NA,28.76,604,21,"PuttsperRoundRound1",2013
45,45,"Matt Every",NA,28.79,806,28,"PuttsperRoundRound1",2013
46,46,"Tim Herron",NA,28.8,432,15,"PuttsperRoundRound1",2013
46,46,"Ian Poulter",NA,28.8,432,15,"PuttsperRoundRound1",2013
48,48,"Luke Guthrie",NA,28.81,778,27,"PuttsperRoundRound1",2013
49,49,"Russell Henley",NA,28.83,663,23,"PuttsperRoundRound1",2013
49,49,"Aaron Watkins",NA,28.83,519,18,"PuttsperRoundRound1",2013
51,51,"Cameron Percy",NA,28.85,577,20,"PuttsperRoundRound1",2013
52,52,"Brian Davis",NA,28.86,808,28,"PuttsperRoundRound1",2013
53,53,"Carl Pettersson",NA,28.87,664,23,"PuttsperRoundRound1",2013
54,54,"Troy Matteson",NA,28.91,665,23,"PuttsperRoundRound1",2013
54,54,"Chez Reavie",NA,28.91,636,22,"PuttsperRoundRound1",2013
56,56,"Stuart Appleby",NA,28.92,694,24,"PuttsperRoundRound1",2013
56,56,"James Hahn",NA,28.92,723,25,"PuttsperRoundRound1",2013
56,56,"Billy Horschel",NA,28.92,752,26,"PuttsperRoundRound1",2013
56,56,"Colt Knost",NA,28.92,694,24,"PuttsperRoundRound1",2013
60,60,"Matt Kuchar",NA,28.95,637,22,"PuttsperRoundRound1",2013
60,60,"Jeff Maggert",NA,28.95,579,20,"PuttsperRoundRound1",2013
62,62,"Ben Crane",NA,29,580,20,"PuttsperRoundRound1",2013
62,62,"Ken Duke",NA,29,812,28,"PuttsperRoundRound1",2013
62,62,"Ryan Moore",NA,29,609,21,"PuttsperRoundRound1",2013
62,62,"Rod Pampling",NA,29,435,15,"PuttsperRoundRound1",2013
66,66,"Brendon de Jonge",NA,29.03,871,30,"PuttsperRoundRound1",2013
67,67,"Tag Ridings",NA,29.04,668,23,"PuttsperRoundRound1",2013
67,67,"Scott Stallings",NA,29.04,784,27,"PuttsperRoundRound1",2013
69,69,"Jason Dufner",NA,29.05,610,21,"PuttsperRoundRound1",2013
70,70,"Lee Westwood",NA,29.06,523,18,"PuttsperRoundRound1",2013
71,71,"Padraig Harrington",NA,29.07,436,15,"PuttsperRoundRound1",2013
72,72,"Seung Yul Noh",NA,29.08,698,24,"PuttsperRoundRound1",2013
72,72,"Webb Simpson",NA,29.08,698,24,"PuttsperRoundRound1",2013
74,74,"Zach Johnson",NA,29.09,669,23,"PuttsperRoundRound1",2013
74,74,"Ryan Palmer",NA,29.09,640,22,"PuttsperRoundRound1",2013
76,76,"Scott Brown",NA,29.1,611,21,"PuttsperRoundRound1",2013
76,76,"Shawn Stefani",NA,29.1,582,20,"PuttsperRoundRound1",2013
78,78,"Charles Howell III",NA,29.12,728,25,"PuttsperRoundRound1",2013
78,78,"Brendan Steele",NA,29.12,728,25,"PuttsperRoundRound1",2013
80,80,"Graeme McDowell",NA,29.13,437,15,"PuttsperRoundRound1",2013
81,81,"Jason Kokrak",NA,29.16,729,25,"PuttsperRoundRound1",2013
