"GIRPercentagefromOtherthanFairway_RANKTHISWEEK_2014","GIRPercentagefromOtherthanFairway_RANKLASTWEEK_2014","GIRPercentagefromOtherthanFairway_PLAYERNAME_2014","GIRPercentagefromOtherthanFairway_ROUNDS_2014","GIRPercentagefromOtherthanFairway_Pct_2014","GIRPercentagefromOtherthanFairway_GREENSHIT_2014","GIRPercentagefromOtherthanFairway_OFHOLES_2014","stat_name","year"
36,36,"Freddie Jacobson",91,52.82,272,515,"GIRPercentagefromOtherthanFairway",2014
37,37,"JJ Henry",91,52.78,228,432,"GIRPercentagefromOtherthanFairway",2014
38,38,"Ben Martin",80,52.76,210,398,"GIRPercentagefromOtherthanFairway",2014
39,39,"Sangmoon Bae",76,52.68,216,410,"GIRPercentagefromOtherthanFairway",2014
40,40,"Michael Putnam",106,52.62,291,553,"GIRPercentagefromOtherthanFairway",2014
41,41,"Bill Haas",107,52.57,286,544,"GIRPercentagefromOtherthanFairway",2014
42,42,"Kevin Stadler",90,52.48,233,444,"GIRPercentagefromOtherthanFairway",2014
43,43,"Kevin Na",94,52.46,245,467,"GIRPercentagefromOtherthanFairway",2014
44,44,"Paul Casey",56,52.43,162,309,"GIRPercentagefromOtherthanFairway",2014
45,45,"Bud Cauley",56,52.41,174,332,"GIRPercentagefromOtherthanFairway",2014
46,46,"David Toms",64,52.36,111,212,"GIRPercentagefromOtherthanFairway",2014
47,47,"Will Wilcox",51,52.27,138,264,"GIRPercentagefromOtherthanFairway",2014
48,48,"Carl Pettersson",91,52.2,273,523,"GIRPercentagefromOtherthanFairway",2014
49,49,"Kevin Chappell",100,52.13,245,470,"GIRPercentagefromOtherthanFairway",2014
50,50,"Vijay Singh",83,51.97,237,456,"GIRPercentagefromOtherthanFairway",2014
51,51,"Lucas Glover",68,51.96,172,331,"GIRPercentagefromOtherthanFairway",2014
52,52,"Jeff Maggert",54,51.91,122,235,"GIRPercentagefromOtherthanFairway",2014
53,53,"Andrew Loupe",65,51.88,221,426,"GIRPercentagefromOtherthanFairway",2014
54,54,"Erik Compton",88,51.87,264,509,"GIRPercentagefromOtherthanFairway",2014
55,55,"John Peterson",62,51.83,156,301,"GIRPercentagefromOtherthanFairway",2014
56,56,"Sean OHair",77,51.81,257,496,"GIRPercentagefromOtherthanFairway",2014
57,57,"Louis Oosthuizen",50,51.79,130,251,"GIRPercentagefromOtherthanFairway",2014
58,58,"Jim Herman",62,51.63,158,306,"GIRPercentagefromOtherthanFairway",2014
59,59,"Pat Perez",84,51.61,241,467,"GIRPercentagefromOtherthanFairway",2014
59,59,"Brendon Todd",108,51.61,273,529,"GIRPercentagefromOtherthanFairway",2014
61,61,"Marc Leishman",81,51.6,242,469,"GIRPercentagefromOtherthanFairway",2014
62,62,"Robert Garrigus",80,51.57,246,477,"GIRPercentagefromOtherthanFairway",2014
63,63,"Kevin Tway",64,51.45,177,344,"GIRPercentagefromOtherthanFairway",2014
64,64,"Nick Watney",80,51.32,194,378,"GIRPercentagefromOtherthanFairway",2014
65,65,"Scott Stallings",77,51.29,239,466,"GIRPercentagefromOtherthanFairway",2014
66,66,"Danny Lee",84,51.28,200,390,"GIRPercentagefromOtherthanFairway",2014
67,67,"Jerry Kelly",80,51.21,191,373,"GIRPercentagefromOtherthanFairway",2014
68,68,"Billy Horschel",92,51.2,213,416,"GIRPercentagefromOtherthanFairway",2014
69,69,"Shawn Stefani",60,51.16,154,301,"GIRPercentagefromOtherthanFairway",2014
70,70,"Brendan Steele",89,51.14,246,481,"GIRPercentagefromOtherthanFairway",2014
71,71,"Trevor Immelman",84,51.08,237,464,"GIRPercentagefromOtherthanFairway",2014
72,72,"Stuart Appleby",92,51.01,253,496,"GIRPercentagefromOtherthanFairway",2014
72,72,"Martin Kaymer",65,51.01,177,347,"GIRPercentagefromOtherthanFairway",2014
74,74,"John Rollins",84,51,229,449,"GIRPercentagefromOtherthanFairway",2014
75,75,"Nicholas Thompson",85,50.94,189,371,"GIRPercentagefromOtherthanFairway",2014
76,76,"Bo Van Pelt",83,50.93,219,430,"GIRPercentagefromOtherthanFairway",2014
77,77,"Steven Bowditch",93,50.86,296,582,"GIRPercentagefromOtherthanFairway",2014
77,77,"Will Ma Kenzie",82,50.86,206,405,"GIRPercentagefromOtherthanFairway",2014
79,79,"Luke Guthrie",85,50.82,247,486,"GIRPercentagefromOtherthanFairway",2014
80,80,"Hideki Matsuyama",82,50.81,219,431,"GIRPercentagefromOtherthanFairway",2014
81,81,"Chad Campbell",57,50.78,130,256,"GIRPercentagefromOtherthanFairway",2014
81,81,"John Huh",87,50.78,195,384,"GIRPercentagefromOtherthanFairway",2014
83,83,"Keegan Bradley",89,50.76,235,463,"GIRPercentagefromOtherthanFairway",2014
84,84,"Cameron Tringale",111,50.63,283,559,"GIRPercentagefromOtherthanFairway",2014
85,85,"Russell Knox",92,50.6,210,415,"GIRPercentagefromOtherthanFairway",2014
86,86,"Wes Roach",67,50.58,173,342,"GIRPercentagefromOtherthanFairway",2014
87,87,"Scott Brown",100,50.43,236,468,"GIRPercentagefromOtherthanFairway",2014
88,88,"Ryan Moore",86,50.42,179,355,"GIRPercentagefromOtherthanFairway",2014
89,89,"Tommy Gainey",73,50.25,203,404,"GIRPercentagefromOtherthanFairway",2014
90,90,"Martin Laird",66,50.15,169,337,"GIRPercentagefromOtherthanFairway",2014
91,91,"Jason Dufner",57,50,137,274,"GIRPercentagefromOtherthanFairway",2014
91,91,"Troy Matteson",62,50,190,380,"GIRPercentagefromOtherthanFairway",2014
91,91,"George McNeill",79,50,208,416,"GIRPercentagefromOtherthanFairway",2014
91,91,"Charl Schwartzel",64,50,176,352,"GIRPercentagefromOtherthanFairway",2014
95,95,"David Lingmerth",80,49.88,212,425,"GIRPercentagefromOtherthanFairway",2014
96,96,"Ricky Barnes",92,49.82,276,554,"GIRPercentagefromOtherthanFairway",2014
97,97,"Briny Baird",50,49.8,126,253,"GIRPercentagefromOtherthanFairway",2014
97,97,"Tyrone Van Aswegen",79,49.8,252,506,"GIRPercentagefromOtherthanFairway",2014
99,99,"Morgan Hoffmann",103,49.68,315,634,"GIRPercentagefromOtherthanFairway",2014
100,100,"Robert Allenby",83,49.66,216,435,"GIRPercentagefromOtherthanFairway",2014
101,101,"Ted Potter Jr",68,49.65,143,288,"GIRPercentagefromOtherthanFairway",2014
102,102,"Michael Thompson",74,49.62,194,391,"GIRPercentagefromOtherthanFairway",2014
103,103,"Ryo Ishikawa",75,49.59,242,488,"GIRPercentagefromOtherthanFairway",2014
104,104,"William McGirt",96,49.56,226,456,"GIRPercentagefromOtherthanFairway",2014
105,105,"Davis Love III",74,49.51,203,410,"GIRPercentagefromOtherthanFairway",2014
105,105,"Bryce Molder",77,49.51,204,412,"GIRPercentagefromOtherthanFairway",2014
107,107,"Brian Stuard",91,49.39,203,411,"GIRPercentagefromOtherthanFairway",2014
108,108,"JB Holmes",86,49.36,268,543,"GIRPercentagefromOtherthanFairway",2014
109,109,"Jonas Blixt",64,49.34,188,381,"GIRPercentagefromOtherthanFairway",2014
109,109,"Lee Westwood",57,49.34,150,304,"GIRPercentagefromOtherthanFairway",2014
111,111,"David Hearn",97,49.32,217,440,"GIRPercentagefromOtherthanFairway",2014
112,112,"James Hahn",82,49.31,215,436,"GIRPercentagefromOtherthanFairway",2014
113,113,"Kevin Streelman",79,49.28,172,349,"GIRPercentagefromOtherthanFairway",2014
114,114,"Brooks Koepka",56,49.26,166,337,"GIRPercentagefromOtherthanFairway",2014
115,115,"James Driscoll",71,49.25,230,467,"GIRPercentagefromOtherthanFairway",2014
116,116,"Camilo Villegas",95,49.15,261,531,"GIRPercentagefromOtherthanFairway",2014
117,117,"Tim Wilkinson",86,49.14,228,464,"GIRPercentagefromOtherthanFairway",2014
118,118,"Jeff Overton",80,49.12,222,452,"GIRPercentagefromOtherthanFairway",2014
119,119,"Josh Teater",90,49.05,233,475,"GIRPercentagefromOtherthanFairway",2014
120,120,"Brice Garnett",92,48.91,247,505,"GIRPercentagefromOtherthanFairway",2014
121,121,"Brian Gay",81,48.81,205,420,"GIRPercentagefromOtherthanFairway",2014
122,122,"Patrick Reed",92,48.75,273,560,"GIRPercentagefromOtherthanFairway",2014
123,123,"Johnson Wagner",69,48.72,190,390,"GIRPercentagefromOtherthanFairway",2014
124,124,"Scott Langley",95,48.61,245,504,"GIRPercentagefromOtherthanFairway",2014
125,125,"Kevin Kisner",85,48.58,222,457,"GIRPercentagefromOtherthanFairway",2014
126,126,"Matt Kuchar",91,48.51,195,402,"GIRPercentagefromOtherthanFairway",2014
127,127,"Heath Slocum",71,48.5,129,266,"GIRPercentagefromOtherthanFairway",2014
128,128,"Troy Merritt",62,48.2,161,334,"GIRPercentagefromOtherthanFairway",2014
128,128,"Webb Simpson",87,48.2,214,444,"GIRPercentagefromOtherthanFairway",2014
130,130,"Derek Ernst",80,48.02,182,379,"GIRPercentagefromOtherthanFairway",2014
131,131,"Brian Harman",111,48.01,290,604,"GIRPercentagefromOtherthanFairway",2014
132,132,"Ken Duke",80,48,156,325,"GIRPercentagefromOtherthanFairway",2014
133,133,"Russell Henley",92,47.97,225,469,"GIRPercentagefromOtherthanFairway",2014
134,134,"Billy Hurley III",86,47.89,170,355,"GIRPercentagefromOtherthanFairway",2014
135,135,"Jason Bohn",81,47.85,189,395,"GIRPercentagefromOtherthanFairway",2014
135,135,"Brendon de Jonge",109,47.85,234,489,"GIRPercentagefromOtherthanFairway",2014
135,135,"Brandt Snedeker",89,47.85,211,441,"GIRPercentagefromOtherthanFairway",2014
138,138,"Jordan Spieth",102,47.79,270,565,"GIRPercentagefromOtherthanFairway",2014
139,139,"Brian Davis",93,47.76,203,425,"GIRPercentagefromOtherthanFairway",2014
140,140,"Chris Stroud",88,47.75,212,444,"GIRPercentagefromOtherthanFairway",2014
141,141,"Andres Romero",81,47.74,232,486,"GIRPercentagefromOtherthanFairway",2014
142,142,"Jason Day",54,47.65,132,277,"GIRPercentagefromOtherthanFairway",2014
143,143,"Zach Johnson",97,47.61,189,397,"GIRPercentagefromOtherthanFairway",2014
144,144,"Jim Furyk",84,47.49,142,299,"GIRPercentagefromOtherthanFairway",2014
145,145,"YE Yang",79,47.34,178,376,"GIRPercentagefromOtherthanFairway",2014
146,146,"Rickie Fowler",91,47.06,224,476,"GIRPercentagefromOtherthanFairway",2014
147,147,"Chesson Hadley",84,46.92,236,503,"GIRPercentagefromOtherthanFairway",2014
148,148,"KJ Choi",80,46.87,187,399,"GIRPercentagefromOtherthanFairway",2014
149,149,"Chris Kirk",105,46.78,254,543,"GIRPercentagefromOtherthanFairway",2014
150,150,"Aaron Baddeley",74,46.76,224,479,"GIRPercentagefromOtherthanFairway",2014
151,151,"Matt Every",85,46.48,238,512,"GIRPercentagefromOtherthanFairway",2014
152,152,"Retief Goosen",94,46.47,257,553,"GIRPercentagefromOtherthanFairway",2014
153,153,"Greg Chalmers",85,46.37,217,468,"GIRPercentagefromOtherthanFairway",2014
154,154,"Matt Jones",83,46.36,223,481,"GIRPercentagefromOtherthanFairway",2014
154,154,"Charlie Wi",72,46.36,191,412,"GIRPercentagefromOtherthanFairway",2014
156,156,"Graeme McDowell",66,46.07,123,267,"GIRPercentagefromOtherthanFairway",2014
157,157,"John Senden",99,46.04,227,493,"GIRPercentagefromOtherthanFairway",2014
158,158,"Woody Austin",63,45.91,146,318,"GIRPercentagefromOtherthanFairway",2014
159,159,"Mark Wilson",69,45.82,137,299,"GIRPercentagefromOtherthanFairway",2014
160,160,"Jim Renner",61,45.81,164,358,"GIRPercentagefromOtherthanFairway",2014
161,161,"Richard Lee",80,45.54,189,415,"GIRPercentagefromOtherthanFairway",2014
162,162,"Brad Fritsch",50,45.49,121,266,"GIRPercentagefromOtherthanFairway",2014
162,162,"Spencer Levin",59,45.49,131,288,"GIRPercentagefromOtherthanFairway",2014
164,164,"Bronson La Cassie",51,45.45,120,264,"GIRPercentagefromOtherthanFairway",2014
165,165,"Chad Collins",78,45.3,188,415,"GIRPercentagefromOtherthanFairway",2014
166,166,"Ben Curtis",77,44.69,160,358,"GIRPercentagefromOtherthanFairway",2014
167,167,"DH Lee",54,44.64,104,233,"GIRPercentagefromOtherthanFairway",2014
168,168,"Ben Crane",81,44.33,168,379,"GIRPercentagefromOtherthanFairway",2014
169,169,"Roberto Castro",76,44.24,169,382,"GIRPercentagefromOtherthanFairway",2014
170,170,"Ernie Els",85,44.19,228,516,"GIRPercentagefromOtherthanFairway",2014
171,171,"Mike Weir",69,44.16,189,428,"GIRPercentagefromOtherthanFairway",2014
172,172,"Gonzalo Fdez Castano",83,44.13,203,460,"GIRPercentagefromOtherthanFairway",2014
173,173,"Ian Poulter",57,43.89,133,303,"GIRPercentagefromOtherthanFairway",2014
174,174,"DA Points",75,43.86,168,383,"GIRPercentagefromOtherthanFairway",2014
175,175,"Luke Donald",57,43.49,127,292,"GIRPercentagefromOtherthanFairway",2014
176,176,"Tim Clark",75,41.91,114,272,"GIRPercentagefromOtherthanFairway",2014
177,177,"Justin Leonard",75,36.71,134,365,"GIRPercentagefromOtherthanFairway",2014
