"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2006","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2006","ApproachesLeftRoughRTPScore_PLAYERNAME_2006","ApproachesLeftRoughRTPScore_ROUNDS_2006","ApproachesLeftRoughRTPScore_AVGRTP_2006","stat_name","year"
1,1,"Tiger Woods",55,-0.103,"ApproachesLeftRoughRTPScore",2006
2,2,"Stuart Appleby",83,-0.025,"ApproachesLeftRoughRTPScore",2006
3,3,"Fred Couples",52,-0.014,"ApproachesLeftRoughRTPScore",2006
4,4,"Briny Baird",81,-0.01,"ApproachesLeftRoughRTPScore",2006
5,5,"Billy Mayfair",94,0.012,"ApproachesLeftRoughRTPScore",2006
6,6,"Steve Stricker",64,0.013,"ApproachesLeftRoughRTPScore",2006
7,7,"Bob May",65,0.025,"ApproachesLeftRoughRTPScore",2006
8,8,"Jesper Parnevik",84,0.027,"ApproachesLeftRoughRTPScore",2006
9,9,"Greg Owen",79,0.028,"ApproachesLeftRoughRTPScore",2006
10,10,"Padraig Harrington",54,0.041,"ApproachesLeftRoughRTPScore",2006
11,11,"Bubba Watson",83,0.043,"ApproachesLeftRoughRTPScore",2006
12,12,"Bill Haas",99,0.045,"ApproachesLeftRoughRTPScore",2006
13,13,"Steve Flesch",119,0.048,"ApproachesLeftRoughRTPScore",2006
13,13,"Dean Wilson",115,0.048,"ApproachesLeftRoughRTPScore",2006
15,15,"Carl Pettersson",95,0.052,"ApproachesLeftRoughRTPScore",2006
16,16,"JP Hayes",55,0.055,"ApproachesLeftRoughRTPScore",2006
17,17,"Vijay Singh",103,0.056,"ApproachesLeftRoughRTPScore",2006
18,18,"Chris Riley",86,0.057,"ApproachesLeftRoughRTPScore",2006
19,19,"Jim Furyk",89,0.059,"ApproachesLeftRoughRTPScore",2006
20,20,"Shigeki Maruyama",94,0.063,"ApproachesLeftRoughRTPScore",2006
20,20,"Bo Van Pelt",102,0.063,"ApproachesLeftRoughRTPScore",2006
22,22,"Nick Watney",97,0.067,"ApproachesLeftRoughRTPScore",2006
23,23,"Jeff Brehaut",100,0.07,"ApproachesLeftRoughRTPScore",2006
24,24,"Camilo Villegas",95,0.071,"ApproachesLeftRoughRTPScore",2006
25,25,"Heath Slocum",96,0.072,"ApproachesLeftRoughRTPScore",2006
