"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2006","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2006","ApproachesLeftRoughRTPScore_PLAYERNAME_2006","ApproachesLeftRoughRTPScore_ROUNDS_2006","ApproachesLeftRoughRTPScore_AVGRTP_2006","stat_name","year"
26,26,"Kirk Triplett",58,0.073,"ApproachesLeftRoughRTPScore",2006
27,27,"Ernie Els",69,0.074,"ApproachesLeftRoughRTPScore",2006
27,27,"Vance Veazey",59,0.074,"ApproachesLeftRoughRTPScore",2006
29,29,"Charles Howell III",96,0.075,"ApproachesLeftRoughRTPScore",2006
30,30,"Trevor Immelman",86,0.078,"ApproachesLeftRoughRTPScore",2006
31,31,"David Branshaw",98,0.083,"ApproachesLeftRoughRTPScore",2006
32,32,"Tom Pernice Jr",108,0.084,"ApproachesLeftRoughRTPScore",2006
33,33,"Troy Matteson",101,0.085,"ApproachesLeftRoughRTPScore",2006
34,34,"Tommy Armour III",65,0.086,"ApproachesLeftRoughRTPScore",2006
35,35,"Brett Quigley",109,0.087,"ApproachesLeftRoughRTPScore",2006
36,36,"Rod Pampling",89,0.088,"ApproachesLeftRoughRTPScore",2006
37,37,"Jonathan Byrd",66,0.089,"ApproachesLeftRoughRTPScore",2006
37,37,"Tom Lehman",70,0.089,"ApproachesLeftRoughRTPScore",2006
39,39,"Skip Kendall",72,0.092,"ApproachesLeftRoughRTPScore",2006
39,39,"Rory Sabbatini",84,0.092,"ApproachesLeftRoughRTPScore",2006
39,39,"Charles Warren",93,0.092,"ApproachesLeftRoughRTPScore",2006
42,42,"Daniel Chopra",110,0.094,"ApproachesLeftRoughRTPScore",2006
43,43,"Brandt Jobe",91,0.095,"ApproachesLeftRoughRTPScore",2006
43,43,"David Toms",76,0.095,"ApproachesLeftRoughRTPScore",2006
45,45,"Dudley Hart",83,0.096,"ApproachesLeftRoughRTPScore",2006
45,45,"Tim Herron",82,0.096,"ApproachesLeftRoughRTPScore",2006
47,47,"James Driscoll",80,0.099,"ApproachesLeftRoughRTPScore",2006
48,48,"Nathan Green",108,0.1,"ApproachesLeftRoughRTPScore",2006
48,48,"Kent Jones",103,0.1,"ApproachesLeftRoughRTPScore",2006
50,50,"Jerry Smith",94,0.102,"ApproachesLeftRoughRTPScore",2006
51,51,"Eric Axley",91,0.104,"ApproachesLeftRoughRTPScore",2006
51,51,"Tjaart van der Walt",60,0.104,"ApproachesLeftRoughRTPScore",2006
53,53,"Steve Elkington",52,0.105,"ApproachesLeftRoughRTPScore",2006
53,53,"Bob Estes",85,0.105,"ApproachesLeftRoughRTPScore",2006
55,55,"Frank Lickliter II",99,0.106,"ApproachesLeftRoughRTPScore",2006
55,55,"Patrick Sheehan",104,0.106,"ApproachesLeftRoughRTPScore",2006
57,57,"Marco Dawson",87,0.108,"ApproachesLeftRoughRTPScore",2006
58,58,"Bernhard Langer",77,0.11,"ApproachesLeftRoughRTPScore",2006
58,58,"Brett Wetterich",82,0.11,"ApproachesLeftRoughRTPScore",2006
60,60,"Woody Austin",107,0.113,"ApproachesLeftRoughRTPScore",2006
60,60,"Mark OMeara",52,0.113,"ApproachesLeftRoughRTPScore",2006
62,62,"Henrik Bjornstad",97,0.115,"ApproachesLeftRoughRTPScore",2006
62,62,"Jason Bohn",104,0.115,"ApproachesLeftRoughRTPScore",2006
64,64,"Jeff Overton",95,0.116,"ApproachesLeftRoughRTPScore",2006
65,65,"Jeff Sluman",101,0.119,"ApproachesLeftRoughRTPScore",2006
66,66,"Kevin Sutherland",100,0.123,"ApproachesLeftRoughRTPScore",2006
67,67,"Daisuke Maruyama",83,0.124,"ApproachesLeftRoughRTPScore",2006
68,68,"John Rollins",93,0.125,"ApproachesLeftRoughRTPScore",2006
69,69,"Ryuji Imada",105,0.126,"ApproachesLeftRoughRTPScore",2006
70,70,"Peter Lonard",77,0.128,"ApproachesLeftRoughRTPScore",2006
71,71,"Jeff Gove",91,0.129,"ApproachesLeftRoughRTPScore",2006
71,71,"Paul Stankowski",70,0.129,"ApproachesLeftRoughRTPScore",2006
73,73,"Paul Goydos",72,0.131,"ApproachesLeftRoughRTPScore",2006
73,73,"Mike Sposa",68,0.131,"ApproachesLeftRoughRTPScore",2006
75,75,"Shane Bertsch",104,0.132,"ApproachesLeftRoughRTPScore",2006
75,75,"Kris Cox",83,0.132,"ApproachesLeftRoughRTPScore",2006
77,77,"Todd Fischer",101,0.133,"ApproachesLeftRoughRTPScore",2006
78,78,"Charley Hoffman",100,0.134,"ApproachesLeftRoughRTPScore",2006
79,79,"Harrison Frazar",95,0.136,"ApproachesLeftRoughRTPScore",2006
80,80,"Alex Aragon",63,0.137,"ApproachesLeftRoughRTPScore",2006
81,81,"Danny Ellis",68,0.138,"ApproachesLeftRoughRTPScore",2006
81,81,"Jason Gore",86,0.138,"ApproachesLeftRoughRTPScore",2006
81,81,"Ted Purdy",103,0.138,"ApproachesLeftRoughRTPScore",2006
84,84,"Carlos Franco",86,0.139,"ApproachesLeftRoughRTPScore",2006
84,84,"Brian Gay",107,0.139,"ApproachesLeftRoughRTPScore",2006
86,86,"Rich Beem",85,0.14,"ApproachesLeftRoughRTPScore",2006
86,86,"Chad Campbell",91,0.14,"ApproachesLeftRoughRTPScore",2006
88,88,"Kenny Perry",73,0.143,"ApproachesLeftRoughRTPScore",2006
88,88,"Roger Tambellini",64,0.143,"ApproachesLeftRoughRTPScore",2006
90,90,"Mark Calcavecchia",94,0.144,"ApproachesLeftRoughRTPScore",2006
90,90,"Retief Goosen",68,0.144,"ApproachesLeftRoughRTPScore",2006
92,92,"Michael Allen",84,0.145,"ApproachesLeftRoughRTPScore",2006
93,93,"Ryan Palmer",101,0.148,"ApproachesLeftRoughRTPScore",2006
94,94,"Jonathan Kaye",95,0.149,"ApproachesLeftRoughRTPScore",2006
94,94,"Davis Love III",85,0.149,"ApproachesLeftRoughRTPScore",2006
94,94,"Justin Rose",98,0.149,"ApproachesLeftRoughRTPScore",2006
94,94,"Mike Weir",88,0.149,"ApproachesLeftRoughRTPScore",2006
98,98,"Sean OHair",100,0.15,"ApproachesLeftRoughRTPScore",2006
99,99,"Stewart Cink",93,0.151,"ApproachesLeftRoughRTPScore",2006
99,99,"Bubba Dickerson",98,0.151,"ApproachesLeftRoughRTPScore",2006
101,101,"Jerry Kelly",100,0.152,"ApproachesLeftRoughRTPScore",2006
102,102,"Ian Poulter",53,0.154,"ApproachesLeftRoughRTPScore",2006
102,102,"Adam Scott",70,0.154,"ApproachesLeftRoughRTPScore",2006
102,102,"Omar Uresti",61,0.154,"ApproachesLeftRoughRTPScore",2006
105,105,"Brian Davis",92,0.156,"ApproachesLeftRoughRTPScore",2006
106,106,"Robert Allenby",79,0.157,"ApproachesLeftRoughRTPScore",2006
107,107,"Greg Kraft",79,0.158,"ApproachesLeftRoughRTPScore",2006
108,108,"Arron Oberholser",82,0.159,"ApproachesLeftRoughRTPScore",2006
109,109,"Fred Funk",106,0.16,"ApproachesLeftRoughRTPScore",2006
109,109,"Shaun Micheel",96,0.16,"ApproachesLeftRoughRTPScore",2006
111,111,"Mathias Gronberg",92,0.161,"ApproachesLeftRoughRTPScore",2006
111,111,"Phil Mickelson",74,0.161,"ApproachesLeftRoughRTPScore",2006
113,113,"DA Points",82,0.162,"ApproachesLeftRoughRTPScore",2006
114,114,"JB Holmes",81,0.163,"ApproachesLeftRoughRTPScore",2006
114,114,"Justin Leonard",83,0.163,"ApproachesLeftRoughRTPScore",2006
114,114,"Tim Petrovic",95,0.163,"ApproachesLeftRoughRTPScore",2006
117,117,"Brian Bateman",69,0.164,"ApproachesLeftRoughRTPScore",2006
117,117,"Robert Damron",91,0.164,"ApproachesLeftRoughRTPScore",2006
117,117,"Hunter Mahan",98,0.164,"ApproachesLeftRoughRTPScore",2006
117,117,"John Senden",96,0.164,"ApproachesLeftRoughRTPScore",2006
121,121,"Paul Azinger",87,0.165,"ApproachesLeftRoughRTPScore",2006
121,121,"Craig Barlow",77,0.165,"ApproachesLeftRoughRTPScore",2006
123,123,"Luke Donald",66,0.167,"ApproachesLeftRoughRTPScore",2006
124,124,"John Huston",74,0.168,"ApproachesLeftRoughRTPScore",2006
124,124,"Len Mattiace",59,0.168,"ApproachesLeftRoughRTPScore",2006
126,126,"Tim Clark",80,0.17,"ApproachesLeftRoughRTPScore",2006
127,127,"Larry Mize",53,0.172,"ApproachesLeftRoughRTPScore",2006
127,127,"Joe Ogilvie",95,0.172,"ApproachesLeftRoughRTPScore",2006
129,129,"Alex Cejka",93,0.173,"ApproachesLeftRoughRTPScore",2006
129,129,"Brad Faxon",78,0.173,"ApproachesLeftRoughRTPScore",2006
131,131,"Billy Andrade",78,0.174,"ApproachesLeftRoughRTPScore",2006
131,131,"KJ Choi",93,0.174,"ApproachesLeftRoughRTPScore",2006
131,131,"David Duval",71,0.174,"ApproachesLeftRoughRTPScore",2006
134,134,"David McKenzie",82,0.175,"ApproachesLeftRoughRTPScore",2006
135,135,"Geoff Ogilvy",76,0.176,"ApproachesLeftRoughRTPScore",2006
136,136,"Freddie Jacobson",56,0.177,"ApproachesLeftRoughRTPScore",2006
137,137,"Ian Leggatt",80,0.179,"ApproachesLeftRoughRTPScore",2006
138,138,"Ben Crane",85,0.18,"ApproachesLeftRoughRTPScore",2006
139,139,"John Cook",67,0.181,"ApproachesLeftRoughRTPScore",2006
139,139,"Ben Curtis",86,0.181,"ApproachesLeftRoughRTPScore",2006
141,141,"Scott Gutschewski",53,0.182,"ApproachesLeftRoughRTPScore",2006
141,141,"JL Lewis",57,0.182,"ApproachesLeftRoughRTPScore",2006
143,143,"Todd Hamilton",72,0.183,"ApproachesLeftRoughRTPScore",2006
143,143,"Corey Pavin",74,0.183,"ApproachesLeftRoughRTPScore",2006
145,145,"Pat Perez",50,0.185,"ApproachesLeftRoughRTPScore",2006
145,145,"Chris Smith",67,0.185,"ApproachesLeftRoughRTPScore",2006
147,147,"Matt Hansen",68,0.186,"ApproachesLeftRoughRTPScore",2006
148,148,"JJ Henry",96,0.187,"ApproachesLeftRoughRTPScore",2006
149,149,"Mark Brooks",90,0.188,"ApproachesLeftRoughRTPScore",2006
150,150,"Jose Maria Olazabal",62,0.191,"ApproachesLeftRoughRTPScore",2006
150,150,"Jason Schultz",77,0.191,"ApproachesLeftRoughRTPScore",2006
152,152,"Bart Bryant",87,0.195,"ApproachesLeftRoughRTPScore",2006
153,153,"Sergio Garcia",59,0.197,"ApproachesLeftRoughRTPScore",2006
153,153,"Ryan Hietala",61,0.197,"ApproachesLeftRoughRTPScore",2006
155,155,"John Engler Jr",69,0.204,"ApproachesLeftRoughRTPScore",2006
156,156,"Lucas Glover",105,0.205,"ApproachesLeftRoughRTPScore",2006
157,157,"Aaron Baddeley",78,0.206,"ApproachesLeftRoughRTPScore",2006
157,157,"Michael Connell",51,0.206,"ApproachesLeftRoughRTPScore",2006
159,159,"Wes Short Jr",96,0.207,"ApproachesLeftRoughRTPScore",2006
160,160,"Nicholas Thompson",96,0.209,"ApproachesLeftRoughRTPScore",2006
161,161,"Doug Barron",74,0.213,"ApproachesLeftRoughRTPScore",2006
162,162,"Joe Durant",101,0.214,"ApproachesLeftRoughRTPScore",2006
162,162,"Zach Johnson",98,0.214,"ApproachesLeftRoughRTPScore",2006
164,164,"Jon Mills",68,0.216,"ApproachesLeftRoughRTPScore",2006
165,165,"Duffy Waldorf",96,0.218,"ApproachesLeftRoughRTPScore",2006
166,166,"Bob Tway",81,0.219,"ApproachesLeftRoughRTPScore",2006
167,167,"Robert Gamez",94,0.221,"ApproachesLeftRoughRTPScore",2006
168,168,"Thomas Levet",53,0.222,"ApproachesLeftRoughRTPScore",2006
169,169,"Mathew Goggin",72,0.224,"ApproachesLeftRoughRTPScore",2006
170,170,"Arjun Atwal",97,0.225,"ApproachesLeftRoughRTPScore",2006
171,171,"Chris Couch",75,0.226,"ApproachesLeftRoughRTPScore",2006
172,172,"Chris DiMarco",83,0.228,"ApproachesLeftRoughRTPScore",2006
173,173,"Tag Ridings",103,0.23,"ApproachesLeftRoughRTPScore",2006
174,174,"Hidemichi Tanaka",74,0.239,"ApproachesLeftRoughRTPScore",2006
175,175,"Vaughn Taylor",88,0.246,"ApproachesLeftRoughRTPScore",2006
176,176,"Mark Wilson",79,0.247,"ApproachesLeftRoughRTPScore",2006
177,177,"Steve Lowery",99,0.248,"ApproachesLeftRoughRTPScore",2006
178,178,"Jimmy Walker",60,0.252,"ApproachesLeftRoughRTPScore",2006
179,179,"Joey Sindelar",90,0.256,"ApproachesLeftRoughRTPScore",2006
179,179,"DJ Trahan",92,0.256,"ApproachesLeftRoughRTPScore",2006
181,181,"Olin Browne",108,0.258,"ApproachesLeftRoughRTPScore",2006
182,182,"Stephen Ames",63,0.259,"ApproachesLeftRoughRTPScore",2006
183,183,"Greg Chalmers",71,0.261,"ApproachesLeftRoughRTPScore",2006
184,184,"Stephen Leaney",84,0.262,"ApproachesLeftRoughRTPScore",2006
185,185,"Robert Garrigus",85,0.264,"ApproachesLeftRoughRTPScore",2006
186,186,"Scott Verplank",88,0.268,"ApproachesLeftRoughRTPScore",2006
187,187,"Richard Johnson",94,0.27,"ApproachesLeftRoughRTPScore",2006
188,188,"David Howell",52,0.273,"ApproachesLeftRoughRTPScore",2006
188,188,"Lee Janzen",79,0.273,"ApproachesLeftRoughRTPScore",2006
190,190,"Ron Whittaker",81,0.282,"ApproachesLeftRoughRTPScore",2006
191,191,"John Daly",51,0.286,"ApproachesLeftRoughRTPScore",2006
192,192,"Will Ma Kenzie",91,0.291,"ApproachesLeftRoughRTPScore",2006
193,193,"Ryan Moore",68,0.31,"ApproachesLeftRoughRTPScore",2006
194,194,"Steve Jones",83,0.33,"ApproachesLeftRoughRTPScore",2006
195,195,"Brent Geiberger",99,0.351,"ApproachesLeftRoughRTPScore",2006
196,196,"Jeff Maggert",81,0.353,"ApproachesLeftRoughRTPScore",2006
