"PercentageofYardagecoveredbyTeeShotsPar5s_RANKTHISWEEK_2013","PercentageofYardagecoveredbyTeeShotsPar5s_RANKLASTWEEK_2013","PercentageofYardagecoveredbyTeeShotsPar5s_PLAYERNAME_2013","PercentageofYardagecoveredbyTeeShotsPar5s_ROUNDS_2013","PercentageofYardagecoveredbyTeeShotsPar5s_AVGPct_2013","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALSHOTDISTANCE_2013","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALDISTANCE_2013","stat_name","year"
1,1,"Dustin Johnson",71,55.76,48851.8,87606,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
2,2,"Robert Garrigus",69,55.34,50781.2,91758,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
3,3,"Luke List",65,55.33,52261.9,94454,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
4,4,"Bubba Watson",76,55.31,59351.7,107310,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
5,5,"Gary Woodland",94,55.1,80566,146214,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
6,6,"Kyle Stanley",71,54.82,60317.7,110028,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
7,7,"Nicolas Colsaerts",50,54.54,34508.9,63274,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
8,8,"Keegan Bradley",88,54.45,65291,119911,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
9,9,"Graham DeLaet",94,54.25,75631.7,139413,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
10,10,"Jason Kokrak",78,54.15,69627.7,128575,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
11,11,"Ryan Palmer",79,54.08,63194.5,116864,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
12,12,"Rory McIlroy",56,54.05,43108.3,79760,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
13,13,"Eric Meierdierks",48,54.01,35686.7,66069,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
14,14,"Sean OHair",56,53.89,48535.9,90066,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
15,15,"Scott Stallings",79,53.84,63791.9,118483,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
16,16,"Scott Piercy",78,53.8,57240.6,106403,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
17,17,"Charl Schwartzel",69,53.78,49045.9,91189,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
18,18,"Jason Day",86,53.71,58556.9,109032,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
19,19,"Martin Flores",83,53.6,69289.7,129264,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
20,20,"Rory Sabbatini",86,53.59,62858.4,117302,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
21,21,"Steven Bowditch",67,53.58,53174.6,99241,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
21,21,"Charles Howell III",87,53.58,76459.7,142696,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
23,23,"Jim Herman",59,53.56,39281.3,73341,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
24,24,"Morgan Hoffmann",64,53.51,44247.9,82694,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
25,25,"Charlie Beljan",62,53.48,53096.4,99290,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
25,25,"Robert Streb",75,53.48,54701.4,102291,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
27,27,"Shawn Stefani",63,53.45,44297.8,82883,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
28,28,"Seung Yul Noh",71,53.41,59088.3,110629,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
29,29,"Angel Cabrera",73,53.35,52323.8,98070,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
30,30,"Justin Rose",62,53.33,41487.6,77792,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
30,30,"Adam Scott",61,53.33,41863.8,78496,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
32,32,"Tag Ridings",69,53.22,53225.1,100001,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
32,32,"Jimmy Walker",84,53.22,74205.6,139431,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
34,34,"Brad Fritsch",81,53.21,62576.6,117604,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
35,35,"Tiger Woods",61,53.17,40139.7,75499,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
36,36,"Harris English",95,53.03,75416.1,142202,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
36,36,"Matt Jones",83,53.03,64810.4,122218,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
36,36,"Patrick Reed",83,53.03,64953.6,122480,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
36,36,"Andrew Svoboda",46,53.03,30429.6,57380,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
40,40,"Lucas Glover",65,53.02,51292.6,96744,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
41,41,"Andres Romero",63,52.98,48663.4,91850,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
41,41,"Josh Teater",86,52.98,59995.3,113251,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
43,43,"Kevin Chappell",80,52.97,65671.2,123987,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
43,43,"Greg Owen",73,52.97,59752.9,112797,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
43,43,"John Rollins",77,52.97,62464.7,117930,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
46,46,"Martin Kaymer",61,52.9,35587.5,67278,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
47,47,"Chris Kirk",89,52.88,74988.2,141813,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
48,48,"Bobby Gates",49,52.85,34766,65786,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
48,48,"Kevin Stadler",83,52.85,62696.5,118641,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
50,50,"Russell Henley",80,52.8,59329.4,112359,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
51,51,"Scott Brown",65,52.76,54572.9,103434,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
51,51,"Hunter Mahan",91,52.76,65218.8,123603,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
53,53,"Derek Ernst",58,52.75,44401.8,84180,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
54,54,"Martin Laird",68,52.74,53378.1,101208,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
55,55,"Ryo Ishikawa",72,52.63,50276.3,95528,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
56,56,"Aaron Baddeley",68,52.61,58710.1,111595,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
57,57,"Erik Compton",74,52.6,57065.8,108492,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
58,58,"Nick Watney",88,52.59,70854.4,134735,"PercentageofYardagecoveredbyTeeShotsPar5s",2013
