"Approach275yardsRTP_RANKTHISWEEK_2008","Approach275yardsRTP_RANKLASTWEEK_2008","Approach275yardsRTP_PLAYERNAME_2008","Approach275yardsRTP_ROUNDS_2008","Approach275yardsRTP_AVGRTP_2008","stat_name","year"
1,1,"Steve Stricker",75,-0.9,"Approach275yardsRTP",2008
2,2,"Doug LaBelle II",65,-0.875,"Approach275yardsRTP",2008
3,3,"Tim Petrovic",97,-0.85,"Approach275yardsRTP",2008
4,4,"Shigeki Maruyama",50,-0.846,"Approach275yardsRTP",2008
5,5,"Jerry Kelly",89,-0.833,"Approach275yardsRTP",2008
6,6,"Jonathan Byrd",88,-0.774,"Approach275yardsRTP",2008
7,7,"Pat Perez",93,-0.773,"Approach275yardsRTP",2008
8,8,"Tommy Armour III",77,-0.75,"Approach275yardsRTP",2008
8,8,"Ron Whittaker",54,-0.75,"Approach275yardsRTP",2008
8,8,"Dean Wilson",109,-0.75,"Approach275yardsRTP",2008
11,11,"Brian Gay",102,-0.737,"Approach275yardsRTP",2008
12,12,"Robert Garrigus",90,-0.727,"Approach275yardsRTP",2008
13,13,"Phil Mickelson",80,-0.722,"Approach275yardsRTP",2008
14,14,"Ryan Palmer",69,-0.714,"Approach275yardsRTP",2008
15,15,"Steve Allan",58,-0.7,"Approach275yardsRTP",2008
15,15,"KJ Choi",74,-0.7,"Approach275yardsRTP",2008
17,17,"Tom Lehman",51,-0.692,"Approach275yardsRTP",2008
17,17,"Chris Riley",51,-0.692,"Approach275yardsRTP",2008
19,19,"Rich Beem",90,-0.68,"Approach275yardsRTP",2008
20,20,"Michael Allen",91,-0.679,"Approach275yardsRTP",2008
21,21,"Chad Campbell",94,-0.667,"Approach275yardsRTP",2008
21,21,"Paul Goydos",78,-0.667,"Approach275yardsRTP",2008
21,21,"JB Holmes",86,-0.667,"Approach275yardsRTP",2008
21,21,"Davis Love III",78,-0.667,"Approach275yardsRTP",2008
21,21,"Ian Poulter",51,-0.667,"Approach275yardsRTP",2008
26,26,"Parker McLachlin",88,-0.647,"Approach275yardsRTP",2008
27,27,"Briny Baird",113,-0.643,"Approach275yardsRTP",2008
28,28,"JP Hayes",67,-0.636,"Approach275yardsRTP",2008
28,28,"Brandt Snedeker",85,-0.636,"Approach275yardsRTP",2008
30,30,"Kevin Sutherland",98,-0.633,"Approach275yardsRTP",2008
31,31,"Kenny Perry",97,-0.632,"Approach275yardsRTP",2008
32,32,"Cameron Beckman",87,-0.619,"Approach275yardsRTP",2008
32,32,"Bill Haas",99,-0.619,"Approach275yardsRTP",2008
32,32,"Tag Ridings",88,-0.619,"Approach275yardsRTP",2008
35,35,"Adam Scott",51,-0.615,"Approach275yardsRTP",2008
35,35,"Omar Uresti",74,-0.615,"Approach275yardsRTP",2008
35,35,"Nick Watney",96,-0.615,"Approach275yardsRTP",2008
38,38,"George McNeill",97,-0.609,"Approach275yardsRTP",2008
38,38,"Kevin Na",97,-0.609,"Approach275yardsRTP",2008
40,40,"Jeff Gove",50,-0.6,"Approach275yardsRTP",2008
40,40,"Dustin Johnson",92,-0.6,"Approach275yardsRTP",2008
40,40,"Kent Jones",68,-0.6,"Approach275yardsRTP",2008
