"OnePuttPercentageRound2_RANKTHISWEEK_2010","OnePuttPercentageRound2_RANKLASTWEEK_2010","OnePuttPercentageRound2_PLAYERNAME_2010","OnePuttPercentageRound2__2010","OnePuttPercentageRound2_Pct_2010","OnePuttPercentageRound2_OF1PUTTS_2010","OnePuttPercentageRound2_OFHOLES_2010","stat_name","year"
1,1,"Brian Gay",NA,44.06,230,522,"OnePuttPercentageRound2",2010
2,2,"Greg Chalmers",NA,44.03,214,486,"OnePuttPercentageRound2",2010
3,3,"Padraig Harrington",NA,43.79,134,306,"OnePuttPercentageRound2",2010
4,4,"Kevin Streelman",NA,43.21,210,486,"OnePuttPercentageRound2",2010
5,5,"Chad Collins",NA,43.16,202,468,"OnePuttPercentageRound2",2010
6,6,"Phil Mickelson",NA,43.06,155,360,"OnePuttPercentageRound2",2010
7,7,"Charlie Wi",NA,42.8,208,486,"OnePuttPercentageRound2",2010
8,8,"Michael Sim",NA,42.69,146,342,"OnePuttPercentageRound2",2010
9,9,"Matt Jones",NA,42.39,206,486,"OnePuttPercentageRound2",2010
10,10,"Mike Weir",NA,42.28,137,324,"OnePuttPercentageRound2",2010
11,11,"Brett Quigley",NA,42.26,213,504,"OnePuttPercentageRound2",2010
12,12,"Kevin Na",NA,41.78,188,450,"OnePuttPercentageRound2",2010
13,13,"Brandt Snedeker",NA,41.67,195,468,"OnePuttPercentageRound2",2010
13,13,"Scott Verplank",NA,41.67,150,360,"OnePuttPercentageRound2",2010
15,15,"Jeff Overton",NA,41.56,187,450,"OnePuttPercentageRound2",2010
16,16,"Ryuji Imada",NA,41.47,209,504,"OnePuttPercentageRound2",2010
17,17,"Matt Bettencourt",NA,41.4,231,558,"OnePuttPercentageRound2",2010
18,18,"Justin Rose",NA,41.16,163,396,"OnePuttPercentageRound2",2010
19,19,"Matt Kuchar",NA,41.11,185,450,"OnePuttPercentageRound2",2010
20,20,"Aaron Baddeley",NA,41.03,192,468,"OnePuttPercentageRound2",2010
21,21,"Shaun Micheel",NA,40.74,154,378,"OnePuttPercentageRound2",2010
22,22,"Webb Simpson",NA,40.68,227,558,"OnePuttPercentageRound2",2010
23,23,"Ernie Els",NA,40.64,139,342,"OnePuttPercentageRound2",2010
24,24,"Nathan Green",NA,40.53,197,486,"OnePuttPercentageRound2",2010
25,25,"David Toms",NA,40.51,175,432,"OnePuttPercentageRound2",2010
26,26,"Jeff Quinney",NA,40.42,211,522,"OnePuttPercentageRound2",2010
