"3PuttAvoidance1520_RANKTHISWEEK_2005","3PuttAvoidance1520_RANKLASTWEEK_2005","3PuttAvoidance1520_PLAYERNAME_2005","3PuttAvoidance1520_ROUNDS_2005","3PuttAvoidance1520_Pct_2005","3PuttAvoidance1520_TOTAL3PUTTS_2005","3PuttAvoidance1520_ATTEMPTS_2005","3PuttAvoidance1520_2PUTTORBETTERPct_2005","stat_name","year"
1,1,"Stephen Ames",82,0,NA,121,100,"3PuttAvoidance1520",2005
1,1,"Chris Anderson",66,0,NA,97,100,"3PuttAvoidance1520",2005
1,1,"John Cook",72,0,NA,119,100,"3PuttAvoidance1520",2005
1,1,"Ben Crane",78,0,NA,126,100,"3PuttAvoidance1520",2005
1,1,"Bob Estes",92,0,NA,154,100,"3PuttAvoidance1520",2005
1,1,"Brad Faxon",75,0,NA,92,100,"3PuttAvoidance1520",2005
1,1,"Tom Gillis",77,0,NA,126,100,"3PuttAvoidance1520",2005
1,1,"Padraig Harrington",50,0,NA,78,100,"3PuttAvoidance1520",2005
1,1,"Charles Howell III",95,0,NA,153,100,"3PuttAvoidance1520",2005
1,1,"Bradley Hughes",52,0,NA,102,100,"3PuttAvoidance1520",2005
1,1,"Ryuji Imada",78,0,NA,115,100,"3PuttAvoidance1520",2005
1,1,"Richard Johnson",50,0,NA,99,100,"3PuttAvoidance1520",2005
1,1,"Jonathan Kaye",77,0,NA,127,100,"3PuttAvoidance1520",2005
1,1,"Tom Lehman",69,0,NA,103,100,"3PuttAvoidance1520",2005
1,1,"Shaun Micheel",81,0,NA,118,100,"3PuttAvoidance1520",2005
1,1,"Mark OMeara",66,0,NA,85,100,"3PuttAvoidance1520",2005
1,1,"Jose Maria Olazabal",55,0,NA,89,100,"3PuttAvoidance1520",2005
1,1,"Jesper Parnevik",84,0,NA,117,100,"3PuttAvoidance1520",2005
1,1,"Heath Slocum",103,0,NA,178,100,"3PuttAvoidance1520",2005
1,1,"Joey Snyder III",102,0,NA,197,100,"3PuttAvoidance1520",2005
1,1,"Kirk Triplett",55,0,NA,82,100,"3PuttAvoidance1520",2005
22,22,"Briny Baird",98,0.52,1,193,99.4,"3PuttAvoidance1520",2005
23,23,"Hidemichi Tanaka",106,0.55,1,181,99.4,"3PuttAvoidance1520",2005
24,24,"Nick Watney",91,0.56,1,177,99.4,"3PuttAvoidance1520",2005
25,25,"Carl Pettersson",109,0.58,1,173,99.4,"3PuttAvoidance1520",2005
25,25,"Jeff Sluman",94,0.58,1,172,99.4,"3PuttAvoidance1520",2005
27,27,"Fred Funk",102,0.6,1,168,99.4,"3PuttAvoidance1520",2005
27,27,"John Senden",101,0.6,1,166,99.4,"3PuttAvoidance1520",2005
29,29,"Brandt Jobe",96,0.61,1,164,99.3,"3PuttAvoidance1520",2005
30,30,"Marco Dawson",82,0.63,1,159,99.3,"3PuttAvoidance1520",2005
31,31,"Kevin Stadler",96,0.64,1,157,99.3,"3PuttAvoidance1520",2005
