"DrivingPctMeasured_RANKTHISWEEK_2008","DrivingPctMeasured_RANKLASTWEEK_2008","DrivingPctMeasured_PLAYERNAME_2008","DrivingPctMeasured_ROUNDS_2008","DrivingPctMeasured_Pct_2008","DrivingPctMeasured_TOTALDRIVESFOR_2008","DrivingPctMeasured_TOTALDRVSOVERALL_2008","DrivingPctMeasured_RELATIVETOPAR_2008","stat_name","year"
44,44,"Parker McLachlin",88,3.05,5,164,0.4,"DrivingPctMeasured",2008
46,46,"JP Hayes",67,2.99,4,134,0.5,"DrivingPctMeasured",2008
47,47,"John Rollins",94,2.98,5,168,0.8,"DrivingPctMeasured",2008
48,48,"Freddie Jacobson",78,2.94,4,136,-0.5,"DrivingPctMeasured",2008
48,48,"Andres Romero",69,2.94,3,102,1,"DrivingPctMeasured",2008
48,48,"Brett Rumford",72,2.94,4,136,0.75,"DrivingPctMeasured",2008
51,51,"YE Yang",89,2.87,5,174,0.8,"DrivingPctMeasured",2008
52,52,"Eric Axley",113,2.86,6,210,0.33,"DrivingPctMeasured",2008
52,52,"Brandt Snedeker",85,2.86,4,140,0,"DrivingPctMeasured",2008
54,54,"Tommy Armour III",77,2.82,4,142,0.25,"DrivingPctMeasured",2008
55,55,"Frank Lickliter II",107,2.8,6,214,0.33,"DrivingPctMeasured",2008
56,56,"Ian Poulter",51,2.78,2,72,0.5,"DrivingPctMeasured",2008
57,57,"Ken Duke",116,2.68,6,224,-0.17,"DrivingPctMeasured",2008
57,57,"David Toms",70,2.68,3,112,-0.67,"DrivingPctMeasured",2008
59,59,"Rocco Mediate",87,2.67,4,150,0.5,"DrivingPctMeasured",2008
60,60,"Chez Reavie",102,2.66,5,188,-0.2,"DrivingPctMeasured",2008
61,61,"Cliff Kresge",84,2.56,4,156,0.75,"DrivingPctMeasured",2008
62,62,"James Driscoll",85,2.53,4,158,0.25,"DrivingPctMeasured",2008
63,63,"Michael Letzig",88,2.5,4,160,0.75,"DrivingPctMeasured",2008
64,64,"Scott McCarron",63,2.46,3,122,-0.33,"DrivingPctMeasured",2008
65,65,"Tom Lehman",51,2.44,2,82,0,"DrivingPctMeasured",2008
66,66,"Ben Curtis",80,2.34,3,128,0.67,"DrivingPctMeasured",2008
66,66,"Kenneth Ferrie",72,2.34,3,128,0.33,"DrivingPctMeasured",2008
66,66,"Mark Wilson",107,2.34,5,214,0.8,"DrivingPctMeasured",2008
69,69,"Chris Riley",51,2.33,2,86,1.5,"DrivingPctMeasured",2008
70,70,"Tim Petrovic",97,2.3,4,174,0.5,"DrivingPctMeasured",2008
71,71,"Steve Marino",119,2.29,5,218,0.4,"DrivingPctMeasured",2008
72,72,"Chad Collins",72,2.27,3,132,0.67,"DrivingPctMeasured",2008
72,72,"Bob Estes",90,2.27,4,176,0,"DrivingPctMeasured",2008
74,74,"Charles Howell III",101,2.25,4,178,0.75,"DrivingPctMeasured",2008
75,75,"Alex Cejka",75,2.24,3,134,0,"DrivingPctMeasured",2008
76,76,"Jeff Gove",50,2.17,2,92,-1,"DrivingPctMeasured",2008
76,76,"Anthony Kim",81,2.17,3,138,0.33,"DrivingPctMeasured",2008
76,76,"Jim McGovern",75,2.17,3,138,0.33,"DrivingPctMeasured",2008
79,79,"Dudley Hart",74,2.14,3,140,0.67,"DrivingPctMeasured",2008
80,80,"Rod Pampling",83,2.08,3,144,0.33,"DrivingPctMeasured",2008
81,81,"Kevin Na",97,2.06,4,194,0.75,"DrivingPctMeasured",2008
82,82,"Vaughn Taylor",103,2.02,4,198,0,"DrivingPctMeasured",2008
83,83,"Daniel Chopra",84,2,3,150,0.67,"DrivingPctMeasured",2008
83,83,"Geoff Ogilvy",65,2,2,100,1,"DrivingPctMeasured",2008
85,85,"Briny Baird",113,1.98,4,202,0,"DrivingPctMeasured",2008
86,86,"Tom Pernice Jr",104,1.96,4,204,0,"DrivingPctMeasured",2008
86,86,"Carl Pettersson",110,1.96,4,204,0.25,"DrivingPctMeasured",2008
88,88,"Jim Furyk",95,1.92,3,156,0,"DrivingPctMeasured",2008
88,88,"Todd Hamilton",92,1.92,3,156,-0.33,"DrivingPctMeasured",2008
90,90,"Cameron Beckman",87,1.9,3,158,0.33,"DrivingPctMeasured",2008
90,90,"Jonathan Byrd",88,1.9,3,158,0,"DrivingPctMeasured",2008
90,90,"Justin Leonard",101,1.9,3,158,0.33,"DrivingPctMeasured",2008
93,93,"Steve Elkington",84,1.88,3,160,0.33,"DrivingPctMeasured",2008
94,94,"Trevor Immelman",70,1.85,2,108,0,"DrivingPctMeasured",2008
94,94,"Doug LaBelle II",65,1.85,2,108,1,"DrivingPctMeasured",2008
96,96,"John Merrick",98,1.83,3,164,0.67,"DrivingPctMeasured",2008
96,96,"Pat Perez",93,1.83,3,164,1.67,"DrivingPctMeasured",2008
98,98,"Brad Adamonis",87,1.81,3,166,0,"DrivingPctMeasured",2008
98,98,"Chris DiMarco",87,1.81,3,166,1.67,"DrivingPctMeasured",2008
98,98,"Jon Mills",95,1.81,3,166,0,"DrivingPctMeasured",2008
101,101,"Rich Beem",90,1.79,3,168,0.33,"DrivingPctMeasured",2008
101,101,"Marco Dawson",64,1.79,2,112,0,"DrivingPctMeasured",2008
103,103,"Paul Claxton",63,1.75,2,114,0.5,"DrivingPctMeasured",2008
104,104,"Glen Day",64,1.72,2,116,0.5,"DrivingPctMeasured",2008
105,105,"Chad Campbell",94,1.7,3,176,0,"DrivingPctMeasured",2008
106,106,"Heath Slocum",104,1.67,3,180,0,"DrivingPctMeasured",2008
107,107,"Aaron Baddeley",76,1.64,2,122,0,"DrivingPctMeasured",2008
108,108,"Joe Ogilvie",100,1.63,3,184,0.33,"DrivingPctMeasured",2008
109,109,"Cody Freeman",66,1.61,2,124,1.5,"DrivingPctMeasured",2008
109,109,"Ted Purdy",68,1.61,2,124,0.5,"DrivingPctMeasured",2008
111,111,"Camilo Villegas",79,1.56,2,128,0,"DrivingPctMeasured",2008
112,112,"Jimmy Walker",73,1.54,2,130,1.5,"DrivingPctMeasured",2008
113,113,"Billy Mayfair",103,1.52,3,198,0.33,"DrivingPctMeasured",2008
114,114,"Billy Andrade",71,1.49,2,134,1,"DrivingPctMeasured",2008
114,114,"John Riegger",73,1.49,2,134,0,"DrivingPctMeasured",2008
116,116,"Boo Weekley",86,1.45,2,138,0,"DrivingPctMeasured",2008
117,117,"Kevin Streelman",114,1.44,3,208,1.67,"DrivingPctMeasured",2008
118,118,"Adam Scott",51,1.43,1,70,2,"DrivingPctMeasured",2008
119,119,"Bart Bryant",81,1.41,2,142,0,"DrivingPctMeasured",2008
119,119,"Mark Hensby",71,1.41,2,142,0,"DrivingPctMeasured",2008
121,121,"Paul Casey",55,1.39,1,72,0,"DrivingPctMeasured",2008
121,121,"Brian Davis",108,1.39,3,216,0.67,"DrivingPctMeasured",2008
121,121,"Ernie Els",51,1.39,1,72,0,"DrivingPctMeasured",2008
124,124,"Chris Stroud",81,1.37,2,146,1,"DrivingPctMeasured",2008
125,125,"Todd Demsey",80,1.28,2,156,1,"DrivingPctMeasured",2008
126,126,"Ben Crane",86,1.25,2,160,0,"DrivingPctMeasured",2008
127,127,"Joe Durant",92,1.19,2,168,0,"DrivingPctMeasured",2008
127,127,"Retief Goosen",59,1.19,1,84,2,"DrivingPctMeasured",2008
127,127,"DJ Trahan",94,1.19,2,168,0,"DrivingPctMeasured",2008
130,130,"Michael Allen",91,1.18,2,170,1,"DrivingPctMeasured",2008
130,130,"Nick Flanagan",89,1.18,2,170,0.5,"DrivingPctMeasured",2008
132,132,"Jeff Maggert",86,1.16,2,172,-0.5,"DrivingPctMeasured",2008
133,133,"Mathew Goggin",91,1.15,2,174,0,"DrivingPctMeasured",2008
134,134,"Nick Watney",96,1.14,2,176,0.5,"DrivingPctMeasured",2008
135,135,"Matt Jones",95,1.1,2,182,0.5,"DrivingPctMeasured",2008
136,136,"Martin Laird",98,1.09,2,184,-0.5,"DrivingPctMeasured",2008
137,137,"Woody Austin",109,1.08,2,186,0.5,"DrivingPctMeasured",2008
137,137,"Tim Herron",97,1.08,2,186,0.5,"DrivingPctMeasured",2008
139,139,"Troy Matteson",94,1.06,2,188,1,"DrivingPctMeasured",2008
139,139,"Travis Perkins",53,1.06,1,94,0,"DrivingPctMeasured",2008
139,139,"Kevin Sutherland",98,1.06,2,188,0.5,"DrivingPctMeasured",2008
142,142,"Nathan Green",95,1.05,2,190,0.5,"DrivingPctMeasured",2008
142,142,"George McNeill",97,1.05,2,190,0.5,"DrivingPctMeasured",2008
144,144,"Brandt Jobe",52,1.04,1,96,0,"DrivingPctMeasured",2008
145,145,"Bo Van Pelt",101,1.03,2,194,1.5,"DrivingPctMeasured",2008
146,146,"Tom Scherrer",56,1,1,100,0,"DrivingPctMeasured",2008
147,147,"Tommy Gainey",60,0.96,1,104,0,"DrivingPctMeasured",2008
147,147,"John Huston",56,0.96,1,104,1,"DrivingPctMeasured",2008
149,149,"JJ Henry",108,0.94,2,212,0.5,"DrivingPctMeasured",2008
150,150,"Bob Sowards",61,0.91,1,110,0,"DrivingPctMeasured",2008
151,151,"Sergio Garcia",72,0.89,1,112,2,"DrivingPctMeasured",2008
151,151,"Patrick Sheehan",124,0.89,2,224,1,"DrivingPctMeasured",2008
153,153,"Brad Elder",67,0.82,1,122,-1,"DrivingPctMeasured",2008
154,154,"Will Ma Kenzie",62,0.81,1,124,1,"DrivingPctMeasured",2008
154,154,"Phil Mickelson",80,0.81,1,124,0,"DrivingPctMeasured",2008
156,156,"Ryan Palmer",69,0.79,1,126,0,"DrivingPctMeasured",2008
157,157,"Stuart Appleby",87,0.74,1,136,1,"DrivingPctMeasured",2008
158,158,"Stewart Cink",87,0.72,1,138,-1,"DrivingPctMeasured",2008
158,158,"Sean OHair",81,0.72,1,138,0,"DrivingPctMeasured",2008
160,160,"Ryan Moore",72,0.71,1,140,1,"DrivingPctMeasured",2008
161,161,"JB Holmes",86,0.68,1,146,1,"DrivingPctMeasured",2008
161,161,"Brett Quigley",80,0.68,1,148,1,"DrivingPctMeasured",2008
163,163,"Kevin Stadler",90,0.64,1,156,-1,"DrivingPctMeasured",2008
164,164,"Justin Bolli",87,0.63,1,160,0,"DrivingPctMeasured",2008
164,164,"Jesper Parnevik",88,0.63,1,160,0,"DrivingPctMeasured",2008
164,164,"Charles Warren",79,0.63,1,158,0,"DrivingPctMeasured",2008
167,167,"Lee Janzen",89,0.62,1,162,0,"DrivingPctMeasured",2008
168,168,"Ryan Armour",87,0.6,1,166,0,"DrivingPctMeasured",2008
168,168,"Mathias Gronberg",87,0.6,1,166,1,"DrivingPctMeasured",2008
168,168,"Marc Turnesa",87,0.6,1,166,0,"DrivingPctMeasured",2008
168,168,"Jay Williamson",96,0.6,1,168,1,"DrivingPctMeasured",2008
172,172,"Lucas Glover",91,0.57,1,174,0,"DrivingPctMeasured",2008
172,172,"Dustin Johnson",92,0.57,1,176,0,"DrivingPctMeasured",2008
172,172,"Tim Wilkinson",95,0.57,1,174,1,"DrivingPctMeasured",2008
175,175,"Robert Allenby",108,0.55,1,182,1,"DrivingPctMeasured",2008
176,176,"Jason Gore",94,0.54,1,184,1,"DrivingPctMeasured",2008
176,176,"Charley Hoffman",94,0.54,1,184,0,"DrivingPctMeasured",2008
176,176,"Charlie Wi",97,0.54,1,186,0,"DrivingPctMeasured",2008
179,179,"Bill Haas",99,0.53,1,190,1,"DrivingPctMeasured",2008
180,180,"Kenny Perry",97,0.52,1,192,2,"DrivingPctMeasured",2008
181,181,"Steve Allan",58,0,NA,100,0,"DrivingPctMeasured",2008
181,181,"Jason Allred",63,0,NA,114,0,"DrivingPctMeasured",2008
181,181,"Alejandro Canizares",52,0,NA,88,0,"DrivingPctMeasured",2008
181,181,"Fred Couples",60,0,NA,112,0,"DrivingPctMeasured",2008
181,181,"Jason Day",81,0,NA,162,0,"DrivingPctMeasured",2008
181,181,"Harrison Frazar",73,0,NA,130,0,"DrivingPctMeasured",2008
181,181,"Robert Garrigus",90,0,NA,176,0,"DrivingPctMeasured",2008
181,181,"Padraig Harrington",52,0,NA,68,0,"DrivingPctMeasured",2008
181,181,"Davis Love III",78,0,NA,136,0,"DrivingPctMeasured",2008
181,181,"David Lutterus",59,0,NA,105,0,"DrivingPctMeasured",2008
181,181,"Brenden Pappas",66,0,NA,120,0,"DrivingPctMeasured",2008
181,181,"Tag Ridings",88,0,NA,176,0,"DrivingPctMeasured",2008
181,181,"John Senden",93,0,NA,172,0,"DrivingPctMeasured",2008
181,181,"Vijay Singh",82,0,NA,132,0,"DrivingPctMeasured",2008
181,181,"Nicholas Thompson",113,0,NA,206,0,"DrivingPctMeasured",2008
181,181,"Bubba Watson",97,0,NA,170,0,"DrivingPctMeasured",2008
