"PercentageofYardagecoveredbyTeeShots_RANKTHISWEEK_2011","PercentageofYardagecoveredbyTeeShots_RANKLASTWEEK_2011","PercentageofYardagecoveredbyTeeShots_PLAYERNAME_2011","PercentageofYardagecoveredbyTeeShots_ROUNDS_2011","PercentageofYardagecoveredbyTeeShots_AVGPct_2011","PercentageofYardagecoveredbyTeeShots_TOTALSHOTDISTANCE_2011","PercentageofYardagecoveredbyTeeShots_TOTALDISTANCE_2011","stat_name","year"
64,64,"Jimmy Walker",79,62.58,302269.5,483030,"PercentageofYardagecoveredbyTeeShots",2011
65,65,"Joseph Bramlett",73,62.55,242649.1,387946,"PercentageofYardagecoveredbyTeeShots",2011
66,66,"Sean OHair",71,62.53,236425.2,378124,"PercentageofYardagecoveredbyTeeShots",2011
66,66,"Kevin Streelman",90,62.53,279313.1,446709,"PercentageofYardagecoveredbyTeeShots",2011
68,68,"Hunter Mahan",92,62.52,304214.9,486601,"PercentageofYardagecoveredbyTeeShots",2011
69,69,"Scott Gutschewski",67,62.5,219752.3,351631,"PercentageofYardagecoveredbyTeeShots",2011
70,70,"Brandt Jobe",100,62.49,322459.2,516007,"PercentageofYardagecoveredbyTeeShots",2011
71,71,"Padraig Harrington",60,62.46,178349.4,285527,"PercentageofYardagecoveredbyTeeShots",2011
72,72,"George McNeill",69,62.42,229416.8,367539,"PercentageofYardagecoveredbyTeeShots",2011
73,73,"Sung Kang",63,62.41,202991.9,325243,"PercentageofYardagecoveredbyTeeShots",2011
74,74,"Rory Sabbatini",85,62.39,241816.3,387580,"PercentageofYardagecoveredbyTeeShots",2011
75,75,"Billy Horschel",75,62.36,245429.1,393544,"PercentageofYardagecoveredbyTeeShots",2011
76,76,"Bobby Gates",82,62.35,265592.7,425963,"PercentageofYardagecoveredbyTeeShots",2011
77,77,"Matt Bettencourt",84,62.33,303725.4,487303,"PercentageofYardagecoveredbyTeeShots",2011
78,78,"David Duval",67,62.31,229684.1,368629,"PercentageofYardagecoveredbyTeeShots",2011
79,79,"Ricky Barnes",78,62.3,251478.3,403665,"PercentageofYardagecoveredbyTeeShots",2011
80,80,"Jonathan Byrd",83,62.29,286071.9,459246,"PercentageofYardagecoveredbyTeeShots",2011
81,81,"Roland Thatcher",67,62.25,240615.3,386519,"PercentageofYardagecoveredbyTeeShots",2011
82,82,"David Hearn",88,62.22,298710.7,480058,"PercentageofYardagecoveredbyTeeShots",2011
82,82,"Brendan Steele",89,62.22,304820.8,489939,"PercentageofYardagecoveredbyTeeShots",2011
84,84,"Andres Gonzales",60,62.2,181853.5,292347,"PercentageofYardagecoveredbyTeeShots",2011
85,85,"Pat Perez",76,62.18,276714.9,444987,"PercentageofYardagecoveredbyTeeShots",2011
86,86,"Robert Allenby",84,62.17,277667.5,446591,"PercentageofYardagecoveredbyTeeShots",2011
86,86,"Tim Herron",85,62.17,303438.4,488108,"PercentageofYardagecoveredbyTeeShots",2011
86,86,"Michael Thompson",79,62.17,271990.7,437466,"PercentageofYardagecoveredbyTeeShots",2011
89,89,"Rod Pampling",72,62.16,236299.6,380125,"PercentageofYardagecoveredbyTeeShots",2011
90,90,"Blake Adams",116,62.15,413907.2,665973,"PercentageofYardagecoveredbyTeeShots",2011
90,90,"Matt Jones",71,62.15,253168.7,407356,"PercentageofYardagecoveredbyTeeShots",2011
92,92,"Ernie Els",71,62.06,234042.4,377125,"PercentageofYardagecoveredbyTeeShots",2011
93,93,"William McGirt",103,62.03,360280.2,580857,"PercentageofYardagecoveredbyTeeShots",2011
94,94,"Michael Bradley",74,62.02,229945,370746,"PercentageofYardagecoveredbyTeeShots",2011
94,94,"Ben Martin",74,62.02,256875.5,414172,"PercentageofYardagecoveredbyTeeShots",2011
96,96,"Lucas Glover",74,62,239810.5,386790,"PercentageofYardagecoveredbyTeeShots",2011
97,97,"Graeme McDowell",50,61.96,146112.5,235799,"PercentageofYardagecoveredbyTeeShots",2011
98,98,"Brandt Snedeker",85,61.95,262394.1,423549,"PercentageofYardagecoveredbyTeeShots",2011
99,99,"John Senden",94,61.94,320668.9,517672,"PercentageofYardagecoveredbyTeeShots",2011
100,100,"Charl Schwartzel",58,61.92,158982,256752,"PercentageofYardagecoveredbyTeeShots",2011
101,101,"Geoff Ogilvy",69,61.88,211915,342458,"PercentageofYardagecoveredbyTeeShots",2011
102,102,"Scott McCarron",65,61.86,211591.4,342073,"PercentageofYardagecoveredbyTeeShots",2011
103,103,"Alexandre Rocha",65,61.85,191872.4,310234,"PercentageofYardagecoveredbyTeeShots",2011
104,104,"Chez Reavie",92,61.84,323384.5,522968,"PercentageofYardagecoveredbyTeeShots",2011
105,105,"Camilo Villegas",69,61.83,224262.9,362735,"PercentageofYardagecoveredbyTeeShots",2011
106,106,"JJ Henry",96,61.79,309325.5,500583,"PercentageofYardagecoveredbyTeeShots",2011
107,107,"Jason Dufner",78,61.78,253370.3,410090,"PercentageofYardagecoveredbyTeeShots",2011
108,108,"Briny Baird",60,61.69,191622,310610,"PercentageofYardagecoveredbyTeeShots",2011
108,108,"Ben Crane",76,61.69,242221.4,392671,"PercentageofYardagecoveredbyTeeShots",2011
110,110,"Ryan Moore",79,61.67,234977.3,381022,"PercentageofYardagecoveredbyTeeShots",2011
111,111,"Chad Campbell",99,61.66,338826.6,549547,"PercentageofYardagecoveredbyTeeShots",2011
112,112,"Freddie Jacobson",92,61.62,273768.2,444289,"PercentageofYardagecoveredbyTeeShots",2011
113,113,"Matt Kuchar",94,61.6,278250,451696,"PercentageofYardagecoveredbyTeeShots",2011
114,114,"Spencer Levin",113,61.59,365757.2,593895,"PercentageofYardagecoveredbyTeeShots",2011
114,114,"Troy Merritt",63,61.59,222679.8,361557,"PercentageofYardagecoveredbyTeeShots",2011
116,116,"Lee Janzen",62,61.58,194202.5,315388,"PercentageofYardagecoveredbyTeeShots",2011
117,117,"YE Yang",63,61.55,165546.7,268954,"PercentageofYardagecoveredbyTeeShots",2011
118,118,"Hunter Haas",96,61.51,331613.3,539140,"PercentageofYardagecoveredbyTeeShots",2011
118,118,"Justin Rose",79,61.51,249356.3,405424,"PercentageofYardagecoveredbyTeeShots",2011
120,120,"Stewart Cink",72,61.5,203981.3,331681,"PercentageofYardagecoveredbyTeeShots",2011
120,120,"Steve Stricker",70,61.5,210083.2,341588,"PercentageofYardagecoveredbyTeeShots",2011
122,122,"Retief Goosen",50,61.49,156728.9,254892,"PercentageofYardagecoveredbyTeeShots",2011
123,123,"Kevin Kisner",70,61.48,221922.2,360959,"PercentageofYardagecoveredbyTeeShots",2011
124,124,"Trevor Immelman",84,61.46,259338.7,421986,"PercentageofYardagecoveredbyTeeShots",2011
125,125,"Cameron Beckman",71,61.45,250042,406925,"PercentageofYardagecoveredbyTeeShots",2011
125,125,"Fabian Gomez",84,61.45,269486.1,438541,"PercentageofYardagecoveredbyTeeShots",2011
127,127,"Brendon de Jonge",105,61.43,357133.8,581365,"PercentageofYardagecoveredbyTeeShots",2011
128,128,"DJ Brigman",67,61.4,214350.4,349126,"PercentageofYardagecoveredbyTeeShots",2011
128,128,"Vaughn Taylor",89,61.4,322144.8,524699,"PercentageofYardagecoveredbyTeeShots",2011
130,130,"DA Points",89,61.38,289601.7,471822,"PercentageofYardagecoveredbyTeeShots",2011
131,131,"Stuart Appleby",65,61.33,234290.3,382010,"PercentageofYardagecoveredbyTeeShots",2011
132,132,"Jason Bohn",74,61.31,261987.6,427351,"PercentageofYardagecoveredbyTeeShots",2011
133,133,"Paul Stankowski",78,61.27,253037.8,412983,"PercentageofYardagecoveredbyTeeShots",2011
134,134,"Jarrod Lyle",83,61.19,279858.9,457370,"PercentageofYardagecoveredbyTeeShots",2011
135,135,"Arjun Atwal",91,61.09,322618.2,528117,"PercentageofYardagecoveredbyTeeShots",2011
135,135,"Heath Slocum",89,61.09,286184.7,468498,"PercentageofYardagecoveredbyTeeShots",2011
137,137,"Brian Davis",105,61.07,356878.8,584349,"PercentageofYardagecoveredbyTeeShots",2011
137,137,"Justin Hicks",60,61.07,170307.7,278889,"PercentageofYardagecoveredbyTeeShots",2011
139,139,"Mark Wilson",89,61.04,270696.4,443510,"PercentageofYardagecoveredbyTeeShots",2011
140,140,"JP Hayes",56,61,186186,305228,"PercentageofYardagecoveredbyTeeShots",2011
141,141,"Shane Bertsch",62,60.99,200691.5,329083,"PercentageofYardagecoveredbyTeeShots",2011
141,141,"Kris Blanks",92,60.99,319325.1,523578,"PercentageofYardagecoveredbyTeeShots",2011
141,141,"Matt McQuillan",59,60.99,185269.2,303749,"PercentageofYardagecoveredbyTeeShots",2011
144,144,"Charlie Wi",83,60.95,297109.4,487484,"PercentageofYardagecoveredbyTeeShots",2011
145,145,"Ryuji Imada",83,60.91,293123.6,481253,"PercentageofYardagecoveredbyTeeShots",2011
145,145,"Billy Mayfair",94,60.91,329073.6,540292,"PercentageofYardagecoveredbyTeeShots",2011
147,147,"Steve Flesch",88,60.9,299498,491750,"PercentageofYardagecoveredbyTeeShots",2011
147,147,"Kent Jones",76,60.9,258023.3,423704,"PercentageofYardagecoveredbyTeeShots",2011
149,149,"Woody Austin",59,60.86,193026.4,317173,"PercentageofYardagecoveredbyTeeShots",2011
149,149,"Steve Elkington",50,60.86,162361.4,266794,"PercentageofYardagecoveredbyTeeShots",2011
149,149,"Ian Poulter",52,60.86,150534.2,247362,"PercentageofYardagecoveredbyTeeShots",2011
152,152,"Rich Beem",53,60.81,178511.3,293558,"PercentageofYardagecoveredbyTeeShots",2011
153,153,"Aron Price",58,60.78,188523.1,310177,"PercentageofYardagecoveredbyTeeShots",2011
154,154,"Joe Durant",71,60.71,246071.1,405324,"PercentageofYardagecoveredbyTeeShots",2011
154,154,"Tim Petrovic",88,60.71,295721.9,487145,"PercentageofYardagecoveredbyTeeShots",2011
156,156,"Shaun Micheel",77,60.7,250455.6,412583,"PercentageofYardagecoveredbyTeeShots",2011
157,157,"Stephen Ames",69,60.64,229064.9,377771,"PercentageofYardagecoveredbyTeeShots",2011
158,158,"Nathan Green",81,60.63,268605.4,443053,"PercentageofYardagecoveredbyTeeShots",2011
159,159,"KJ Choi",77,60.45,224305.1,371069,"PercentageofYardagecoveredbyTeeShots",2011
159,159,"Jim Furyk",87,60.45,268398.7,443977,"PercentageofYardagecoveredbyTeeShots",2011
161,161,"Chris Riley",76,60.39,260045.7,430623,"PercentageofYardagecoveredbyTeeShots",2011
162,162,"Johnson Wagner",81,60.36,267801.2,443702,"PercentageofYardagecoveredbyTeeShots",2011
163,163,"Luke Donald",73,60.34,200114.7,331624,"PercentageofYardagecoveredbyTeeShots",2011
164,164,"Colt Knost",80,60.32,255863.1,424204,"PercentageofYardagecoveredbyTeeShots",2011
164,164,"Garrett Willis",71,60.32,244651,405619,"PercentageofYardagecoveredbyTeeShots",2011
166,166,"Michael Connell",76,60.3,275191.3,456363,"PercentageofYardagecoveredbyTeeShots",2011
167,167,"David Toms",78,60.27,225002.6,373320,"PercentageofYardagecoveredbyTeeShots",2011
168,168,"David Mathis",83,60.24,267725.9,444465,"PercentageofYardagecoveredbyTeeShots",2011
169,169,"Justin Leonard",82,60.22,281837.7,468018,"PercentageofYardagecoveredbyTeeShots",2011
170,170,"Chris DiMarco",93,60.2,311911.8,518114,"PercentageofYardagecoveredbyTeeShots",2011
170,170,"Kevin Na",84,60.2,258511.6,429456,"PercentageofYardagecoveredbyTeeShots",2011
172,172,"Bryce Molder",82,60.19,269681.6,448082,"PercentageofYardagecoveredbyTeeShots",2011
173,173,"Greg Chalmers",88,60.1,300456.5,499947,"PercentageofYardagecoveredbyTeeShots",2011
174,174,"Zach Johnson",79,60.09,245096.4,407880,"PercentageofYardagecoveredbyTeeShots",2011
175,175,"Daniel Summerhays",75,60,250716.9,417867,"PercentageofYardagecoveredbyTeeShots",2011
176,176,"Nick OHern",89,59.86,288541.5,481992,"PercentageofYardagecoveredbyTeeShots",2011
177,177,"Rocco Mediate",53,59.85,184265.2,307864,"PercentageofYardagecoveredbyTeeShots",2011
178,178,"Nate Smith",66,59.84,201132.3,336120,"PercentageofYardagecoveredbyTeeShots",2011
179,179,"Ben Curtis",66,59.76,235086.9,393409,"PercentageofYardagecoveredbyTeeShots",2011
180,180,"Jerry Kelly",85,59.75,254904.1,426591,"PercentageofYardagecoveredbyTeeShots",2011
181,181,"Marc Turnesa",54,59.72,173921.3,291245,"PercentageofYardagecoveredbyTeeShots",2011
182,182,"Alex Cejka",59,59.66,177505.6,297527,"PercentageofYardagecoveredbyTeeShots",2011
183,183,"Paul Goydos",81,59.56,279072.2,468562,"PercentageofYardagecoveredbyTeeShots",2011
184,184,"Dean Wilson",62,59.34,213868.6,360428,"PercentageofYardagecoveredbyTeeShots",2011
185,185,"Richard Johnson",64,59.03,202846,343608,"PercentageofYardagecoveredbyTeeShots",2011
186,186,"Brian Gay",90,59,274778,465731,"PercentageofYardagecoveredbyTeeShots",2011
