"FirstTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2010","FirstTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2010","FirstTeeEarlyRound1ScoringAverage_PLAYERNAME_2010","FirstTeeEarlyRound1ScoringAverage__2010","FirstTeeEarlyRound1ScoringAverage_AVG_2010","FirstTeeEarlyRound1ScoringAverage_TOTALSTROKES_2010","FirstTeeEarlyRound1ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Rory McIlroy",NA,67.75,271,4,"FirstTeeEarlyRound1ScoringAverage",2010
2,2,"Phil Mickelson",NA,68.33,205,3,"FirstTeeEarlyRound1ScoringAverage",2010
2,2,"Jeev Milkha Singh",NA,68.33,205,3,"FirstTeeEarlyRound1ScoringAverage",2010
2,2,"Brandt Snedeker",NA,68.33,205,3,"FirstTeeEarlyRound1ScoringAverage",2010
5,5,"Chad Collins",NA,68.4,342,5,"FirstTeeEarlyRound1ScoringAverage",2010
6,6,"Paul Goydos",NA,68.5,548,8,"FirstTeeEarlyRound1ScoringAverage",2010
6,6,"Michael Letzig",NA,68.5,411,6,"FirstTeeEarlyRound1ScoringAverage",2010
6,6,"Charlie Wi",NA,68.5,137,2,"FirstTeeEarlyRound1ScoringAverage",2010
9,9,"KJ Choi",NA,68.57,480,7,"FirstTeeEarlyRound1ScoringAverage",2010
9,9,"Rickie Fowler",NA,68.57,480,7,"FirstTeeEarlyRound1ScoringAverage",2010
11,11,"Charley Hoffman",NA,68.6,343,5,"FirstTeeEarlyRound1ScoringAverage",2010
11,11,"Jeff Quinney",NA,68.6,686,10,"FirstTeeEarlyRound1ScoringAverage",2010
13,13,"Kevin Sutherland",NA,68.67,412,6,"FirstTeeEarlyRound1ScoringAverage",2010
14,14,"Joe Durant",NA,68.71,481,7,"FirstTeeEarlyRound1ScoringAverage",2010
15,15,"Jason Bohn",NA,68.83,413,6,"FirstTeeEarlyRound1ScoringAverage",2010
16,16,"Jonathan Byrd",NA,68.86,482,7,"FirstTeeEarlyRound1ScoringAverage",2010
17,17,"Bubba Watson",NA,68.89,620,9,"FirstTeeEarlyRound1ScoringAverage",2010
18,18,"Jerry Kelly",NA,69,552,8,"FirstTeeEarlyRound1ScoringAverage",2010
19,19,"Paul Stankowski",NA,69.17,415,6,"FirstTeeEarlyRound1ScoringAverage",2010
20,20,"Vijay Singh",NA,69.2,346,5,"FirstTeeEarlyRound1ScoringAverage",2010
21,21,"Dustin Johnson",NA,69.25,277,4,"FirstTeeEarlyRound1ScoringAverage",2010
21,21,"John Mallinger",NA,69.25,277,4,"FirstTeeEarlyRound1ScoringAverage",2010
23,23,"JB Holmes",NA,69.29,485,7,"FirstTeeEarlyRound1ScoringAverage",2010
23,23,"Tom Pernice Jr",NA,69.29,485,7,"FirstTeeEarlyRound1ScoringAverage",2010
25,25,"Zach Johnson",NA,69.33,416,6,"FirstTeeEarlyRound1ScoringAverage",2010
25,25,"Davis Love III",NA,69.33,208,3,"FirstTeeEarlyRound1ScoringAverage",2010
25,25,"Kenny Perry",NA,69.33,208,3,"FirstTeeEarlyRound1ScoringAverage",2010
28,28,"JJ Henry",NA,69.38,555,8,"FirstTeeEarlyRound1ScoringAverage",2010
29,29,"Bob Estes",NA,69.4,694,10,"FirstTeeEarlyRound1ScoringAverage",2010
29,29,"Nick Watney",NA,69.4,347,5,"FirstTeeEarlyRound1ScoringAverage",2010
31,31,"Briny Baird",NA,69.44,625,9,"FirstTeeEarlyRound1ScoringAverage",2010
32,32,"Matt Kuchar",NA,69.5,556,8,"FirstTeeEarlyRound1ScoringAverage",2010
32,32,"Sean OHair",NA,69.5,556,8,"FirstTeeEarlyRound1ScoringAverage",2010
32,32,"Garrett Willis",NA,69.5,278,4,"FirstTeeEarlyRound1ScoringAverage",2010
32,32,"Dean Wilson",NA,69.5,139,2,"FirstTeeEarlyRound1ScoringAverage",2010
36,36,"Woody Austin",NA,69.57,487,7,"FirstTeeEarlyRound1ScoringAverage",2010
36,36,"George McNeill",NA,69.57,487,7,"FirstTeeEarlyRound1ScoringAverage",2010
38,38,"Luke Donald",NA,69.6,348,5,"FirstTeeEarlyRound1ScoringAverage",2010
39,39,"Ben Crane",NA,69.63,557,8,"FirstTeeEarlyRound1ScoringAverage",2010
40,40,"Matt Jones",NA,69.67,836,12,"FirstTeeEarlyRound1ScoringAverage",2010
40,40,"Ryan Moore",NA,69.67,627,9,"FirstTeeEarlyRound1ScoringAverage",2010
40,40,"Vaughn Taylor",NA,69.67,627,9,"FirstTeeEarlyRound1ScoringAverage",2010
