"Front9Par4ScoringAverage_RANKTHISWEEK_2013","Front9Par4ScoringAverage_RANKLASTWEEK_2013","Front9Par4ScoringAverage_PLAYERNAME_2013","Front9Par4ScoringAverage_ROUNDS_2013","Front9Par4ScoringAverage_AVG_2013","Front9Par4ScoringAverage_TOTALSTROKES_2013","Front9Par4ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Chris Kirk",89,3.93,1924,489,"Front9Par4ScoringAverage",2013
2,2,"Jason Dufner",78,3.95,1649,417,"Front9Par4ScoringAverage",2013
2,2,"Steve Stricker",51,3.95,1006,255,"Front9Par4ScoringAverage",2013
4,4,"Jordan Spieth",82,3.97,1764,444,"Front9Par4ScoringAverage",2013
5,5,"Keegan Bradley",88,3.98,1907,479,"Front9Par4ScoringAverage",2013
5,5,"Bill Haas",85,3.98,1815,456,"Front9Par4ScoringAverage",2013
5,5,"Charles Howell III",87,3.98,1841,462,"Front9Par4ScoringAverage",2013
5,5,"Matt Jones",83,3.98,1793,451,"Front9Par4ScoringAverage",2013
5,5,"Brandt Snedeker",79,3.98,1685,423,"Front9Par4ScoringAverage",2013
5,5,"Henrik Stenson",65,3.98,1361,342,"Front9Par4ScoringAverage",2013
11,11,"Brian Davis",91,3.99,1980,496,"Front9Par4ScoringAverage",2013
11,11,"Jim Furyk",80,3.99,1667,418,"Front9Par4ScoringAverage",2013
11,11,"Sergio Garcia",65,3.99,1353,339,"Front9Par4ScoringAverage",2013
11,11,"Freddie Jacobson",63,3.99,1301,326,"Front9Par4ScoringAverage",2013
11,11,"Jerry Kelly",75,3.99,1607,403,"Front9Par4ScoringAverage",2013
11,11,"William McGirt",75,3.99,1649,413,"Front9Par4ScoringAverage",2013
11,11,"Justin Rose",62,3.99,1293,324,"Front9Par4ScoringAverage",2013
11,11,"Jimmy Walker",84,3.99,1810,454,"Front9Par4ScoringAverage",2013
11,11,"Mark Wilson",56,3.99,1148,288,"Front9Par4ScoringAverage",2013
11,11,"Tiger Woods",61,3.99,1276,320,"Front9Par4ScoringAverage",2013
21,21,"Bob Estes",66,4,1433,358,"Front9Par4ScoringAverage",2013
21,21,"Matt Every",89,4,1947,487,"Front9Par4ScoringAverage",2013
21,21,"James Hahn",78,4,1615,404,"Front9Par4ScoringAverage",2013
21,21,"Russell Henley",80,4,1703,426,"Front9Par4ScoringAverage",2013
21,21,"Zach Johnson",84,4,1802,451,"Front9Par4ScoringAverage",2013
21,21,"George McNeill",68,4,1508,377,"Front9Par4ScoringAverage",2013
21,21,"Bryce Molder",82,4,1761,440,"Front9Par4ScoringAverage",2013
21,21,"Dicky Pride",71,4,1485,371,"Front9Par4ScoringAverage",2013
21,21,"Kevin Stadler",83,4,1731,433,"Front9Par4ScoringAverage",2013
30,30,"KJ Choi",85,4.01,1819,454,"Front9Par4ScoringAverage",2013
30,30,"Erik Compton",74,4.01,1622,404,"Front9Par4ScoringAverage",2013
30,30,"Graham DeLaet",94,4.01,2059,514,"Front9Par4ScoringAverage",2013
30,30,"Luke Donald",60,4.01,1244,310,"Front9Par4ScoringAverage",2013
30,30,"James Driscoll",76,4.01,1565,390,"Front9Par4ScoringAverage",2013
30,30,"David Hearn",88,4.01,1917,478,"Front9Par4ScoringAverage",2013
30,30,"Matt Kuchar",93,4.01,1888,471,"Front9Par4ScoringAverage",2013
30,30,"Justin Leonard",86,4.01,1886,470,"Front9Par4ScoringAverage",2013
30,30,"Pat Perez",69,4.01,1489,371,"Front9Par4ScoringAverage",2013
30,30,"Chris Stroud",88,4.01,1890,471,"Front9Par4ScoringAverage",2013
30,30,"Nicholas Thompson",99,4.01,2148,535,"Front9Par4ScoringAverage",2013
41,41,"Jason Bohn",70,4.02,1543,384,"Front9Par4ScoringAverage",2013
41,41,"Roberto Castro",97,4.02,2136,531,"Front9Par4ScoringAverage",2013
41,41,"Brendon de Jonge",110,4.02,2429,604,"Front9Par4ScoringAverage",2013
41,41,"Harris English",95,4.02,2087,519,"Front9Par4ScoringAverage",2013
41,41,"Morgan Hoffmann",64,4.02,1438,358,"Front9Par4ScoringAverage",2013
41,41,"Jeff Overton",78,4.02,1724,429,"Front9Par4ScoringAverage",2013
41,41,"Rory Sabbatini",86,4.02,1833,456,"Front9Par4ScoringAverage",2013
41,41,"Scott Stallings",79,4.02,1733,431,"Front9Par4ScoringAverage",2013
49,49,"Jonas Blixt",76,4.03,1683,418,"Front9Par4ScoringAverage",2013
49,49,"Steven Bowditch",67,4.03,1437,357,"Front9Par4ScoringAverage",2013
49,49,"Kevin Chappell",80,4.03,1742,432,"Front9Par4ScoringAverage",2013
49,49,"Ben Crane",62,4.03,1303,323,"Front9Par4ScoringAverage",2013
49,49,"Jason Day",86,4.03,1707,424,"Front9Par4ScoringAverage",2013
49,49,"Robert Garrigus",69,4.03,1382,343,"Front9Par4ScoringAverage",2013
49,49,"Brian Gay",79,4.03,1780,442,"Front9Par4ScoringAverage",2013
49,49,"Jeff Maggert",63,4.03,1411,350,"Front9Par4ScoringAverage",2013
49,49,"Chez Reavie",72,4.03,1602,398,"Front9Par4ScoringAverage",2013
49,49,"Charl Schwartzel",69,4.03,1499,372,"Front9Par4ScoringAverage",2013
49,49,"Adam Scott",61,4.03,1289,320,"Front9Par4ScoringAverage",2013
49,49,"Kevin Streelman",86,4.03,1888,468,"Front9Par4ScoringAverage",2013
49,49,"Cameron Tringale",80,4.03,1759,436,"Front9Par4ScoringAverage",2013
49,49,"Camilo Villegas",79,4.03,1634,405,"Front9Par4ScoringAverage",2013
49,49,"Aaron Watkins",46,4.03,975,242,"Front9Par4ScoringAverage",2013
49,49,"Nick Watney",88,4.03,1863,462,"Front9Par4ScoringAverage",2013
49,49,"Boo Weekley",100,4.03,2207,548,"Front9Par4ScoringAverage",2013
49,49,"Charlie Wi",75,4.03,1579,392,"Front9Par4ScoringAverage",2013
67,67,"Stewart Cink",71,4.04,1520,376,"Front9Par4ScoringAverage",2013
67,67,"Tim Clark",64,4.04,1346,333,"Front9Par4ScoringAverage",2013
67,67,"Ben Curtis",59,4.04,1257,311,"Front9Par4ScoringAverage",2013
67,67,"Martin Flores",83,4.04,1853,459,"Front9Par4ScoringAverage",2013
67,67,"Brad Fritsch",81,4.04,1696,420,"Front9Par4ScoringAverage",2013
67,67,"Scott Gardiner",61,4.04,1305,323,"Front9Par4ScoringAverage",2013
67,67,"Fabian Gomez",65,4.04,1434,355,"Front9Par4ScoringAverage",2013
67,67,"Charley Hoffman",84,4.04,1827,452,"Front9Par4ScoringAverage",2013
67,67,"Billy Horschel",96,4.04,2108,522,"Front9Par4ScoringAverage",2013
67,67,"Hunter Mahan",91,4.04,1839,455,"Front9Par4ScoringAverage",2013
67,67,"Rory McIlroy",56,4.04,1163,288,"Front9Par4ScoringAverage",2013
67,67,"Cameron Percy",68,4.04,1480,366,"Front9Par4ScoringAverage",2013
67,67,"Ted Potter Jr",65,4.04,1361,337,"Front9Par4ScoringAverage",2013
67,67,"Ian Poulter",59,4.04,1152,285,"Front9Par4ScoringAverage",2013
67,67,"John Rollins",77,4.04,1608,398,"Front9Par4ScoringAverage",2013
67,67,"Webb Simpson",92,4.04,1937,480,"Front9Par4ScoringAverage",2013
67,67,"Vijay Singh",61,4.04,1358,336,"Front9Par4ScoringAverage",2013
67,67,"Brendan Steele",86,4.04,1828,452,"Front9Par4ScoringAverage",2013
67,67,"Bo Van Pelt",72,4.04,1490,369,"Front9Par4ScoringAverage",2013
86,86,"Stuart Appleby",88,4.05,1853,458,"Front9Par4ScoringAverage",2013
86,86,"Ricky Barnes",74,4.05,1554,384,"Front9Par4ScoringAverage",2013
86,86,"Ken Duke",87,4.05,1933,477,"Front9Par4ScoringAverage",2013
86,86,"Rickie Fowler",75,4.05,1604,396,"Front9Par4ScoringAverage",2013
86,86,"Tom Gillis",69,4.05,1477,365,"Front9Par4ScoringAverage",2013
86,86,"David Lingmerth",68,4.05,1483,366,"Front9Par4ScoringAverage",2013
86,86,"Phil Mickelson",78,4.05,1710,422,"Front9Par4ScoringAverage",2013
86,86,"Seung Yul Noh",71,4.05,1484,366,"Front9Par4ScoringAverage",2013
86,86,"Ryan Palmer",79,4.05,1769,437,"Front9Par4ScoringAverage",2013
86,86,"Patrick Reed",83,4.05,1854,458,"Front9Par4ScoringAverage",2013
86,86,"Tag Ridings",69,4.05,1446,357,"Front9Par4ScoringAverage",2013
86,86,"Robert Streb",75,4.05,1599,395,"Front9Par4ScoringAverage",2013
86,86,"Brian Stuard",78,4.05,1618,400,"Front9Par4ScoringAverage",2013
86,86,"DJ Trahan",48,4.05,1036,256,"Front9Par4ScoringAverage",2013
86,86,"Bubba Watson",76,4.05,1606,397,"Front9Par4ScoringAverage",2013
101,101,"Brian Harman",89,4.06,1879,463,"Front9Par4ScoringAverage",2013
101,101,"Padraig Harrington",52,4.06,1084,267,"Front9Par4ScoringAverage",2013
101,101,"Tim Herron",45,4.06,998,246,"Front9Par4ScoringAverage",2013
101,101,"Ryo Ishikawa",72,4.06,1564,385,"Front9Par4ScoringAverage",2013
101,101,"Brandt Jobe",62,4.06,1276,314,"Front9Par4ScoringAverage",2013
101,101,"Robert Karlsson",56,4.06,1145,282,"Front9Par4ScoringAverage",2013
101,101,"Steve LeBrun",66,4.06,1371,338,"Front9Par4ScoringAverage",2013
101,101,"DH Lee",65,4.06,1444,356,"Front9Par4ScoringAverage",2013
101,101,"Marc Leishman",77,4.06,1702,419,"Front9Par4ScoringAverage",2013
101,101,"Troy Matteson",68,4.06,1471,362,"Front9Par4ScoringAverage",2013
101,101,"Graeme McDowell",53,4.06,1080,266,"Front9Par4ScoringAverage",2013
101,101,"DA Points",87,4.06,1927,475,"Front9Par4ScoringAverage",2013
101,101,"Andres Romero",63,4.06,1328,327,"Front9Par4ScoringAverage",2013
101,101,"Daniel Summerhays",83,4.06,1829,451,"Front9Par4ScoringAverage",2013
101,101,"Gary Woodland",94,4.06,2016,497,"Front9Par4ScoringAverage",2013
116,116,"Aaron Baddeley",68,4.07,1441,354,"Front9Par4ScoringAverage",2013
116,116,"Charlie Beljan",62,4.07,1375,338,"Front9Par4ScoringAverage",2013
116,116,"Scott Brown",65,4.07,1414,347,"Front9Par4ScoringAverage",2013
116,116,"Greg Chalmers",77,4.07,1624,399,"Front9Par4ScoringAverage",2013
116,116,"Lucas Glover",65,4.07,1421,349,"Front9Par4ScoringAverage",2013
116,116,"JJ Henry",83,4.07,1828,449,"Front9Par4ScoringAverage",2013
116,116,"Justin Hicks",79,4.07,1655,407,"Front9Par4ScoringAverage",2013
116,116,"Trevor Immelman",73,4.07,1535,377,"Front9Par4ScoringAverage",2013
116,116,"Jason Kokrak",78,4.07,1738,427,"Front9Par4ScoringAverage",2013
116,116,"Richard Lee",81,4.07,1685,414,"Front9Par4ScoringAverage",2013
116,116,"David Lynn",70,4.07,1500,369,"Front9Par4ScoringAverage",2013
116,116,"Greg Owen",73,4.07,1612,396,"Front9Par4ScoringAverage",2013
116,116,"Scott Piercy",78,4.07,1691,415,"Front9Par4ScoringAverage",2013
116,116,"Darron Stiles",51,4.07,1104,271,"Front9Par4ScoringAverage",2013
116,116,"Josh Teater",86,4.07,1766,434,"Front9Par4ScoringAverage",2013
131,131,"Sangmoon Bae",83,4.08,1863,457,"Front9Par4ScoringAverage",2013
131,131,"Chad Campbell",78,4.08,1726,423,"Front9Par4ScoringAverage",2013
131,131,"Bud Cauley",67,4.08,1401,343,"Front9Par4ScoringAverage",2013
131,131,"John Huh",88,4.08,1940,475,"Front9Par4ScoringAverage",2013
131,131,"Doug LaBelle II",72,4.08,1560,382,"Front9Par4ScoringAverage",2013
131,131,"Scott Langley",79,4.08,1651,405,"Front9Par4ScoringAverage",2013
131,131,"David Mathis",71,4.08,1525,374,"Front9Par4ScoringAverage",2013
131,131,"John Merrick",79,4.08,1768,433,"Front9Par4ScoringAverage",2013
131,131,"Shawn Stefani",63,4.08,1406,345,"Front9Par4ScoringAverage",2013
131,131,"David Toms",49,4.08,971,238,"Front9Par4ScoringAverage",2013
131,131,"Johnson Wagner",64,4.08,1330,326,"Front9Par4ScoringAverage",2013
131,131,"Mike Weir",60,4.08,1298,318,"Front9Par4ScoringAverage",2013
131,131,"Lee Westwood",70,4.08,1505,369,"Front9Par4ScoringAverage",2013
131,131,"Lee Williams",62,4.08,1338,328,"Front9Par4ScoringAverage",2013
131,131,"Casey Wittenberg",72,4.08,1565,384,"Front9Par4ScoringAverage",2013
146,146,"Angel Cabrera",73,4.09,1612,394,"Front9Par4ScoringAverage",2013
146,146,"Will Claxton",67,4.09,1410,345,"Front9Par4ScoringAverage",2013
146,146,"Ernie Els",63,4.09,1375,336,"Front9Par4ScoringAverage",2013
146,146,"Bobby Gates",49,4.09,1006,246,"Front9Par4ScoringAverage",2013
146,146,"Jim Herman",59,4.09,1246,305,"Front9Par4ScoringAverage",2013
146,146,"Dustin Johnson",71,4.09,1558,381,"Front9Par4ScoringAverage",2013
146,146,"Geoff Ogilvy",57,4.09,1232,301,"Front9Par4ScoringAverage",2013
146,146,"John Senden",79,4.09,1716,420,"Front9Par4ScoringAverage",2013
146,146,"Kyle Stanley",71,4.09,1567,383,"Front9Par4ScoringAverage",2013
146,146,"YE Yang",56,4.09,1285,314,"Front9Par4ScoringAverage",2013
156,156,"Stephen Ames",49,4.1,1123,274,"Front9Par4ScoringAverage",2013
156,156,"Michael Bradley",56,4.1,1169,285,"Front9Par4ScoringAverage",2013
156,156,"Luke Guthrie",82,4.1,1810,442,"Front9Par4ScoringAverage",2013
156,156,"Ben Kohles",75,4.1,1578,385,"Front9Par4ScoringAverage",2013
156,156,"Martin Laird",68,4.1,1461,356,"Front9Par4ScoringAverage",2013
156,156,"Ryan Moore",72,4.1,1588,387,"Front9Par4ScoringAverage",2013
156,156,"Carl Pettersson",82,4.1,1783,435,"Front9Par4ScoringAverage",2013
