"Last15EventsShortGame_RANKTHISWEEK_2016","Last15EventsShortGame_RANKLASTWEEK_2016","Last15EventsShortGame_PLAYERNAME_2016","Last15EventsShortGame_EVENTS_2016","Last15EventsShortGame_RATING_2016","stat_name","year"
1,1,"KT Kim",1,9,"Last15EventsShortGame",2016
2,2,"Maverick McNealy",1,8.4,"Last15EventsShortGame",2016
3,3,"Gonzalo Fdez Castano",1,8.3,"Last15EventsShortGame",2016
4,4,"Bud Cauley",2,8.2,"Last15EventsShortGame",2016
5,5,"Martin Flores",1,8,"Last15EventsShortGame",2016
6,9,"Chad Collins",3,7.8,"Last15EventsShortGame",2016
6,6,"Thongchai Jaidee",1,7.8,"Last15EventsShortGame",2016
6,6,"Lucas Lee",1,7.8,"Last15EventsShortGame",2016
9,14,"Adam Scott",7,7.7,"Last15EventsShortGame",2016
9,8,"Jimmy Walker",7,7.7,"Last15EventsShortGame",2016
11,9,"Victor Dubuisson",1,7.6,"Last15EventsShortGame",2016
11,9,"Sam Saunders",2,7.6,"Last15EventsShortGame",2016
11,9,"Brendon Todd",1,7.6,"Last15EventsShortGame",2016
14,13,"Billy Mayfair",1,7.5,"Last15EventsShortGame",2016
15,14,"Ross Fisher",1,7.4,"Last15EventsShortGame",2016
15,35,"Rickie Fowler",8,7.4,"Last15EventsShortGame",2016
15,14,"Luke List",4,7.4,"Last15EventsShortGame",2016
15,14,"Cameron Smith",4,7.4,"Last15EventsShortGame",2016
15,14,"Jordan Spieth",8,7.4,"Last15EventsShortGame",2016
20,19,"Charlie Beljan",1,7.3,"Last15EventsShortGame",2016
20,19,"Chad Campbell",7,7.3,"Last15EventsShortGame",2016
20,19,"Justin Leonard",5,7.3,"Last15EventsShortGame",2016
20,26,"Jamie Lovemark",10,7.3,"Last15EventsShortGame",2016
20,19,"Rod Pampling",1,7.3,"Last15EventsShortGame",2016
20,19,"Marc Turnesa",2,7.3,"Last15EventsShortGame",2016
26,35,"Alex Cejka",5,7.2,"Last15EventsShortGame",2016
26,47,"Padraig Harrington",8,7.2,"Last15EventsShortGame",2016
26,19,"Vaughn Taylor",4,7.2,"Last15EventsShortGame",2016
29,30,"Brendon de Jonge",4,7.1,"Last15EventsShortGame",2016
29,30,"David Hearn",6,7.1,"Last15EventsShortGame",2016
29,30,"John Huh",6,7.1,"Last15EventsShortGame",2016
29,30,"Si Woo Kim",10,7.1,"Last15EventsShortGame",2016
29,35,"Justin Rose",5,7.1,"Last15EventsShortGame",2016
29,30,"Brandt Snedeker",7,7.1,"Last15EventsShortGame",2016
35,35,"Byeong Hun An",2,7,"Last15EventsShortGame",2016
35,35,"KJ Choi",9,7,"Last15EventsShortGame",2016
35,35,"Jon Curran",6,7,"Last15EventsShortGame",2016
35,35,"Jason Day",6,7,"Last15EventsShortGame",2016
35,NA,"Trevor Immelman",1,7,"Last15EventsShortGame",2016
35,47,"William McGirt",10,7,"Last15EventsShortGame",2016
35,77,"Rory McIlroy",6,7,"Last15EventsShortGame",2016
35,35,"Sean OHair",8,7,"Last15EventsShortGame",2016
35,35,"Brian Stuard",5,7,"Last15EventsShortGame",2016
35,35,"Tim Wilkinson",8,7,"Last15EventsShortGame",2016
45,47,"Aaron Baddeley",8,6.9,"Last15EventsShortGame",2016
45,47,"Steve Flesch",2,6.9,"Last15EventsShortGame",2016
45,47,"Sergio Garcia",5,6.9,"Last15EventsShortGame",2016
45,26,"Fabian Gomez",7,6.9,"Last15EventsShortGame",2016
45,47,"Zach Johnson",7,6.9,"Last15EventsShortGame",2016
45,47,"Russell Knox",6,6.9,"Last15EventsShortGame",2016
45,99,"Scott Stallings",5,6.9,"Last15EventsShortGame",2016
45,26,"David Toms",6,6.9,"Last15EventsShortGame",2016
53,55,"Stuart Appleby",7,6.8,"Last15EventsShortGame",2016
