"Approachesfrominside100yardsRgh_RANKTHISWEEK_2011","Approachesfrominside100yardsRgh_RANKLASTWEEK_2011","Approachesfrominside100yardsRgh_PLAYERNAME_2011","Approachesfrominside100yardsRgh_ROUNDS_2011","Approachesfrominside100yardsRgh_AVG_2011","Approachesfrominside100yardsRgh_TOTALDISTANCEFEET_2011","Approachesfrominside100yardsRgh_OFATTEMPTS_2011","Approachesfrominside100yardsRgh_RELATIVETOPAR_2011","stat_name","year"
46,46,"Charley Hoffman",93,NA,884.083,39,0,"Approachesfrominside100yardsRgh",2011
48,48,"Anthony Kim",72,NA,888.167,39,5,"Approachesfrominside100yardsRgh",2011
48,48,"Phil Mickelson",79,NA,568.583,25,1,"Approachesfrominside100yardsRgh",2011
50,50,"Chad Campbell",99,NA,593.417,26,9,"Approachesfrominside100yardsRgh",2011
50,50,"Aron Price",58,NA,342.167,15,2,"Approachesfrominside100yardsRgh",2011
52,52,"Daniel Summerhays",75,NA,504.5,22,7,"Approachesfrominside100yardsRgh",2011
53,53,"Jason Day",76,NA,830,36,3,"Approachesfrominside100yardsRgh",2011
53,53,"William McGirt",103,NA,553.917,24,9,"Approachesfrominside100yardsRgh",2011
55,55,"Michael Connell",76,NA,393.75,17,6,"Approachesfrominside100yardsRgh",2011
55,55,"Jim Furyk",87,NA,694.167,30,4,"Approachesfrominside100yardsRgh",2011
55,55,"Richard Johnson",64,NA,532.75,23,3,"Approachesfrominside100yardsRgh",2011
55,55,"Tim Petrovic",88,NA,787.167,34,6,"Approachesfrominside100yardsRgh",2011
59,59,"Ricky Barnes",78,NA,673.417,29,-4,"Approachesfrominside100yardsRgh",2011
60,60,"Jason Bohn",74,NA,489.75,21,4,"Approachesfrominside100yardsRgh",2011
60,60,"Matt Kuchar",94,NA,653,28,0,"Approachesfrominside100yardsRgh",2011
62,62,"Harrison Frazar",58,NA,538.583,23,2,"Approachesfrominside100yardsRgh",2011
63,63,"Jeff Overton",92,NA,1033.75,44,1,"Approachesfrominside100yardsRgh",2011
63,63,"Charl Schwartzel",58,NA,399,17,6,"Approachesfrominside100yardsRgh",2011
63,63,"Mark Wilson",89,NA,821.75,35,7,"Approachesfrominside100yardsRgh",2011
66,66,"Brandt Snedeker",85,NA,588.583,25,2,"Approachesfrominside100yardsRgh",2011
67,67,"JB Holmes",57,NA,901.083,38,1,"Approachesfrominside100yardsRgh",2011
68,68,"Steve Elkington",50,NA,357.417,15,3,"Approachesfrominside100yardsRgh",2011
69,69,"Marc Leishman",87,NA,1053.417,44,12,"Approachesfrominside100yardsRgh",2011
69,69,"Brendan Steele",89,NA,646.333,27,8,"Approachesfrominside100yardsRgh",2011
71,71,"Padraig Harrington",60,NA,551.167,23,1,"Approachesfrominside100yardsRgh",2011
72,72,"Steven Bowditch",86,NA,1299.167,54,4,"Approachesfrominside100yardsRgh",2011
72,72,"Jason Dufner",78,NA,578.583,24,0,"Approachesfrominside100yardsRgh",2011
72,72,"Nick OHern",89,NA,673.833,28,9,"Approachesfrominside100yardsRgh",2011
72,72,"Ryan Palmer",82,NA,964,40,-2,"Approachesfrominside100yardsRgh",2011
76,76,"Sean OHair",71,NA,555.833,23,1,"Approachesfrominside100yardsRgh",2011
76,76,"Ian Poulter",52,NA,410.833,17,-1,"Approachesfrominside100yardsRgh",2011
78,78,"DJ Trahan",91,NA,1236.833,51,10,"Approachesfrominside100yardsRgh",2011
79,79,"Kevin Kisner",70,NA,631.917,26,2,"Approachesfrominside100yardsRgh",2011
79,79,"Joe Ogilvie",75,NA,802.333,33,5,"Approachesfrominside100yardsRgh",2011
81,81,"Blake Adams",116,NA,1097.583,45,3,"Approachesfrominside100yardsRgh",2011
81,81,"Chris Stroud",88,NA,1198.25,49,8,"Approachesfrominside100yardsRgh",2011
83,83,"Stuart Appleby",65,NA,882.167,36,7,"Approachesfrominside100yardsRgh",2011
84,84,"Michael Bradley",74,NA,960.167,39,7,"Approachesfrominside100yardsRgh",2011
84,84,"Dustin Johnson",72,NA,737.083,30,3,"Approachesfrominside100yardsRgh",2011
86,86,"Matt Jones",71,NA,738.75,30,9,"Approachesfrominside100yardsRgh",2011
86,86,"Scott McCarron",65,NA,419.917,17,6,"Approachesfrominside100yardsRgh",2011
88,88,"Aaron Baddeley",77,NA,939.833,38,11,"Approachesfrominside100yardsRgh",2011
89,89,"Lucas Glover",74,NA,547.083,22,9,"Approachesfrominside100yardsRgh",2011
89,89,"Kevin Na",84,NA,820.25,33,17,"Approachesfrominside100yardsRgh",2011
89,89,"Alexandre Rocha",65,NA,322.417,13,3,"Approachesfrominside100yardsRgh",2011
89,89,"Vaughn Taylor",89,NA,1066.917,43,19,"Approachesfrominside100yardsRgh",2011
93,93,"Chris Riley",76,NA,547.25,22,4,"Approachesfrominside100yardsRgh",2011
94,94,"Marc Turnesa",54,NA,449.333,18,3,"Approachesfrominside100yardsRgh",2011
95,95,"Robert Allenby",84,NA,652.75,26,6,"Approachesfrominside100yardsRgh",2011
96,96,"Matt Bettencourt",84,NA,982.833,39,10,"Approachesfrominside100yardsRgh",2011
96,96,"Chris DiMarco",93,NA,1183.083,47,16,"Approachesfrominside100yardsRgh",2011
96,96,"Shaun Micheel",77,NA,931.5,37,14,"Approachesfrominside100yardsRgh",2011
96,96,"Vijay Singh",79,NA,1030.417,41,-1,"Approachesfrominside100yardsRgh",2011
100,100,"Trevor Immelman",84,NA,632.25,25,7,"Approachesfrominside100yardsRgh",2011
100,100,"Bubba Watson",85,NA,910.333,36,-2,"Approachesfrominside100yardsRgh",2011
102,102,"Charles Howell III",108,NA,937.75,37,8,"Approachesfrominside100yardsRgh",2011
102,102,"Kevin Stadler",88,NA,963.167,38,11,"Approachesfrominside100yardsRgh",2011
104,104,"Chris Kirk",87,NA,893.333,35,5,"Approachesfrominside100yardsRgh",2011
104,104,"Kyle Stanley",98,NA,842.583,33,1,"Approachesfrominside100yardsRgh",2011
104,104,"YE Yang",63,NA,306.083,12,1,"Approachesfrominside100yardsRgh",2011
107,107,"Angel Cabrera",50,NA,569.583,22,3,"Approachesfrominside100yardsRgh",2011
107,107,"Stewart Cink",72,NA,518,20,-1,"Approachesfrominside100yardsRgh",2011
107,107,"Robert Garrigus",83,NA,984.333,38,5,"Approachesfrominside100yardsRgh",2011
110,110,"David Hearn",88,NA,864.083,33,13,"Approachesfrominside100yardsRgh",2011
111,111,"Bryce Molder",82,NA,498.417,19,-1,"Approachesfrominside100yardsRgh",2011
112,112,"Brian Gay",90,NA,659.833,25,0,"Approachesfrominside100yardsRgh",2011
112,112,"Ryuji Imada",83,NA,792.333,30,8,"Approachesfrominside100yardsRgh",2011
114,114,"Bio Kim",71,NA,979.417,37,7,"Approachesfrominside100yardsRgh",2011
115,115,"Kris Blanks",92,NA,690.5,26,-2,"Approachesfrominside100yardsRgh",2011
115,115,"Paul Stankowski",78,NA,1011.25,38,6,"Approachesfrominside100yardsRgh",2011
117,117,"Ernie Els",71,NA,507,19,4,"Approachesfrominside100yardsRgh",2011
118,118,"Stephen Ames",69,NA,561.75,21,2,"Approachesfrominside100yardsRgh",2011
119,119,"Justin Rose",79,NA,752.25,28,2,"Approachesfrominside100yardsRgh",2011
119,119,"Adam Scott",60,NA,375.917,14,5,"Approachesfrominside100yardsRgh",2011
121,121,"Woody Austin",59,NA,591.833,22,6,"Approachesfrominside100yardsRgh",2011
121,121,"Scott Piercy",78,NA,968.25,36,6,"Approachesfrominside100yardsRgh",2011
123,123,"David Duval",67,NA,971.583,36,22,"Approachesfrominside100yardsRgh",2011
124,124,"Steve Marino",76,NA,462.25,17,0,"Approachesfrominside100yardsRgh",2011
125,125,"Ryan Moore",79,NA,517.333,19,4,"Approachesfrominside100yardsRgh",2011
125,125,"Tag Ridings",87,NA,981.833,36,8,"Approachesfrominside100yardsRgh",2011
127,127,"Michael Thompson",79,NA,491.833,18,2,"Approachesfrominside100yardsRgh",2011
128,128,"Tim Herron",85,NA,711.917,26,4,"Approachesfrominside100yardsRgh",2011
128,128,"David Toms",78,NA,356.917,13,-3,"Approachesfrominside100yardsRgh",2011
130,130,"DJ Brigman",67,NA,661.333,24,11,"Approachesfrominside100yardsRgh",2011
130,130,"Retief Goosen",50,NA,385.75,14,3,"Approachesfrominside100yardsRgh",2011
130,130,"Roland Thatcher",67,NA,745.583,27,10,"Approachesfrominside100yardsRgh",2011
133,133,"Scott Stallings",84,NA,1326.333,48,2,"Approachesfrominside100yardsRgh",2011
134,134,"George McNeill",69,NA,837.083,30,3,"Approachesfrominside100yardsRgh",2011
135,135,"Bill Lunde",92,NA,1011.417,36,11,"Approachesfrominside100yardsRgh",2011
136,136,"Greg Chalmers",88,NA,819.417,29,6,"Approachesfrominside100yardsRgh",2011
137,137,"Brendon de Jonge",105,NA,1052.75,37,7,"Approachesfrominside100yardsRgh",2011
137,137,"Webb Simpson",98,NA,965.417,34,9,"Approachesfrominside100yardsRgh",2011
139,139,"Matt McQuillan",59,NA,428.083,15,6,"Approachesfrominside100yardsRgh",2011
140,140,"Rickie Fowler",84,NA,600.5,21,7,"Approachesfrominside100yardsRgh",2011
140,140,"Jim Herman",69,NA,772,27,4,"Approachesfrominside100yardsRgh",2011
142,142,"KJ Choi",77,NA,630.75,22,9,"Approachesfrominside100yardsRgh",2011
142,142,"Andres Gonzales",60,NA,544.25,19,9,"Approachesfrominside100yardsRgh",2011
144,144,"Jimmy Walker",79,NA,1206.25,42,8,"Approachesfrominside100yardsRgh",2011
145,145,"Bill Haas",93,NA,1009.917,35,1,"Approachesfrominside100yardsRgh",2011
146,146,"Keegan Bradley",91,NA,1225.083,42,11,"Approachesfrominside100yardsRgh",2011
147,147,"Derek Lamely",65,NA,1052.667,36,14,"Approachesfrominside100yardsRgh",2011
148,148,"Billy Horschel",75,NA,500.25,17,5,"Approachesfrominside100yardsRgh",2011
148,148,"John Rollins",85,NA,1028.333,35,5,"Approachesfrominside100yardsRgh",2011
150,150,"Brandt Jobe",100,NA,1004,34,5,"Approachesfrominside100yardsRgh",2011
150,150,"Nick Watney",80,NA,795.5,27,3,"Approachesfrominside100yardsRgh",2011
152,152,"Bobby Gates",82,NA,928.25,31,10,"Approachesfrominside100yardsRgh",2011
152,152,"Troy Merritt",63,NA,837.167,28,13,"Approachesfrominside100yardsRgh",2011
154,154,"Cameron Tringale",110,NA,1260.25,42,15,"Approachesfrominside100yardsRgh",2011
155,155,"JJ Henry",96,NA,662.75,22,6,"Approachesfrominside100yardsRgh",2011
156,156,"Zack Miller",86,NA,1361.5,45,15,"Approachesfrominside100yardsRgh",2011
157,157,"Rod Pampling",72,NA,608.833,20,3,"Approachesfrominside100yardsRgh",2011
157,157,"Alex Prugh",82,NA,1367.583,45,14,"Approachesfrominside100yardsRgh",2011
159,159,"James Driscoll",71,NA,883.333,29,4,"Approachesfrominside100yardsRgh",2011
159,159,"Jarrod Lyle",83,NA,1280,42,19,"Approachesfrominside100yardsRgh",2011
161,161,"Colt Knost",80,NA,797.75,26,6,"Approachesfrominside100yardsRgh",2011
162,162,"Lee Janzen",62,NA,800.333,26,8,"Approachesfrominside100yardsRgh",2011
163,163,"Troy Matteson",91,NA,1079,35,10,"Approachesfrominside100yardsRgh",2011
164,164,"Jhonattan Vegas",84,NA,988.5,32,10,"Approachesfrominside100yardsRgh",2011
165,165,"Kevin Chappell",78,NA,682.75,22,13,"Approachesfrominside100yardsRgh",2011
165,165,"Martin Piller",63,NA,929,30,9,"Approachesfrominside100yardsRgh",2011
167,167,"Gary Woodland",93,NA,1040.833,33,7,"Approachesfrominside100yardsRgh",2011
168,168,"Justin Hicks",60,NA,694.083,22,8,"Approachesfrominside100yardsRgh",2011
168,168,"Bo Van Pelt",92,NA,1074.25,34,10,"Approachesfrominside100yardsRgh",2011
170,170,"Joseph Bramlett",73,NA,739.083,23,9,"Approachesfrominside100yardsRgh",2011
171,171,"Jerry Kelly",85,NA,613.583,19,5,"Approachesfrominside100yardsRgh",2011
172,172,"Joe Durant",71,NA,745,23,5,"Approachesfrominside100yardsRgh",2011
173,173,"Kent Jones",76,NA,929.333,28,0,"Approachesfrominside100yardsRgh",2011
174,174,"Jonathan Byrd",83,NA,1029.667,31,8,"Approachesfrominside100yardsRgh",2011
175,175,"Geoff Ogilvy",69,NA,699.333,21,4,"Approachesfrominside100yardsRgh",2011
176,176,"Andres Romero",77,NA,1268.917,38,20,"Approachesfrominside100yardsRgh",2011
176,176,"John Senden",94,NA,1102.583,33,10,"Approachesfrominside100yardsRgh",2011
178,178,"Will Strickler",51,NA,694,20,14,"Approachesfrominside100yardsRgh",2011
179,179,"Ben Martin",74,NA,803,23,5,"Approachesfrominside100yardsRgh",2011
180,180,"Dean Wilson",62,NA,740.583,21,6,"Approachesfrominside100yardsRgh",2011
181,181,"Tommy Gainey",104,NA,1318.833,37,18,"Approachesfrominside100yardsRgh",2011
182,182,"Garrett Willis",71,NA,1113.25,31,15,"Approachesfrominside100yardsRgh",2011
183,183,"Briny Baird",60,NA,629.667,17,10,"Approachesfrominside100yardsRgh",2011
184,184,"Alex Cejka",59,NA,519.833,14,4,"Approachesfrominside100yardsRgh",2011
184,184,"Jim Renner",65,NA,1003.417,27,17,"Approachesfrominside100yardsRgh",2011
186,186,"Michael Putnam",67,NA,917.417,22,9,"Approachesfrominside100yardsRgh",2011
