"Approachesfrominside100yardsRgh_RANKTHISWEEK_2011","Approachesfrominside100yardsRgh_RANKLASTWEEK_2011","Approachesfrominside100yardsRgh_PLAYERNAME_2011","Approachesfrominside100yardsRgh_ROUNDS_2011","Approachesfrominside100yardsRgh_AVG_2011","Approachesfrominside100yardsRgh_TOTALDISTANCEFEET_2011","Approachesfrominside100yardsRgh_OFATTEMPTS_2011","Approachesfrominside100yardsRgh_RELATIVETOPAR_2011","stat_name","year"
1,1,"Camilo Villegas",69,NA,361.417,23,0,"Approachesfrominside100yardsRgh",2011
2,2,"Freddie Jacobson",92,NA,518.167,31,-2,"Approachesfrominside100yardsRgh",2011
3,3,"Shane Bertsch",62,NA,237.667,14,0,"Approachesfrominside100yardsRgh",2011
3,3,"Zach Johnson",79,NA,340.333,20,2,"Approachesfrominside100yardsRgh",2011
5,5,"Sung Kang",63,NA,372.167,21,7,"Approachesfrominside100yardsRgh",2011
6,6,"Paul Goydos",81,NA,733,41,8,"Approachesfrominside100yardsRgh",2011
7,7,"Steve Stricker",70,NA,432,24,-5,"Approachesfrominside100yardsRgh",2011
8,8,"Luke Donald",73,NA,147.167,8,-2,"Approachesfrominside100yardsRgh",2011
9,9,"Spencer Levin",113,NA,592.5,32,-1,"Approachesfrominside100yardsRgh",2011
10,10,"Hunter Haas",96,NA,691.833,36,-2,"Approachesfrominside100yardsRgh",2011
11,11,"Martin Laird",77,NA,495.5,25,-6,"Approachesfrominside100yardsRgh",2011
12,12,"Nate Smith",66,NA,538.5,27,9,"Approachesfrominside100yardsRgh",2011
13,13,"Chris Couch",73,NA,642.167,32,6,"Approachesfrominside100yardsRgh",2011
13,13,"Rory Sabbatini",85,NA,682,34,11,"Approachesfrominside100yardsRgh",2011
15,15,"Rich Beem",53,NA,246.083,12,0,"Approachesfrominside100yardsRgh",2011
16,16,"Davis Love III",70,NA,412.333,20,1,"Approachesfrominside100yardsRgh",2011
16,16,"Graeme McDowell",50,NA,412.417,20,-1,"Approachesfrominside100yardsRgh",2011
18,18,"Pat Perez",76,NA,457.917,22,4,"Approachesfrominside100yardsRgh",2011
18,18,"Carl Pettersson",95,NA,727.917,35,0,"Approachesfrominside100yardsRgh",2011
18,18,"Josh Teater",104,NA,770.667,37,3,"Approachesfrominside100yardsRgh",2011
21,21,"Brian Davis",105,NA,736,35,9,"Approachesfrominside100yardsRgh",2011
21,21,"David Mathis",83,NA,609.25,29,5,"Approachesfrominside100yardsRgh",2011
23,23,"Nathan Green",81,NA,596,28,4,"Approachesfrominside100yardsRgh",2011
24,24,"Charlie Wi",83,NA,660.75,31,3,"Approachesfrominside100yardsRgh",2011
25,25,"Steve Flesch",88,NA,450.5,21,-2,"Approachesfrominside100yardsRgh",2011
25,25,"Sergio Garcia",61,NA,384.917,18,0,"Approachesfrominside100yardsRgh",2011
25,25,"Robert Karlsson",61,NA,556,26,-1,"Approachesfrominside100yardsRgh",2011
28,28,"Billy Mayfair",94,NA,666,31,3,"Approachesfrominside100yardsRgh",2011
29,29,"Cameron Beckman",71,NA,797.083,37,5,"Approachesfrominside100yardsRgh",2011
29,29,"Hunter Mahan",92,NA,713.25,33,1,"Approachesfrominside100yardsRgh",2011
31,31,"Scott Gutschewski",67,NA,542.333,25,8,"Approachesfrominside100yardsRgh",2011
31,31,"John Merrick",71,NA,346.083,16,3,"Approachesfrominside100yardsRgh",2011
33,33,"Fabian Gomez",84,NA,957.75,44,11,"Approachesfrominside100yardsRgh",2011
33,33,"Johnson Wagner",81,NA,370.417,17,3,"Approachesfrominside100yardsRgh",2011
35,35,"Ben Curtis",66,NA,523.333,24,0,"Approachesfrominside100yardsRgh",2011
35,35,"Kevin Streelman",90,NA,612.333,28,7,"Approachesfrominside100yardsRgh",2011
37,37,"Justin Leonard",82,NA,526.75,24,9,"Approachesfrominside100yardsRgh",2011
38,38,"Chez Reavie",92,NA,329.583,15,4,"Approachesfrominside100yardsRgh",2011
39,39,"Boo Weekley",66,NA,508.75,23,1,"Approachesfrominside100yardsRgh",2011
40,40,"DA Points",89,NA,641.833,29,10,"Approachesfrominside100yardsRgh",2011
41,41,"Arjun Atwal",91,NA,869.333,39,8,"Approachesfrominside100yardsRgh",2011
42,42,"Ben Crane",76,NA,336.083,15,2,"Approachesfrominside100yardsRgh",2011
43,43,"JP Hayes",56,NA,429.167,19,2,"Approachesfrominside100yardsRgh",2011
43,43,"Rocco Mediate",53,NA,699.917,31,6,"Approachesfrominside100yardsRgh",2011
43,43,"Heath Slocum",89,NA,676.667,30,13,"Approachesfrominside100yardsRgh",2011
46,46,"Tom Gillis",55,NA,566.25,25,4,"Approachesfrominside100yardsRgh",2011
