"FirstTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2012","FirstTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2012","FirstTeeEarlyPar3ScoringAverage_PLAYERNAME_2012","FirstTeeEarlyPar3ScoringAverage_ROUNDS_2012","FirstTeeEarlyPar3ScoringAverage_AVG_2012","FirstTeeEarlyPar3ScoringAverage_TOTALSTROKES_2012","FirstTeeEarlyPar3ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Tiger Woods",69,2.85,114,40,"FirstTeeEarlyPar3ScoringAverage",2012
2,2,"Billy Horschel",63,2.86,206,72,"FirstTeeEarlyPar3ScoringAverage",2012
3,3,"Brandt Snedeker",81,2.91,201,69,"FirstTeeEarlyPar3ScoringAverage",2012
4,4,"Sean OHair",84,2.92,347,119,"FirstTeeEarlyPar3ScoringAverage",2012
5,5,"Troy Kelly",68,2.93,211,72,"FirstTeeEarlyPar3ScoringAverage",2012
5,5,"Lee Westwood",60,2.93,176,60,"FirstTeeEarlyPar3ScoringAverage",2012
7,7,"Greg Owen",90,2.94,421,143,"FirstTeeEarlyPar3ScoringAverage",2012
7,7,"Kevin Stadler",85,2.94,235,80,"FirstTeeEarlyPar3ScoringAverage",2012
9,9,"Greg Chalmers",88,2.95,386,131,"FirstTeeEarlyPar3ScoringAverage",2012
9,9,"Ryan Palmer",81,2.95,336,114,"FirstTeeEarlyPar3ScoringAverage",2012
9,9,"Justin Rose",69,2.95,239,81,"FirstTeeEarlyPar3ScoringAverage",2012
9,9,"David Toms",60,2.95,221,75,"FirstTeeEarlyPar3ScoringAverage",2012
13,13,"Arjun Atwal",79,2.96,323,109,"FirstTeeEarlyPar3ScoringAverage",2012
13,13,"Richard Lee",71,2.96,228,77,"FirstTeeEarlyPar3ScoringAverage",2012
13,13,"Davis Love III",64,2.96,133,45,"FirstTeeEarlyPar3ScoringAverage",2012
13,13,"Daniel Summerhays",81,2.96,370,125,"FirstTeeEarlyPar3ScoringAverage",2012
17,17,"Brian Gay",91,2.97,353,119,"FirstTeeEarlyPar3ScoringAverage",2012
17,17,"Tim Herron",88,2.97,345,116,"FirstTeeEarlyPar3ScoringAverage",2012
17,17,"Kevin Streelman",89,2.97,312,105,"FirstTeeEarlyPar3ScoringAverage",2012
20,20,"Ken Duke",104,2.98,435,146,"FirstTeeEarlyPar3ScoringAverage",2012
20,20,"Bob Estes",78,2.98,349,117,"FirstTeeEarlyPar3ScoringAverage",2012
22,22,"Jason Bohn",81,2.99,293,98,"FirstTeeEarlyPar3ScoringAverage",2012
22,22,"Keegan Bradley",90,2.99,260,87,"FirstTeeEarlyPar3ScoringAverage",2012
22,22,"Gary Christian",91,2.99,329,110,"FirstTeeEarlyPar3ScoringAverage",2012
22,22,"Jason Day",57,2.99,218,73,"FirstTeeEarlyPar3ScoringAverage",2012
22,22,"Brendon de Jonge",115,2.99,449,150,"FirstTeeEarlyPar3ScoringAverage",2012
22,22,"Spencer Levin",81,2.99,380,127,"FirstTeeEarlyPar3ScoringAverage",2012
22,22,"Billy Mayfair",90,2.99,227,76,"FirstTeeEarlyPar3ScoringAverage",2012
22,22,"Vijay Singh",99,2.99,425,142,"FirstTeeEarlyPar3ScoringAverage",2012
22,22,"Michael Thompson",80,2.99,317,106,"FirstTeeEarlyPar3ScoringAverage",2012
31,31,"Chris DiMarco",83,3,282,94,"FirstTeeEarlyPar3ScoringAverage",2012
31,31,"Sergio Garcia",57,3,168,56,"FirstTeeEarlyPar3ScoringAverage",2012
31,31,"Ryuji Imada",78,3,306,102,"FirstTeeEarlyPar3ScoringAverage",2012
31,31,"Dustin Johnson",70,3,183,61,"FirstTeeEarlyPar3ScoringAverage",2012
31,31,"Jerry Kelly",84,3,414,138,"FirstTeeEarlyPar3ScoringAverage",2012
31,31,"Matt Kuchar",86,3,237,79,"FirstTeeEarlyPar3ScoringAverage",2012
31,31,"Geoff Ogilvy",73,3,381,127,"FirstTeeEarlyPar3ScoringAverage",2012
31,31,"Steve Stricker",73,3,156,52,"FirstTeeEarlyPar3ScoringAverage",2012
31,31,"Chris Stroud",86,3,303,101,"FirstTeeEarlyPar3ScoringAverage",2012
31,31,"Kyle Thompson",51,3,159,53,"FirstTeeEarlyPar3ScoringAverage",2012
