"1125FinalRoundPerformance_RANKTHISWEEK_2009","1125FinalRoundPerformance_RANKLASTWEEK_2009","1125FinalRoundPerformance_PLAYERNAME_2009","1125FinalRoundPerformance_EVENTS_2009","1125FinalRoundPerformance_PctTIMESIMPROVED_2009","1125FinalRoundPerformance_OFTIMESIMPROVED_2009","stat_name","year"
1,1,"Matt Bettencourt",31,100,2,"1125FinalRoundPerformance",2009
1,1,"Angel Cabrera",17,100,1,"1125FinalRoundPerformance",2009
1,1,"Mark Calcavecchia",23,100,1,"1125FinalRoundPerformance",2009
1,1,"Fred Couples",16,100,2,"1125FinalRoundPerformance",2009
1,1,"Bob Estes",23,100,4,"1125FinalRoundPerformance",2009
1,1,"Jim Furyk",23,100,4,"1125FinalRoundPerformance",2009
1,1,"Jason Gore",24,100,1,"1125FinalRoundPerformance",2009
1,1,"Ryuji Imada",25,100,2,"1125FinalRoundPerformance",2009
1,1,"Freddie Jacobson",25,100,2,"1125FinalRoundPerformance",2009
1,1,"Peter Lonard",30,100,1,"1125FinalRoundPerformance",2009
1,1,"Kevin Na",26,100,1,"1125FinalRoundPerformance",2009
1,1,"Tom Pernice Jr",26,100,2,"1125FinalRoundPerformance",2009
1,1,"Tiger Woods",17,100,2,"1125FinalRoundPerformance",2009
14,14,"John Senden",29,83.3,5,"1125FinalRoundPerformance",2009
15,15,"Sean OHair",23,80,4,"1125FinalRoundPerformance",2009
15,15,"Ian Poulter",17,80,4,"1125FinalRoundPerformance",2009
15,15,"Nick Watney",24,80,4,"1125FinalRoundPerformance",2009
18,18,"Alex Cejka",25,75,3,"1125FinalRoundPerformance",2009
18,18,"Chris DiMarco",29,75,3,"1125FinalRoundPerformance",2009
18,18,"Zach Johnson",26,75,6,"1125FinalRoundPerformance",2009
18,18,"Justin Rose",22,75,3,"1125FinalRoundPerformance",2009
18,18,"Scott Verplank",24,75,3,"1125FinalRoundPerformance",2009
18,18,"Camilo Villegas",21,75,3,"1125FinalRoundPerformance",2009
24,24,"Chad Campbell",26,66.7,2,"1125FinalRoundPerformance",2009
24,24,"Ernie Els",19,66.7,2,"1125FinalRoundPerformance",2009
24,24,"Steve Flesch",27,66.7,2,"1125FinalRoundPerformance",2009
24,24,"Jerry Kelly",26,66.7,2,"1125FinalRoundPerformance",2009
24,24,"Ryan Moore",27,66.7,2,"1125FinalRoundPerformance",2009
24,24,"Webb Simpson",30,66.7,2,"1125FinalRoundPerformance",2009
30,30,"Brian Davis",32,60,3,"1125FinalRoundPerformance",2009
30,30,"Steve Marino",29,60,3,"1125FinalRoundPerformance",2009
30,30,"Kenny Perry",24,60,3,"1125FinalRoundPerformance",2009
30,30,"Kevin Streelman",29,60,3,"1125FinalRoundPerformance",2009
34,34,"Bill Haas",29,57.1,4,"1125FinalRoundPerformance",2009
34,34,"Jeff Overton",28,57.1,4,"1125FinalRoundPerformance",2009
36,36,"Tommy Armour III",19,50,1,"1125FinalRoundPerformance",2009
36,36,"Cameron Beckman",26,50,1,"1125FinalRoundPerformance",2009
36,36,"Rich Beem",26,50,1,"1125FinalRoundPerformance",2009
36,36,"KJ Choi",22,50,1,"1125FinalRoundPerformance",2009
36,36,"Jason Day",18,50,2,"1125FinalRoundPerformance",2009
36,36,"Brendon de Jonge",29,50,1,"1125FinalRoundPerformance",2009
36,36,"Jason Dufner",26,50,3,"1125FinalRoundPerformance",2009
36,36,"Harrison Frazar",28,50,3,"1125FinalRoundPerformance",2009
36,36,"Sergio Garcia",17,50,1,"1125FinalRoundPerformance",2009
36,36,"JJ Henry",28,50,1,"1125FinalRoundPerformance",2009
36,36,"Charley Hoffman",27,50,3,"1125FinalRoundPerformance",2009
36,36,"Greg Kraft",21,50,1,"1125FinalRoundPerformance",2009
36,36,"Cliff Kresge",28,50,1,"1125FinalRoundPerformance",2009
36,36,"Tom Lehman",16,50,1,"1125FinalRoundPerformance",2009
36,36,"Spencer Levin",25,50,2,"1125FinalRoundPerformance",2009
36,36,"Davis Love III",27,50,1,"1125FinalRoundPerformance",2009
36,36,"Hunter Mahan",25,50,4,"1125FinalRoundPerformance",2009
36,36,"Scott McCarron",27,50,2,"1125FinalRoundPerformance",2009
36,36,"Parker McLachlin",25,50,2,"1125FinalRoundPerformance",2009
36,36,"James Nitties",27,50,3,"1125FinalRoundPerformance",2009
36,36,"Nick OHern",27,50,1,"1125FinalRoundPerformance",2009
36,36,"Geoff Ogilvy",20,50,3,"1125FinalRoundPerformance",2009
36,36,"Chez Reavie",27,50,1,"1125FinalRoundPerformance",2009
36,36,"John Rollins",27,50,1,"1125FinalRoundPerformance",2009
36,36,"Rory Sabbatini",25,50,2,"1125FinalRoundPerformance",2009
36,36,"Brandt Snedeker",26,50,2,"1125FinalRoundPerformance",2009
36,36,"Kevin Stadler",20,50,2,"1125FinalRoundPerformance",2009
36,36,"Steve Stricker",22,50,3,"1125FinalRoundPerformance",2009
36,36,"Chris Stroud",28,50,1,"1125FinalRoundPerformance",2009
36,36,"Vaughn Taylor",28,50,1,"1125FinalRoundPerformance",2009
36,36,"Nicholas Thompson",31,50,2,"1125FinalRoundPerformance",2009
