"GoingfortheGreenHitGreenPct_RANKTHISWEEK_2005","GoingfortheGreenHitGreenPct_RANKLASTWEEK_2005","GoingfortheGreenHitGreenPct_PLAYERNAME_2005","GoingfortheGreenHitGreenPct_ROUNDS_2005","GoingfortheGreenHitGreenPct_Pct_2005","GoingfortheGreenHitGreenPct_SUCCESSES_2005","GoingfortheGreenHitGreenPct_ATTEMPTS_2005","GoingfortheGreenHitGreenPct_RTPSUCCESSES_2005","GoingfortheGreenHitGreenPct_RTPNOTGOINGFORTHEGRN_2005","stat_name","year"
1,1,"Brenden Pappas",51,36.75,43,117,-51,NA,"GoingfortheGreenHitGreenPct",2005
2,2,"Tiger Woods",76,33.54,55,164,-58,NA,"GoingfortheGreenHitGreenPct",2005
3,3,"Harrison Frazar",105,33.05,77,233,-83,NA,"GoingfortheGreenHitGreenPct",2005
4,4,"Sergio Garcia",73,31.54,41,130,-35,NA,"GoingfortheGreenHitGreenPct",2005
5,5,"John Senden",101,30.65,61,199,-58,NA,"GoingfortheGreenHitGreenPct",2005
6,6,"Bob Tway",87,30.56,33,108,-33,NA,"GoingfortheGreenHitGreenPct",2005
7,7,"Charles Howell III",95,30.38,48,158,-53,NA,"GoingfortheGreenHitGreenPct",2005
8,8,"Loren Roberts",54,30,9,30,-8,NA,"GoingfortheGreenHitGreenPct",2005
9,9,"Adam Scott",72,29.7,30,101,-31,NA,"GoingfortheGreenHitGreenPct",2005
10,10,"Mark Hensby",70,29.31,34,116,-40,NA,"GoingfortheGreenHitGreenPct",2005
11,11,"Kevin Stadler",96,29.28,65,222,-68,NA,"GoingfortheGreenHitGreenPct",2005
12,12,"Woody Austin",100,29.26,55,188,-52,NA,"GoingfortheGreenHitGreenPct",2005
13,13,"Shigeki Maruyama",99,28.89,39,135,-41,NA,"GoingfortheGreenHitGreenPct",2005
14,14,"Jonathan Byrd",103,28.83,64,222,-69,NA,"GoingfortheGreenHitGreenPct",2005
