"Approachesfrom75100yardsRgh_RANKTHISWEEK_2013","Approachesfrom75100yardsRgh_RANKLASTWEEK_2013","Approachesfrom75100yardsRgh_PLAYERNAME_2013","Approachesfrom75100yardsRgh_ROUNDS_2013","Approachesfrom75100yardsRgh_AVG_2013","Approachesfrom75100yardsRgh_TOTALDISTANCEFEET_2013","Approachesfrom75100yardsRgh_OFATTEMPTS_2013","Approachesfrom75100yardsRgh_RELATIVETOPAR_2013","stat_name","year"
1,1,"Justin Hicks",79,NA,115.833,10,-4,"Approachesfrom75100yardsRgh",2013
2,2,"George McNeill",68,NA,73.333,6,-3,"Approachesfrom75100yardsRgh",2013
3,3,"Charlie Wi",75,NA,134.75,10,1,"Approachesfrom75100yardsRgh",2013
4,4,"Ryan Moore",72,NA,225.083,16,0,"Approachesfrom75100yardsRgh",2013
5,5,"Michael Bradley",56,NA,130.583,9,-2,"Approachesfrom75100yardsRgh",2013
6,6,"David Toms",49,NA,87.583,6,-1,"Approachesfrom75100yardsRgh",2013
7,7,"Brian Davis",91,NA,300.25,20,-2,"Approachesfrom75100yardsRgh",2013
8,8,"Justin Rose",62,NA,106.5,7,-2,"Approachesfrom75100yardsRgh",2013
8,8,"Mike Weir",60,NA,197.917,13,-1,"Approachesfrom75100yardsRgh",2013
10,10,"Ernie Els",63,NA,45.917,3,1,"Approachesfrom75100yardsRgh",2013
11,11,"Cameron Percy",68,NA,96.083,6,3,"Approachesfrom75100yardsRgh",2013
11,11,"Scott Piercy",78,NA,175.917,11,6,"Approachesfrom75100yardsRgh",2013
13,13,"Colt Knost",69,NA,211.25,13,0,"Approachesfrom75100yardsRgh",2013
13,13,"David Mathis",71,NA,179,11,0,"Approachesfrom75100yardsRgh",2013
15,15,"Graham DeLaet",94,NA,183.083,11,-2,"Approachesfrom75100yardsRgh",2013
15,15,"Brandt Jobe",62,NA,66.667,4,3,"Approachesfrom75100yardsRgh",2013
17,17,"John Huh",88,NA,270.5,16,-1,"Approachesfrom75100yardsRgh",2013
18,18,"Ian Poulter",59,NA,207.833,12,1,"Approachesfrom75100yardsRgh",2013
19,19,"Morgan Hoffmann",64,NA,331.5,19,0,"Approachesfrom75100yardsRgh",2013
20,20,"Martin Kaymer",61,NA,70,4,-2,"Approachesfrom75100yardsRgh",2013
21,21,"Tag Ridings",69,NA,263.75,15,2,"Approachesfrom75100yardsRgh",2013
22,22,"Hunter Mahan",91,NA,212,12,-2,"Approachesfrom75100yardsRgh",2013
23,23,"Camilo Villegas",79,NA,142.167,8,1,"Approachesfrom75100yardsRgh",2013
24,24,"Jordan Spieth",82,NA,356.667,20,-4,"Approachesfrom75100yardsRgh",2013
25,25,"Luke Guthrie",82,NA,363.667,20,-5,"Approachesfrom75100yardsRgh",2013
26,26,"Charl Schwartzel",69,NA,128.583,7,-4,"Approachesfrom75100yardsRgh",2013
27,27,"Scott Langley",79,NA,129.167,7,-1,"Approachesfrom75100yardsRgh",2013
28,28,"Brad Fritsch",81,NA,242.25,13,2,"Approachesfrom75100yardsRgh",2013
28,28,"Aaron Watkins",46,NA,93.417,5,1,"Approachesfrom75100yardsRgh",2013
30,30,"Trevor Immelman",73,NA,299.833,16,4,"Approachesfrom75100yardsRgh",2013
31,31,"Brian Harman",89,NA,357.667,19,-2,"Approachesfrom75100yardsRgh",2013
32,32,"Gary Woodland",94,NA,322.5,17,3,"Approachesfrom75100yardsRgh",2013
33,33,"Ken Duke",87,NA,210.417,11,-1,"Approachesfrom75100yardsRgh",2013
33,33,"Tim Herron",45,NA,115,6,0,"Approachesfrom75100yardsRgh",2013
33,33,"Nicholas Thompson",99,NA,403.083,21,2,"Approachesfrom75100yardsRgh",2013
36,36,"Adam Scott",61,NA,77.417,4,0,"Approachesfrom75100yardsRgh",2013
37,37,"Roberto Castro",97,NA,350.667,18,1,"Approachesfrom75100yardsRgh",2013
38,38,"Dustin Johnson",71,NA,276.5,14,0,"Approachesfrom75100yardsRgh",2013
38,38,"DA Points",87,NA,157.917,8,-1,"Approachesfrom75100yardsRgh",2013
40,40,"Angel Cabrera",73,NA,317,16,0,"Approachesfrom75100yardsRgh",2013
41,41,"Scott Gardiner",61,NA,457.833,23,1,"Approachesfrom75100yardsRgh",2013
41,41,"David Hearn",88,NA,379,19,-2,"Approachesfrom75100yardsRgh",2013
43,43,"Lee Williams",62,NA,220,11,1,"Approachesfrom75100yardsRgh",2013
44,44,"Bryce Molder",82,NA,240.75,12,2,"Approachesfrom75100yardsRgh",2013
45,45,"Jin Park",52,NA,201.333,10,-1,"Approachesfrom75100yardsRgh",2013
46,46,"Steve LeBrun",66,NA,245.083,12,-1,"Approachesfrom75100yardsRgh",2013
47,47,"Justin Leonard",86,NA,266.917,13,-2,"Approachesfrom75100yardsRgh",2013
48,48,"Jerry Kelly",75,NA,350,17,0,"Approachesfrom75100yardsRgh",2013
49,49,"Rory Sabbatini",86,NA,413.417,20,-1,"Approachesfrom75100yardsRgh",2013
50,50,"Matt Every",89,NA,519.25,25,-8,"Approachesfrom75100yardsRgh",2013
50,50,"Russell Henley",80,NA,291,14,-1,"Approachesfrom75100yardsRgh",2013
50,50,"Seung Yul Noh",71,NA,332.333,16,0,"Approachesfrom75100yardsRgh",2013
53,53,"Ben Curtis",59,NA,208.917,10,-1,"Approachesfrom75100yardsRgh",2013
54,54,"Geoff Ogilvy",57,NA,335.417,16,-2,"Approachesfrom75100yardsRgh",2013
54,54,"John Rollins",77,NA,314.833,15,1,"Approachesfrom75100yardsRgh",2013
56,56,"Rory McIlroy",56,NA,126.333,6,-1,"Approachesfrom75100yardsRgh",2013
57,57,"Jeff Maggert",63,NA,406.917,19,0,"Approachesfrom75100yardsRgh",2013
58,58,"Ben Kohles",75,NA,215.167,10,2,"Approachesfrom75100yardsRgh",2013
59,59,"Marc Leishman",77,NA,280.917,13,1,"Approachesfrom75100yardsRgh",2013
59,59,"Chris Stroud",88,NA,323.667,15,-4,"Approachesfrom75100yardsRgh",2013
61,61,"Brandt Snedeker",79,NA,324.583,15,-3,"Approachesfrom75100yardsRgh",2013
62,62,"Daniel Summerhays",83,NA,435.083,20,1,"Approachesfrom75100yardsRgh",2013
62,62,"Josh Teater",86,NA,348.417,16,-2,"Approachesfrom75100yardsRgh",2013
64,64,"Jason Dufner",78,NA,283.5,13,-2,"Approachesfrom75100yardsRgh",2013
64,64,"Phil Mickelson",78,NA,348.667,16,-3,"Approachesfrom75100yardsRgh",2013
66,66,"Brian Gay",79,NA,416.833,19,2,"Approachesfrom75100yardsRgh",2013
66,66,"Eric Meierdierks",48,NA,219.167,10,1,"Approachesfrom75100yardsRgh",2013
68,68,"William McGirt",75,NA,396,18,7,"Approachesfrom75100yardsRgh",2013
69,69,"Erik Compton",74,NA,309.917,14,-1,"Approachesfrom75100yardsRgh",2013
70,70,"Matt Kuchar",93,NA,377.667,17,-3,"Approachesfrom75100yardsRgh",2013
70,70,"John Merrick",79,NA,377.917,17,-1,"Approachesfrom75100yardsRgh",2013
70,70,"Mark Wilson",56,NA,133.5,6,1,"Approachesfrom75100yardsRgh",2013
73,73,"Will Claxton",67,NA,446.667,20,3,"Approachesfrom75100yardsRgh",2013
74,74,"Johnson Wagner",64,NA,224.333,10,1,"Approachesfrom75100yardsRgh",2013
75,75,"Chad Campbell",78,NA,247.667,11,1,"Approachesfrom75100yardsRgh",2013
75,75,"Henrik Stenson",65,NA,157.583,7,0,"Approachesfrom75100yardsRgh",2013
77,77,"Robert Streb",75,NA,385.083,17,3,"Approachesfrom75100yardsRgh",2013
78,78,"Billy Horschel",96,NA,387.5,17,0,"Approachesfrom75100yardsRgh",2013
79,79,"Nicolas Colsaerts",50,NA,390.25,17,4,"Approachesfrom75100yardsRgh",2013
80,80,"Carl Pettersson",82,NA,463.083,20,2,"Approachesfrom75100yardsRgh",2013
81,81,"Charley Hoffman",84,NA,325.833,14,-2,"Approachesfrom75100yardsRgh",2013
81,81,"Ryo Ishikawa",72,NA,302.25,13,-1,"Approachesfrom75100yardsRgh",2013
83,83,"Greg Chalmers",77,NA,444,19,2,"Approachesfrom75100yardsRgh",2013
83,83,"David Lingmerth",68,NA,350.5,15,-3,"Approachesfrom75100yardsRgh",2013
85,85,"Jason Day",86,NA,350.833,15,-2,"Approachesfrom75100yardsRgh",2013
86,86,"Kevin Chappell",80,NA,281.75,12,3,"Approachesfrom75100yardsRgh",2013
86,86,"Chez Reavie",72,NA,211.75,9,-1,"Approachesfrom75100yardsRgh",2013
88,88,"Tim Clark",64,NA,94.333,4,-1,"Approachesfrom75100yardsRgh",2013
88,88,"Andres Romero",63,NA,188.5,8,1,"Approachesfrom75100yardsRgh",2013
90,90,"Brendon de Jonge",110,NA,308.25,13,5,"Approachesfrom75100yardsRgh",2013
91,91,"Jimmy Walker",84,NA,620.25,26,3,"Approachesfrom75100yardsRgh",2013
92,92,"David Lynn",70,NA,431.167,18,2,"Approachesfrom75100yardsRgh",2013
93,93,"Steven Bowditch",67,NA,264.083,11,0,"Approachesfrom75100yardsRgh",2013
94,94,"Padraig Harrington",52,NA,192.5,8,1,"Approachesfrom75100yardsRgh",2013
94,94,"Pat Perez",69,NA,192.667,8,3,"Approachesfrom75100yardsRgh",2013
96,96,"Freddie Jacobson",63,NA,438.5,18,-1,"Approachesfrom75100yardsRgh",2013
97,97,"Cameron Tringale",80,NA,587.583,24,-4,"Approachesfrom75100yardsRgh",2013
98,98,"Casey Wittenberg",72,NA,344,14,-1,"Approachesfrom75100yardsRgh",2013
99,99,"Troy Matteson",68,NA,371,15,1,"Approachesfrom75100yardsRgh",2013
100,100,"James Driscoll",76,NA,347.75,14,0,"Approachesfrom75100yardsRgh",2013
101,101,"Chris Kirk",89,NA,374,15,-1,"Approachesfrom75100yardsRgh",2013
102,102,"Michael Thompson",66,NA,226.583,9,0,"Approachesfrom75100yardsRgh",2013
102,102,"Nick Watney",88,NA,403.083,16,0,"Approachesfrom75100yardsRgh",2013
104,104,"Aaron Baddeley",68,NA,354,14,0,"Approachesfrom75100yardsRgh",2013
104,104,"Rod Pampling",46,NA,202.25,8,0,"Approachesfrom75100yardsRgh",2013
106,106,"Vijay Singh",61,NA,379.75,15,6,"Approachesfrom75100yardsRgh",2013
107,107,"KJ Choi",85,NA,255.25,10,-2,"Approachesfrom75100yardsRgh",2013
107,107,"Doug LaBelle II",72,NA,306.417,12,0,"Approachesfrom75100yardsRgh",2013
109,109,"Brendan Steele",86,NA,231.167,9,2,"Approachesfrom75100yardsRgh",2013
110,110,"Luke Donald",60,NA,128.667,5,-1,"Approachesfrom75100yardsRgh",2013
110,110,"DJ Trahan",48,NA,154.5,6,2,"Approachesfrom75100yardsRgh",2013
112,112,"Fabian Gomez",65,NA,311.333,12,0,"Approachesfrom75100yardsRgh",2013
112,112,"Bo Van Pelt",72,NA,258.833,10,1,"Approachesfrom75100yardsRgh",2013
114,114,"Martin Laird",68,NA,234.667,9,2,"Approachesfrom75100yardsRgh",2013
115,115,"Lucas Glover",65,NA,287.75,11,0,"Approachesfrom75100yardsRgh",2013
116,116,"Bob Estes",66,NA,236,9,-1,"Approachesfrom75100yardsRgh",2013
