"DrivingDistanceAllDrives_RANKTHISWEEK_2014","DrivingDistanceAllDrives_RANKLASTWEEK_2014","DrivingDistanceAllDrives_PLAYERNAME_2014","DrivingDistanceAllDrives_ROUNDS_2014","DrivingDistanceAllDrives_ALLDRIVES_2014","DrivingDistanceAllDrives_TOTALDISTANCE_2014","DrivingDistanceAllDrives_OFDRIVES_2014","stat_name","year"
41,41,"Lucas Glover",68,287,187992,655,"DrivingDistanceAllDrives",2014
41,41,"Martin Laird",66,287,221593,772,"DrivingDistanceAllDrives",2014
41,41,"Hideki Matsuyama",82,287,257171,896,"DrivingDistanceAllDrives",2014
44,44,"Sergio Garcia",61,286.8,160611,560,"DrivingDistanceAllDrives",2014
44,44,"Troy Matteson",62,286.8,196453,685,"DrivingDistanceAllDrives",2014
46,46,"Derek Ernst",80,286.5,252940,883,"DrivingDistanceAllDrives",2014
46,46,"Bill Haas",107,286.5,328377,1146,"DrivingDistanceAllDrives",2014
46,46,"Kevin Stadler",90,286.5,260111,908,"DrivingDistanceAllDrives",2014
46,46,"Henrik Stenson",56,286.5,152416,532,"DrivingDistanceAllDrives",2014
50,50,"Russell Henley",92,286.3,301742,1054,"DrivingDistanceAllDrives",2014
51,51,"Marc Leishman",81,286.2,275361,962,"DrivingDistanceAllDrives",2014
52,52,"Billy Horschel",92,286.1,276940,968,"DrivingDistanceAllDrives",2014
53,53,"Patrick Reed",92,285.9,296731,1038,"DrivingDistanceAllDrives",2014
54,54,"Bud Cauley",56,285.8,183793,643,"DrivingDistanceAllDrives",2014
54,54,"Seung Yul Noh",92,285.8,299522,1048,"DrivingDistanceAllDrives",2014
54,54,"Jordan Spieth",102,285.8,316048,1106,"DrivingDistanceAllDrives",2014
57,57,"Kevin Chappell",100,285.6,346709,1214,"DrivingDistanceAllDrives",2014
57,57,"Jim Herman",62,285.6,191350,670,"DrivingDistanceAllDrives",2014
59,59,"Shawn Stefani",60,285.4,227780,798,"DrivingDistanceAllDrives",2014
60,60,"Andres Romero",81,285.3,287020,1006,"DrivingDistanceAllDrives",2014
61,61,"Lee Westwood",57,285.2,171680,602,"DrivingDistanceAllDrives",2014
62,62,"Tommy Gainey",73,285.1,238058,835,"DrivingDistanceAllDrives",2014
63,63,"Geoff Ogilvy",84,284.9,290361,1019,"DrivingDistanceAllDrives",2014
63,63,"Josh Teater",90,284.9,297484,1044,"DrivingDistanceAllDrives",2014
63,63,"Kevin Tway",64,284.9,187208,657,"DrivingDistanceAllDrives",2014
66,66,"Kevin Streelman",79,284.7,239189,840,"DrivingDistanceAllDrives",2014
67,67,"Hudson Swafford",75,284.5,230450,810,"DrivingDistanceAllDrives",2014
68,68,"Davis Love III",74,284.4,249125,876,"DrivingDistanceAllDrives",2014
68,68,"Nick Watney",80,284.4,222995,784,"DrivingDistanceAllDrives",2014
70,70,"Rory Sabbatini",82,284.3,257010,904,"DrivingDistanceAllDrives",2014
71,71,"Ryo Ishikawa",75,284.1,244925,862,"DrivingDistanceAllDrives",2014
72,72,"Vijay Singh",83,284,301626,1062,"DrivingDistanceAllDrives",2014
73,73,"John Peterson",62,283.9,217768,767,"DrivingDistanceAllDrives",2014
74,74,"Martin Flores",85,283.4,268661,948,"DrivingDistanceAllDrives",2014
74,74,"Webb Simpson",87,283.4,293631,1036,"DrivingDistanceAllDrives",2014
76,76,"Brian Harman",111,282.9,398356,1408,"DrivingDistanceAllDrives",2014
76,76,"David Lingmerth",80,282.9,263685,932,"DrivingDistanceAllDrives",2014
78,78,"Ian Poulter",57,282.8,162322,574,"DrivingDistanceAllDrives",2014
79,79,"Stewart Cink",91,282.6,283765,1004,"DrivingDistanceAllDrives",2014
80,80,"Jason Dufner",57,282.5,166110,588,"DrivingDistanceAllDrives",2014
80,80,"Brad Fritsch",50,282.5,153685,544,"DrivingDistanceAllDrives",2014
82,82,"Sangmoon Bae",76,282.4,256664,909,"DrivingDistanceAllDrives",2014
83,83,"Chris Kirk",105,282.3,340994,1208,"DrivingDistanceAllDrives",2014
83,83,"Wes Roach",67,282.3,196749,697,"DrivingDistanceAllDrives",2014
85,85,"Jeff Overton",80,282.2,259613,920,"DrivingDistanceAllDrives",2014
85,85,"Camilo Villegas",95,282.2,330698,1172,"DrivingDistanceAllDrives",2014
87,87,"Will Ma Kenzie",82,282,286558,1016,"DrivingDistanceAllDrives",2014
87,87,"John Senden",99,282,318139,1128,"DrivingDistanceAllDrives",2014
89,89,"Ben Martin",80,281.8,247731,879,"DrivingDistanceAllDrives",2014
89,89,"Boo Weekley",73,281.8,221175,785,"DrivingDistanceAllDrives",2014
91,91,"Jonas Blixt",64,281.5,169758,603,"DrivingDistanceAllDrives",2014
91,91,"JJ Henry",91,281.5,306242,1088,"DrivingDistanceAllDrives",2014
93,93,"Michael Putnam",106,281.4,356876,1268,"DrivingDistanceAllDrives",2014
94,94,"Luke Guthrie",85,281.2,297768,1059,"DrivingDistanceAllDrives",2014
94,94,"John Rollins",84,281.2,262918,935,"DrivingDistanceAllDrives",2014
96,96,"Scott Brown",100,281.1,326648,1162,"DrivingDistanceAllDrives",2014
97,97,"Ryan Moore",86,281,245051,872,"DrivingDistanceAllDrives",2014
98,98,"Matt Every",85,280.9,253953,904,"DrivingDistanceAllDrives",2014
98,98,"Retief Goosen",94,280.9,305360,1087,"DrivingDistanceAllDrives",2014
98,98,"Kevin Kisner",85,280.9,274120,976,"DrivingDistanceAllDrives",2014
101,101,"Chesson Hadley",84,280.7,277570,989,"DrivingDistanceAllDrives",2014
102,102,"Ricky Barnes",92,280.5,305199,1088,"DrivingDistanceAllDrives",2014
102,102,"Bronson La Cassie",51,280.5,141069,503,"DrivingDistanceAllDrives",2014
104,104,"Troy Merritt",62,280.4,215603,769,"DrivingDistanceAllDrives",2014
105,105,"Aaron Baddeley",74,280.3,230726,823,"DrivingDistanceAllDrives",2014
105,105,"Trevor Immelman",84,280.3,262632,937,"DrivingDistanceAllDrives",2014
107,107,"Erik Compton",88,280.2,292520,1044,"DrivingDistanceAllDrives",2014
107,107,"Brice Garnett",92,280.2,305420,1090,"DrivingDistanceAllDrives",2014
107,107,"Jim Renner",61,280.2,203457,726,"DrivingDistanceAllDrives",2014
107,107,"Bo Van Pelt",83,280.2,261705,934,"DrivingDistanceAllDrives",2014
111,111,"Matt Kuchar",91,280,297944,1064,"DrivingDistanceAllDrives",2014
112,112,"Andrew Svoboda",77,279.9,258046,922,"DrivingDistanceAllDrives",2014
113,113,"Brendon de Jonge",109,279.8,359324,1284,"DrivingDistanceAllDrives",2014
114,114,"James Hahn",82,279.6,284072,1016,"DrivingDistanceAllDrives",2014
115,115,"Gonzalo Fdez Castano",83,279.5,269971,966,"DrivingDistanceAllDrives",2014
116,116,"Danny Lee",84,279.4,269026,963,"DrivingDistanceAllDrives",2014
117,117,"Tyrone Van Aswegen",79,279.3,253592,908,"DrivingDistanceAllDrives",2014
118,118,"Pat Perez",84,279.1,291429,1044,"DrivingDistanceAllDrives",2014
119,119,"Michael Thompson",74,279,234369,840,"DrivingDistanceAllDrives",2014
120,120,"Richard Lee",80,278.8,237233,851,"DrivingDistanceAllDrives",2014
121,121,"John Merrick",87,278.6,280268,1006,"DrivingDistanceAllDrives",2014
121,121,"Chris Stroud",88,278.6,280527,1007,"DrivingDistanceAllDrives",2014
123,123,"Johnson Wagner",69,278.5,225047,808,"DrivingDistanceAllDrives",2014
124,124,"Daniel Summerhays",98,278.4,341323,1226,"DrivingDistanceAllDrives",2014
125,125,"Justin Hicks",103,278.3,348956,1254,"DrivingDistanceAllDrives",2014
126,126,"Roberto Castro",76,278.2,228679,822,"DrivingDistanceAllDrives",2014
127,127,"Freddie Jacobson",91,278.1,313694,1128,"DrivingDistanceAllDrives",2014
127,127,"Russell Knox",92,278.1,321460,1156,"DrivingDistanceAllDrives",2014
127,127,"George McNeill",79,278.1,271453,976,"DrivingDistanceAllDrives",2014
130,130,"Brandt Snedeker",89,278,256348,922,"DrivingDistanceAllDrives",2014
130,130,"Cameron Tringale",111,278,379713,1366,"DrivingDistanceAllDrives",2014
132,132,"Robert Allenby",83,277.8,270870,975,"DrivingDistanceAllDrives",2014
132,132,"Jonathan Byrd",76,277.8,251123,904,"DrivingDistanceAllDrives",2014
134,134,"Paul Casey",56,277.5,170415,614,"DrivingDistanceAllDrives",2014
135,135,"Chad Campbell",57,277.2,177961,642,"DrivingDistanceAllDrives",2014
136,136,"YE Yang",79,277.1,235255,849,"DrivingDistanceAllDrives",2014
137,137,"Zach Johnson",97,276.8,326120,1178,"DrivingDistanceAllDrives",2014
137,137,"DA Points",75,276.8,213682,772,"DrivingDistanceAllDrives",2014
137,137,"Nicholas Thompson",85,276.8,269607,974,"DrivingDistanceAllDrives",2014
140,140,"William McGirt",96,276.6,324129,1172,"DrivingDistanceAllDrives",2014
141,141,"Greg Chalmers",85,276.4,281139,1017,"DrivingDistanceAllDrives",2014
142,142,"Tim Wilkinson",86,276.3,274377,993,"DrivingDistanceAllDrives",2014
143,143,"James Driscoll",71,276,222471,806,"DrivingDistanceAllDrives",2014
143,143,"Kevin Na",94,276,299736,1086,"DrivingDistanceAllDrives",2014
145,145,"Brian Stuard",91,275.8,284577,1032,"DrivingDistanceAllDrives",2014
146,146,"John Huh",87,275.7,269653,978,"DrivingDistanceAllDrives",2014
147,147,"Jason Bohn",81,275.3,279658,1016,"DrivingDistanceAllDrives",2014
147,147,"Charlie Wi",72,275.3,249455,906,"DrivingDistanceAllDrives",2014
149,149,"Brendon Todd",108,275.2,348951,1268,"DrivingDistanceAllDrives",2014
149,149,"Mark Wilson",69,275.2,218823,795,"DrivingDistanceAllDrives",2014
151,151,"Heath Slocum",71,275,238388,867,"DrivingDistanceAllDrives",2014
152,152,"David Hearn",97,274.9,314201,1143,"DrivingDistanceAllDrives",2014
153,153,"Scott Langley",95,274.8,302225,1100,"DrivingDistanceAllDrives",2014
154,154,"Brian Davis",93,274.6,310279,1130,"DrivingDistanceAllDrives",2014
155,155,"Stuart Appleby",92,274,320613,1170,"DrivingDistanceAllDrives",2014
156,156,"KJ Choi",80,273.9,255783,934,"DrivingDistanceAllDrives",2014
156,156,"Spencer Levin",59,273.9,190640,696,"DrivingDistanceAllDrives",2014
156,156,"Ted Potter Jr",68,273.9,228685,835,"DrivingDistanceAllDrives",2014
159,159,"Jeff Maggert",54,273.8,168410,615,"DrivingDistanceAllDrives",2014
160,160,"Ben Crane",81,273.6,297107,1086,"DrivingDistanceAllDrives",2014
161,161,"Jerry Kelly",80,273.4,250940,918,"DrivingDistanceAllDrives",2014
162,162,"Ben Curtis",77,273.3,243525,891,"DrivingDistanceAllDrives",2014
162,162,"Jim Furyk",84,273.3,251459,920,"DrivingDistanceAllDrives",2014
164,164,"Briny Baird",50,273.2,171324,627,"DrivingDistanceAllDrives",2014
164,164,"Graeme McDowell",66,273.2,175917,644,"DrivingDistanceAllDrives",2014
166,166,"Woody Austin",63,273.1,217914,798,"DrivingDistanceAllDrives",2014
166,166,"Bryce Molder",77,273.1,243629,892,"DrivingDistanceAllDrives",2014
168,168,"Billy Hurley III",86,272.5,273910,1005,"DrivingDistanceAllDrives",2014
169,169,"DH Lee",54,272.2,170389,626,"DrivingDistanceAllDrives",2014
170,170,"Ken Duke",80,271.9,250941,923,"DrivingDistanceAllDrives",2014
171,171,"David Toms",64,271.5,204439,753,"DrivingDistanceAllDrives",2014
172,172,"Chad Collins",78,270.8,229632,848,"DrivingDistanceAllDrives",2014
173,173,"Tim Clark",75,269.4,233063,865,"DrivingDistanceAllDrives",2014
174,174,"Luke Donald",57,269,164647,612,"DrivingDistanceAllDrives",2014
175,175,"Brian Gay",81,268.9,237160,882,"DrivingDistanceAllDrives",2014
176,176,"Mike Weir",69,267,197340,739,"DrivingDistanceAllDrives",2014
177,177,"Justin Leonard",75,266.6,229795,862,"DrivingDistanceAllDrives",2014
