"MoneyperEventLeaders_RANKTHISWEEK_2014","MoneyperEventLeaders_RANKLASTWEEK_2014","MoneyperEventLeaders_PLAYERNAME_2014","MoneyperEventLeaders_EVENTS_2014","MoneyperEventLeaders_MONEYPEREVENT_2014","MoneyperEventLeaders_TOTALMONEY_2014","stat_name","year"
99,99,"Mikko Ilonen",5,52600,263000,"MoneyperEventLeaders",2014
100,100,"Brendan Steele",26,52303,1359889,"MoneyperEventLeaders",2014
101,101,"Marcel Siem",3,52226,156679,"MoneyperEventLeaders",2014
102,102,"Justin Hicks",30,51468,1544061,"MoneyperEventLeaders",2014
103,103,"Stuart Appleby",29,50964,1477970,"MoneyperEventLeaders",2014
104,104,"Morgan Hoffmann",32,49872,1595922,"MoneyperEventLeaders",2014
105,105,"Scott Stallings",28,49488,1385688,"MoneyperEventLeaders",2014
106,106,"Kiradech Aphibarnrat",9,49464,445178,"MoneyperEventLeaders",2014
107,107,"Andrew Svoboda",24,48669,1168072,"MoneyperEventLeaders",2014
108,108,"Jose Maria Olazabal",1,48600,48600,"MoneyperEventLeaders",2014
109,109,"Carl Pettersson",28,48156,1348393,"MoneyperEventLeaders",2014
110,110,"Scott Brown",30,48057,1441724,"MoneyperEventLeaders",2014
111,111,"Kevin Chappell",28,47978,1343411,"MoneyperEventLeaders",2014
112,112,"Jeff Overton",24,46477,1115467,"MoneyperEventLeaders",2014
113,113,"Troy Merritt",20,44143,882864,"MoneyperEventLeaders",2014
114,114,"Billy Hurley III",26,44049,1145299,"MoneyperEventLeaders",2014
115,115,"William McGirt",29,43990,1275737,"MoneyperEventLeaders",2014
116,116,"Robert Garrigus",25,43818,1095474,"MoneyperEventLeaders",2014
117,117,"Michael Thompson",22,42377,932300,"MoneyperEventLeaders",2014
118,118,"Jay McLuen",2,42085,84171,"MoneyperEventLeaders",2014
118,118,"Alvaro Quiros",2,42085,84171,"MoneyperEventLeaders",2014
120,120,"David Hearn",28,40654,1138323,"MoneyperEventLeaders",2014
121,121,"David Toms",20,40067,801354,"MoneyperEventLeaders",2014
122,122,"Martin Flores",26,39824,1035446,"MoneyperEventLeaders",2014
123,123,"Scott Langley",29,39706,1151496,"MoneyperEventLeaders",2014
124,124,"Hideto Tanihara",3,39666,119000,"MoneyperEventLeaders",2014
125,125,"Vijay Singh",25,39561,989027,"MoneyperEventLeaders",2014
126,126,"Rory Sabbatini",26,39412,1024735,"MoneyperEventLeaders",2014
127,127,"Bo Van Pelt",25,39288,982218,"MoneyperEventLeaders",2014
128,128,"Aaron Baddeley",24,39273,942558,"MoneyperEventLeaders",2014
129,129,"Jason Gore",7,39122,273857,"MoneyperEventLeaders",2014
130,130,"David Howell",3,39105,117317,"MoneyperEventLeaders",2014
131,131,"Jon Curran",1,37952,37952,"MoneyperEventLeaders",2014
132,132,"Brendon de Jonge",31,37786,1171395,"MoneyperEventLeaders",2014
133,133,"Lucas Bjerregaard",1,37754,37754,"MoneyperEventLeaders",2014
133,133,"Zac Blair",1,37754,37754,"MoneyperEventLeaders",2014
133,133,"Garth Mulroy",1,37754,37754,"MoneyperEventLeaders",2014
136,136,"Andres Gonzales",2,37500,75000,"MoneyperEventLeaders",2014
137,137,"Stewart Cink",25,37166,929165,"MoneyperEventLeaders",2014
138,138,"Gonzalo Fdez Castano",25,37059,926492,"MoneyperEventLeaders",2014
139,139,"Justin Leonard",22,36724,807949,"MoneyperEventLeaders",2014
140,140,"Kevin Kisner",26,36711,954497,"MoneyperEventLeaders",2014
141,141,"Will Wilcox",16,36634,586158,"MoneyperEventLeaders",2014
142,142,"Nick Watney",25,36535,913397,"MoneyperEventLeaders",2014
143,143,"Briny Baird",17,36253,616315,"MoneyperEventLeaders",2014
144,144,"Thomas Bjorn",9,34994,314950,"MoneyperEventLeaders",2014
145,145,"Koumei Oda",2,34876,69752,"MoneyperEventLeaders",2014
146,146,"John Huh",28,34787,974042,"MoneyperEventLeaders",2014
147,147,"Chris Wood",3,34750,104251,"MoneyperEventLeaders",2014
148,148,"Boo Weekley",24,34694,832673,"MoneyperEventLeaders",2014
149,149,"Scott Piercy",12,34302,411634,"MoneyperEventLeaders",2014
150,150,"Mike Weir",25,34176,854413,"MoneyperEventLeaders",2014
151,151,"Bud Cauley",19,34099,647886,"MoneyperEventLeaders",2014
152,152,"Fred Couples",3,33720,101160,"MoneyperEventLeaders",2014
153,153,"Matteo Manassero",10,33696,336967,"MoneyperEventLeaders",2014
154,154,"Bryce Molder",25,33144,828605,"MoneyperEventLeaders",2014
155,155,"Tim Wilkinson",25,32967,824179,"MoneyperEventLeaders",2014
156,156,"Jhonattan Vegas",23,32685,751762,"MoneyperEventLeaders",2014
157,157,"Luke Guthrie",26,32329,840555,"MoneyperEventLeaders",2014
158,158,"Bernd Wiesberger",4,31972,127888,"MoneyperEventLeaders",2014
159,159,"Peter Hanson",13,31963,415530,"MoneyperEventLeaders",2014
160,160,"Retief Goosen",26,31772,826072,"MoneyperEventLeaders",2014
161,161,"Brad Fritsch",18,31577,568391,"MoneyperEventLeaders",2014
162,162,"Alexander Levy",2,31000,62000,"MoneyperEventLeaders",2014
163,163,"Danny Willett",3,30942,92828,"MoneyperEventLeaders",2014
164,164,"Steven Ihm",1,30628,30628,"MoneyperEventLeaders",2014
165,165,"Jim Renner",25,30559,763978,"MoneyperEventLeaders",2014
166,166,"Brian Davis",28,30090,842539,"MoneyperEventLeaders",2014
167,167,"Andres Romero",26,30084,782184,"MoneyperEventLeaders",2014
168,168,"Sangmoon Bae",24,29921,718110,"MoneyperEventLeaders",2014
169,169,"Martin Laird",20,29183,583662,"MoneyperEventLeaders",2014
170,170,"Danny Lee",28,27903,781294,"MoneyperEventLeaders",2014
171,171,"Charlie Beljan",26,27409,712651,"MoneyperEventLeaders",2014
172,172,"Michael Putnam",30,27293,818798,"MoneyperEventLeaders",2014
173,173,"James Hahn",27,27231,735259,"MoneyperEventLeaders",2014
174,174,"Ricky Barnes",27,26179,706854,"MoneyperEventLeaders",2014
175,175,"Chad Campbell",18,26155,470797,"MoneyperEventLeaders",2014
176,176,"Kenny Perry",5,26117,130588,"MoneyperEventLeaders",2014
177,177,"Ben Curtis",24,26063,625515,"MoneyperEventLeaders",2014
178,178,"David Lingmerth",26,26025,676660,"MoneyperEventLeaders",2014
179,179,"Jonathan Byrd",24,25708,617014,"MoneyperEventLeaders",2014
180,180,"Andrew Loupe",22,25596,563120,"MoneyperEventLeaders",2014
181,181,"Jamie Donaldson",12,25221,302656,"MoneyperEventLeaders",2014
182,182,"George Coetzee",6,24762,148572,"MoneyperEventLeaders",2014
183,183,"Joe Durant",15,24617,369267,"MoneyperEventLeaders",2014
184,184,"Heath Slocum",23,24615,566166,"MoneyperEventLeaders",2014
185,185,"Max Homa",8,24490,195924,"MoneyperEventLeaders",2014
186,186,"Justin Thomas",7,24319,170236,"MoneyperEventLeaders",2014
187,187,"Thorbjorn Olesen",14,23944,335221,"MoneyperEventLeaders",2014
188,188,"Nicholas Thompson",30,23779,713377,"MoneyperEventLeaders",2014
189,189,"Brian Gay",26,23283,605368,"MoneyperEventLeaders",2014
190,190,"Prayad Marksaeng",1,23100,23100,"MoneyperEventLeaders",2014
191,191,"Richard Lee",27,22905,618443,"MoneyperEventLeaders",2014
192,192,"Roberto Castro",27,22812,615933,"MoneyperEventLeaders",2014
193,193,"Jamie McLeary",1,22808,22808,"MoneyperEventLeaders",2014
193,193,"Chris Rodgers",1,22808,22808,"MoneyperEventLeaders",2014
195,195,"Larry Mize",1,22680,22680,"MoneyperEventLeaders",2014
196,196,"Steve Marino",13,22658,294565,"MoneyperEventLeaders",2014
197,197,"Nicholas Lindheim",1,22649,22649,"MoneyperEventLeaders",2014
197,197,"Fran Quinn",1,22649,22649,"MoneyperEventLeaders",2014
199,199,"Brice Garnett",28,22064,617804,"MoneyperEventLeaders",2014
200,200,"Rod Pampling",7,22007,154051,"MoneyperEventLeaders",2014
201,201,"Greg Chalmers",27,21443,578979,"MoneyperEventLeaders",2014
202,202,"Rafael Campos",1,21306,21306,"MoneyperEventLeaders",2014
202,202,"Emiliano Grillo",1,21306,21306,"MoneyperEventLeaders",2014
202,202,"David Skinns",1,21306,21306,"MoneyperEventLeaders",2014
205,205,"Rhein Gibson",1,20843,20843,"MoneyperEventLeaders",2014
206,206,"Clayton Rask",1,20775,20775,"MoneyperEventLeaders",2014
207,207,"John Merrick",25,20645,516148,"MoneyperEventLeaders",2014
208,208,"Wes Roach",22,20618,453616,"MoneyperEventLeaders",2014
209,209,"Gaganjeet Bhullar",2,20212,40425,"MoneyperEventLeaders",2014
210,210,"Toru Taniguchi",1,19980,19980,"MoneyperEventLeaders",2014
211,211,"JJ Henry",28,19807,554614,"MoneyperEventLeaders",2014
212,212,"Kevin Penner",1,19800,19800,"MoneyperEventLeaders",2014
213,213,"Hudson Swafford",26,19764,513883,"MoneyperEventLeaders",2014
214,214,"Jeff Maggert",19,18955,360156,"MoneyperEventLeaders",2014
215,215,"Tommy Gainey",26,18868,490589,"MoneyperEventLeaders",2014
216,216,"David Lynn",11,18855,207413,"MoneyperEventLeaders",2014
217,217,"Dicky Pride",13,18737,243592,"MoneyperEventLeaders",2014
218,218,"Sam Saunders",1,18476,18476,"MoneyperEventLeaders",2014
219,219,"Ken Duke",25,18223,455589,"MoneyperEventLeaders",2014
219,219,"Berry Henson",1,18223,18223,"MoneyperEventLeaders",2014
221,221,"Tyrone Van Aswegen",25,18194,454856,"MoneyperEventLeaders",2014
222,222,"Eric Axley",10,18073,180734,"MoneyperEventLeaders",2014
223,223,"Joost Luiten",9,18055,162500,"MoneyperEventLeaders",2014
224,224,"Colin Montgomerie",1,18033,18033,"MoneyperEventLeaders",2014
225,225,"Robert Allenby",29,17734,514288,"MoneyperEventLeaders",2014
226,226,"Kyle Stanley",28,16913,473580,"MoneyperEventLeaders",2014
227,227,"Troy Matteson",23,16860,387796,"MoneyperEventLeaders",2014
228,228,"Johnson Wagner",24,16405,393728,"MoneyperEventLeaders",2014
229,229,"Sean OHair",25,16351,408793,"MoneyperEventLeaders",2014
230,230,"Ted Potter Jr",24,16097,386340,"MoneyperEventLeaders",2014
231,231,"Trevor Immelman",28,15982,447516,"MoneyperEventLeaders",2014
232,232,"Tiger Woods",7,15467,108275,"MoneyperEventLeaders",2014
233,233,"Charlie Wi",25,15391,384795,"MoneyperEventLeaders",2014
234,234,"Mark Anderson",8,15324,122598,"MoneyperEventLeaders",2014
235,235,"Brady Watt",4,15322,61288,"MoneyperEventLeaders",2014
236,236,"Jamie Lovemark",20,15297,305943,"MoneyperEventLeaders",2014
237,237,"Patrick Cantlay",5,15226,76131,"MoneyperEventLeaders",2014
238,238,"Peter Malnati",18,15073,271326,"MoneyperEventLeaders",2014
239,239,"John Mallinger",14,14997,209958,"MoneyperEventLeaders",2014
240,240,"Nicholas Fung",1,14980,14980,"MoneyperEventLeaders",2014
241,241,"James Driscoll",25,14856,371404,"MoneyperEventLeaders",2014
242,242,"Oscar Fraustro",1,14660,14660,"MoneyperEventLeaders",2014
243,243,"Chad Collins",28,14586,408433,"MoneyperEventLeaders",2014
244,244,"Tim Herron",15,14184,212771,"MoneyperEventLeaders",2014
245,245,"Wade Ormsby",1,14070,14070,"MoneyperEventLeaders",2014
246,246,"Sandy Lyle",2,13986,27972,"MoneyperEventLeaders",2014
247,247,"Spencer Levin",20,13889,277780,"MoneyperEventLeaders",2014
248,248,"Stephen Gallacher",12,13826,165917,"MoneyperEventLeaders",2014
249,249,"Gregory Bourdy",2,13679,27358,"MoneyperEventLeaders",2014
250,250,"Josh Broadaway",1,13671,13671,"MoneyperEventLeaders",2014
251,251,"DA Points",27,13505,364652,"MoneyperEventLeaders",2014
252,252,"Derek Fathauer",1,13320,13320,"MoneyperEventLeaders",2014
253,253,"Woody Austin",22,13310,292823,"MoneyperEventLeaders",2014
254,254,"Rashid Ismail",1,13230,13230,"MoneyperEventLeaders",2014
255,255,"Josh Teater",28,13080,366240,"MoneyperEventLeaders",2014
256,256,"Joel Dahmen",1,13034,13034,"MoneyperEventLeaders",2014
256,256,"Adam Hadwin",1,13034,13034,"MoneyperEventLeaders",2014
258,258,"Davis Love III",22,12945,284800,"MoneyperEventLeaders",2014
259,259,"Carlos Ortiz",1,12834,12834,"MoneyperEventLeaders",2014
260,260,"Fabrizio Zanotti",2,12687,25375,"MoneyperEventLeaders",2014
261,261,"Blake Adams",8,12304,98438,"MoneyperEventLeaders",2014
262,262,"Rafa Cabrera Bello",5,11990,59950,"MoneyperEventLeaders",2014
263,263,"Greg Owen",8,11889,95116,"MoneyperEventLeaders",2014
264,264,"Scott Gardiner",18,11626,209270,"MoneyperEventLeaders",2014
265,265,"Anirban Lahiri",3,11503,34510,"MoneyperEventLeaders",2014
266,266,"Ryan Sullivan",1,11223,11223,"MoneyperEventLeaders",2014
267,267,"Derek Tolan",1,11144,11144,"MoneyperEventLeaders",2014
268,268,"Tim Petrovic",10,10929,109299,"MoneyperEventLeaders",2014
269,269,"Derek Ernst",28,10916,305653,"MoneyperEventLeaders",2014
270,270,"Ryuji Imada",9,10909,98186,"MoneyperEventLeaders",2014
271,271,"Miguel Angel Carballo",15,10766,161490,"MoneyperEventLeaders",2014
272,272,"Tom Watson",5,10745,53727,"MoneyperEventLeaders",2014
273,273,"Patrick Rodgers",7,10729,75103,"MoneyperEventLeaders",2014
274,274,"Toshinori Muto",1,10696,10696,"MoneyperEventLeaders",2014
275,275,"Padraig Harrington",16,10573,169175,"MoneyperEventLeaders",2014
276,276,"John Rollins",28,10348,289756,"MoneyperEventLeaders",2014
277,277,"Eric Dugas",1,10304,10304,"MoneyperEventLeaders",2014
278,278,"Nicolas Colsaerts",12,10280,123367,"MoneyperEventLeaders",2014
279,279,"Brett Quigley",1,10260,10260,"MoneyperEventLeaders",2014
280,280,"Mark Hubbard",1,10100,10100,"MoneyperEventLeaders",2014
281,281,"Dudley Hart",4,10054,40217,"MoneyperEventLeaders",2014
282,282,"Jose Coceres",6,9603,57620,"MoneyperEventLeaders",2014
283,283,"John Peterson",25,9529,238229,"MoneyperEventLeaders",2014
284,284,"Alex Cejka",6,9509,57059,"MoneyperEventLeaders",2014
285,285,"Scott Hend",3,9333,28000,"MoneyperEventLeaders",2014
286,286,"Steve Flesch",5,9270,46352,"MoneyperEventLeaders",2014
287,287,"YE Yang",28,9090,254525,"MoneyperEventLeaders",2014
288,288,"Bronson La Cassie",18,8924,160632,"MoneyperEventLeaders",2014
289,289,"Jim Herman",21,8920,187336,"MoneyperEventLeaders",2014
290,290,"Mark Calcavecchia",8,8576,68608,"MoneyperEventLeaders",2014
291,291,"Darren Clarke",15,8552,128293,"MoneyperEventLeaders",2014
292,292,"Thongchai Jaidee",9,8528,76752,"MoneyperEventLeaders",2014
293,293,"Lucas Glover",26,8083,210166,"MoneyperEventLeaders",2014
294,294,"Billy Mayfair",4,8029,32118,"MoneyperEventLeaders",2014
295,295,"Lee Janzen",8,7993,63946,"MoneyperEventLeaders",2014
296,296,"Richard Sterne",7,7961,55732,"MoneyperEventLeaders",2014
297,297,"Stephen Ames",18,7841,141143,"MoneyperEventLeaders",2014
298,298,"Kevin Lucas",1,7810,7810,"MoneyperEventLeaders",2014
299,299,"Kent Jones",2,7740,15480,"MoneyperEventLeaders",2014
300,300,"Branden Grace",11,7533,82868,"MoneyperEventLeaders",2014
301,301,"Chris Thompson",2,7279,14559,"MoneyperEventLeaders",2014
302,302,"Kevin Tway",23,7272,167278,"MoneyperEventLeaders",2014
303,303,"Marco Dawson",1,7245,7245,"MoneyperEventLeaders",2014
304,304,"Will Claxton",8,7110,56886,"MoneyperEventLeaders",2014
305,305,"Doug LaBelle II",12,7017,84209,"MoneyperEventLeaders",2014
306,306,"DH Lee",20,6932,138642,"MoneyperEventLeaders",2014
307,307,"Matt Bettencourt",14,6916,96825,"MoneyperEventLeaders",2014
308,308,"Fabian Gomez",4,6904,27616,"MoneyperEventLeaders",2014
309,309,"Vaughn Taylor",3,6817,20451,"MoneyperEventLeaders",2014
310,310,"Jeff Curl",2,6720,13440,"MoneyperEventLeaders",2014
311,311,"Harold Varner III",2,6599,13199,"MoneyperEventLeaders",2014
312,312,"Seukhyun Baek",2,6475,12950,"MoneyperEventLeaders",2014
313,313,"David Duval",15,6313,94709,"MoneyperEventLeaders",2014
314,314,"Mark Wilson",25,6212,155312,"MoneyperEventLeaders",2014
315,315,"Kyle Reifers",2,6150,12300,"MoneyperEventLeaders",2014
316,316,"Glen Day",5,6125,30628,"MoneyperEventLeaders",2014
317,317,"Bubba Dickerson",2,6112,12224,"MoneyperEventLeaders",2014
318,318,"Cameron Beckman",12,6069,72834,"MoneyperEventLeaders",2014
319,319,"Chez Reavie",2,5883,11766,"MoneyperEventLeaders",2014
320,320,"Kevin Foley",15,5849,87737,"MoneyperEventLeaders",2014
321,321,"Alex Prugh",16,5662,90606,"MoneyperEventLeaders",2014
322,322,"Michael Block",2,5368,10736,"MoneyperEventLeaders",2014
323,323,"Oliver Goss",7,5308,37160,"MoneyperEventLeaders",2014
324,324,"Len Mattiace",4,5165,20660,"MoneyperEventLeaders",2014
325,325,"Marc Turnesa",6,5159,30959,"MoneyperEventLeaders",2014
326,326,"John Daly",15,5108,76634,"MoneyperEventLeaders",2014
327,327,"Lee Williams",13,5082,66074,"MoneyperEventLeaders",2014
328,328,"Ben Kohles",3,4928,14784,"MoneyperEventLeaders",2014
329,329,"Justin Bolli",6,4887,29326,"MoneyperEventLeaders",2014
330,330,"Chris Smith",7,4802,33620,"MoneyperEventLeaders",2014
331,331,"Tag Ridings",12,4470,53647,"MoneyperEventLeaders",2014
332,332,"Bobby Wyatt",5,4081,20405,"MoneyperEventLeaders",2014
333,333,"Hyung Sung Kim",6,4080,24482,"MoneyperEventLeaders",2014
334,334,"Fred Funk",8,4052,32417,"MoneyperEventLeaders",2014
335,335,"Joe Ogilvie",13,4002,52035,"MoneyperEventLeaders",2014
336,336,"Thomas Aiken",3,3762,11286,"MoneyperEventLeaders",2014
337,337,"Chris Williams",4,3294,13176,"MoneyperEventLeaders",2014
338,338,"Nathan Green",4,3258,13034,"MoneyperEventLeaders",2014
339,339,"Harrison Frazar",15,3149,47247,"MoneyperEventLeaders",2014
340,340,"Todd Hamilton",4,2596,10387,"MoneyperEventLeaders",2014
341,341,"DJ Trahan",5,2580,12900,"MoneyperEventLeaders",2014
342,342,"Jesper Parnevik",3,2415,7245,"MoneyperEventLeaders",2014
343,343,"Paul Goydos",19,2286,43441,"MoneyperEventLeaders",2014
344,344,"Paul Stankowski",3,2240,6720,"MoneyperEventLeaders",2014
345,345,"Benjamin Alvarado",6,2206,13240,"MoneyperEventLeaders",2014
346,346,"Kris Blanks",8,2165,17326,"MoneyperEventLeaders",2014
347,347,"Scott McCarron",12,1899,22794,"MoneyperEventLeaders",2014
348,348,"Arjun Atwal",4,1745,6980,"MoneyperEventLeaders",2014
349,349,"Edward Loar",19,1576,29958,"MoneyperEventLeaders",2014
350,350,"Daniel Chopra",16,1298,20775,"MoneyperEventLeaders",2014
351,351,"Alex Aragon",18,1195,21526,"MoneyperEventLeaders",2014
352,352,"Chris DiMarco",7,910,6370,"MoneyperEventLeaders",2014
353,353,"Scott Verplank",12,891,10696,"MoneyperEventLeaders",2014
354,354,"Bobby Gates",14,779,10919,"MoneyperEventLeaders",2014
