"ScramblingFringeRTPScore_RANKTHISWEEK_2005","ScramblingFringeRTPScore_RANKLASTWEEK_2005","ScramblingFringeRTPScore_PLAYERNAME_2005","ScramblingFringeRTPScore_ROUNDS_2005","ScramblingFringeRTPScore_AVGRTP_2005","ScramblingFringeRTPScore_TOTALHOLES_2005","ScramblingFringeRTPScore_TOTALRTP_2005","stat_name","year"
32,32,"Rich Beem",66,0.033,60,2,"ScramblingFringeRTPScore",2005
32,32,"Stewart Cink",98,0.033,90,3,"ScramblingFringeRTPScore",2005
34,34,"Bernhard Langer",67,0.034,58,2,"ScramblingFringeRTPScore",2005
34,34,"Justin Rose",99,0.034,118,4,"ScramblingFringeRTPScore",2005
36,36,"John Daly",78,0.038,80,3,"ScramblingFringeRTPScore",2005
36,36,"Joey Snyder III",102,0.038,106,4,"ScramblingFringeRTPScore",2005
38,38,"Dan Forsman",52,0.039,51,2,"ScramblingFringeRTPScore",2005
39,39,"Shigeki Maruyama",99,0.041,98,4,"ScramblingFringeRTPScore",2005
40,40,"Jesper Parnevik",84,0.042,119,5,"ScramblingFringeRTPScore",2005
41,41,"Bob Tway",87,0.043,94,4,"ScramblingFringeRTPScore",2005
42,42,"Woody Austin",100,0.044,137,6,"ScramblingFringeRTPScore",2005
42,42,"Ryuji Imada",78,0.044,91,4,"ScramblingFringeRTPScore",2005
42,42,"Darron Stiles",78,0.044,91,4,"ScramblingFringeRTPScore",2005
45,45,"KJ Choi",78,0.045,66,3,"ScramblingFringeRTPScore",2005
45,45,"Kevin Stadler",96,0.045,132,6,"ScramblingFringeRTPScore",2005
47,47,"Carl Pettersson",109,0.047,107,5,"ScramblingFringeRTPScore",2005
48,48,"Retief Goosen",71,0.048,63,3,"ScramblingFringeRTPScore",2005
48,48,"Scott Gutschewski",86,0.048,105,5,"ScramblingFringeRTPScore",2005
50,50,"Sergio Garcia",73,0.05,60,3,"ScramblingFringeRTPScore",2005
50,50,"Scott Hend",75,0.05,100,5,"ScramblingFringeRTPScore",2005
50,50,"Tom Lehman",69,0.05,60,3,"ScramblingFringeRTPScore",2005
50,50,"Sean OHair",103,0.05,121,6,"ScramblingFringeRTPScore",2005
54,54,"Greg Owen",84,0.051,99,5,"ScramblingFringeRTPScore",2005
55,55,"Jose Maria Olazabal",55,0.052,58,3,"ScramblingFringeRTPScore",2005
55,55,"Pat Perez",89,0.052,97,5,"ScramblingFringeRTPScore",2005
57,57,"Andrew Magee",82,0.053,94,5,"ScramblingFringeRTPScore",2005
57,57,"Ian Poulter",62,0.053,38,2,"ScramblingFringeRTPScore",2005
57,57,"John Senden",101,0.053,150,8,"ScramblingFringeRTPScore",2005
57,57,"Steve Stricker",62,0.053,75,4,"ScramblingFringeRTPScore",2005
61,61,"Todd Fischer",99,0.054,129,7,"ScramblingFringeRTPScore",2005
62,62,"Craig Barlow",81,0.055,73,4,"ScramblingFringeRTPScore",2005
63,63,"Billy Andrade",83,0.056,108,6,"ScramblingFringeRTPScore",2005
63,63,"Carlos Franco",78,0.056,90,5,"ScramblingFringeRTPScore",2005
63,63,"Bob Heintz",67,0.056,71,4,"ScramblingFringeRTPScore",2005
66,66,"Michael Allen",90,0.057,122,7,"ScramblingFringeRTPScore",2005
66,66,"Skip Kendall",80,0.057,106,6,"ScramblingFringeRTPScore",2005
66,66,"Davis Love III",80,0.057,70,4,"ScramblingFringeRTPScore",2005
66,66,"DA Points",94,0.057,123,7,"ScramblingFringeRTPScore",2005
70,70,"John Elliott",58,0.058,86,5,"ScramblingFringeRTPScore",2005
70,70,"Bill Glasson",54,0.058,69,4,"ScramblingFringeRTPScore",2005
70,70,"Tim Herron",100,0.058,121,7,"ScramblingFringeRTPScore",2005
70,70,"JL Lewis",98,0.058,121,7,"ScramblingFringeRTPScore",2005
70,70,"Joey Sindelar",104,0.058,137,8,"ScramblingFringeRTPScore",2005
75,75,"Jeff Brehaut",71,0.059,68,4,"ScramblingFringeRTPScore",2005
76,76,"Peter Lonard",85,0.06,83,5,"ScramblingFringeRTPScore",2005
77,77,"Alex Cejka",84,0.061,98,6,"ScramblingFringeRTPScore",2005
78,78,"Rocco Mediate",73,0.062,97,6,"ScramblingFringeRTPScore",2005
79,79,"Stuart Appleby",84,0.063,64,4,"ScramblingFringeRTPScore",2005
79,79,"Jonathan Byrd",103,0.063,128,8,"ScramblingFringeRTPScore",2005
79,79,"Lee Janzen",75,0.063,80,5,"ScramblingFringeRTPScore",2005
79,79,"Brett Quigley",96,0.063,127,8,"ScramblingFringeRTPScore",2005
79,79,"Vaughn Taylor",99,0.063,111,7,"ScramblingFringeRTPScore",2005
79,79,"Mario Tiziani",67,0.063,64,4,"ScramblingFringeRTPScore",2005
85,85,"Jose Coceres",56,0.064,94,6,"ScramblingFringeRTPScore",2005
86,86,"Arjun Atwal",65,0.065,62,4,"ScramblingFringeRTPScore",2005
86,86,"Ryan Palmer",101,0.065,93,6,"ScramblingFringeRTPScore",2005
88,88,"Chris Smith",93,0.066,121,8,"ScramblingFringeRTPScore",2005
89,89,"Ted Purdy",122,0.067,120,8,"ScramblingFringeRTPScore",2005
89,89,"Hidemichi Tanaka",106,0.067,135,9,"ScramblingFringeRTPScore",2005
91,91,"Stephen Ames",82,0.069,87,6,"ScramblingFringeRTPScore",2005
92,92,"Kevin Na",88,0.07,129,9,"ScramblingFringeRTPScore",2005
93,93,"Briny Baird",98,0.071,99,7,"ScramblingFringeRTPScore",2005
94,94,"Hunter Mahan",103,0.073,109,8,"ScramblingFringeRTPScore",2005
95,95,"Lucas Glover",88,0.075,106,8,"ScramblingFringeRTPScore",2005
96,96,"Ben Crane",78,0.076,92,7,"ScramblingFringeRTPScore",2005
96,96,"Jim Furyk",94,0.076,92,7,"ScramblingFringeRTPScore",2005
96,96,"Zach Johnson",96,0.076,92,7,"ScramblingFringeRTPScore",2005
99,99,"Steve Lowery",100,0.078,141,11,"ScramblingFringeRTPScore",2005
100,100,"Fred Couples",72,0.079,63,5,"ScramblingFringeRTPScore",2005
100,100,"Tom Pernice Jr",111,0.079,139,11,"ScramblingFringeRTPScore",2005
102,102,"Doug Barron",70,0.08,100,8,"ScramblingFringeRTPScore",2005
103,103,"Steve Allan",102,0.081,123,10,"ScramblingFringeRTPScore",2005
104,104,"Kirk Triplett",55,0.082,73,6,"ScramblingFringeRTPScore",2005
105,105,"Cameron Beckman",96,0.083,133,11,"ScramblingFringeRTPScore",2005
105,105,"Jason Bohn",91,0.083,120,10,"ScramblingFringeRTPScore",2005
105,105,"Glen Day",80,0.083,108,9,"ScramblingFringeRTPScore",2005
105,105,"Dennis Paulson",63,0.083,72,6,"ScramblingFringeRTPScore",2005
109,109,"Franklin Langham",91,0.084,131,11,"ScramblingFringeRTPScore",2005
110,110,"Scott McCarron",78,0.085,71,6,"ScramblingFringeRTPScore",2005
110,110,"Tiger Woods",76,0.085,71,6,"ScramblingFringeRTPScore",2005
112,112,"Harrison Frazar",105,0.086,128,11,"ScramblingFringeRTPScore",2005
112,112,"Will Ma Kenzie",75,0.086,93,8,"ScramblingFringeRTPScore",2005
114,114,"Tim Petrovic",97,0.087,104,9,"ScramblingFringeRTPScore",2005
115,115,"Freddie Jacobson",72,0.088,80,7,"ScramblingFringeRTPScore",2005
116,116,"Daniel Chopra",108,0.089,146,13,"ScramblingFringeRTPScore",2005
116,116,"Stephen Leaney",89,0.089,101,9,"ScramblingFringeRTPScore",2005
116,116,"Charles Warren",89,0.089,101,9,"ScramblingFringeRTPScore",2005
116,116,"Brett Wetterich",76,0.089,79,7,"ScramblingFringeRTPScore",2005
120,120,"Bo Van Pelt",112,0.09,133,12,"ScramblingFringeRTPScore",2005
121,121,"Tjaart van der Walt",56,0.091,66,6,"ScramblingFringeRTPScore",2005
122,122,"Padraig Harrington",50,0.093,54,5,"ScramblingFringeRTPScore",2005
123,123,"Kevin Sutherland",89,0.094,106,10,"ScramblingFringeRTPScore",2005
124,124,"Geoff Ogilvy",97,0.095,95,9,"ScramblingFringeRTPScore",2005
125,125,"Charles Howell III",95,0.096,104,10,"ScramblingFringeRTPScore",2005
125,125,"Brendan Jones",81,0.096,94,9,"ScramblingFringeRTPScore",2005
127,127,"Len Mattiace",86,0.097,93,9,"ScramblingFringeRTPScore",2005
128,128,"Bob Estes",92,0.098,122,12,"ScramblingFringeRTPScore",2005
128,128,"Steve Flesch",90,0.098,82,8,"ScramblingFringeRTPScore",2005
130,130,"Billy Mayfair",114,0.099,131,13,"ScramblingFringeRTPScore",2005
131,131,"Steve Elkington",67,0.1,70,7,"ScramblingFringeRTPScore",2005
131,131,"Jay Haas",54,0.1,70,7,"ScramblingFringeRTPScore",2005
131,131,"Omar Uresti",84,0.1,110,11,"ScramblingFringeRTPScore",2005
134,134,"Robert Gamez",91,0.102,127,13,"ScramblingFringeRTPScore",2005
134,134,"Jeff Maggert",79,0.102,98,10,"ScramblingFringeRTPScore",2005
134,134,"Arron Oberholser",65,0.102,59,6,"ScramblingFringeRTPScore",2005
134,134,"Rob Rashell",65,0.102,88,9,"ScramblingFringeRTPScore",2005
138,138,"Mark Brooks",72,0.103,87,9,"ScramblingFringeRTPScore",2005
138,138,"Nick Watney",91,0.103,97,10,"ScramblingFringeRTPScore",2005
140,140,"Matt Kuchar",60,0.104,77,8,"ScramblingFringeRTPScore",2005
141,141,"Marco Dawson",82,0.105,105,11,"ScramblingFringeRTPScore",2005
141,141,"Paul Gow",78,0.105,114,12,"ScramblingFringeRTPScore",2005
143,143,"Glen Hnatiuk",59,0.106,66,7,"ScramblingFringeRTPScore",2005
144,144,"Jonathan Kaye",77,0.107,75,8,"ScramblingFringeRTPScore",2005
144,144,"Heath Slocum",103,0.107,121,13,"ScramblingFringeRTPScore",2005
146,146,"Chris Anderson",66,0.108,83,9,"ScramblingFringeRTPScore",2005
146,146,"Aaron Baddeley",84,0.108,102,11,"ScramblingFringeRTPScore",2005
148,148,"Hank Kuehne",84,0.11,109,12,"ScramblingFringeRTPScore",2005
149,149,"Jeff Hart",63,0.111,99,11,"ScramblingFringeRTPScore",2005
149,149,"Mark Wilson",74,0.111,90,10,"ScramblingFringeRTPScore",2005
151,151,"Brent Geiberger",61,0.113,80,9,"ScramblingFringeRTPScore",2005
151,151,"Steve Jones",56,0.113,80,9,"ScramblingFringeRTPScore",2005
153,153,"Mark Calcavecchia",92,0.115,131,15,"ScramblingFringeRTPScore",2005
154,154,"Danny Briggs",70,0.116,86,10,"ScramblingFringeRTPScore",2005
155,155,"Brandt Jobe",96,0.118,119,14,"ScramblingFringeRTPScore",2005
156,156,"Brian Gay",101,0.119,143,17,"ScramblingFringeRTPScore",2005
157,157,"Paul Azinger",66,0.12,92,11,"ScramblingFringeRTPScore",2005
157,157,"Chris Riley",67,0.12,75,9,"ScramblingFringeRTPScore",2005
159,159,"Olin Browne",99,0.121,99,12,"ScramblingFringeRTPScore",2005
160,160,"Gavin Coles",70,0.122,98,12,"ScramblingFringeRTPScore",2005
161,161,"Tag Ridings",93,0.124,113,14,"ScramblingFringeRTPScore",2005
162,162,"Matt Gogel",78,0.126,95,12,"ScramblingFringeRTPScore",2005
163,163,"Jay Williamson",53,0.128,86,11,"ScramblingFringeRTPScore",2005
164,164,"Bart Bryant",91,0.131,99,13,"ScramblingFringeRTPScore",2005
165,165,"James Driscoll",73,0.132,91,12,"ScramblingFringeRTPScore",2005
166,166,"Fred Funk",102,0.133,98,13,"ScramblingFringeRTPScore",2005
167,167,"David Hearn",68,0.134,82,11,"ScramblingFringeRTPScore",2005
167,167,"Larry Mize",54,0.134,67,9,"ScramblingFringeRTPScore",2005
169,169,"Hunter Haas",83,0.135,89,12,"ScramblingFringeRTPScore",2005
169,169,"Craig Perks",67,0.135,96,13,"ScramblingFringeRTPScore",2005
171,171,"Mark OMeara",66,0.136,88,12,"ScramblingFringeRTPScore",2005
172,172,"Michael Long",72,0.137,95,13,"ScramblingFringeRTPScore",2005
173,173,"Matt Davidson",53,0.141,64,9,"ScramblingFringeRTPScore",2005
173,173,"DJ Trahan",81,0.141,99,14,"ScramblingFringeRTPScore",2005
175,175,"Justin Bolli",65,0.143,84,12,"ScramblingFringeRTPScore",2005
176,176,"Tommy Armour III",103,0.145,138,20,"ScramblingFringeRTPScore",2005
176,176,"Jeff Sluman",94,0.145,131,19,"ScramblingFringeRTPScore",2005
178,178,"Bradley Hughes",52,0.147,75,11,"ScramblingFringeRTPScore",2005
179,179,"Tim Clark",92,0.148,88,13,"ScramblingFringeRTPScore",2005
180,180,"Brian Davis",75,0.151,106,16,"ScramblingFringeRTPScore",2005
180,180,"Shaun Micheel",81,0.151,93,14,"ScramblingFringeRTPScore",2005
182,182,"John Rollins",97,0.152,112,17,"ScramblingFringeRTPScore",2005
183,183,"John Huston",90,0.153,118,18,"ScramblingFringeRTPScore",2005
184,184,"Frank Lickliter II",100,0.157,121,19,"ScramblingFringeRTPScore",2005
185,185,"Roland Thatcher",75,0.161,62,10,"ScramblingFringeRTPScore",2005
186,186,"JJ Henry",102,0.164,110,18,"ScramblingFringeRTPScore",2005
187,187,"DJ Brigman",76,0.165,85,14,"ScramblingFringeRTPScore",2005
188,188,"Joe Durant",81,0.167,84,14,"ScramblingFringeRTPScore",2005
189,189,"Robert Allenby",95,0.172,93,16,"ScramblingFringeRTPScore",2005
190,190,"Ben Curtis",65,0.178,73,13,"ScramblingFringeRTPScore",2005
191,191,"Lee Westwood",50,0.179,56,10,"ScramblingFringeRTPScore",2005
192,192,"Robert Damron",89,0.185,119,22,"ScramblingFringeRTPScore",2005
193,193,"Joe Ogilvie",103,0.186,113,21,"ScramblingFringeRTPScore",2005
194,194,"Adam Scott",72,0.194,62,12,"ScramblingFringeRTPScore",2005
195,195,"Neal Lancaster",95,0.196,112,22,"ScramblingFringeRTPScore",2005
196,196,"Paul Claxton",79,0.2,90,18,"ScramblingFringeRTPScore",2005
196,196,"Mark Hensby",70,0.2,55,11,"ScramblingFringeRTPScore",2005
198,198,"Tom Gillis",77,0.203,118,24,"ScramblingFringeRTPScore",2005
199,199,"Jim Carter",62,0.216,97,21,"ScramblingFringeRTPScore",2005
200,200,"Thomas Levet",54,0.222,45,10,"ScramblingFringeRTPScore",2005
201,201,"John Cook",72,0.226,93,21,"ScramblingFringeRTPScore",2005
202,202,"Todd Hamilton",94,0.241,108,26,"ScramblingFringeRTPScore",2005
