"Approach250275yardsRTP_RANKTHISWEEK_2009","Approach250275yardsRTP_RANKLASTWEEK_2009","Approach250275yardsRTP_PLAYERNAME_2009","Approach250275yardsRTP_ROUNDS_2009","Approach250275yardsRTP_AVGRTP_2009","stat_name","year"
1,1,"Adam Scott",53,-0.875,"Approach250275yardsRTP",2009
2,2,"Stuart Appleby",79,-0.818,"Approach250275yardsRTP",2009
2,2,"John Mallinger",90,-0.818,"Approach250275yardsRTP",2009
4,4,"Jimmy Walker",74,-0.81,"Approach250275yardsRTP",2009
5,5,"Chris Riley",77,-0.792,"Approach250275yardsRTP",2009
6,6,"Matt Jones",56,-0.789,"Approach250275yardsRTP",2009
7,7,"Mike Weir",85,-0.778,"Approach250275yardsRTP",2009
8,8,"Bob Estes",78,-0.773,"Approach250275yardsRTP",2009
9,9,"Stephen Ames",77,-0.762,"Approach250275yardsRTP",2009
10,10,"Briny Baird",89,-0.75,"Approach250275yardsRTP",2009
10,10,"Matt Kuchar",82,-0.75,"Approach250275yardsRTP",2009
10,10,"Ted Purdy",101,-0.75,"Approach250275yardsRTP",2009
10,10,"Brett Quigley",92,-0.75,"Approach250275yardsRTP",2009
10,10,"Brandt Snedeker",81,-0.75,"Approach250275yardsRTP",2009
15,15,"Dean Wilson",81,-0.739,"Approach250275yardsRTP",2009
16,16,"Derek Fathauer",63,-0.737,"Approach250275yardsRTP",2009
17,17,"Steve Elkington",70,-0.731,"Approach250275yardsRTP",2009
18,18,"YE Yang",83,-0.724,"Approach250275yardsRTP",2009
19,19,"Rod Pampling",72,-0.722,"Approach250275yardsRTP",2009
19,19,"Bubba Watson",73,-0.722,"Approach250275yardsRTP",2009
21,21,"Scott McCarron",91,-0.721,"Approach250275yardsRTP",2009
22,22,"Tommy Armour III",58,-0.714,"Approach250275yardsRTP",2009
22,22,"Zach Johnson",94,-0.714,"Approach250275yardsRTP",2009
24,24,"Nicholas Thompson",96,-0.711,"Approach250275yardsRTP",2009
25,25,"Webb Simpson",94,-0.697,"Approach250275yardsRTP",2009
26,26,"Retief Goosen",74,-0.696,"Approach250275yardsRTP",2009
26,26,"Nick Watney",86,-0.696,"Approach250275yardsRTP",2009
28,28,"Eric Axley",71,-0.692,"Approach250275yardsRTP",2009
29,29,"James Nitties",86,-0.69,"Approach250275yardsRTP",2009
29,29,"Vijay Singh",71,-0.69,"Approach250275yardsRTP",2009
31,31,"Tim Clark",81,-0.688,"Approach250275yardsRTP",2009
32,32,"Robert Allenby",71,-0.682,"Approach250275yardsRTP",2009
32,32,"Jeff Quinney",78,-0.682,"Approach250275yardsRTP",2009
34,34,"Kenny Perry",92,-0.679,"Approach250275yardsRTP",2009
35,35,"Woody Austin",84,-0.677,"Approach250275yardsRTP",2009
