"Approach200yardsRTPScore_RANKTHISWEEK_2012","Approach200yardsRTPScore_RANKLASTWEEK_2012","Approach200yardsRTPScore_PLAYERNAME_2012","Approach200yardsRTPScore_ROUNDS_2012","Approach200yardsRTPScore_AVGRTP_2012","stat_name","year"
1,1,"Rory McIlroy",60,-0.336,"Approach200yardsRTPScore",2012
2,2,"Geoff Ogilvy",73,-0.329,"Approach200yardsRTPScore",2012
3,3,"Tiger Woods",69,-0.306,"Approach200yardsRTPScore",2012
4,4,"Henrik Stenson",51,-0.282,"Approach200yardsRTPScore",2012
5,5,"Louis Oosthuizen",65,-0.273,"Approach200yardsRTPScore",2012
6,6,"Keegan Bradley",90,-0.269,"Approach200yardsRTPScore",2012
6,6,"Chris Couch",61,-0.269,"Approach200yardsRTPScore",2012
8,8,"Brendon de Jonge",115,-0.266,"Approach200yardsRTPScore",2012
9,9,"Charles Howell III",98,-0.237,"Approach200yardsRTPScore",2012
10,10,"Adam Scott",59,-0.234,"Approach200yardsRTPScore",2012
11,11,"Jimmy Walker",101,-0.233,"Approach200yardsRTPScore",2012
12,12,"Justin Rose",69,-0.232,"Approach200yardsRTPScore",2012
12,12,"Michael Thompson",80,-0.232,"Approach200yardsRTPScore",2012
14,14,"Tom Gillis",75,-0.231,"Approach200yardsRTPScore",2012
15,15,"Rickie Fowler",84,-0.23,"Approach200yardsRTPScore",2012
16,16,"Dustin Johnson",70,-0.227,"Approach200yardsRTPScore",2012
17,17,"Bill Lunde",83,-0.225,"Approach200yardsRTPScore",2012
18,18,"Phil Mickelson",79,-0.223,"Approach200yardsRTPScore",2012
19,19,"Bo Van Pelt",84,-0.221,"Approach200yardsRTPScore",2012
20,20,"Jason Dufner",83,-0.217,"Approach200yardsRTPScore",2012
21,21,"Cameron Tringale",88,-0.216,"Approach200yardsRTPScore",2012
22,22,"Kyle Stanley",86,-0.212,"Approach200yardsRTPScore",2012
23,23,"Josh Teater",97,-0.211,"Approach200yardsRTPScore",2012
24,24,"Bud Cauley",99,-0.21,"Approach200yardsRTPScore",2012
24,24,"Martin Laird",77,-0.21,"Approach200yardsRTPScore",2012
24,24,"Steve Stricker",73,-0.21,"Approach200yardsRTPScore",2012
27,27,"John Rollins",81,-0.209,"Approach200yardsRTPScore",2012
28,28,"Padraig Harrington",67,-0.206,"Approach200yardsRTPScore",2012
29,29,"Boo Weekley",74,-0.205,"Approach200yardsRTPScore",2012
30,30,"Kris Blanks",65,-0.203,"Approach200yardsRTPScore",2012
30,30,"Webb Simpson",77,-0.203,"Approach200yardsRTPScore",2012
32,32,"Brian Harman",101,-0.202,"Approach200yardsRTPScore",2012
33,33,"Jonas Blixt",72,-0.199,"Approach200yardsRTPScore",2012
33,33,"Mathew Goggin",65,-0.199,"Approach200yardsRTPScore",2012
35,35,"Jason Day",57,-0.198,"Approach200yardsRTPScore",2012
35,35,"Robert Garrigus",89,-0.198,"Approach200yardsRTPScore",2012
35,35,"Gary Woodland",70,-0.198,"Approach200yardsRTPScore",2012
38,38,"Kevin Streelman",89,-0.197,"Approach200yardsRTPScore",2012
39,39,"Matt Kuchar",86,-0.196,"Approach200yardsRTPScore",2012
39,39,"John Senden",81,-0.196,"Approach200yardsRTPScore",2012
41,41,"John Daly",50,-0.188,"Approach200yardsRTPScore",2012
41,41,"Zach Johnson",95,-0.188,"Approach200yardsRTPScore",2012
43,43,"Rory Sabbatini",84,-0.187,"Approach200yardsRTPScore",2012
44,44,"Luke Donald",63,-0.186,"Approach200yardsRTPScore",2012
45,45,"Robert Karlsson",54,-0.185,"Approach200yardsRTPScore",2012
45,45,"Ryan Palmer",81,-0.185,"Approach200yardsRTPScore",2012
45,45,"Lee Westwood",60,-0.185,"Approach200yardsRTPScore",2012
48,48,"Scott Piercy",95,-0.184,"Approach200yardsRTPScore",2012
49,49,"Charlie Beljan",61,-0.183,"Approach200yardsRTPScore",2012
49,49,"Kevin Na",80,-0.183,"Approach200yardsRTPScore",2012
51,51,"Billy Horschel",63,-0.182,"Approach200yardsRTPScore",2012
52,52,"James Driscoll",83,-0.181,"Approach200yardsRTPScore",2012
53,53,"Kevin Kisner",69,-0.18,"Approach200yardsRTPScore",2012
54,54,"Gary Christian",91,-0.179,"Approach200yardsRTPScore",2012
55,55,"Roberto Castro",92,-0.177,"Approach200yardsRTPScore",2012
56,56,"Jeff Overton",101,-0.176,"Approach200yardsRTPScore",2012
57,57,"Ernie Els",80,-0.175,"Approach200yardsRTPScore",2012
58,58,"Brandt Snedeker",81,-0.174,"Approach200yardsRTPScore",2012
59,59,"Tim Herron",88,-0.172,"Approach200yardsRTPScore",2012
59,59,"Charl Schwartzel",56,-0.172,"Approach200yardsRTPScore",2012
61,61,"John Huh",99,-0.17,"Approach200yardsRTPScore",2012
62,62,"Sean OHair",84,-0.169,"Approach200yardsRTPScore",2012
63,63,"Russell Knox",72,-0.168,"Approach200yardsRTPScore",2012
64,64,"Greg Chalmers",88,-0.167,"Approach200yardsRTPScore",2012
65,65,"Harris English",98,-0.166,"Approach200yardsRTPScore",2012
66,66,"Pat Perez",81,-0.163,"Approach200yardsRTPScore",2012
67,67,"Chad Campbell",84,-0.162,"Approach200yardsRTPScore",2012
67,67,"Nathan Green",73,-0.162,"Approach200yardsRTPScore",2012
69,69,"Ken Duke",104,-0.161,"Approach200yardsRTPScore",2012
69,69,"Bill Haas",79,-0.161,"Approach200yardsRTPScore",2012
69,69,"Charley Hoffman",88,-0.161,"Approach200yardsRTPScore",2012
69,69,"Scott Stallings",78,-0.161,"Approach200yardsRTPScore",2012
69,69,"Nick Watney",97,-0.161,"Approach200yardsRTPScore",2012
74,74,"Kevin Chappell",91,-0.159,"Approach200yardsRTPScore",2012
75,75,"Graham DeLaet",79,-0.157,"Approach200yardsRTPScore",2012
76,76,"Ben Crane",73,-0.156,"Approach200yardsRTPScore",2012
76,76,"Billy Mayfair",90,-0.156,"Approach200yardsRTPScore",2012
76,76,"Ryan Moore",89,-0.156,"Approach200yardsRTPScore",2012
76,76,"Rod Pampling",88,-0.156,"Approach200yardsRTPScore",2012
80,80,"Dicky Pride",62,-0.149,"Approach200yardsRTPScore",2012
81,81,"Stuart Appleby",75,-0.148,"Approach200yardsRTPScore",2012
81,81,"John Merrick",83,-0.148,"Approach200yardsRTPScore",2012
83,83,"Camilo Villegas",79,-0.147,"Approach200yardsRTPScore",2012
84,84,"Martin Flores",95,-0.145,"Approach200yardsRTPScore",2012
84,84,"Matt Jones",53,-0.145,"Approach200yardsRTPScore",2012
84,84,"Carl Pettersson",92,-0.145,"Approach200yardsRTPScore",2012
