"Par3BirdieorBetterLeaders_RANKTHISWEEK_2010","Par3BirdieorBetterLeaders_RANKLASTWEEK_2010","Par3BirdieorBetterLeaders_PLAYERNAME_2010","Par3BirdieorBetterLeaders_ROUNDS_2010","Par3BirdieorBetterLeaders_Pct_2010","Par3BirdieorBetterLeaders_PAR3BIRDIESORBETTER_2010","Par3BirdieorBetterLeaders_PAR3HOLES_2010","stat_name","year"
1,1,"Michael Letzig",84,18.66,64,343,"Par3BirdieorBetterLeaders",2010
2,2,"David Duval",71,18.28,53,290,"Par3BirdieorBetterLeaders",2010
3,3,"Tom Gillis",97,18.23,72,395,"Par3BirdieorBetterLeaders",2010
4,4,"Paul Stankowski",62,18,45,250,"Par3BirdieorBetterLeaders",2010
5,5,"David Toms",86,17.92,62,346,"Par3BirdieorBetterLeaders",2010
6,6,"Pat Perez",90,17.91,65,363,"Par3BirdieorBetterLeaders",2010
7,7,"Derek Lamely",81,17.82,59,331,"Par3BirdieorBetterLeaders",2010
8,8,"Shaun Micheel",70,17.5,49,280,"Par3BirdieorBetterLeaders",2010
9,9,"Steve Stricker",73,17.14,48,280,"Par3BirdieorBetterLeaders",2010
10,10,"Paul Casey",64,17.12,38,222,"Par3BirdieorBetterLeaders",2010
11,11,"Aron Price",70,17.02,48,282,"Par3BirdieorBetterLeaders",2010
12,12,"Marc Leishman",87,17.01,58,341,"Par3BirdieorBetterLeaders",2010
13,13,"Zach Johnson",93,16.9,60,355,"Par3BirdieorBetterLeaders",2010
14,14,"Brad Faxon",58,16.81,40,238,"Par3BirdieorBetterLeaders",2010
15,15,"Chad Campbell",95,16.8,64,381,"Par3BirdieorBetterLeaders",2010
16,16,"Tim Clark",88,16.62,57,343,"Par3BirdieorBetterLeaders",2010
17,17,"Charles Warren",64,16.28,42,258,"Par3BirdieorBetterLeaders",2010
18,18,"Michael Bradley",77,16.23,50,308,"Par3BirdieorBetterLeaders",2010
19,19,"Martin Flores",75,16.07,49,305,"Par3BirdieorBetterLeaders",2010
20,20,"Jason Day",82,16,52,325,"Par3BirdieorBetterLeaders",2010
21,21,"Matt Jones",89,15.89,58,365,"Par3BirdieorBetterLeaders",2010
22,22,"Freddie Jacobson",83,15.87,53,334,"Par3BirdieorBetterLeaders",2010
23,23,"Dustin Johnson",83,15.67,50,319,"Par3BirdieorBetterLeaders",2010
24,24,"Jeff Overton",89,15.63,55,352,"Par3BirdieorBetterLeaders",2010
25,25,"Ryuji Imada",90,15.62,57,365,"Par3BirdieorBetterLeaders",2010
25,25,"Kevin Streelman",90,15.62,57,365,"Par3BirdieorBetterLeaders",2010
27,27,"Michael Sim",64,15.6,39,250,"Par3BirdieorBetterLeaders",2010
28,28,"Chris Tidland",77,15.53,48,309,"Par3BirdieorBetterLeaders",2010
29,29,"Nathan Green",86,15.52,54,348,"Par3BirdieorBetterLeaders",2010
30,30,"Lee Janzen",77,15.51,49,316,"Par3BirdieorBetterLeaders",2010
31,31,"JP Hayes",79,15.48,50,323,"Par3BirdieorBetterLeaders",2010
32,32,"Jeff Quinney",91,15.47,58,375,"Par3BirdieorBetterLeaders",2010
33,33,"Jason Bohn",84,15.45,53,343,"Par3BirdieorBetterLeaders",2010
34,34,"Chris DiMarco",88,15.43,56,363,"Par3BirdieorBetterLeaders",2010
35,35,"Spencer Levin",110,15.37,69,449,"Par3BirdieorBetterLeaders",2010
36,36,"Chris Couch",66,15.3,41,268,"Par3BirdieorBetterLeaders",2010
37,37,"Brian Davis",101,15.29,63,412,"Par3BirdieorBetterLeaders",2010
38,38,"Robert Allenby",76,15.28,44,288,"Par3BirdieorBetterLeaders",2010
39,39,"Kevin Na",94,15.24,57,374,"Par3BirdieorBetterLeaders",2010
40,40,"Steve Lowery",67,15.22,42,276,"Par3BirdieorBetterLeaders",2010
41,41,"Vance Veazey",58,15.19,36,237,"Par3BirdieorBetterLeaders",2010
42,42,"Jim Furyk",76,15.15,45,297,"Par3BirdieorBetterLeaders",2010
42,42,"DA Points",90,15.15,55,363,"Par3BirdieorBetterLeaders",2010
