"Par3Performance_RANKTHISWEEK_2014","Par3Performance_RANKLASTWEEK_2014","Par3Performance_PLAYERNAME_2014","Par3Performance_ROUNDS_2014","Par3Performance_STATUS_2014","Par3Performance_PAR3AVG_2014","Par3Performance_TOTALPAR_2014","stat_name","year"
1,1,"Scott Brown",100,-15,2.96,1203,"Par3Performance",2014
2,2,"Troy Merritt",62,-13,2.95,750,"Par3Performance",2014
2,2,"Tyrone Van Aswegen",79,-13,2.96,945,"Par3Performance",2014
4,4,"Sergio Garcia",61,-11,2.95,696,"Par3Performance",2014
5,5,"Russell Knox",92,-9,2.98,1125,"Par3Performance",2014
6,6,"Keegan Bradley",89,-3,2.99,1062,"Par3Performance",2014
6,6,"Will Ma Kenzie",82,-3,2.99,1005,"Par3Performance",2014
6,6,"Ryan Moore",86,-3,2.99,996,"Par3Performance",2014
9,9,"Dustin Johnson",58,-2,2.99,675,"Par3Performance",2014
10,10,"Tim Clark",75,0,3,909,"Par3Performance",2014
10,10,"Ryo Ishikawa",75,0,3,918,"Par3Performance",2014
10,10,"Charl Schwartzel",64,0,3,744,"Par3Performance",2014
13,13,"Justin Leonard",75,1,3,918,"Par3Performance",2014
14,14,"Chris Stroud",88,2,3.01,1059,"Par3Performance",2014
15,15,"Jim Furyk",84,3,3.01,975,"Par3Performance",2014
15,15,"Scott Langley",95,3,3.01,1137,"Par3Performance",2014
15,15,"Jimmy Walker",98,3,3.01,1143,"Par3Performance",2014
18,18,"Jason Day",54,4,3.02,579,"Par3Performance",2014
18,18,"Harris English",95,4,3.01,1110,"Par3Performance",2014
18,18,"Brian Harman",111,4,3.01,1353,"Par3Performance",2014
21,21,"Robert Allenby",83,5,3.02,987,"Par3Performance",2014
21,21,"Chad Campbell",57,5,3.02,645,"Par3Performance",2014
21,21,"DH Lee",54,5,3.02,615,"Par3Performance",2014
21,21,"Kevin Stadler",90,5,3.01,1077,"Par3Performance",2014
21,21,"Brendon Todd",108,5,3.01,1317,"Par3Performance",2014
21,21,"David Toms",64,5,3.02,753,"Par3Performance",2014
27,27,"John Senden",99,6,3.01,1209,"Par3Performance",2014
27,27,"Jordan Spieth",102,6,3.02,1179,"Par3Performance",2014
29,29,"Ben Crane",81,7,3.02,990,"Par3Performance",2014
29,29,"David Hearn",97,7,3.02,1179,"Par3Performance",2014
29,29,"John Huh",87,7,3.02,1005,"Par3Performance",2014
29,29,"Rory McIlroy",66,7,3.03,768,"Par3Performance",2014
33,33,"Ricky Barnes",92,8,3.02,1071,"Par3Performance",2014
33,33,"Graham DeLaet",80,8,3.03,960,"Par3Performance",2014
33,33,"Bill Haas",107,8,3.02,1266,"Par3Performance",2014
33,33,"Billy Hurley III",86,8,3.02,1041,"Par3Performance",2014
33,33,"Richard Lee",80,8,3.03,948,"Par3Performance",2014
33,33,"Louis Oosthuizen",50,8,3.04,558,"Par3Performance",2014
33,33,"Bo Van Pelt",83,8,3.02,1011,"Par3Performance",2014
40,40,"Jerry Kelly",80,10,3.03,981,"Par3Performance",2014
40,40,"Jeff Maggert",54,10,3.05,654,"Par3Performance",2014
40,40,"Camilo Villegas",95,10,3.03,1152,"Par3Performance",2014
43,43,"Wes Roach",67,11,3.04,768,"Par3Performance",2014
43,43,"Heath Slocum",71,11,3.04,834,"Par3Performance",2014
43,43,"Shawn Stefani",60,11,3.05,720,"Par3Performance",2014
46,46,"Luke Donald",57,12,3.05,684,"Par3Performance",2014
46,46,"Zach Johnson",97,12,3.03,1146,"Par3Performance",2014
46,46,"Martin Kaymer",65,12,3.05,768,"Par3Performance",2014
46,46,"Marc Leishman",81,12,3.04,972,"Par3Performance",2014
50,50,"Briny Baird",50,13,3.06,609,"Par3Performance",2014
50,50,"Chad Collins",78,13,3.04,909,"Par3Performance",2014
50,50,"Ken Duke",80,13,3.04,942,"Par3Performance",2014
50,50,"Ernie Els",85,13,3.04,954,"Par3Performance",2014
50,50,"Luke Guthrie",85,13,3.04,1035,"Par3Performance",2014
50,50,"Morgan Hoffmann",103,13,3.03,1203,"Par3Performance",2014
50,50,"Billy Horschel",92,13,3.04,1074,"Par3Performance",2014
50,50,"Freddie Jacobson",91,13,3.04,1113,"Par3Performance",2014
50,50,"Spencer Levin",59,13,3.05,723,"Par3Performance",2014
50,50,"Daniel Summerhays",98,13,3.03,1197,"Par3Performance",2014
60,60,"Paul Casey",56,14,3.06,678,"Par3Performance",2014
60,60,"Matt Every",85,14,3.04,1041,"Par3Performance",2014
60,60,"Matt Jones",83,14,3.04,1005,"Par3Performance",2014
60,60,"Brooks Koepka",56,14,3.06,678,"Par3Performance",2014
60,60,"Jason Kokrak",65,14,3.05,798,"Par3Performance",2014
60,60,"George McNeill",79,14,3.04,963,"Par3Performance",2014
60,60,"Mike Weir",69,14,3.05,792,"Par3Performance",2014
67,67,"Stuart Appleby",92,15,3.04,1101,"Par3Performance",2014
67,67,"Brad Fritsch",50,15,3.08,585,"Par3Performance",2014
67,67,"Matt Kuchar",91,15,3.04,1056,"Par3Performance",2014
67,67,"Graeme McDowell",66,15,3.06,747,"Par3Performance",2014
67,67,"Nick Watney",80,15,3.05,903,"Par3Performance",2014
67,67,"Bubba Watson",76,15,3.05,876,"Par3Performance",2014
73,73,"Sean OHair",77,16,3.05,942,"Par3Performance",2014
73,73,"John Peterson",62,16,3.07,732,"Par3Performance",2014
73,73,"Justin Rose",70,16,3.06,828,"Par3Performance",2014
73,73,"Brian Stuard",91,16,3.05,1056,"Par3Performance",2014
77,77,"Kevin Chappell",100,17,3.04,1167,"Par3Performance",2014
77,77,"Kyle Stanley",87,17,3.05,1005,"Par3Performance",2014
77,77,"Michael Thompson",74,17,3.06,891,"Par3Performance",2014
80,80,"Justin Hicks",103,18,3.04,1209,"Par3Performance",2014
80,80,"Ben Martin",80,18,3.06,972,"Par3Performance",2014
80,80,"Seung Yul Noh",92,18,3.05,1113,"Par3Performance",2014
80,80,"Rory Sabbatini",82,18,3.06,957,"Par3Performance",2014
80,80,"Will Wilcox",51,18,3.09,594,"Par3Performance",2014
85,85,"Rickie Fowler",91,19,3.06,1026,"Par3Performance",2014
85,85,"Retief Goosen",94,19,3.05,1098,"Par3Performance",2014
85,85,"Jamie Lovemark",64,19,3.08,726,"Par3Performance",2014
85,85,"Phil Mickelson",71,19,3.07,855,"Par3Performance",2014
85,85,"Bryce Molder",77,19,3.06,891,"Par3Performance",2014
85,85,"Jeff Overton",80,19,3.06,924,"Par3Performance",2014
85,85,"Johnson Wagner",69,19,3.07,792,"Par3Performance",2014
92,92,"JJ Henry",91,20,3.06,1059,"Par3Performance",2014
92,92,"Jim Herman",62,20,3.09,705,"Par3Performance",2014
92,92,"DA Points",75,20,3.07,873,"Par3Performance",2014
92,92,"Charlie Wi",72,20,3.07,855,"Par3Performance",2014
96,96,"Jason Bohn",81,21,3.06,993,"Par3Performance",2014
96,96,"Jason Dufner",57,21,3.1,648,"Par3Performance",2014
96,96,"Tommy Gainey",73,21,3.07,846,"Par3Performance",2014
96,96,"Brice Garnett",92,21,3.06,1065,"Par3Performance",2014
96,96,"William McGirt",96,21,3.05,1167,"Par3Performance",2014
101,101,"Bud Cauley",56,22,3.1,678,"Par3Performance",2014
101,101,"Webb Simpson",87,22,3.07,1008,"Par3Performance",2014
101,101,"Hudson Swafford",75,22,3.08,861,"Par3Performance",2014
101,101,"Tim Wilkinson",86,22,3.07,990,"Par3Performance",2014
105,105,"Greg Chalmers",85,23,3.07,990,"Par3Performance",2014
105,105,"Gonzalo Fdez Castano",83,23,3.07,984,"Par3Performance",2014
105,105,"Robert Garrigus",80,23,3.07,978,"Par3Performance",2014
105,105,"David Lingmerth",80,23,3.07,930,"Par3Performance",2014
105,105,"Pat Perez",84,23,3.07,1029,"Par3Performance",2014
105,105,"Henrik Stenson",56,23,3.11,648,"Par3Performance",2014
