"BirdieorBetterPercentage175200ya_RANKTHISWEEK_2015","BirdieorBetterPercentage175200ya_RANKLASTWEEK_2015","BirdieorBetterPercentage175200ya_PLAYERNAME_2015","BirdieorBetterPercentage175200ya_ROUNDS_2015","BirdieorBetterPercentage175200ya_Pct_2015","BirdieorBetterPercentage175200ya_TOTALBIRDIES_2015","BirdieorBetterPercentage175200ya_TOTALHOLES_2015","stat_name","year"
1,1,"Brooks Koepka",84,23.33,42,180,"BirdieorBetterPercentage175200ya",2015
2,2,"Jason Day",75,21.95,36,164,"BirdieorBetterPercentage175200ya",2015
3,3,"JB Holmes",89,20.67,37,179,"BirdieorBetterPercentage175200ya",2015
4,4,"Harris English",105,20.43,57,279,"BirdieorBetterPercentage175200ya",2015
5,5,"Henrik Stenson",63,20,31,155,"BirdieorBetterPercentage175200ya",2015
6,6,"Hideki Matsuyama",95,19.82,45,227,"BirdieorBetterPercentage175200ya",2015
7,7,"Steve Wheatcroft",87,18.57,44,237,"BirdieorBetterPercentage175200ya",2015
8,8,"Lee Westwood",56,18,18,100,"BirdieorBetterPercentage175200ya",2015
9,9,"Adam Scott",51,17.65,15,85,"BirdieorBetterPercentage175200ya",2015
10,10,"Brendan Steele",88,17.23,41,238,"BirdieorBetterPercentage175200ya",2015
11,11,"Johnson Wagner",68,17.17,34,198,"BirdieorBetterPercentage175200ya",2015
12,12,"Dustin Johnson",75,17.16,23,134,"BirdieorBetterPercentage175200ya",2015
13,13,"Russell Henley",87,17.07,35,205,"BirdieorBetterPercentage175200ya",2015
13,13,"Charles Howell III",105,17.07,56,328,"BirdieorBetterPercentage175200ya",2015
15,15,"Greg Chalmers",58,16.92,22,130,"BirdieorBetterPercentage175200ya",2015
16,16,"Kevin Na",98,16.73,46,275,"BirdieorBetterPercentage175200ya",2015
17,17,"Aaron Baddeley",76,16.67,37,222,"BirdieorBetterPercentage175200ya",2015
18,18,"Tony Finau",106,16.61,49,295,"BirdieorBetterPercentage175200ya",2015
19,19,"David Hearn",97,16.56,50,302,"BirdieorBetterPercentage175200ya",2015
20,20,"Daniel Berger",97,16.55,47,284,"BirdieorBetterPercentage175200ya",2015
20,20,"Bubba Watson",71,16.55,23,139,"BirdieorBetterPercentage175200ya",2015
22,22,"Robert Streb",110,16.5,49,297,"BirdieorBetterPercentage175200ya",2015
23,23,"Justin Thomas",106,16.49,47,285,"BirdieorBetterPercentage175200ya",2015
24,24,"Will Wilcox",58,16.42,22,134,"BirdieorBetterPercentage175200ya",2015
25,25,"Rory Sabbatini",81,16.37,37,226,"BirdieorBetterPercentage175200ya",2015
26,26,"Patrick Rodgers",57,16.33,24,147,"BirdieorBetterPercentage175200ya",2015
27,27,"Chez Reavie",56,16.25,26,160,"BirdieorBetterPercentage175200ya",2015
28,28,"Justin Rose",69,16.11,24,149,"BirdieorBetterPercentage175200ya",2015
29,29,"Chris Stroud",84,16.09,42,261,"BirdieorBetterPercentage175200ya",2015
30,30,"Byron Smith",59,16.06,22,137,"BirdieorBetterPercentage175200ya",2015
31,31,"Jason Gore",76,15.71,33,210,"BirdieorBetterPercentage175200ya",2015
32,32,"Gary Woodland",81,15.66,26,166,"BirdieorBetterPercentage175200ya",2015
33,33,"Jason Bohn",95,15.64,51,326,"BirdieorBetterPercentage175200ya",2015
34,34,"Ernie Els",57,15.52,18,116,"BirdieorBetterPercentage175200ya",2015
35,35,"Camilo Villegas",83,15.51,38,245,"BirdieorBetterPercentage175200ya",2015
36,36,"Brian Harman",90,15.48,37,239,"BirdieorBetterPercentage175200ya",2015
37,37,"Martin Flores",95,15.36,41,267,"BirdieorBetterPercentage175200ya",2015
38,38,"Scott Stallings",60,15.29,24,157,"BirdieorBetterPercentage175200ya",2015
39,39,"Ben Martin",93,15.28,44,288,"BirdieorBetterPercentage175200ya",2015
40,40,"David Lingmerth",90,15.18,39,257,"BirdieorBetterPercentage175200ya",2015
41,41,"Robert Garrigus",70,15.12,26,172,"BirdieorBetterPercentage175200ya",2015
42,42,"Charlie Beljan",76,15.08,27,179,"BirdieorBetterPercentage175200ya",2015
43,43,"Jim Furyk",71,15.03,26,173,"BirdieorBetterPercentage175200ya",2015
44,44,"Billy Horschel",99,14.85,30,202,"BirdieorBetterPercentage175200ya",2015
45,45,"Sangmoon Bae",98,14.77,44,298,"BirdieorBetterPercentage175200ya",2015
46,46,"Gonzalo Fdez Castano",81,14.75,32,217,"BirdieorBetterPercentage175200ya",2015
47,47,"Patrick Reed",103,14.71,35,238,"BirdieorBetterPercentage175200ya",2015
48,48,"Phil Mickelson",70,14.69,26,177,"BirdieorBetterPercentage175200ya",2015
49,49,"Carlos Ortiz",100,14.65,40,273,"BirdieorBetterPercentage175200ya",2015
50,50,"Ken Duke",93,14.63,42,287,"BirdieorBetterPercentage175200ya",2015
51,51,"Sergio Garcia",59,14.56,15,103,"BirdieorBetterPercentage175200ya",2015
52,52,"Jordan Spieth",91,14.49,30,207,"BirdieorBetterPercentage175200ya",2015
53,53,"Jerry Kelly",79,14.47,34,235,"BirdieorBetterPercentage175200ya",2015
54,54,"Luke Guthrie",84,14.45,37,256,"BirdieorBetterPercentage175200ya",2015
55,55,"Brian Stuard",97,14.43,43,298,"BirdieorBetterPercentage175200ya",2015
56,56,"Kevin Chappell",86,14.4,35,243,"BirdieorBetterPercentage175200ya",2015
57,57,"Kyle Reifers",96,14.39,40,278,"BirdieorBetterPercentage175200ya",2015
57,57,"Hudson Swafford",97,14.39,39,271,"BirdieorBetterPercentage175200ya",2015
59,59,"Rickie Fowler",76,14.37,25,174,"BirdieorBetterPercentage175200ya",2015
60,60,"Ryan Moore",81,14.35,30,209,"BirdieorBetterPercentage175200ya",2015
61,61,"Angel Cabrera",53,14.29,20,140,"BirdieorBetterPercentage175200ya",2015
61,61,"Ryo Ishikawa",90,14.29,37,259,"BirdieorBetterPercentage175200ya",2015
61,61,"Scott Pinckney",88,14.29,36,252,"BirdieorBetterPercentage175200ya",2015
64,64,"Retief Goosen",81,14.21,28,197,"BirdieorBetterPercentage175200ya",2015
65,65,"Adam Hadwin",95,14.19,41,289,"BirdieorBetterPercentage175200ya",2015
66,66,"Jason Kokrak",88,14.11,35,248,"BirdieorBetterPercentage175200ya",2015
67,67,"Lucas Glover",79,14.1,33,234,"BirdieorBetterPercentage175200ya",2015
68,68,"Shawn Stefani",94,14.02,38,271,"BirdieorBetterPercentage175200ya",2015
69,69,"Scott Piercy",90,14.01,36,257,"BirdieorBetterPercentage175200ya",2015
70,70,"Danny Lee",120,13.97,50,358,"BirdieorBetterPercentage175200ya",2015
71,71,"Roberto Castro",54,13.95,18,129,"BirdieorBetterPercentage175200ya",2015
72,72,"Nick Taylor",91,13.94,35,251,"BirdieorBetterPercentage175200ya",2015
73,73,"Blayne Barber",76,13.93,28,201,"BirdieorBetterPercentage175200ya",2015
74,74,"Russell Knox",96,13.88,44,317,"BirdieorBetterPercentage175200ya",2015
75,75,"George McNeill",93,13.85,50,361,"BirdieorBetterPercentage175200ya",2015
76,76,"Andres Gonzales",90,13.82,34,246,"BirdieorBetterPercentage175200ya",2015
76,76,"Matt Jones",89,13.82,30,217,"BirdieorBetterPercentage175200ya",2015
78,78,"Roger Sloan",56,13.74,18,131,"BirdieorBetterPercentage175200ya",2015
